,menu_male,menu_female,tuple,average_male,average_female,female-male
0,-0.18244235,-0.11803278,"('unsociable', 'sociable')",-0.1824424,-0.1180328,0.0644096
1,1.482938,1.4425805,"('unfriendly', 'friendly')",1.4829381,1.4425805,-0.0403576
2,0.10667811,0.15881604,"('unlikable', 'likable')",0.1066781,0.158816,0.0521379
3,0.39478832,0.47240105,"('repellent', 'pleasant')",0.3947883,0.4724011,0.0776128
4,-7.46239,-7.7275195,"('disliked', 'liked')",-7.4623899,-7.7275195,-0.2651296
5,-0.4895928,-0.63249034,"('distant', 'outgoing')",-0.4895928,-0.6324903,-0.1428975
6,0.28418028,0.10421397,"('distant', 'open')",0.2841803,0.104214,-0.1799663
7,0.59743166,0.7449466,"('insensitive', 'sensitive')",0.5974317,0.7449466,0.1475149
8,1.4635977,1.307488,"('unaffectionate', 'affectionate')",1.4635977,1.307488,-0.1561097
9,1.6189951,1.6171367,"('unaffectionate', 'caring')",1.6189951,1.6171367,-0.0018584
10,0.59394985,0.6932199,"('unsympathetic', 'sympathetic')",0.5939499,0.6932199,0.09927
11,0.912083,1.0668212,"('unhelpful', 'helpful')",0.912083,1.0668212,0.1547382
12,-1.9882252,-1.961699,"('unsupportive', 'supportive')",-1.9882252,-1.961699,0.0265262
13,-0.22122692,-0.068973035,"('impolite', 'polite')",-0.2212269,-0.068973,0.1522539
14,0.05857174,0.0923108,"('antisocial', 'social')",0.0585717,0.0923108,0.0337391
15,0.1801254,0.049271807,"('boring', 'funny')",0.1801254,0.0492718,-0.1308536
16,-0.23592117,-0.30432773,"('unpopular', 'popular')",-0.2359212,-0.3043277,-0.0684065
17,-0.50995636,-0.5254381,"('nasty', 'nice')",-0.5099564,-0.5254381,-0.0154817
18,-0.53309524,-0.6381392,"('disagreeable', 'welcoming')",-0.5330952,-0.6381392,-0.105044
19,-0.6387925,-0.70894957,"('inhospitable', 'hospitable')",-0.6387925,-0.7089496,-0.0701571
20,1.2742157,1.2225846,"('rough', 'thoughtful')",1.2742157,1.2225846,-0.0516311
21,-0.40057352,-0.22910072,"('immoral', 'moral')",-0.4005735,-0.2291007,0.1714728
22,-0.7045541,-0.7038488,"('untrustworthy', 'trustworthy')",-0.7045541,-0.7038488,0.0007053
23,6.1823735,6.4051886,"('insincere', 'sincere')",6.1823735,6.4051886,0.2228151
24,1.4821651,1.3945992,"('dishonest', 'honest')",1.4821651,1.3945992,-0.0875659
25,1.2312135,1.0571525,"('egoistic', 'altruistic')",1.2312135,1.0571525,-0.174061
26,0.9852115,0.8744131,"('hardhearted', 'benevolent')",0.9852115,0.8744131,-0.1107984
27,1.7007787,1.4532539,"('hardhearted', 'softhearted')",1.7007787,1.4532539,-0.2475248
28,0.9190029,0.90886587,"('disloyal', 'loyal')",0.9190029,0.9088659,-0.010137
29,-0.4021077,-0.54412395,"('unfair', 'fair')",-0.4021077,-0.5441239,-0.1420162
30,0.6712608,0.77376056,"('intolerant', 'tolerant')",0.6712608,0.7737606,0.1024998
31,-0.9279628,-1.0637287,"('evil', 'good')",-0.9279628,-1.0637287,-0.1357659
32,0.7783772,0.78297997,"('unkind', 'kind')",0.7783772,0.78298,0.0046028
33,-0.1812453,-0.26015538,"('wrong', 'right')",-0.1812453,-0.2601554,-0.0789101
34,4.313869,4.5238066,"('mean', 'honorable')",4.313869,4.5238066,0.2099376
35,-0.1156378,-0.4672556,"('corrupt', 'incorrupt')",-0.1156378,-0.4672556,-0.3516178
36,-0.17920414,-0.3712688,"('hostile', 'amicable')",-0.1792041,-0.3712688,-0.1920647
37,1.0377305,0.96450704,"('fake', 'genuine')",1.0377305,0.964507,-0.0732235
38,-0.3188084,-0.2643012,"('untruthful', 'truthful')",-0.3188084,-0.2643012,0.0545072
39,0.6254914,0.684767,"('exploitative', 'cooperative')",0.6254914,0.684767,0.0592756
40,-1.5762132,-1.8019577,"('stingy', 'generous')",-1.5762132,-1.8019577,-0.2257445
41,0.04455389,0.07331002,"('unforgiving', 'forgiving')",0.0445539,0.07331,0.0287561
42,-2.899489,-2.9871755,"('unreliable', 'reliable')",-2.8994889,-2.9871755,-0.0876866
43,0.35616165,0.49633294,"('irresponsible', 'responsible')",0.3561617,0.4963329,0.1401712
44,-1.001598,-1.0717236,"('prejudiced', 'unprejudiced')",-1.001598,-1.0717236,-0.0701256
45,-0.1363733,-0.09463513,"('incompetent', 'competent')",-0.1363733,-0.0946351,0.0417382
46,-1.1127621,-1.0181711,"('uncompetitive', 'competitive')",-1.1127621,-1.0181711,0.094591
47,5.2939715,5.5652723,"('stupid', 'smart')",5.2939715,5.5652723,0.2713008
48,0.30868745,0.4001806,"('unintelligent', 'intelligent')",0.3086874,0.4001806,0.0914932
49,0.008542394,0.028200291,"('unable', 'able')",0.0085424,0.0282003,0.0196579
50,-0.55535114,-0.57767993,"('clumsy', 'skillful')",-0.5553511,-0.5776799,-0.0223288
51,-0.07327457,-0.080698624,"('uneducated', 'educated')",-0.0732746,-0.0806986,-0.007424
52,0.1999585,0.03912483,"('irrational', 'rational')",0.1999585,0.0391248,-0.1608337
53,0.014530974,-0.06087759,"('uncreative', 'creative')",0.014531,-0.0608776,-0.0754086
54,1.0555718,1.1394246,"('incapable', 'capable')",1.0555718,1.1394246,0.0838528
55,0.5595107,0.66902494,"('incompetent', 'clever')",0.5595107,0.6690249,0.1095142
56,0.24649175,0.38335693,"('impractical', 'practical')",0.2464917,0.3833569,0.1368652
57,-2.9962275,-2.9905505,"('unimaginative', 'imaginative')",-2.9962275,-2.9905505,0.005677
58,0.11446272,0.10404524,"('undiscriminating', 'discriminating')",0.1144627,0.1040452,-0.0104175
59,-0.24626824,-0.30261925,"('foolish', 'wise')",-0.2462682,-0.3026192,-0.056351
60,0.10912719,0.4086966,"('inefficient', 'efficient')",0.1091272,0.4086966,0.2995694
61,0.50446945,0.39051035,"('illogical', 'logical')",0.5044695,0.3905104,-0.1139591
62,0.035752434,0.20832187,"('incompetent', 'brilliant')",0.0357524,0.2083219,0.1725695
63,-0.33553725,-0.21607952,"('unperceptive', 'insightful')",-0.3355373,-0.2160795,0.1194578
64,-6.748543,-6.78898,"('shy', 'confident')",-6.7485428,-6.78898,-0.0404372
65,-0.21735965,-0.046327647,"('insecure', 'secure')",-0.2173596,-0.0463276,0.171032
66,-0.04905107,-0.21086836,"('inactive', 'active')",-0.0490511,-0.2108684,-0.1618173
67,-0.42126682,-0.30156854,"('doubtful', 'determined')",-0.4212668,-0.3015685,0.1196983
68,-0.9212174,-0.9309965,"('dependent', 'independent')",-0.9212174,-0.9309965,-0.0097791
69,-1.5029706,-1.6602116,"('lazy', 'industrious')",-1.5029706,-1.6602116,-0.157241
70,0.6146091,0.60560304,"('lethargic', 'energetic')",0.6146091,0.605603,-0.0090061
71,0.6992788,0.6985939,"('diffident', 'self-confident')",0.6992788,0.6985939,-0.0006849
72,0.29266244,0.43091938,"('unambitious', 'ambitious')",0.2926624,0.4309194,0.138257
73,-3.1242023,-3.1870759,"('helpless', 'self-reliant')",-3.1242023,-3.1870759,-0.0628736
74,0.04492368,-0.010462852,"('undedicated', 'dedicated')",0.0449237,-0.0104629,-0.0553866
75,-0.89273274,-0.9251856,"('meek', 'impulsive')",-0.8927327,-0.9251856,-0.0324529
76,0.51835215,0.509411,"('anxious', 'daring')",0.5183522,0.509411,-0.0089412
77,-1.355426,-1.1382645,"('unmotivated', 'motivated')",-1.355426,-1.1382645,0.2171615
78,-0.31789786,-0.30965537,"('nonresilient', 'resilient')",-0.3178979,-0.3096554,0.0082425
79,-0.34473416,-0.43477917,"('wavering', 'unwavering')",-0.3447342,-0.4347792,-0.090045
80,-0.40318412,-0.34844393,"('dominated', 'dominating')",-0.4031841,-0.3484439,0.0547402
81,-0.36260402,-0.18315428,"('submissive', 'aggressive')",-0.362604,-0.1831543,0.1794497
82,6.1960397,6.377935,"('poor', 'rich')",6.1960397,6.3779349,0.1818952
83,-0.5711904,-0.5034624,"('powerless', 'powerful')",-0.5711904,-0.5034624,0.067728
84,0.3868829,0.34416956,"('inferior', 'superior')",0.3868829,0.3441696,-0.0427133
85,0.038174447,-0.1571492,"('insignificant', 'prestigious')",0.0381744,-0.1571492,-0.1953236
86,0.0989281,0.101503275,"('uninfluential', 'influential')",0.0989281,0.1015033,0.0025752
87,-0.47766218,-0.37486118,"('unsuccessful', 'successful')",-0.4776622,-0.3748612,0.102801
88,-0.12509458,-0.11127469,"('low', 'eminent')",-0.1250946,-0.1112747,0.0138199
