,mime_male,mime_female,tuple,average_male,average_female,female-male
0,-0.51491064,-0.6079896,"('unsociable', 'sociable')",-0.5149106,-0.6079896,-0.093079
1,0.539985,0.42352277,"('unfriendly', 'friendly')",0.539985,0.4235228,-0.1164622
2,0.81531006,0.8004379,"('unlikable', 'likable')",0.8153101,0.8004379,-0.0148722
3,0.32680932,0.5079387,"('repellent', 'pleasant')",0.3268093,0.5079387,0.1811294
4,-3.2230062,-3.197812,"('disliked', 'liked')",-3.2230062,-3.1978121,0.0251941
5,-0.71424705,-0.71756685,"('distant', 'outgoing')",-0.714247,-0.7175668,-0.0033198
6,-0.85311776,-0.8729557,"('distant', 'open')",-0.8531178,-0.8729557,-0.0198379
7,-0.6057648,-0.50126165,"('insensitive', 'sensitive')",-0.6057648,-0.5012617,0.1045031
8,-0.30059853,-0.3469172,"('unaffectionate', 'affectionate')",-0.3005985,-0.3469172,-0.0463187
9,0.013526969,-0.01914161,"('unaffectionate', 'caring')",0.013527,-0.0191416,-0.0326686
10,-0.61435926,-0.6119933,"('unsympathetic', 'sympathetic')",-0.6143593,-0.6119933,0.002366
11,0.8804344,0.8528069,"('unhelpful', 'helpful')",0.8804344,0.8528069,-0.0276275
12,-0.71586424,-0.6654317,"('unsupportive', 'supportive')",-0.7158642,-0.6654317,0.0504325
13,-0.014410112,-0.09740926,"('impolite', 'polite')",-0.0144101,-0.0974093,-0.0829992
14,-0.3392288,-0.37422702,"('antisocial', 'social')",-0.3392288,-0.374227,-0.0349982
15,0.82402414,0.7592136,"('boring', 'funny')",0.8240241,0.7592136,-0.0648105
16,0.35681894,0.41424125,"('unpopular', 'popular')",0.3568189,0.4142413,0.0574224
17,-0.014670262,0.08527678,"('nasty', 'nice')",-0.0146703,0.0852768,0.0999471
18,-0.5602029,-0.5834244,"('disagreeable', 'welcoming')",-0.5602029,-0.5834244,-0.0232215
19,-0.97683537,-0.90377706,"('inhospitable', 'hospitable')",-0.9768354,-0.9037771,0.0730583
20,0.5888325,0.5591718,"('rough', 'thoughtful')",0.5888325,0.5591718,-0.0296607
21,0.12584707,0.14312275,"('immoral', 'moral')",0.1258471,0.1431227,0.0172756
22,-0.2936631,-0.39742076,"('untrustworthy', 'trustworthy')",-0.2936631,-0.3974208,-0.1037577
23,2.6977663,2.6442955,"('insincere', 'sincere')",2.6977663,2.6442955,-0.0534708
24,0.21642712,0.12964326,"('dishonest', 'honest')",0.2164271,0.1296433,-0.0867838
25,0.66817874,0.64869684,"('egoistic', 'altruistic')",0.6681787,0.6486968,-0.0194819
