,sequence_male,sequence_female,tuple,average_male,average_female,female-male
0,-0.0031797923,0.005410265,"('unsociable', 'sociable')",-0.0031798,0.0054103,0.0085901
1,0.94651085,0.8030606,"('unfriendly', 'friendly')",0.9465109,0.8030606,-0.1434503
2,0.70635176,0.84974265,"('unlikable', 'likable')",0.7063518,0.8497427,0.1433909
3,0.78948593,0.8383957,"('repellent', 'pleasant')",0.7894859,0.8383957,0.0489098
4,-7.0114455,-7.118814,"('disliked', 'liked')",-7.0114455,-7.118814,-0.1073685
5,-0.7212737,-0.68425953,"('distant', 'outgoing')",-0.7212737,-0.6842595,0.0370142
6,-0.30174133,-0.3044853,"('distant', 'open')",-0.3017413,-0.3044853,-0.002744
7,0.9816419,1.0301317,"('insensitive', 'sensitive')",0.9816419,1.0301317,0.0484898
8,1.1369144,1.012319,"('unaffectionate', 'affectionate')",1.1369144,1.012319,-0.1245954
9,1.702623,1.6643842,"('unaffectionate', 'caring')",1.702623,1.6643842,-0.0382388
10,1.1979504,1.2738074,"('unsympathetic', 'sympathetic')",1.1979504,1.2738074,0.075857
11,1.4515926,1.502769,"('unhelpful', 'helpful')",1.4515926,1.502769,0.0511764
12,-1.4702204,-1.4752058,"('unsupportive', 'supportive')",-1.4702204,-1.4752058,-0.0049854
13,0.10200966,0.18669267,"('impolite', 'polite')",0.1020097,0.1866927,0.084683
14,-0.12305287,-0.20070982,"('antisocial', 'social')",-0.1230529,-0.2007098,-0.0776569
15,0.48937532,0.44514096,"('boring', 'funny')",0.4893753,0.445141,-0.0442343
16,-0.12799461,-0.0789086,"('unpopular', 'popular')",-0.1279946,-0.0789086,0.049086
17,-0.11659014,-0.08590223,"('nasty', 'nice')",-0.1165901,-0.0859022,0.0306879
18,-0.5169119,-0.5119182,"('disagreeable', 'welcoming')",-0.5169119,-0.5119182,0.0049937
19,-0.58262277,-0.5289953,"('inhospitable', 'hospitable')",-0.5826228,-0.5289953,0.0536275
20,1.2125301,1.0901017,"('rough', 'thoughtful')",1.2125301,1.0901017,-0.1224284
21,-0.046197318,0.20963192,"('immoral', 'moral')",-0.0461973,0.2096319,0.2558292
22,-0.19964615,-0.18059886,"('untrustworthy', 'trustworthy')",-0.1996461,-0.1805989,0.0190472
23,5.820039,5.8638706,"('insincere', 'sincere')",5.8200388,5.8638706,0.0438318
24,1.537244,1.4861836,"('dishonest', 'honest')",1.537244,1.4861836,-0.0510604
25,0.29059994,0.23007283,"('egoistic', 'altruistic')",0.2905999,0.2300728,-0.0605271
26,0.64279515,0.41685855,"('hardhearted', 'benevolent')",0.6427951,0.4168586,-0.2259365
27,1.63,1.3956894,"('hardhearted', 'softhearted')",1.63,1.3956894,-0.2343106
28,0.9108965,0.81252736,"('disloyal', 'loyal')",0.9108965,0.8125274,-0.0983691
29,-0.48457742,-0.5854906,"('unfair', 'fair')",-0.4845774,-0.5854906,-0.1009132
30,0.8119776,0.88600516,"('intolerant', 'tolerant')",0.8119776,0.8860052,0.0740276
31,-1.2029499,-1.297856,"('evil', 'good')",-1.2029499,-1.297856,-0.0949061
32,1.3880177,1.3126792,"('unkind', 'kind')",1.3880177,1.3126792,-0.0753385
33,-0.1353921,-0.18729082,"('wrong', 'right')",-0.1353921,-0.1872908,-0.0518987
34,3.957859,4.180264,"('mean', 'honorable')",3.957859,4.180264,0.222405
35,-0.9302682,-1.1711149,"('corrupt', 'incorrupt')",-0.9302682,-1.1711149,-0.2408467
36,-0.67508876,-0.81824785,"('hostile', 'amicable')",-0.6750888,-0.8182479,-0.1431591
37,0.7069987,0.74419063,"('fake', 'genuine')",0.7069987,0.7441906,0.0371919
38,-0.41563883,-0.35901976,"('untruthful', 'truthful')",-0.4156388,-0.3590198,0.056619
39,0.20903425,0.28444692,"('exploitative', 'cooperative')",0.2090342,0.2844469,0.0754127
40,-1.4326655,-1.649409,"('stingy', 'generous')",-1.4326655,-1.6494091,-0.2167436
41,0.4001649,0.3396772,"('unforgiving', 'forgiving')",0.4001649,0.3396772,-0.0604877
42,-1.6945299,-1.6222442,"('unreliable', 'reliable')",-1.6945299,-1.6222442,0.0722857
43,1.1915871,1.305086,"('irresponsible', 'responsible')",1.1915871,1.305086,0.1134989
44,-1.2635432,-1.1974783,"('prejudiced', 'unprejudiced')",-1.2635432,-1.1974783,0.0660649
45,0.7618678,0.5848932,"('incompetent', 'competent')",0.7618678,0.5848932,-0.1769746
46,-0.42194268,-0.36167952,"('uncompetitive', 'competitive')",-0.4219427,-0.3616795,0.0602632
47,4.6956453,4.9038224,"('stupid', 'smart')",4.6956453,4.9038224,0.2081771
48,0.7517879,0.72917116,"('unintelligent', 'intelligent')",0.7517879,0.7291712,-0.0226167
49,-0.018908095,0.22949018,"('unable', 'able')",-0.0189081,0.2294902,0.2483983
50,-0.14158018,-0.21250881,"('clumsy', 'skillful')",-0.1415802,-0.2125088,-0.0709286
51,-0.10373129,-0.038166396,"('uneducated', 'educated')",-0.1037313,-0.0381664,0.0655649
52,-0.48251435,-0.63490593,"('irrational', 'rational')",-0.4825144,-0.6349059,-0.1523915
53,0.06256521,0.05201809,"('uncreative', 'creative')",0.0625652,0.0520181,-0.0105471
54,1.0688401,1.2455034,"('incapable', 'capable')",1.0688401,1.2455034,0.1766633
55,0.8434667,0.9357461,"('incompetent', 'clever')",0.8434667,0.9357461,0.0922794
56,0.6847884,0.7235748,"('impractical', 'practical')",0.6847884,0.7235748,0.0387864
57,-2.1098132,-2.111602,"('unimaginative', 'imaginative')",-2.1098132,-2.1116021,-0.0017889
58,0.5565295,0.501895,"('undiscriminating', 'discriminating')",0.5565295,0.501895,-0.0546345
59,-0.19225642,-0.18335529,"('foolish', 'wise')",-0.1922564,-0.1833553,0.0089011
60,1.0400004,1.255554,"('inefficient', 'efficient')",1.0400004,1.255554,0.2155536
61,0.54013,0.37530047,"('illogical', 'logical')",0.54013,0.3753005,-0.1648295
62,1.1217536,1.2448757,"('incompetent', 'brilliant')",1.1217536,1.2448757,0.1231221
63,0.38156685,0.46977538,"('unperceptive', 'insightful')",0.3815669,0.4697754,0.0882085
64,-5.5863805,-5.5280094,"('shy', 'confident')",-5.5863805,-5.5280094,0.0583711
65,0.6226,0.75752175,"('insecure', 'secure')",0.6226,0.7575217,0.1349217
66,-0.27552572,-0.39582518,"('inactive', 'active')",-0.2755257,-0.3958252,-0.1202995
67,-0.39939937,-0.2702447,"('doubtful', 'determined')",-0.3993994,-0.2702447,0.1291547
68,-0.7308047,-0.54612637,"('dependent', 'independent')",-0.7308047,-0.5461264,0.1846783
69,-1.8015561,-1.882552,"('lazy', 'industrious')",-1.8015561,-1.882552,-0.0809959
70,1.3065854,1.3270032,"('lethargic', 'energetic')",1.3065854,1.3270032,0.0204178
71,0.5559139,0.5165662,"('diffident', 'self-confident')",0.5559139,0.5165662,-0.0393477
72,1.2048146,1.3402132,"('unambitious', 'ambitious')",1.2048146,1.3402132,0.1353986
73,-2.6780183,-2.5988624,"('helpless', 'self-reliant')",-2.6780183,-2.5988624,0.0791559
74,0.4173631,0.2161382,"('undedicated', 'dedicated')",0.4173631,0.2161382,-0.2012249
75,-0.5629072,-0.50544274,"('meek', 'impulsive')",-0.5629072,-0.5054427,0.0574645
76,0.6986587,0.80332047,"('anxious', 'daring')",0.6986587,0.8033205,0.1046618
77,-0.99020153,-0.81176573,"('unmotivated', 'motivated')",-0.9902015,-0.8117657,0.1784358
78,-0.45965016,-0.519071,"('nonresilient', 'resilient')",-0.4596502,-0.519071,-0.0594208
79,-0.6329195,-0.6494324,"('wavering', 'unwavering')",-0.6329195,-0.6494324,-0.0165129
80,-0.237487,-0.27469298,"('dominated', 'dominating')",-0.237487,-0.274693,-0.037206
81,-0.15715036,0.021762703,"('submissive', 'aggressive')",-0.1571504,0.0217627,0.1789131
82,6.153652,6.339849,"('poor', 'rich')",6.1536522,6.339849,0.1861968
83,0.014356859,0.1050031,"('powerless', 'powerful')",0.0143569,0.1050031,0.0906462
84,0.24557775,0.2354321,"('inferior', 'superior')",0.2455778,0.2354321,-0.0101457
85,-1.0615425,-1.2096682,"('insignificant', 'prestigious')",-1.0615425,-1.2096682,-0.1481257
86,0.5943956,0.5995566,"('uninfluential', 'influential')",0.5943956,0.5995566,0.005161
87,0.11683579,0.14112581,"('unsuccessful', 'successful')",0.1168358,0.1411258,0.02429
88,0.10031116,0.1315345,"('low', 'eminent')",0.1003112,0.1315345,0.0312233
