,extinction_male,extinction_female,tuple,average_male,average_female,female-male
0,0.13174684,-0.11229685,"('unsociable', 'sociable')",0.1317468,-0.1122968,-0.2440436
1,0.7570963,0.83276445,"('unfriendly', 'friendly')",0.7570963,0.8327644,0.0756681
2,0.17133546,0.35887304,"('unlikable', 'likable')",0.1713355,0.358873,0.1875375
3,0.8523406,0.78485274,"('repellent', 'pleasant')",0.8523406,0.7848527,-0.0674879
4,-7.3665323,-7.5060177,"('disliked', 'liked')",-7.3665323,-7.5060177,-0.1394854
5,-0.9751752,-0.74659586,"('distant', 'outgoing')",-0.9751752,-0.7465959,0.2285793
6,-0.4919654,-0.3533666,"('distant', 'open')",-0.4919654,-0.3533666,0.1385988
7,0.80842227,0.6453059,"('insensitive', 'sensitive')",0.8084223,0.6453059,-0.1631164
8,0.943103,1.0524338,"('unaffectionate', 'affectionate')",0.943103,1.0524338,0.1093308
9,1.4680542,1.6565368,"('unaffectionate', 'caring')",1.4680542,1.6565368,0.1884826
10,1.3740525,1.2170864,"('unsympathetic', 'sympathetic')",1.3740525,1.2170864,-0.1569661
11,1.4089274,1.4769704,"('unhelpful', 'helpful')",1.4089274,1.4769704,0.068043
12,-1.7941723,-1.8230081,"('unsupportive', 'supportive')",-1.7941723,-1.8230081,-0.0288358
13,0.21741638,0.1794022,"('impolite', 'polite')",0.2174164,0.1794022,-0.0380142
14,-0.087605506,-0.41286924,"('antisocial', 'social')",-0.0876055,-0.4128692,-0.3252637
15,-0.06369239,-0.0069068708,"('boring', 'funny')",-0.0636924,-0.0069069,0.0567855
16,-0.79916835,-0.66035193,"('unpopular', 'popular')",-0.7991683,-0.6603519,0.1388164
17,-0.6247175,-0.5976522,"('nasty', 'nice')",-0.6247175,-0.5976522,0.0270653
18,-0.7448762,-0.78283787,"('disagreeable', 'welcoming')",-0.7448762,-0.7828379,-0.0379617
19,-1.2535329,-1.0555556,"('inhospitable', 'hospitable')",-1.2535329,-1.0555556,0.1979773
20,1.1423923,0.92996174,"('rough', 'thoughtful')",1.1423923,0.9299617,-0.2124306
21,-0.085136004,-0.06855954,"('immoral', 'moral')",-0.085136,-0.0685595,0.0165765
22,-0.013980515,-0.16447687,"('untrustworthy', 'trustworthy')",-0.0139805,-0.1644769,-0.1504964
23,5.56715,5.69922,"('insincere', 'sincere')",5.5671501,5.6992202,0.1320701
24,1.3548702,1.2713208,"('dishonest', 'honest')",1.3548702,1.2713208,-0.0835494
25,0.18221098,0.22204357,"('egoistic', 'altruistic')",0.182211,0.2220436,0.0398326
26,0.6416629,0.40262172,"('hardhearted', 'benevolent')",0.6416629,0.4026217,-0.2390412
27,1.5058534,1.2389814,"('hardhearted', 'softhearted')",1.5058534,1.2389814,-0.266872
28,1.0526267,0.9952875,"('disloyal', 'loyal')",1.0526267,0.9952875,-0.0573392
29,-0.5837825,-0.7246877,"('unfair', 'fair')",-0.5837825,-0.7246877,-0.1409052
30,0.7597063,0.7051301,"('intolerant', 'tolerant')",0.7597063,0.7051301,-0.0545762
31,-1.9890982,-1.964878,"('evil', 'good')",-1.9890982,-1.964878,0.0242202
32,1.0136912,0.8957201,"('unkind', 'kind')",1.0136912,0.8957201,-0.1179711
33,-0.517402,-0.39139512,"('wrong', 'right')",-0.517402,-0.3913951,0.1260069
34,4.143173,4.482799,"('mean', 'honorable')",4.1431732,4.4827991,0.3396259
35,-0.9737393,-1.0355946,"('corrupt', 'incorrupt')",-0.9737393,-1.0355946,-0.0618553
36,-0.70087695,-0.5920024,"('hostile', 'amicable')",-0.700877,-0.5920024,0.1088746
37,1.0015875,1.0066676,"('fake', 'genuine')",1.0015875,1.0066676,0.0050801
38,-0.47218576,-0.31452835,"('untruthful', 'truthful')",-0.4721858,-0.3145283,0.1576575
39,0.08787879,0.032581344,"('exploitative', 'cooperative')",0.0878788,0.0325813,-0.0552975
40,-1.5652237,-1.8982937,"('stingy', 'generous')",-1.5652237,-1.8982937,-0.33307
41,0.2635296,0.1791789,"('unforgiving', 'forgiving')",0.2635296,0.1791789,-0.0843507
42,-2.1144729,-2.2821734,"('unreliable', 'reliable')",-2.1144729,-2.2821734,-0.1677005
43,1.0450773,1.0389198,"('irresponsible', 'responsible')",1.0450773,1.0389198,-0.0061575
44,-1.02429,-1.1283472,"('prejudiced', 'unprejudiced')",-1.02429,-1.1283472,-0.1040572
45,0.17726782,-0.08271823,"('incompetent', 'competent')",0.1772678,-0.0827182,-0.259986
46,0.018488433,-0.14200796,"('uncompetitive', 'competitive')",0.0184884,-0.142008,-0.1604964
47,4.5544596,4.767856,"('stupid', 'smart')",4.5544596,4.7678561,0.2133965
48,0.89186674,0.89609724,"('unintelligent', 'intelligent')",0.8918667,0.8960972,0.0042305
49,0.2073484,0.48288023,"('unable', 'able')",0.2073484,0.4828802,0.2755318
50,-0.387077,-0.33482474,"('clumsy', 'skillful')",-0.387077,-0.3348247,0.0522523
51,0.007126257,-0.045465067,"('uneducated', 'educated')",0.0071263,-0.0454651,-0.0525914
52,-0.94327587,-0.9040766,"('irrational', 'rational')",-0.9432759,-0.9040766,0.0391993
53,-0.13851458,-0.050614424,"('uncreative', 'creative')",-0.1385146,-0.0506144,0.0879002
54,0.8076045,1.089642,"('incapable', 'capable')",0.8076045,1.089642,0.2820375
55,0.79926294,0.6247505,"('incompetent', 'clever')",0.7992629,0.6247505,-0.1745124
56,0.42278817,0.26770577,"('impractical', 'practical')",0.4227882,0.2677058,-0.1550824
57,-2.4200616,-2.5267084,"('unimaginative', 'imaginative')",-2.4200616,-2.5267084,-0.1066468
58,-0.06767358,-0.17058739,"('undiscriminating', 'discriminating')",-0.0676736,-0.1705874,-0.1029138
59,-0.44630662,-0.25268102,"('foolish', 'wise')",-0.4463066,-0.252681,0.1936256
60,0.93952936,0.94460654,"('inefficient', 'efficient')",0.9395294,0.9446065,0.0050771
61,0.30181003,0.095568866,"('illogical', 'logical')",0.30181,0.0955689,-0.2062411
62,0.75247526,0.7648712,"('incompetent', 'brilliant')",0.7524753,0.7648712,0.0123959
63,0.2735617,0.33433282,"('unperceptive', 'insightful')",0.2735617,0.3343328,0.0607711
64,-5.5293407,-5.7258105,"('shy', 'confident')",-5.5293407,-5.7258105,-0.1964698
65,0.6834978,0.57905823,"('insecure', 'secure')",0.6834978,0.5790582,-0.1044396
66,-0.34802324,-0.52634245,"('inactive', 'active')",-0.3480232,-0.5263425,-0.1783193
67,-0.53003335,-0.43389976,"('doubtful', 'determined')",-0.5300333,-0.4338998,0.0961335
68,-0.52250135,-0.45769042,"('dependent', 'independent')",-0.5225013,-0.4576904,0.0648109
69,-2.3115022,-2.1832242,"('lazy', 'industrious')",-2.3115022,-2.1832242,0.128278
70,1.6392457,1.3958592,"('lethargic', 'energetic')",1.6392457,1.3958592,-0.2433865
71,0.30483937,0.3418092,"('diffident', 'self-confident')",0.3048394,0.3418092,0.0369698
