,corteva_male,corteva_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1463505,-1.1908182,"('unsociable', 'sociable')",-0.36258858,-0.38260058,-0.7544695,-0.7867094,-0.0322399
1,-1.743911,-1.749141,"('unfriendly', 'friendly')",1.5001249,1.367674,-0.121893,-0.1907335,-0.0688405
2,1.1343795,1.1936121,"('unlikable', 'likable')",0.6810122,0.7934539,0.9076959,0.993533,0.0858371
3,0.136187,0.33028108,"('repellent', 'pleasant')",0.13362509,0.23689048,0.1349061,0.2835858,0.1486797
4,-0.014813156,-0.022105787,"('disliked', 'liked')",-6.090524,-6.10222,-3.0526686,-3.0621629,-0.0094943
5,-1.2410935,-1.2618687,"('distant', 'outgoing')",-0.24695118,-0.32842618,-0.7440224,-0.7951474,-0.051125
6,-1.8544937,-1.8028809,"('distant', 'open')",-0.017851282,-0.13951008,-0.9361725,-0.9711955,-0.035023
7,-0.6475685,-0.54953283,"('insensitive', 'sensitive')",0.07806425,0.20775972,-0.2847521,-0.1708865,0.1138656
8,-1.0411488,-1.1087753,"('unaffectionate', 'affectionate')",0.56394553,0.45011675,-0.2386016,-0.3293293,-0.0907277
9,-1.2505333,-1.2984861,"('unaffectionate', 'caring')",0.76118594,0.70642805,-0.2446737,-0.296029,-0.0513553
10,-0.70161486,-0.60438174,"('unsympathetic', 'sympathetic')",-0.7562357,-0.65763885,-0.7289253,-0.6310103,0.097915
11,-0.2868469,-0.3464539,"('unhelpful', 'helpful')",1.5250031,1.5962831,0.6190781,0.6249146,0.0058365
12,-0.62158394,-0.46532282,"('unsupportive', 'supportive')",-1.8713512,-1.7305912,-1.2464676,-1.097957,0.1485106
13,-0.018667193,-0.15421914,"('impolite', 'polite')",-0.77857035,-0.7367521,-0.3986188,-0.4454856,-0.0468668
14,0.5224801,0.5758431,"('antisocial', 'social')",-0.2487479,-0.19656305,0.1368661,0.18964,0.0527739
15,0.22391273,-0.027356535,"('boring', 'funny')",0.72402245,0.6338188,0.4739676,0.3032311,-0.1707365
16,-0.50435036,-0.45014194,"('unpopular', 'popular')",0.4943888,0.5221805,-0.0049808,0.0360193,0.0410001
17,-0.23421101,-0.22744857,"('nasty', 'nice')",-0.11886537,-0.11198141,-0.1765382,-0.169715,0.0068232
18,-0.15230408,-0.059732813,"('disagreeable', 'welcoming')",-0.39969894,-0.43403953,-0.2760015,-0.2468862,0.0291153
19,-1.0943974,-1.0703894,"('inhospitable', 'hospitable')",-0.05650994,-0.0544822,-0.5754537,-0.5624358,0.0130179
20,0.37824893,0.3704188,"('rough', 'thoughtful')",1.2868428,1.230695,0.8325459,0.8005569,-0.031989
21,0.651378,0.640281,"('immoral', 'moral')",-0.21299782,-0.0997295,0.2191901,0.2702758,0.0510857
22,0.5148362,0.5849935,"('untrustworthy', 'trustworthy')",-0.83676153,-0.8676311,-0.1609627,-0.1413188,0.0196439
23,-0.81398463,-0.7865264,"('insincere', 'sincere')",5.085833,5.0107503,2.1359243,2.112112,-0.0238123
24,-0.63158333,-0.67046446,"('dishonest', 'honest')",0.62480915,0.5382025,-0.0033871,-0.066131,-0.0627439
25,0.12491348,-0.0016659563,"('egoistic', 'altruistic')",1.612997,1.4913505,0.8689553,0.7448423,-0.124113
26,-0.34967807,-0.34485427,"('hardhearted', 'benevolent')",1.8204604,1.7378254,0.7353912,0.6964856,-0.0389056
27,-0.20289834,-0.2312087,"('hardhearted', 'softhearted')",1.2912065,1.1888293,0.544154,0.4788103,-0.0653437
28,-0.73841256,-0.9012779,"('disloyal', 'loyal')",0.8345937,0.69317627,0.0480906,-0.1040508,-0.1521414
29,-0.551653,-0.64810354,"('unfair', 'fair')",-0.36234054,-0.54512525,-0.4569968,-0.5966144,-0.1396176
30,0.82040066,0.82208467,"('intolerant', 'tolerant')",1.624238,1.6175499,1.2223194,1.2198173,-0.0025021
31,-1.3231751,-1.0607599,"('evil', 'good')",-0.9808644,-1.0614688,-1.1520197,-1.0611143,0.0909054
32,0.27028835,0.085205756,"('unkind', 'kind')",0.7770544,0.6752607,0.5236714,0.3802332,-0.1434382
33,0.061715342,0.008762412,"('wrong', 'right')",-0.4018051,-0.47784168,-0.1700449,-0.2345396,-0.0644947
34,-0.43520972,-0.33924454,"('mean', 'honorable')",5.6870155,5.6780715,2.6259029,2.6694136,0.0435107
