,fee_male,fee_female,tuple,average_male,average_female,female-male
0,-0.15972471,-0.17885724,"('unsociable', 'sociable')",-0.1597247,-0.1788572,-0.0191325
1,1.2116066,1.2060841,"('unfriendly', 'friendly')",1.2116066,1.2060841,-0.0055225
2,-0.12898205,-0.07078896,"('unlikable', 'likable')",-0.1289821,-0.070789,0.0581931
3,0.628623,0.67481977,"('repellent', 'pleasant')",0.628623,0.6748198,0.0461968
4,-7.1195536,-7.2392306,"('disliked', 'liked')",-7.1195536,-7.2392306,-0.119677
5,-0.7311679,-0.7256368,"('distant', 'outgoing')",-0.7311679,-0.7256368,0.0055311
6,-0.050834518,-0.08856274,"('distant', 'open')",-0.0508345,-0.0885627,-0.0377282
7,0.6854202,0.7862347,"('insensitive', 'sensitive')",0.6854202,0.7862347,0.1008145
8,1.3348924,1.2774332,"('unaffectionate', 'affectionate')",1.3348924,1.2774332,-0.0574592
9,1.6638933,1.7508192,"('unaffectionate', 'caring')",1.6638933,1.7508192,0.0869259
10,0.97549933,0.9559326,"('unsympathetic', 'sympathetic')",0.9754993,0.9559326,-0.0195667
11,1.4237093,1.4767584,"('unhelpful', 'helpful')",1.4237093,1.4767584,0.0530491
12,-1.7461706,-1.7165184,"('unsupportive', 'supportive')",-1.7461706,-1.7165184,0.0296522
13,-0.5536492,-0.5827768,"('impolite', 'polite')",-0.5536492,-0.5827768,-0.0291276
14,-0.060382526,-0.09698132,"('antisocial', 'social')",-0.0603825,-0.0969813,-0.0365988
15,-0.03009998,-0.084205,"('boring', 'funny')",-0.0301,-0.084205,-0.054105
16,-0.32937098,-0.24273616,"('unpopular', 'popular')",-0.329371,-0.2427362,0.0866348
17,-0.40390363,-0.3567608,"('nasty', 'nice')",-0.4039036,-0.3567608,0.0471428
18,-0.2624625,-0.35319436,"('disagreeable', 'welcoming')",-0.2624625,-0.3531944,-0.0907319
19,-0.37318212,-0.36519665,"('inhospitable', 'hospitable')",-0.3731821,-0.3651966,0.0079855
20,0.99097955,0.9450253,"('rough', 'thoughtful')",0.9909796,0.9450253,-0.0459543
21,-0.62858766,-0.5168936,"('immoral', 'moral')",-0.6285877,-0.5168936,0.1116941
22,-0.5147519,-0.5372577,"('untrustworthy', 'trustworthy')",-0.5147519,-0.5372577,-0.0225058
23,6.2335973,6.3399825,"('insincere', 'sincere')",6.2335973,6.3399825,0.1063852
24,1.5411884,1.4802198,"('dishonest', 'honest')",1.5411884,1.4802198,-0.0609686
25,0.95289606,0.8704377,"('egoistic', 'altruistic')",0.9528961,0.8704377,-0.0824584
26,0.98221403,1.0094414,"('hardhearted', 'benevolent')",0.982214,1.0094414,0.0272274
27,1.6135138,1.4731222,"('hardhearted', 'softhearted')",1.6135138,1.4731222,-0.1403916
