,applause_male,applause_female,tuple,average_male,average_female,female-male
0,0.5924168,0.5363439,"('unsociable', 'sociable')",0.5924168,0.5363439,-0.0560729
1,1.1264037,1.1580219,"('unfriendly', 'friendly')",1.1264037,1.1580219,0.0316182
2,0.7760023,0.8260926,"('unlikable', 'likable')",0.7760023,0.8260926,0.0500903
3,1.3056911,1.4025767,"('repellent', 'pleasant')",1.3056911,1.4025767,0.0968856
4,-7.023882,-6.925413,"('disliked', 'liked')",-7.0238819,-6.9254131,0.0984688
5,-0.3364864,-0.21799622,"('distant', 'outgoing')",-0.3364864,-0.2179962,0.1184902
6,-0.23014559,-0.12470183,"('distant', 'open')",-0.2301456,-0.1247018,0.1054438
7,1.7995895,1.7569479,"('insensitive', 'sensitive')",1.7995895,1.7569479,-0.0426416
8,0.6456523,0.6580265,"('unaffectionate', 'affectionate')",0.6456523,0.6580265,0.0123742
9,1.2400829,1.2761041,"('unaffectionate', 'caring')",1.2400829,1.2761041,0.0360212
10,1.9805729,1.9546329,"('unsympathetic', 'sympathetic')",1.9805729,1.9546329,-0.02594
11,2.2687447,2.2412484,"('unhelpful', 'helpful')",2.2687447,2.2412484,-0.0274963
12,-0.86637855,-0.8310821,"('unsupportive', 'supportive')",-0.8663785,-0.8310821,0.0352964
13,0.82960445,0.7492054,"('impolite', 'polite')",0.8296044,0.7492054,-0.080399
14,0.63036126,0.5126796,"('antisocial', 'social')",0.6303613,0.5126796,-0.1176817
15,0.31302133,0.31806174,"('boring', 'funny')",0.3130213,0.3180617,0.0050404
16,-0.72994506,-0.6138745,"('unpopular', 'popular')",-0.7299451,-0.6138745,0.1160706
17,0.00042791665,0.009276042,"('nasty', 'nice')",0.0004279,0.009276,0.0088481
18,-0.0076169446,-0.04707382,"('disagreeable', 'welcoming')",-0.0076169,-0.0470738,-0.0394569
19,-0.3767668,-0.31712025,"('inhospitable', 'hospitable')",-0.3767668,-0.3171203,0.0596465
20,0.82493263,0.7470178,"('rough', 'thoughtful')",0.8249326,0.7470178,-0.0779148
21,0.96503437,0.9601942,"('immoral', 'moral')",0.9650344,0.9601942,-0.0048402
22,0.37851924,0.3284558,"('untrustworthy', 'trustworthy')",0.3785192,0.3284558,-0.0500634
23,6.8321047,6.7809587,"('insincere', 'sincere')",6.8321047,6.7809587,-0.051146
24,2.5389407,2.5178702,"('dishonest', 'honest')",2.5389407,2.5178702,-0.0210705
25,0.012657315,0.00049707294,"('egoistic', 'altruistic')",0.0126573,0.0004971,-0.0121602
26,-0.055946723,-0.07815512,"('hardhearted', 'benevolent')",-0.0559467,-0.0781551,-0.0222084
27,1.523676,1.4184397,"('hardhearted', 'softhearted')",1.523676,1.4184397,-0.1052363
28,1.3713076,1.3603164,"('disloyal', 'loyal')",1.3713076,1.3603164,-0.0109912
29,-0.15571618,-0.3007899,"('unfair', 'fair')",-0.1557162,-0.3007899,-0.1450737
30,1.4223461,1.3169391,"('intolerant', 'tolerant')",1.4223461,1.3169391,-0.105407
31,-1.6499796,-1.6349924,"('evil', 'good')",-1.6499796,-1.6349924,0.0149872
32,1.4966673,1.4259162,"('unkind', 'kind')",1.4966673,1.4259162,-0.0707511
33,-0.8226537,-0.72000515,"('wrong', 'right')",-0.8226537,-0.7200052,0.1026485
34,4.3997893,4.5269613,"('mean', 'honorable')",4.3997893,4.5269613,0.127172
35,-1.2850243,-1.3478478,"('corrupt', 'incorrupt')",-1.2850243,-1.3478478,-0.0628235
36,-1.639612,-1.5790817,"('hostile', 'amicable')",-1.639612,-1.5790817,0.0605303
37,1.1479689,1.1305428,"('fake', 'genuine')",1.1479689,1.1305428,-0.0174261
38,0.066138804,0.038759053,"('untruthful', 'truthful')",0.0661388,0.0387591,-0.0273797
39,0.3736831,0.32575622,"('exploitative', 'cooperative')",0.3736831,0.3257562,-0.0479269
40,-0.7895133,-0.82929426,"('stingy', 'generous')",-0.7895133,-0.8292943,-0.039781
41,0.12684298,0.028072855,"('unforgiving', 'forgiving')",0.126843,0.0280729,-0.0987701
42,-1.1545688,-1.1702598,"('unreliable', 'reliable')",-1.1545688,-1.1702598,-0.015691
43,1.851078,1.7450438,"('irresponsible', 'responsible')",1.851078,1.7450438,-0.1060342
44,-1.4093326,-1.5077652,"('prejudiced', 'unprejudiced')",-1.4093326,-1.5077652,-0.0984326
45,1.0926149,1.0473893,"('incompetent', 'competent')",1.0926149,1.0473893,-0.0452256
46,0.18336599,0.24188249,"('uncompetitive', 'competitive')",0.183366,0.2418825,0.0585165
47,5.5292854,5.6317215,"('stupid', 'smart')",5.5292854,5.6317215,0.1024361
48,1.3254939,1.2922642,"('unintelligent', 'intelligent')",1.3254939,1.2922642,-0.0332297
49,0.5241797,0.6706895,"('unable', 'able')",0.5241797,0.6706895,0.1465098
50,0.15689558,0.23563538,"('clumsy', 'skillful')",0.1568956,0.2356354,0.0787398
51,1.1008428,1.1517011,"('uneducated', 'educated')",1.1008428,1.1517011,0.0508583
52,-0.83050084,-0.7731253,"('irrational', 'rational')",-0.8305008,-0.7731253,0.0573755
53,0.46628094,0.45793393,"('uncreative', 'creative')",0.4662809,0.4579339,-0.008347
54,1.1904134,1.3341413,"('incapable', 'capable')",1.1904134,1.3341413,0.1437279
55,1.705603,1.6229664,"('incompetent', 'clever')",1.705603,1.6229664,-0.0826366
56,1.4261234,1.3890895,"('impractical', 'practical')",1.4261234,1.3890895,-0.0370339
57,-2.1560144,-2.0623665,"('unimaginative', 'imaginative')",-2.1560144,-2.0623665,0.0936479
58,-0.036713116,-0.04972193,"('undiscriminating', 'discriminating')",-0.0367131,-0.0497219,-0.0130088
59,-0.0029411092,0.11699754,"('foolish', 'wise')",-0.0029411,0.1169975,0.1199386
60,1.5949365,1.5215213,"('inefficient', 'efficient')",1.5949365,1.5215213,-0.0734152
61,0.6945693,0.5701251,"('illogical', 'logical')",0.6945693,0.5701251,-0.1244442
62,2.3595045,2.3350909,"('incompetent', 'brilliant')",2.3595045,2.3350909,-0.0244136
63,1.6021923,1.6342362,"('unperceptive', 'insightful')",1.6021923,1.6342362,0.0320439
64,-4.6206384,-4.6301084,"('shy', 'confident')",-4.6206384,-4.6301084,-0.00947
65,1.6063864,1.476539,"('insecure', 'secure')",1.6063864,1.476539,-0.1298474
66,-0.1291998,-0.07144807,"('inactive', 'active')",-0.1291998,-0.0714481,0.0577517
67,-0.64665496,-0.5852344,"('doubtful', 'determined')",-0.646655,-0.5852344,0.0614206
68,0.107883774,0.10624257,"('dependent', 'independent')",0.1078838,0.1062426,-0.0016412
69,-2.0046055,-1.9406716,"('lazy', 'industrious')",-2.0046055,-1.9406716,0.0639339
70,2.1921976,2.2014666,"('lethargic', 'energetic')",2.1921976,2.2014666,0.009269
71,0.49959207,0.64437175,"('diffident', 'self-confident')",0.4995921,0.6443717,0.1447796
72,1.0079249,1.0507082,"('unambitious', 'ambitious')",1.0079249,1.0507082,0.0427833
73,-2.7586567,-2.7239203,"('helpless', 'self-reliant')",-2.7586567,-2.7239203,0.0347364
74,0.57393825,0.43672976,"('undedicated', 'dedicated')",0.5739383,0.4367298,-0.1372085
75,-1.2161672,-1.0900565,"('meek', 'impulsive')",-1.2161672,-1.0900565,0.1261107
76,1.5614686,1.4476793,"('anxious', 'daring')",1.5614686,1.4476793,-0.1137893
77,-0.6710903,-0.6176557,"('unmotivated', 'motivated')",-0.6710903,-0.6176557,0.0534346
78,-0.24438097,-0.23203796,"('nonresilient', 'resilient')",-0.244381,-0.232038,0.012343
79,-0.37551436,-0.3269009,"('wavering', 'unwavering')",-0.3755144,-0.3269009,0.0486135
80,0.6316801,0.5350274,"('dominated', 'dominating')",0.6316801,0.5350274,-0.0966527
81,0.78797114,0.8417068,"('submissive', 'aggressive')",0.7879711,0.8417068,0.0537357
82,6.2326097,6.451004,"('poor', 'rich')",6.2326097,6.451004,0.2183943
83,-0.20693406,-0.18955329,"('powerless', 'powerful')",-0.2069341,-0.1895533,0.0173808
84,-0.068319306,-0.0348612,"('inferior', 'superior')",-0.0683193,-0.0348612,0.0334581
85,-1.9382428,-1.9077698,"('insignificant', 'prestigious')",-1.9382428,-1.9077698,0.030473
86,0.93734133,0.9598872,"('uninfluential', 'influential')",0.9373413,0.9598872,0.0225459
87,0.3264834,0.46714768,"('unsuccessful', 'successful')",0.3264834,0.4671477,0.1406643
88,0.3249226,0.39438653,"('low', 'eminent')",0.3249226,0.3943865,0.0694639
