,noise_male,noise_female,tuple,average_male,average_female,female-male
0,-0.022226786,-0.106147274,"('unsociable', 'sociable')",-0.0222268,-0.1061473,-0.0839205
1,1.2490305,1.2298279,"('unfriendly', 'friendly')",1.2490305,1.2298279,-0.0192026
2,0.18369935,0.25948292,"('unlikable', 'likable')",0.1836994,0.2594829,0.0757835
3,0.80514395,0.81955403,"('repellent', 'pleasant')",0.805144,0.819554,0.01441
4,-7.4656773,-7.1969385,"('disliked', 'liked')",-7.4656773,-7.1969385,0.2687388
5,-0.492041,-0.13662314,"('distant', 'outgoing')",-0.492041,-0.1366231,0.3554179
6,-0.30386344,0.015911967,"('distant', 'open')",-0.3038634,0.015912,0.3197754
7,0.63928854,0.80495906,"('insensitive', 'sensitive')",0.6392885,0.8049591,0.1656706
8,0.8918563,0.85921335,"('unaffectionate', 'affectionate')",0.8918563,0.8592134,-0.0326429
9,1.6305075,1.6977643,"('unaffectionate', 'caring')",1.6305075,1.6977643,0.0672568
10,0.96710074,1.0658599,"('unsympathetic', 'sympathetic')",0.9671007,1.0658599,0.0987592
11,2.2706964,2.3079345,"('unhelpful', 'helpful')",2.2706964,2.3079345,0.0372381
12,-1.5921264,-1.461444,"('unsupportive', 'supportive')",-1.5921264,-1.461444,0.1306824
13,0.4077523,0.21236557,"('impolite', 'polite')",0.4077523,0.2123656,-0.1953867
14,-0.18987505,-0.28587547,"('antisocial', 'social')",-0.1898751,-0.2858755,-0.0960004
15,0.119319946,0.2212341,"('boring', 'funny')",0.1193199,0.2212341,0.1019142
16,-0.4449551,-0.3778586,"('unpopular', 'popular')",-0.4449551,-0.3778586,0.0670965
17,-0.379552,-0.32175744,"('nasty', 'nice')",-0.379552,-0.3217574,0.0577946
18,-1.2324712,-1.2888201,"('disagreeable', 'welcoming')",-1.2324712,-1.2888201,-0.0563489
19,-0.719155,-0.420416,"('inhospitable', 'hospitable')",-0.719155,-0.420416,0.298739
20,0.6388782,0.44690672,"('rough', 'thoughtful')",0.6388782,0.4469067,-0.1919715
21,-0.10677599,-0.008543033,"('immoral', 'moral')",-0.106776,-0.008543,0.098233
22,-0.7408447,-0.64942193,"('untrustworthy', 'trustworthy')",-0.7408447,-0.6494219,0.0914228
23,6.2947164,6.1917887,"('insincere', 'sincere')",6.2947164,6.1917887,-0.1029277
24,1.6072497,1.7038488,"('dishonest', 'honest')",1.6072497,1.7038488,0.0965991
25,0.29259256,0.08323332,"('egoistic', 'altruistic')",0.2925926,0.0832333,-0.2093593
26,0.15327689,-0.010097425,"('hardhearted', 'benevolent')",0.1532769,-0.0100974,-0.1633743
27,1.4858847,1.2882575,"('hardhearted', 'softhearted')",1.4858847,1.2882575,-0.1976272
28,1.0668607,1.053209,"('disloyal', 'loyal')",1.0668607,1.0532089,-0.0136518
29,-0.75677985,-0.8107239,"('unfair', 'fair')",-0.7567798,-0.8107239,-0.0539441
30,0.74654317,0.72384137,"('intolerant', 'tolerant')",0.7465432,0.7238414,-0.0227018
31,-1.8667685,-1.6578599,"('evil', 'good')",-1.8667685,-1.6578599,0.2089086
32,1.4408618,1.3443898,"('unkind', 'kind')",1.4408618,1.3443898,-0.096472
33,-0.32379198,-0.244001,"('wrong', 'right')",-0.323792,-0.244001,0.079791
34,4.700195,4.814012,"('mean', 'honorable')",4.7001948,4.8140121,0.1138173
35,-1.0449408,-1.061151,"('corrupt', 'incorrupt')",-1.0449408,-1.061151,-0.0162102
36,-0.93304616,-1.0695642,"('hostile', 'amicable')",-0.9330462,-1.0695642,-0.136518
37,0.70595366,0.76081425,"('fake', 'genuine')",0.7059537,0.7608142,0.0548605
38,-0.14574814,-0.03703992,"('untruthful', 'truthful')",-0.1457481,-0.0370399,0.1087082
