,hearsay_male,hearsay_female,tuple,average_male,average_female,female-male
0,0.53784364,0.29892483,"('unsociable', 'sociable')",0.5378436,0.2989248,-0.2389188
1,0.15036193,-0.03861034,"('unfriendly', 'friendly')",0.1503619,-0.0386103,-0.1889722
2,-0.5277346,-0.43740958,"('unlikable', 'likable')",-0.5277346,-0.4374096,0.090325
3,-0.539069,-0.41251874,"('repellent', 'pleasant')",-0.539069,-0.4125187,0.1265503
4,-3.2853339,-3.3369741,"('disliked', 'liked')",-3.2853339,-3.3369741,-0.0516402
5,-0.7787866,-0.77291554,"('distant', 'outgoing')",-0.7787866,-0.7729155,0.0058711
6,-0.46928835,-0.4135254,"('distant', 'open')",-0.4692883,-0.4135254,0.0557629
7,0.15475394,0.137237,"('insensitive', 'sensitive')",0.1547539,0.137237,-0.0175169
8,-0.26617578,-0.3531227,"('unaffectionate', 'affectionate')",-0.2661758,-0.3531227,-0.0869469
9,0.31153765,0.2846813,"('unaffectionate', 'caring')",0.3115377,0.2846813,-0.0268564
10,-0.059593152,-0.15925133,"('unsympathetic', 'sympathetic')",-0.0595932,-0.1592513,-0.0996581
11,0.58826756,0.6230968,"('unhelpful', 'helpful')",0.5882676,0.6230968,0.0348292
12,-1.0336852,-1.068503,"('unsupportive', 'supportive')",-1.0336852,-1.068503,-0.0348178
13,0.23378594,0.10841301,"('impolite', 'polite')",0.2337859,0.108413,-0.1253729
14,-0.13194507,-0.3093326,"('antisocial', 'social')",-0.1319451,-0.3093326,-0.1773875
15,1.2107275,1.106938,"('boring', 'funny')",1.2107275,1.106938,-0.1037895
16,-0.3477678,-0.3484668,"('unpopular', 'popular')",-0.3477678,-0.3484668,-0.000699
17,-0.47741205,-0.51312184,"('nasty', 'nice')",-0.477412,-0.5131218,-0.0357098
18,-1.638375,-1.6329967,"('disagreeable', 'welcoming')",-1.638375,-1.6329967,0.0053783
19,-0.9447067,-0.88002527,"('inhospitable', 'hospitable')",-0.9447067,-0.8800253,0.0646814
20,-0.020255115,0.08830252,"('rough', 'thoughtful')",-0.0202551,0.0883025,0.1085576
21,0.0068276245,-0.0063836277,"('immoral', 'moral')",0.0068276,-0.0063836,-0.0132112
22,1.0955486,1.0029908,"('untrustworthy', 'trustworthy')",1.0955486,1.0029908,-0.0925578
23,2.4376075,2.4331033,"('insincere', 'sincere')",2.4376075,2.4331033,-0.0045042
24,0.58219135,0.47681203,"('dishonest', 'honest')",0.5821913,0.476812,-0.1053793
25,0.0062559247,-0.023466729,"('egoistic', 'altruistic')",0.0062559,-0.0234667,-0.0297226
26,0.9941269,0.7065369,"('hardhearted', 'benevolent')",0.9941269,0.7065369,-0.28759
27,0.56599593,0.48959053,"('hardhearted', 'softhearted')",0.5659959,0.4895905,-0.0764054
28,-0.18668754,-0.32147375,"('disloyal', 'loyal')",-0.1866875,-0.3214737,-0.1347862
29,0.25396442,0.23974177,"('unfair', 'fair')",0.2539644,0.2397418,-0.0142226
30,0.086547256,0.04490364,"('intolerant', 'tolerant')",0.0865473,0.0449036,-0.0416437
31,-0.90117097,-0.88892,"('evil', 'good')",-0.901171,-0.88892,0.012251
32,0.62113756,0.45229295,"('unkind', 'kind')",0.6211376,0.4522929,-0.1688447
