,glockenspiel_male,glockenspiel_female,tuple,average_male,average_female,female-male
0,-0.7776412,-0.8254705,"('unsociable', 'sociable')",-0.7776412,-0.8254705,-0.0478293
1,-0.5756734,-0.65378857,"('unfriendly', 'friendly')",-0.5756734,-0.6537886,-0.0781152
2,-0.29019177,-0.28653964,"('unlikable', 'likable')",-0.2901918,-0.2865396,0.0036522
3,-1.1096016,-0.937731,"('repellent', 'pleasant')",-1.1096016,-0.937731,0.1718706
4,-0.47845045,-0.50543195,"('disliked', 'liked')",-0.4784504,-0.505432,-0.0269816
5,0.66559225,0.68629444,"('distant', 'outgoing')",0.6655923,0.6862944,0.0207021
6,0.909536,0.93205404,"('distant', 'open')",0.909536,0.932054,0.022518
7,-0.803159,-0.73969066,"('insensitive', 'sensitive')",-0.803159,-0.7396907,0.0634683
8,0.048682757,-0.058079846,"('unaffectionate', 'affectionate')",0.0486828,-0.0580798,-0.1067626
9,-0.4617579,-0.5671656,"('unaffectionate', 'caring')",-0.4617579,-0.5671656,-0.1054077
10,-2.7506483,-2.744452,"('unsympathetic', 'sympathetic')",-2.7506483,-2.744452,0.0061963
11,-1.6002427,-1.6462023,"('unhelpful', 'helpful')",-1.6002427,-1.6462023,-0.0459596
12,-1.7371242,-1.7417083,"('unsupportive', 'supportive')",-1.7371242,-1.7417083,-0.0045841
13,-1.1976057,-1.1907047,"('impolite', 'polite')",-1.1976057,-1.1907047,0.006901
14,-0.5584366,-0.5815337,"('antisocial', 'social')",-0.5584366,-0.5815337,-0.0230971
15,1.193478,1.1079624,"('boring', 'funny')",1.193478,1.1079624,-0.0855156
16,0.84655297,0.86992705,"('unpopular', 'popular')",0.846553,0.869927,0.023374
17,-0.9167614,-0.8646524,"('nasty', 'nice')",-0.9167614,-0.8646524,0.052109
18,-0.90891355,-0.9192193,"('disagreeable', 'welcoming')",-0.9089136,-0.9192193,-0.0103057
19,0.10648667,0.18050945,"('inhospitable', 'hospitable')",0.1064867,0.1805094,0.0740227
20,-0.6014794,-0.58245873,"('rough', 'thoughtful')",-0.6014794,-0.5824587,0.0190207
21,-1.8251953,-1.7926344,"('immoral', 'moral')",-1.8251953,-1.7926344,0.0325609
22,-0.8452998,-0.9178999,"('untrustworthy', 'trustworthy')",-0.8452998,-0.9178999,-0.0726001
