,trail_male,trail_female,tuple,average_male,average_female,female-male
0,0.75599396,0.5961479,"('unsociable', 'sociable')",0.755994,0.5961479,-0.1598461
1,0.6362545,0.6085119,"('unfriendly', 'friendly')",0.6362545,0.6085119,-0.0277426
2,0.12046193,0.19472241,"('unlikable', 'likable')",0.1204619,0.1947224,0.0742605
3,1.0706366,1.2037042,"('repellent', 'pleasant')",1.0706366,1.2037042,0.1330676
4,-7.2164574,-7.4544716,"('disliked', 'liked')",-7.2164574,-7.4544716,-0.2380142
5,-1.1603025,-1.0596637,"('distant', 'outgoing')",-1.1603025,-1.0596637,0.1006388
6,-0.530003,-0.5314095,"('distant', 'open')",-0.530003,-0.5314095,-0.0014065
7,1.8516041,1.8273202,"('insensitive', 'sensitive')",1.8516041,1.8273202,-0.0242839
8,0.73794204,0.6886051,"('unaffectionate', 'affectionate')",0.737942,0.6886051,-0.0493369
9,1.3549284,1.3359302,"('unaffectionate', 'caring')",1.3549284,1.3359302,-0.0189982
10,1.4454442,1.3756273,"('unsympathetic', 'sympathetic')",1.4454442,1.3756273,-0.0698169
11,1.7233893,1.7751938,"('unhelpful', 'helpful')",1.7233893,1.7751938,0.0518045
12,-1.4202982,-1.4725765,"('unsupportive', 'supportive')",-1.4202982,-1.4725765,-0.0522783
13,0.36145648,0.47235644,"('impolite', 'polite')",0.3614565,0.4723564,0.1108999
14,0.6427359,0.63350976,"('antisocial', 'social')",0.6427359,0.6335098,-0.0092261
15,0.67252797,0.600237,"('boring', 'funny')",0.672528,0.600237,-0.072291
16,-0.839615,-0.8005209,"('unpopular', 'popular')",-0.839615,-0.8005209,0.0390941
17,-0.31122068,-0.24537332,"('nasty', 'nice')",-0.3112207,-0.2453733,0.0658474
18,-0.85461676,-0.6780368,"('disagreeable', 'welcoming')",-0.8546168,-0.6780368,0.17658
19,-1.0522566,-0.93669677,"('inhospitable', 'hospitable')",-1.0522566,-0.9366968,0.1155598
20,0.66700137,0.6010579,"('rough', 'thoughtful')",0.6670014,0.6010579,-0.0659435
21,0.19023547,0.36011726,"('immoral', 'moral')",0.1902355,0.3601173,0.1698818
22,0.27590227,0.25840518,"('untrustworthy', 'trustworthy')",0.2759023,0.2584052,-0.0174971
23,6.054572,6.3116064,"('insincere', 'sincere')",6.0545721,6.3116064,0.2570343
24,1.346703,1.3760761,"('dishonest', 'honest')",1.3467031,1.3760761,0.029373
25,0.5992271,0.6379648,"('egoistic', 'altruistic')",0.5992271,0.6379648,0.0387377
26,1.2575314,0.9792743,"('hardhearted', 'benevolent')",1.2575314,0.9792743,-0.2782571
27,1.5821694,1.4614214,"('hardhearted', 'softhearted')",1.5821694,1.4614214,-0.120748
28,1.2556362,1.0872633,"('disloyal', 'loyal')",1.2556362,1.0872633,-0.1683729
29,-0.19821812,-0.3197821,"('unfair', 'fair')",-0.1982181,-0.3197821,-0.121564
30,1.0804019,1.2169211,"('intolerant', 'tolerant')",1.0804019,1.2169211,0.1365192
31,-1.4099528,-1.4219234,"('evil', 'good')",-1.4099528,-1.4219234,-0.0119706
32,1.2431308,1.0809376,"('unkind', 'kind')",1.2431308,1.0809376,-0.1621932
33,-0.2718068,-0.33552933,"('wrong', 'right')",-0.2718068,-0.3355293,-0.0637225
34,4.041677,4.414908,"('mean', 'honorable')",4.041677,4.4149079,0.3732309
35,-1.2241678,-1.5018978,"('corrupt', 'incorrupt')",-1.2241678,-1.5018978,-0.27773
