,nonbeliever_male,nonbeliever_female,tuple,average_male,average_female,female-male
0,-2.1568599,-2.3893254,"('unsociable', 'sociable')",-2.1568599,-2.3893254,-0.2324655
1,-1.5175779,-1.6478459,"('unfriendly', 'friendly')",-1.5175779,-1.6478459,-0.130268
2,0.08742228,0.09537779,"('unlikable', 'likable')",0.0874223,0.0953778,0.0079555
3,-1.2186298,-1.0988376,"('repellent', 'pleasant')",-1.2186298,-1.0988376,0.1197922
4,-0.52644134,-0.50307906,"('disliked', 'liked')",-0.5264413,-0.5030791,0.0233622
5,1.2480034,1.3895788,"('distant', 'outgoing')",1.2480034,1.3895788,0.1415754
6,1.0801483,1.1968178,"('distant', 'open')",1.0801483,1.1968178,0.1166695
7,-0.73110783,-0.68328375,"('insensitive', 'sensitive')",-0.7311078,-0.6832837,0.0478241
8,-1.4978508,-1.5465025,"('unaffectionate', 'affectionate')",-1.4978508,-1.5465025,-0.0486517
9,-0.7436008,-0.74060047,"('unaffectionate', 'caring')",-0.7436008,-0.7406005,0.0030003
10,-2.280817,-2.3957906,"('unsympathetic', 'sympathetic')",-2.280817,-2.3957906,-0.1149736
11,-0.927357,-0.90273434,"('unhelpful', 'helpful')",-0.927357,-0.9027343,0.0246227
12,-1.8423816,-1.795909,"('unsupportive', 'supportive')",-1.8423816,-1.795909,0.0464726
13,-1.0988032,-1.2190816,"('impolite', 'polite')",-1.0988032,-1.2190816,-0.1202784
14,-1.565525,-1.7040863,"('antisocial', 'social')",-1.5655251,-1.7040863,-0.1385612
15,0.7101156,0.6043536,"('boring', 'funny')",0.7101156,0.6043536,-0.105762
16,-0.4297753,-0.30113542,"('unpopular', 'popular')",-0.4297753,-0.3011354,0.1286399
17,0.3019382,0.36770198,"('nasty', 'nice')",0.3019382,0.367702,0.0657638
18,-0.6723172,-0.5806686,"('disagreeable', 'welcoming')",-0.6723172,-0.5806686,0.0916486
19,0.5716888,0.72519696,"('inhospitable', 'hospitable')",0.5716888,0.725197,0.1535082
20,0.030908804,0.04434777,"('rough', 'thoughtful')",0.0309088,0.0443478,0.013439
21,-1.4088699,-1.411625,"('immoral', 'moral')",-1.4088699,-1.411625,-0.0027551
22,-1.5478522,-1.5920471,"('untrustworthy', 'trustworthy')",-1.5478522,-1.5920471,-0.0441949
23,0.0322623,0.0052056313,"('insincere', 'sincere')",0.0322623,0.0052056,-0.0270567
24,-0.5058671,-0.6293514,"('dishonest', 'honest')",-0.5058671,-0.6293514,-0.1234843
25,0.71154624,0.6701104,"('egoistic', 'altruistic')",0.7115462,0.6701104,-0.0414358
