,gate_male,gate_female,tuple,average_male,average_female,female-male
0,0.80061257,0.69787097,"('unsociable', 'sociable')",0.8006126,0.697871,-0.1027416
1,1.4970812,1.3235914,"('unfriendly', 'friendly')",1.4970812,1.3235914,-0.1734898
2,0.441559,0.4831046,"('unlikable', 'likable')",0.441559,0.4831046,0.0415456
3,0.4926776,0.6275302,"('repellent', 'pleasant')",0.4926776,0.6275302,0.1348526
4,-6.8791356,-7.0325103,"('disliked', 'liked')",-6.8791356,-7.0325103,-0.1533747
5,-0.623866,-0.66317964,"('distant', 'outgoing')",-0.623866,-0.6631796,-0.0393136
6,0.203104,0.080569774,"('distant', 'open')",0.203104,0.0805698,-0.1225342
7,1.5866588,1.569329,"('insensitive', 'sensitive')",1.5866588,1.569329,-0.0173298
8,1.3505539,1.1759179,"('unaffectionate', 'affectionate')",1.3505539,1.1759179,-0.174636
9,1.9480375,1.9207994,"('unaffectionate', 'caring')",1.9480375,1.9207994,-0.0272381
10,0.76784414,0.8212521,"('unsympathetic', 'sympathetic')",0.7678441,0.8212521,0.053408
11,1.9966272,2.1658046,"('unhelpful', 'helpful')",1.9966272,2.1658046,0.1691774
12,-1.3388494,-1.3621486,"('unsupportive', 'supportive')",-1.3388494,-1.3621486,-0.0232992
13,0.17568508,0.29059827,"('impolite', 'polite')",0.1756851,0.2905983,0.1149132
14,-0.041260492,0.012904257,"('antisocial', 'social')",-0.0412605,0.0129043,0.0541648
15,0.33997235,0.23551904,"('boring', 'funny')",0.3399723,0.235519,-0.1044533
16,0.2813789,0.15913874,"('unpopular', 'popular')",0.2813789,0.1591387,-0.1222402
17,0.054507125,0.06841618,"('nasty', 'nice')",0.0545071,0.0684162,0.0139091
18,-0.46266162,-0.4959315,"('disagreeable', 'welcoming')",-0.4626616,-0.4959315,-0.0332699
19,-0.4007083,-0.42651105,"('inhospitable', 'hospitable')",-0.4007083,-0.426511,-0.0258027
20,0.18974906,0.18853012,"('rough', 'thoughtful')",0.1897491,0.1885301,-0.001219
21,-0.517033,-0.27851942,"('immoral', 'moral')",-0.517033,-0.2785194,0.2385136
22,-0.22389394,-0.24322215,"('untrustworthy', 'trustworthy')",-0.2238939,-0.2432221,-0.0193282
23,5.92188,6.048608,"('insincere', 'sincere')",5.9218798,6.0486078,0.126728
24,1.6165607,1.5540185,"('dishonest', 'honest')",1.6165607,1.5540185,-0.0625422
25,0.33154035,0.19033217,"('egoistic', 'altruistic')",0.3315403,0.1903322,-0.1412081
26,1.4859585,1.2457755,"('hardhearted', 'benevolent')",1.4859585,1.2457755,-0.240183
27,1.451479,1.2139335,"('hardhearted', 'softhearted')",1.451479,1.2139335,-0.2375455
28,1.2926675,1.2787852,"('disloyal', 'loyal')",1.2926675,1.2787852,-0.0138823
29,-0.4009309,-0.55912274,"('unfair', 'fair')",-0.4009309,-0.5591227,-0.1581918
30,0.4816236,0.69457376,"('intolerant', 'tolerant')",0.4816236,0.6945738,0.2129502
31,-1.3879532,-1.5873157,"('evil', 'good')",-1.3879532,-1.5873157,-0.1993625
32,1.3553762,1.1978989,"('unkind', 'kind')",1.3553762,1.1978989,-0.1574773
33,-0.015084343,-0.13982019,"('wrong', 'right')",-0.0150843,-0.1398202,-0.1247359
34,4.8036475,5.030687,"('mean', 'honorable')",4.8036475,5.0306869,0.2270394
35,-0.67266864,-1.0434171,"('corrupt', 'incorrupt')",-0.6726686,-1.0434171,-0.3707485
36,-0.42021716,-0.63025665,"('hostile', 'amicable')",-0.4202172,-0.6302567,-0.2100395
37,0.4174081,0.45657778,"('fake', 'genuine')",0.4174081,0.4565778,0.0391697
38,0.47796154,0.50180095,"('untruthful', 'truthful')",0.4779615,0.501801,0.0238395
39,0.19339934,0.3109092,"('exploitative', 'cooperative')",0.1933993,0.3109092,0.1175099
40,-1.967721,-2.1652184,"('stingy', 'generous')",-1.967721,-2.1652184,-0.1974974
41,0.31223813,0.26664153,"('unforgiving', 'forgiving')",0.3122381,0.2666415,-0.0455966
42,-2.385087,-2.3248246,"('unreliable', 'reliable')",-2.385087,-2.3248246,0.0602624
43,1.4353638,1.5659745,"('irresponsible', 'responsible')",1.4353638,1.5659745,0.1306107
44,-1.8231488,-1.71105,"('prejudiced', 'unprejudiced')",-1.8231488,-1.71105,0.1120988
45,0.80170566,0.7189532,"('incompetent', 'competent')",0.8017057,0.7189532,-0.0827525
46,-0.20477562,-0.15410708,"('uncompetitive', 'competitive')",-0.2047756,-0.1541071,0.0506685
47,5.2775993,5.391163,"('stupid', 'smart')",5.2775993,5.3911629,0.1135636
48,0.48119548,0.5581946,"('unintelligent', 'intelligent')",0.4811955,0.5581946,0.0769991
49,-0.254804,-0.0724173,"('unable', 'able')",-0.254804,-0.0724173,0.1823867
50,-0.4561689,-0.52267045,"('clumsy', 'skillful')",-0.4561689,-0.5226704,-0.0665015
51,-0.034886375,0.028766098,"('uneducated', 'educated')",-0.0348864,0.0287661,0.0636525
