,grasshopper_male,grasshopper_female,tuple,average_male,average_female,female-male
0,1.1847627,0.70284873,"('unsociable', 'sociable')",1.1847627,0.7028487,-0.481914
1,-1.150496,-1.5041578,"('unfriendly', 'friendly')",-1.150496,-1.5041578,-0.3536618
2,-0.44970924,-0.37430543,"('unlikable', 'likable')",-0.4497092,-0.3743054,0.0754038
3,-0.73041934,-0.41560933,"('repellent', 'pleasant')",-0.7304193,-0.4156093,0.31481
4,-2.266993,-2.6244326,"('disliked', 'liked')",-2.266993,-2.6244326,-0.3574396
5,-1.7045197,-1.9387239,"('distant', 'outgoing')",-1.7045197,-1.9387239,-0.2342042
6,-1.9465712,-2.2080257,"('distant', 'open')",-1.9465712,-2.2080257,-0.2614545
7,0.35673952,0.506962,"('insensitive', 'sensitive')",0.3567395,0.506962,0.1502225
8,-0.8093774,-0.9305522,"('unaffectionate', 'affectionate')",-0.8093774,-0.9305522,-0.1211748
9,-0.33745635,-0.42463386,"('unaffectionate', 'caring')",-0.3374563,-0.4246339,-0.0871776
10,0.60684633,0.5462783,"('unsympathetic', 'sympathetic')",0.6068463,0.5462783,-0.060568
11,1.2142234,1.5903263,"('unhelpful', 'helpful')",1.2142234,1.5903263,0.3761029
12,-1.1468939,-1.1343275,"('unsupportive', 'supportive')",-1.1468939,-1.1343275,0.0125664
13,0.91877747,0.8337536,"('impolite', 'polite')",0.9187775,0.8337536,-0.0850239
14,1.2495786,1.1589329,"('antisocial', 'social')",1.2495786,1.1589329,-0.0906457
15,0.29861495,0.096320644,"('boring', 'funny')",0.2986149,0.0963206,-0.2022943
16,-1.0645021,-0.9432208,"('unpopular', 'popular')",-1.0645021,-0.9432208,0.1212813
17,-0.9068245,-0.83462703,"('nasty', 'nice')",-0.9068245,-0.834627,0.0721975
18,-1.70002,-1.7329336,"('disagreeable', 'welcoming')",-1.70002,-1.7329336,-0.0329136
19,-1.3077469,-1.3786576,"('inhospitable', 'hospitable')",-1.3077469,-1.3786576,-0.0709107
20,0.108914495,0.3218082,"('rough', 'thoughtful')",0.1089145,0.3218082,0.2128937
21,0.42182595,0.5359813,"('immoral', 'moral')",0.4218259,0.5359813,0.1141554
22,0.029439256,-0.05148853,"('untrustworthy', 'trustworthy')",0.0294393,-0.0514885,-0.0809278
23,1.6120192,1.9680587,"('insincere', 'sincere')",1.6120192,1.9680587,0.3560395
24,0.09844937,-0.03527377,"('dishonest', 'honest')",0.0984494,-0.0352738,-0.1337232
25,-0.72311234,-0.89625204,"('egoistic', 'altruistic')",-0.7231123,-0.896252,-0.1731397
26,0.13646013,-0.25795752,"('hardhearted', 'benevolent')",0.1364601,-0.2579575,-0.3944176
27,-0.3787863,-0.36638594,"('hardhearted', 'softhearted')",-0.3787863,-0.3663859,0.0124004
28,0.33983436,0.08294391,"('disloyal', 'loyal')",0.3398344,0.0829439,-0.2568905
29,-0.038128126,-0.45773384,"('unfair', 'fair')",-0.0381281,-0.4577338,-0.4196057
30,1.1505722,1.0733672,"('intolerant', 'tolerant')",1.1505722,1.0733672,-0.077205
31,-2.380674,-2.6778915,"('evil', 'good')",-2.3806739,-2.6778915,-0.2972176
32,0.35608813,0.29149166,"('unkind', 'kind')",0.3560881,0.2914917,-0.0645964
33,-0.3306126,-0.6430248,"('wrong', 'right')",-0.3306126,-0.6430248,-0.3124122
34,0.6950335,1.1347356,"('mean', 'honorable')",0.6950335,1.1347356,0.4397021
35,-0.4082567,-0.75006163,"('corrupt', 'incorrupt')",-0.4082567,-0.7500616,-0.3418049
36,-1.670685,-2.001955,"('hostile', 'amicable')",-1.6706851,-2.001955,-0.3312699
37,0.4410676,0.37947795,"('fake', 'genuine')",0.4410676,0.3794779,-0.0615897
38,0.49069446,0.34837705,"('untruthful', 'truthful')",0.4906945,0.348377,-0.1423175
39,0.7740301,1.0734935,"('exploitative', 'cooperative')",0.7740301,1.0734935,0.2994634
40,-2.2505753,-2.3190012,"('stingy', 'generous')",-2.2505753,-2.3190012,-0.0684259
41,0.021854665,-0.18213873,"('unforgiving', 'forgiving')",0.0218547,-0.1821387,-0.2039934
42,-0.78484166,-0.7132159,"('unreliable', 'reliable')",-0.7848417,-0.7132159,0.0716258
43,0.2568126,0.3487126,"('irresponsible', 'responsible')",0.2568126,0.3487126,0.0919
44,-1.0038619,-0.76214546,"('prejudiced', 'unprejudiced')",-1.0038619,-0.7621455,0.2417164
45,0.809949,0.5539301,"('incompetent', 'competent')",0.809949,0.5539301,-0.2560189
46,0.3958076,0.4296484,"('uncompetitive', 'competitive')",0.3958076,0.4296484,0.0338408
47,1.7085005,1.9091741,"('stupid', 'smart')",1.7085005,1.9091741,0.2006736
48,-0.03485802,0.028449457,"('unintelligent', 'intelligent')",-0.034858,0.0284495,0.0633075
49,-0.37683433,-0.17484593,"('unable', 'able')",-0.3768343,-0.1748459,0.2019884
50,-0.3129482,-0.14215557,"('clumsy', 'skillful')",-0.3129482,-0.1421556,0.1707926
51,0.49562836,0.40024588,"('uneducated', 'educated')",0.4956284,0.4002459,-0.0953825
52,-0.9683886,-1.2282546,"('irrational', 'rational')",-0.9683886,-1.2282546,-0.259866
53,-1.3741679,-1.5375314,"('uncreative', 'creative')",-1.3741679,-1.5375314,-0.1633635
54,-0.30927244,-0.43562046,"('incapable', 'capable')",-0.3092724,-0.4356205,-0.1263481
55,1.2638289,1.2675978,"('incompetent', 'clever')",1.2638289,1.2675978,0.0037689
56,1.6546714,1.5871928,"('impractical', 'practical')",1.6546714,1.5871928,-0.0674786
57,-0.9310884,-1.153099,"('unimaginative', 'imaginative')",-0.9310884,-1.1530989,-0.2220105
58,0.6074114,0.3487691,"('undiscriminating', 'discriminating')",0.6074114,0.3487691,-0.2586423
59,-1.2242596,-1.2001517,"('foolish', 'wise')",-1.2242596,-1.2001517,0.0241079
60,1.6866107,1.9745982,"('inefficient', 'efficient')",1.6866107,1.9745982,0.2879875
61,0.4814125,0.1915565,"('illogical', 'logical')",0.4814125,0.1915565,-0.289856
62,0.95748925,1.3235874,"('incompetent', 'brilliant')",0.9574893,1.3235874,0.3660981
63,0.51783216,0.73772234,"('unperceptive', 'insightful')",0.5178322,0.7377223,0.2198901
64,-1.4298201,-1.7068148,"('shy', 'confident')",-1.4298201,-1.7068148,-0.2769947
65,0.66918087,0.82441396,"('insecure', 'secure')",0.6691809,0.824414,0.1552331
66,-1.127443,-1.2330583,"('inactive', 'active')",-1.127443,-1.2330583,-0.1056153
67,0.68283975,0.41498473,"('doubtful', 'determined')",0.6828398,0.4149847,-0.2678551
68,-0.23727484,-0.29051846,"('dependent', 'independent')",-0.2372748,-0.2905185,-0.0532437
