,volcano_male,volcano_female,tuple,average_male,average_female,female-male
0,-0.27328512,-0.43903863,"('unsociable', 'sociable')",-0.2732851,-0.4390386,-0.1657535
1,1.6269002,1.6299046,"('unfriendly', 'friendly')",1.6269002,1.6299046,0.0030044
2,0.6213438,0.76814586,"('unlikable', 'likable')",0.6213438,0.7681459,0.1468021
3,0.71706057,0.8005401,"('repellent', 'pleasant')",0.7170606,0.8005401,0.0834795
4,-7.723843,-7.5795946,"('disliked', 'liked')",-7.7238431,-7.5795946,0.1442485
5,-0.28857088,-0.04326115,"('distant', 'outgoing')",-0.2885709,-0.0432612,0.2453097
6,0.019910019,0.32608378,"('distant', 'open')",0.01991,0.3260838,0.3061738
7,0.52093637,0.63603324,"('insensitive', 'sensitive')",0.5209364,0.6360332,0.1150968
8,1.5163993,1.5341358,"('unaffectionate', 'affectionate')",1.5163993,1.5341358,0.0177365
9,1.7861695,1.8910199,"('unaffectionate', 'caring')",1.7861695,1.8910199,0.1048504
10,0.83509225,0.9568547,"('unsympathetic', 'sympathetic')",0.8350922,0.9568547,0.1217625
11,1.9333739,1.9177321,"('unhelpful', 'helpful')",1.9333739,1.9177321,-0.0156418
12,-1.9316347,-1.8566369,"('unsupportive', 'supportive')",-1.9316347,-1.8566369,0.0749978
13,0.04497523,-0.12600356,"('impolite', 'polite')",0.0449752,-0.1260036,-0.1709788
14,-0.6300363,-0.8189963,"('antisocial', 'social')",-0.6300363,-0.8189963,-0.18896
15,0.22234905,0.19673425,"('boring', 'funny')",0.222349,0.1967342,-0.0256148
16,0.08870987,0.0718145,"('unpopular', 'popular')",0.0887099,0.0718145,-0.0168954
17,-0.38736826,-0.2538855,"('nasty', 'nice')",-0.3873683,-0.2538855,0.1334828
18,-0.6191604,-0.6419819,"('disagreeable', 'welcoming')",-0.6191604,-0.6419819,-0.0228215
19,-0.6018501,-0.3061076,"('inhospitable', 'hospitable')",-0.6018501,-0.3061076,0.2957425
20,0.542288,0.4782305,"('rough', 'thoughtful')",0.542288,0.4782305,-0.0640575
21,-0.2372808,-0.10162599,"('immoral', 'moral')",-0.2372808,-0.101626,0.1356548
22,-0.8208722,-0.7485117,"('untrustworthy', 'trustworthy')",-0.8208722,-0.7485117,0.0723605
23,6.5054183,6.5036645,"('insincere', 'sincere')",6.5054183,6.5036645,-0.0017538
24,1.6417205,1.6608717,"('dishonest', 'honest')",1.6417205,1.6608717,0.0191512
25,0.49022195,0.35876793,"('egoistic', 'altruistic')",0.4902219,0.3587679,-0.131454
26,0.24700563,0.12872511,"('hardhearted', 'benevolent')",0.2470056,0.1287251,-0.1182805
27,1.4543145,1.4851434,"('hardhearted', 'softhearted')",1.4543145,1.4851434,0.0308289
28,1.1636947,1.1630723,"('disloyal', 'loyal')",1.1636947,1.1630723,-0.0006224
29,-0.5828507,-0.6335065,"('unfair', 'fair')",-0.5828507,-0.6335065,-0.0506558
30,0.8568841,0.7995232,"('intolerant', 'tolerant')",0.8568841,0.7995232,-0.0573609
31,-1.3606635,-1.2236903,"('evil', 'good')",-1.3606635,-1.2236903,0.1369732
32,1.1744006,1.0782275,"('unkind', 'kind')",1.1744006,1.0782275,-0.0961731
33,-0.37150705,-0.37696308,"('wrong', 'right')",-0.371507,-0.3769631,-0.0054561
34,5.0321198,5.211344,"('mean', 'honorable')",5.0321198,5.2113438,0.179224
35,-1.0815301,-1.1164876,"('corrupt', 'incorrupt')",-1.0815301,-1.1164876,-0.0349575
36,-0.88590765,-0.85255325,"('hostile', 'amicable')",-0.8859076,-0.8525532,0.0333544
37,0.8727031,0.98063207,"('fake', 'genuine')",0.8727031,0.9806321,0.107929
38,0.062407866,0.06864479,"('untruthful', 'truthful')",0.0624079,0.0686448,0.0062369
39,-0.099339634,-0.1422625,"('exploitative', 'cooperative')",-0.0993396,-0.1422625,-0.0429229
40,-2.1028697,-2.0831485,"('stingy', 'generous')",-2.1028697,-2.0831485,0.0197212
41,-0.2962567,-0.3225675,"('unforgiving', 'forgiving')",-0.2962567,-0.3225675,-0.0263108
42,-2.7759964,-2.5844443,"('unreliable', 'reliable')",-2.7759964,-2.5844443,0.1915521
43,0.9658297,1.0372745,"('irresponsible', 'responsible')",0.9658297,1.0372745,0.0714448
44,-1.305011,-1.3718086,"('prejudiced', 'unprejudiced')",-1.305011,-1.3718086,-0.0667976
45,-0.21483251,-0.09368323,"('incompetent', 'competent')",-0.2148325,-0.0936832,0.1211493
46,-0.5176359,-0.5101762,"('uncompetitive', 'competitive')",-0.5176359,-0.5101762,0.0074597
47,5.522785,5.6910257,"('stupid', 'smart')",5.5227852,5.6910257,0.1682405
48,0.8493645,0.7179894,"('unintelligent', 'intelligent')",0.8493645,0.7179894,-0.1313751
49,0.27121326,0.5500144,"('unable', 'able')",0.2712133,0.5500144,0.2788011
50,-0.107909955,-0.018221825,"('clumsy', 'skillful')",-0.10791,-0.0182218,0.0896882
51,0.24882227,0.24705103,"('uneducated', 'educated')",0.2488223,0.247051,-0.0017713
52,-0.105626546,-0.051260523,"('irrational', 'rational')",-0.1056265,-0.0512605,0.054366
53,0.3280969,0.31329823,"('uncreative', 'creative')",0.3280969,0.3132982,-0.0147987
54,1.3320967,1.5840994,"('incapable', 'capable')",1.3320967,1.5840994,0.2520027
55,0.42456356,0.40714917,"('incompetent', 'clever')",0.4245636,0.4071492,-0.0174144
