,tin_male,tin_female,tuple,average_male,average_female,female-male
0,0.20829728,0.060540166,"('unsociable', 'sociable')",0.2082973,0.0605402,-0.1477571
1,1.371144,1.2668852,"('unfriendly', 'friendly')",1.3711441,1.2668852,-0.1042589
2,0.25887626,0.527215,"('unlikable', 'likable')",0.2588763,0.527215,0.2683387
3,0.65223885,0.81630397,"('repellent', 'pleasant')",0.6522388,0.816304,0.1640652
4,-7.0312285,-7.152104,"('disliked', 'liked')",-7.0312285,-7.1521039,-0.1208754
5,-0.4789756,-0.3125564,"('distant', 'outgoing')",-0.4789756,-0.3125564,0.1664192
6,-0.15182386,-0.033395924,"('distant', 'open')",-0.1518239,-0.0333959,0.118428
7,0.8381059,0.72863066,"('insensitive', 'sensitive')",0.8381059,0.7286307,-0.1094752
8,1.0256087,0.97349805,"('unaffectionate', 'affectionate')",1.0256087,0.973498,-0.0521107
9,1.4024278,1.4980491,"('unaffectionate', 'caring')",1.4024278,1.4980491,0.0956213
10,1.336894,1.4556924,"('unsympathetic', 'sympathetic')",1.336894,1.4556924,0.1187984
11,2.001975,2.0311897,"('unhelpful', 'helpful')",2.0019751,2.0311897,0.0292146
12,-1.3653877,-1.4713285,"('unsupportive', 'supportive')",-1.3653877,-1.4713285,-0.1059408
13,0.3303276,0.3892781,"('impolite', 'polite')",0.3303276,0.3892781,0.0589505
14,-0.02074385,-0.20700666,"('antisocial', 'social')",-0.0207439,-0.2070067,-0.1862628
15,0.5359722,0.38170263,"('boring', 'funny')",0.5359722,0.3817026,-0.1542696
16,-0.45566475,-0.41498286,"('unpopular', 'popular')",-0.4556648,-0.4149829,0.0406819
17,0.02583865,0.06029144,"('nasty', 'nice')",0.0258387,0.0602914,0.0344527
18,-0.6329494,-0.7634648,"('disagreeable', 'welcoming')",-0.6329494,-0.7634648,-0.1305154
19,-0.66390514,-0.50830597,"('inhospitable', 'hospitable')",-0.6639051,-0.508306,0.1555991
20,0.7774327,0.5615166,"('rough', 'thoughtful')",0.7774327,0.5615166,-0.2159161
21,-0.028704837,0.23732162,"('immoral', 'moral')",-0.0287048,0.2373216,0.2660264
22,-0.46621242,-0.4733622,"('untrustworthy', 'trustworthy')",-0.4662124,-0.4733622,-0.0071498
23,6.2064447,6.2273135,"('insincere', 'sincere')",6.2064447,6.2273135,0.0208688
24,1.678359,1.6497129,"('dishonest', 'honest')",1.678359,1.6497129,-0.0286461
25,0.30354023,0.31170142,"('egoistic', 'altruistic')",0.3035402,0.3117014,0.0081612
26,0.8354074,0.45779684,"('hardhearted', 'benevolent')",0.8354074,0.4577968,-0.3776106
27,1.6926252,1.52078,"('hardhearted', 'softhearted')",1.6926252,1.52078,-0.1718452
28,1.1841024,1.2157253,"('disloyal', 'loyal')",1.1841024,1.2157253,0.0316229
