,eversource_male,eversource_female,tuple,energy_male,energy_female,average_male,average_female,female-male
0,-2.0269735,-2.186812,"('unsociable', 'sociable')",0.27056083,0.16853215,-0.8782063,-1.0091399,-0.1309336
1,-2.416555,-2.440313,"('unfriendly', 'friendly')",1.604696,1.4433644,-0.4059294,-0.4984744,-0.092545
2,0.24447599,0.2711787,"('unlikable', 'likable')",0.7677549,0.7752959,0.5061154,0.5232373,0.0171219
3,-0.47592607,-0.3487618,"('repellent', 'pleasant')",0.10394392,0.20821555,-0.1859911,-0.0702731,0.115718
4,0.21821578,0.24202639,"('disliked', 'liked')",-6.931098,-6.964441,-3.356441,-3.3612072,-0.0047662
5,-0.39645764,-0.3649104,"('distant', 'outgoing')",0.38974363,0.35382655,-0.003357,-0.0055419,-0.0021849
6,-1.0624918,-1.004966,"('distant', 'open')",0.052328534,-0.024884753,-0.5050816,-0.5149254,-0.0098438
7,-0.39547524,-0.351268,"('insensitive', 'sensitive')",0.9194357,1.0434616,0.2619802,0.3460968,0.0841166
8,-2.3080115,-2.313777,"('unaffectionate', 'affectionate')",0.7491107,0.58646035,-0.7794504,-0.8636583,-0.0842079
9,-2.1262789,-2.0698051,"('unaffectionate', 'caring')",1.8076265,1.7395041,-0.1593262,-0.1651505,-0.0058243
10,-1.8344197,-1.808274,"('unsympathetic', 'sympathetic')",0.076938495,0.14782217,-0.8787406,-0.8302259,0.0485147
11,-0.6670996,-0.63018304,"('unhelpful', 'helpful')",2.3447752,2.468593,0.8388378,0.919205,0.0803672
12,-1.4480536,-1.3806422,"('unsupportive', 'supportive')",-1.3504211,-1.3572892,-1.3992374,-1.3689656,0.0302718
13,-0.43158984,-0.59708184,"('impolite', 'polite')",0.36827877,0.40215147,-0.0316555,-0.0974652,-0.0658097
14,-0.69963783,-0.68784726,"('antisocial', 'social')",0.073265865,0.14599507,-0.313186,-0.2709261,0.0422599
15,0.23183763,0.13670023,"('boring', 'funny')",-0.15431675,-0.20725648,0.0387604,-0.0352781,-0.0740385
16,-0.10083553,-0.075270675,"('unpopular', 'popular')",0.5044441,0.4612676,0.2018043,0.1929985,-0.0088058
17,0.062089816,0.089803115,"('nasty', 'nice')",-0.3528039,-0.34781832,-0.145357,-0.1290076,0.0163494
18,-0.60542274,-0.6064817,"('disagreeable', 'welcoming')",-0.61227345,-0.6724553,-0.6088481,-0.6394685,-0.0306204
19,-1.2703177,-1.2433643,"('inhospitable', 'hospitable')",-0.2859085,-0.31684184,-0.7781131,-0.7801031,-0.00199
20,0.31028354,0.32979476,"('rough', 'thoughtful')",0.4409206,0.4843937,0.3756021,0.4070942,0.0314921
21,-0.37823138,-0.40513527,"('immoral', 'moral')",-0.12105451,0.032753535,-0.2496429,-0.1861909,0.063452
22,-0.72482926,-0.7295678,"('untrustworthy', 'trustworthy')",-1.0654355,-1.0360464,-0.8951324,-0.8828071,0.0123253
23,-1.2040199,-1.2604344,"('insincere', 'sincere')",6.810682,6.83826,2.8033309,2.7889128,-0.0144181
