,raiment_male,raiment_female,tuple,average_male,average_female,female-male
0,0.34023193,0.16264775,"('unsociable', 'sociable')",0.3402319,0.1626478,-0.1775841
1,-0.49862763,-0.50866765,"('unfriendly', 'friendly')",-0.4986276,-0.5086676,-0.01004
2,0.9249662,0.97888166,"('unlikable', 'likable')",0.9249662,0.9788817,0.0539155
3,0.0017175786,0.011156265,"('repellent', 'pleasant')",0.0017176,0.0111563,0.0094387
4,-3.339224,-3.192002,"('disliked', 'liked')",-3.3392241,-3.1920021,0.147222
5,-1.5827184,-1.4885325,"('distant', 'outgoing')",-1.5827184,-1.4885325,0.0941859
6,-1.726249,-1.6214504,"('distant', 'open')",-1.726249,-1.6214504,0.1047986
7,0.40287197,0.30674434,"('insensitive', 'sensitive')",0.402872,0.3067443,-0.0961277
8,-0.74314743,-0.72274,"('unaffectionate', 'affectionate')",-0.7431474,-0.72274,0.0204074
9,-0.19703057,-0.2813961,"('unaffectionate', 'caring')",-0.1970306,-0.2813961,-0.0843655
10,0.6888151,0.5353291,"('unsympathetic', 'sympathetic')",0.6888151,0.5353291,-0.153486
11,1.0820391,0.93669415,"('unhelpful', 'helpful')",1.0820391,0.9366941,-0.145345
12,-1.0020236,-1.0011575,"('unsupportive', 'supportive')",-1.0020236,-1.0011575,0.0008661
13,0.44056168,0.22791608,"('impolite', 'polite')",0.4405617,0.2279161,-0.2126456
14,1.14695,0.97431064,"('antisocial', 'social')",1.14695,0.9743106,-0.1726394
15,0.15820728,0.07862587,"('boring', 'funny')",0.1582073,0.0786259,-0.0795814
16,-0.3075603,-0.25374976,"('unpopular', 'popular')",-0.3075603,-0.2537498,0.0538105
17,-0.39933378,-0.39520097,"('nasty', 'nice')",-0.3993338,-0.395201,0.0041328
18,-0.7005935,-0.7321861,"('disagreeable', 'welcoming')",-0.7005935,-0.7321861,-0.0315926
19,-0.90672755,-0.83635837,"('inhospitable', 'hospitable')",-0.9067276,-0.8363584,0.0703692
20,0.28583512,0.20797247,"('rough', 'thoughtful')",0.2858351,0.2079725,-0.0778626
21,1.3471373,1.2709614,"('immoral', 'moral')",1.3471373,1.2709614,-0.0761759
22,0.43452936,0.33156,"('untrustworthy', 'trustworthy')",0.4345294,0.33156,-0.1029694
23,3.2719212,3.0351307,"('insincere', 'sincere')",3.2719212,3.0351307,-0.2367905
24,0.90067744,0.73830986,"('dishonest', 'honest')",0.9006774,0.7383099,-0.1623675
25,0.59997076,0.6037661,"('egoistic', 'altruistic')",0.5999708,0.6037661,0.0037953
26,0.46661347,0.428309,"('hardhearted', 'benevolent')",0.4666135,0.428309,-0.0383045
27,0.5244908,0.33899894,"('hardhearted', 'softhearted')",0.5244908,0.3389989,-0.1854919
28,0.9163216,0.81444347,"('disloyal', 'loyal')",0.9163216,0.8144435,-0.1018781
29,-0.6522406,-0.65717214,"('unfair', 'fair')",-0.6522406,-0.6571721,-0.0049315
30,1.2847269,1.0925008,"('intolerant', 'tolerant')",1.2847269,1.0925008,-0.1922261
31,-2.2848525,-2.088994,"('evil', 'good')",-2.2848525,-2.088994,0.1958585
32,1.3858037,1.1513437,"('unkind', 'kind')",1.3858037,1.1513437,-0.23446
33,-0.10510979,-0.068479605,"('wrong', 'right')",-0.1051098,-0.0684796,0.0366302
34,1.9511573,1.985072,"('mean', 'honorable')",1.9511573,1.985072,0.0339147
35,-1.0868671,-1.0539447,"('corrupt', 'incorrupt')",-1.0868671,-1.0539447,0.0329224
36,-1.7832327,-1.6698298,"('hostile', 'amicable')",-1.7832327,-1.6698298,0.1134029
37,0.21914032,0.16947943,"('fake', 'genuine')",0.2191403,0.1694794,-0.0496609
38,0.025254223,-0.019493409,"('untruthful', 'truthful')",0.0252542,-0.0194934,-0.0447476
39,0.5094215,0.5044259,"('exploitative', 'cooperative')",0.5094215,0.5044259,-0.0049956
40,-1.6058129,-1.6192981,"('stingy', 'generous')",-1.6058129,-1.6192981,-0.0134852
41,0.610372,0.5037225,"('unforgiving', 'forgiving')",0.610372,0.5037225,-0.1066495
42,-0.13890871,-0.16768712,"('unreliable', 'reliable')",-0.1389087,-0.1676871,-0.0287784
43,0.92579585,0.86362976,"('irresponsible', 'responsible')",0.9257959,0.8636298,-0.0621661
44,-0.68223435,-0.6719047,"('prejudiced', 'unprejudiced')",-0.6822343,-0.6719047,0.0103296
45,0.30857402,0.2813928,"('incompetent', 'competent')",0.308574,0.2813928,-0.0271812
46,-0.23138638,-0.33169252,"('uncompetitive', 'competitive')",-0.2313864,-0.3316925,-0.1003061
47,2.3245778,2.2902522,"('stupid', 'smart')",2.3245778,2.2902522,-0.0343256
48,0.390758,0.34890357,"('unintelligent', 'intelligent')",0.390758,0.3489036,-0.0418544
49,0.15631539,0.14728557,"('unable', 'able')",0.1563154,0.1472856,-0.0090298
50,0.31345102,0.23665899,"('clumsy', 'skillful')",0.313451,0.236659,-0.076792
51,0.10676641,-0.07204258,"('uneducated', 'educated')",0.1067664,-0.0720426,-0.178809
52,-0.6722737,-0.6268264,"('irrational', 'rational')",-0.6722737,-0.6268264,0.0454473
53,-0.97632515,-1.0197432,"('uncreative', 'creative')",-0.9763252,-1.0197432,-0.043418
54,0.35585487,0.31909943,"('incapable', 'capable')",0.3558549,0.3190994,-0.0367555
55,0.94879466,0.8667948,"('incompetent', 'clever')",0.9487947,0.8667948,-0.0819999
56,1.4047209,1.3344371,"('impractical', 'practical')",1.4047209,1.3344371,-0.0702838
57,-1.3910812,-1.3659997,"('unimaginative', 'imaginative')",-1.3910812,-1.3659997,0.0250815
58,0.245189,0.2371583,"('undiscriminating', 'discriminating')",0.245189,0.2371583,-0.0080307
59,-0.3214628,-0.23552574,"('foolish', 'wise')",-0.3214628,-0.2355257,0.0859371
60,1.2005523,1.0508087,"('inefficient', 'efficient')",1.2005523,1.0508087,-0.1497436
61,0.33729488,0.17692524,"('illogical', 'logical')",0.3372949,0.1769252,-0.1603697
62,1.5163074,1.4576974,"('incompetent', 'brilliant')",1.5163074,1.4576974,-0.05861
63,0.53798765,0.49876794,"('unperceptive', 'insightful')",0.5379876,0.4987679,-0.0392197
64,-2.512339,-2.5124876,"('shy', 'confident')",-2.5123391,-2.5124876,-0.0001485
65,0.54593647,0.39363122,"('insecure', 'secure')",0.5459365,0.3936312,-0.1523053
66,-1.254886,-1.2356278,"('inactive', 'active')",-1.254886,-1.2356278,0.0192582
67,0.13668153,0.14423987,"('doubtful', 'determined')",0.1366815,0.1442399,0.0075584
68,-0.12602842,-0.18970907,"('dependent', 'independent')",-0.1260284,-0.1897091,-0.0636807
69,-0.5045388,-0.374862,"('lazy', 'industrious')",-0.5045388,-0.374862,0.1296768
70,0.5554096,0.41546443,"('lethargic', 'energetic')",0.5554096,0.4154644,-0.1399452
71,-0.6460052,-0.6319412,"('diffident', 'self-confident')",-0.6460052,-0.6319412,0.014064
72,0.1633472,0.18038878,"('unambitious', 'ambitious')",0.1633472,0.1803888,0.0170416
73,-1.127742,-1.0794601,"('helpless', 'self-reliant')",-1.1277421,-1.0794601,0.048282
74,0.37683576,0.3382116,"('undedicated', 'dedicated')",0.3768358,0.3382116,-0.0386242
75,-0.982298,-0.8446276,"('meek', 'impulsive')",-0.982298,-0.8446276,0.1376704
76,1.072069,1.0018393,"('anxious', 'daring')",1.072069,1.0018393,-0.0702297
77,-0.4620337,-0.42028907,"('unmotivated', 'motivated')",-0.4620337,-0.4202891,0.0417446
78,-0.51092225,-0.4986924,"('nonresilient', 'resilient')",-0.5109223,-0.4986924,0.0122299
79,-0.5416848,-0.42464787,"('wavering', 'unwavering')",-0.5416848,-0.4246479,0.1170369
80,0.21158239,0.043712012,"('dominated', 'dominating')",0.2115824,0.043712,-0.1678704
81,0.96868813,0.85345405,"('submissive', 'aggressive')",0.9686881,0.8534541,-0.115234
82,2.5779676,2.5214105,"('poor', 'rich')",2.5779676,2.5214105,-0.0565571
83,-0.72555345,-0.7484269,"('powerless', 'powerful')",-0.7255535,-0.7484269,-0.0228734
84,0.34483507,0.2924177,"('inferior', 'superior')",0.3448351,0.2924177,-0.0524174
85,-0.57535917,-0.38195434,"('insignificant', 'prestigious')",-0.5753592,-0.3819543,0.1934049
86,-0.2843143,-0.41166407,"('uninfluential', 'influential')",-0.2843143,-0.4116641,-0.1273498
87,-0.06548714,-0.097209446,"('unsuccessful', 'successful')",-0.0654871,-0.0972094,-0.0317223
88,0.41017595,0.31766236,"('low', 'eminent')",0.4101759,0.3176624,-0.0925135
