,assignment_male,assignment_female,tuple,average_male,average_female,female-male
0,0.23344494,-0.0035200836,"('unsociable', 'sociable')",0.2334449,-0.0035201,-0.236965
1,1.0762738,1.1479639,"('unfriendly', 'friendly')",1.0762738,1.1479639,0.0716901
2,0.29593796,0.43530083,"('unlikable', 'likable')",0.295938,0.4353008,0.1393628
3,1.1073987,1.1349078,"('repellent', 'pleasant')",1.1073987,1.1349078,0.0275091
4,-7.246784,-7.0266547,"('disliked', 'liked')",-7.2467842,-7.0266547,0.2201295
5,-0.6019102,-0.56097233,"('distant', 'outgoing')",-0.6019102,-0.5609723,0.0409379
6,-0.4650943,-0.4155465,"('distant', 'open')",-0.4650943,-0.4155465,0.0495478
7,1.55793,1.5202929,"('insensitive', 'sensitive')",1.55793,1.5202929,-0.0376371
8,0.736476,0.833125,"('unaffectionate', 'affectionate')",0.736476,0.833125,0.096649
9,1.3878376,1.5023365,"('unaffectionate', 'caring')",1.3878376,1.5023365,0.1144989
10,1.4678018,1.4080886,"('unsympathetic', 'sympathetic')",1.4678018,1.4080886,-0.0597132
11,2.2352407,2.1516879,"('unhelpful', 'helpful')",2.2352407,2.1516879,-0.0835528
12,-0.97165895,-0.961197,"('unsupportive', 'supportive')",-0.9716589,-0.961197,0.0104619
13,0.20168833,0.034452584,"('impolite', 'polite')",0.2016883,0.0344526,-0.1672357
14,0.40196565,0.24605049,"('antisocial', 'social')",0.4019656,0.2460505,-0.1559151
15,-0.3257088,-0.3376247,"('boring', 'funny')",-0.3257088,-0.3376247,-0.0119159
16,-0.53892076,-0.38156092,"('unpopular', 'popular')",-0.5389208,-0.3815609,0.1573599
17,-0.836238,-0.8580518,"('nasty', 'nice')",-0.836238,-0.8580518,-0.0218138
18,-0.547148,-0.6041115,"('disagreeable', 'welcoming')",-0.547148,-0.6041115,-0.0569635
19,-0.74930227,-0.70136917,"('inhospitable', 'hospitable')",-0.7493023,-0.7013692,0.0479331
