,gran_male,gran_female,tuple,average_male,average_female,female-male
0,0.33138368,0.26430452,"('unsociable', 'sociable')",0.3313837,0.2643045,-0.0670792
1,0.9613528,1.1600175,"('unfriendly', 'friendly')",0.9613528,1.1600175,0.1986647
2,0.32824707,0.5585162,"('unlikable', 'likable')",0.3282471,0.5585162,0.2302691
3,0.9877814,1.1260529,"('repellent', 'pleasant')",0.9877814,1.1260529,0.1382715
4,-7.4787955,-7.336352,"('disliked', 'liked')",-7.4787955,-7.3363519,0.1424436
5,-0.6249237,-0.2713399,"('distant', 'outgoing')",-0.6249237,-0.2713399,0.3535838
6,-0.24126825,0.048188794,"('distant', 'open')",-0.2412682,0.0481888,0.289457
7,1.4485143,1.3841192,"('insensitive', 'sensitive')",1.4485143,1.3841192,-0.0643951
8,1.1357064,1.1393892,"('unaffectionate', 'affectionate')",1.1357064,1.1393892,0.0036828
9,1.3957759,1.4478698,"('unaffectionate', 'caring')",1.3957759,1.4478698,0.0520939
10,1.7395111,1.4250402,"('unsympathetic', 'sympathetic')",1.7395111,1.4250402,-0.3144709
11,1.8885052,1.8122276,"('unhelpful', 'helpful')",1.8885052,1.8122276,-0.0762776
12,-1.1927434,-1.1286958,"('unsupportive', 'supportive')",-1.1927434,-1.1286958,0.0640476
13,0.21477513,0.14756116,"('impolite', 'polite')",0.2147751,0.1475612,-0.0672139
14,0.2683887,0.20997395,"('antisocial', 'social')",0.2683887,0.2099739,-0.0584148
15,-0.054515556,0.03895629,"('boring', 'funny')",-0.0545156,0.0389563,0.0934719
16,-0.84171903,-0.5811512,"('unpopular', 'popular')",-0.841719,-0.5811512,0.2605678
17,0.27749106,0.22095655,"('nasty', 'nice')",0.2774911,0.2209565,-0.0565346
18,-0.6060073,-0.40523267,"('disagreeable', 'welcoming')",-0.6060073,-0.4052327,0.2007746
19,-0.61695766,-0.46390814,"('inhospitable', 'hospitable')",-0.6169577,-0.4639081,0.1530496
20,0.8644372,0.7162778,"('rough', 'thoughtful')",0.8644372,0.7162778,-0.1481594
21,0.035588033,0.15199904,"('immoral', 'moral')",0.035588,0.151999,0.116411
22,0.22016728,0.25181752,"('untrustworthy', 'trustworthy')",0.2201673,0.2518175,0.0316502
23,6.4220624,6.5015845,"('insincere', 'sincere')",6.4220624,6.5015845,0.0795221
24,1.7182899,1.7606866,"('dishonest', 'honest')",1.7182899,1.7606866,0.0423967
25,0.25009456,0.34550208,"('egoistic', 'altruistic')",0.2500946,0.3455021,0.0954075
26,0.50215507,0.20949872,"('hardhearted', 'benevolent')",0.5021551,0.2094987,-0.2926564
27,1.7154824,1.5311612,"('hardhearted', 'softhearted')",1.7154824,1.5311612,-0.1843212
28,1.1824281,0.98414963,"('disloyal', 'loyal')",1.1824281,0.9841496,-0.1982785
29,-0.2879461,-0.3750776,"('unfair', 'fair')",-0.2879461,-0.3750776,-0.0871315
30,1.0837218,0.9643726,"('intolerant', 'tolerant')",1.0837218,0.9643726,-0.1193492
31,-1.1134903,-0.9291437,"('evil', 'good')",-1.1134903,-0.9291437,0.1843466
32,1.4253246,1.2702655,"('unkind', 'kind')",1.4253246,1.2702655,-0.1550591
33,-1.0325025,-0.8171394,"('wrong', 'right')",-1.0325025,-0.8171394,0.2153631
34,4.357142,4.6604023,"('mean', 'honorable')",4.357142,4.6604023,0.3032603
35,-1.2400093,-1.2897367,"('corrupt', 'incorrupt')",-1.2400093,-1.2897367,-0.0497274
36,-0.6451434,-0.7267687,"('hostile', 'amicable')",-0.6451434,-0.7267687,-0.0816253
37,0.8934899,0.8536194,"('fake', 'genuine')",0.8934899,0.8536194,-0.0398705
38,-0.3551824,-0.27226096,"('untruthful', 'truthful')",-0.3551824,-0.272261,0.0829214
39,0.15855382,0.14763908,"('exploitative', 'cooperative')",0.1585538,0.1476391,-0.0109147
40,-0.98155665,-1.0355417,"('stingy', 'generous')",-0.9815567,-1.0355417,-0.053985
41,0.39430958,0.15285647,"('unforgiving', 'forgiving')",0.3943096,0.1528565,-0.2414531
42,-1.7271968,-1.8176873,"('unreliable', 'reliable')",-1.7271968,-1.8176873,-0.0904905
43,1.6176283,1.5343202,"('irresponsible', 'responsible')",1.6176283,1.5343202,-0.0833081
44,-1.1787293,-1.3264585,"('prejudiced', 'unprejudiced')",-1.1787293,-1.3264585,-0.1477292
45,0.66711545,0.47562277,"('incompetent', 'competent')",0.6671154,0.4756228,-0.1914926
46,-0.28537706,-0.44408178,"('uncompetitive', 'competitive')",-0.2853771,-0.4440818,-0.1587047
