,fuel_male,fuel_female,tuple,average_male,average_female,female-male
0,0.07566773,0.0886646,"('unsociable', 'sociable')",0.0756677,0.0886646,0.0129969
1,2.034297,1.9741155,"('unfriendly', 'friendly')",2.034297,1.9741155,-0.0601815
2,0.39597267,0.4841921,"('unlikable', 'likable')",0.3959727,0.4841921,0.0882194
3,0.49728495,0.90805364,"('repellent', 'pleasant')",0.4972849,0.9080536,0.4107687
4,-6.731295,-6.698969,"('disliked', 'liked')",-6.7312951,-6.6989689,0.0323262
5,0.060329914,0.1848078,"('distant', 'outgoing')",0.0603299,0.1848078,0.1244779
6,0.18007857,0.30957785,"('distant', 'open')",0.1800786,0.3095779,0.1294993
7,1.1852435,1.3858156,"('insensitive', 'sensitive')",1.1852435,1.3858156,0.2005721
8,1.2440364,1.1212083,"('unaffectionate', 'affectionate')",1.2440364,1.1212083,-0.1228281
9,1.7660384,1.8262858,"('unaffectionate', 'caring')",1.7660384,1.8262858,0.0602474
10,0.7789335,0.94675183,"('unsympathetic', 'sympathetic')",0.7789335,0.9467518,0.1678183
11,2.0309842,2.1423056,"('unhelpful', 'helpful')",2.0309842,2.1423056,0.1113214
12,-1.2127237,-0.9896266,"('unsupportive', 'supportive')",-1.2127237,-0.9896266,0.2230971
13,0.15937735,0.17004633,"('impolite', 'polite')",0.1593774,0.1700463,0.0106689
14,0.15851639,-0.026914466,"('antisocial', 'social')",0.1585164,-0.0269145,-0.1854309
15,0.6099871,0.46740532,"('boring', 'funny')",0.6099871,0.4674053,-0.1425818
16,-0.3808099,-0.28744698,"('unpopular', 'popular')",-0.3808099,-0.287447,0.0933629
17,0.0054635406,0.017862098,"('nasty', 'nice')",0.0054635,0.0178621,0.0123986
18,-0.2742365,-0.1799735,"('disagreeable', 'welcoming')",-0.2742365,-0.1799735,0.094263
19,-0.17088184,0.07105147,"('inhospitable', 'hospitable')",-0.1708818,0.0710515,0.2419333
20,0.5298134,0.3311932,"('rough', 'thoughtful')",0.5298134,0.3311932,-0.1986202
21,0.004584383,0.19334099,"('immoral', 'moral')",0.0045844,0.193341,0.1887566
22,-0.60902613,-0.25156593,"('untrustworthy', 'trustworthy')",-0.6090261,-0.2515659,0.3574602
23,6.6774335,6.8517456,"('insincere', 'sincere')",6.6774335,6.8517456,0.1743121
24,1.7614268,2.020342,"('dishonest', 'honest')",1.7614268,2.0203421,0.2589153
25,1.2233666,1.1429023,"('egoistic', 'altruistic')",1.2233666,1.1429023,-0.0804643
26,1.1380655,0.5260117,"('hardhearted', 'benevolent')",1.1380655,0.5260117,-0.6120538
27,1.798597,1.6213423,"('hardhearted', 'softhearted')",1.798597,1.6213423,-0.1772547
28,1.2860798,1.247208,"('disloyal', 'loyal')",1.2860798,1.247208,-0.0388718
29,-0.598076,-0.66892827,"('unfair', 'fair')",-0.598076,-0.6689283,-0.0708523
30,0.91267645,0.91567415,"('intolerant', 'tolerant')",0.9126765,0.9156741,0.0029976
31,-1.0092978,-0.9917841,"('evil', 'good')",-1.0092978,-0.9917841,0.0175137
32,1.3376433,1.2390256,"('unkind', 'kind')",1.3376433,1.2390256,-0.0986177
33,0.25952882,0.20331064,"('wrong', 'right')",0.2595288,0.2033106,-0.0562182
34,4.4691353,4.8192782,"('mean', 'honorable')",4.4691353,4.8192782,0.3501429
35,-1.0241146,-1.1562281,"('corrupt', 'incorrupt')",-1.0241146,-1.1562281,-0.1321135
36,-0.95488423,-1.1166704,"('hostile', 'amicable')",-0.9548842,-1.1166704,-0.1617862
37,1.0289556,1.0450459,"('fake', 'genuine')",1.0289556,1.0450459,0.0160903
38,0.41713187,0.4644326,"('untruthful', 'truthful')",0.4171319,0.4644326,0.0473007
39,0.36636728,0.34798688,"('exploitative', 'cooperative')",0.3663673,0.3479869,-0.0183804
40,-0.80173564,-0.72083956,"('stingy', 'generous')",-0.8017356,-0.7208396,0.080896
41,0.26654604,-0.0772631,"('unforgiving', 'forgiving')",0.266546,-0.0772631,-0.3438091
42,-2.4734874,-2.074559,"('unreliable', 'reliable')",-2.4734874,-2.074559,0.3989284
43,1.0064865,1.0836575,"('irresponsible', 'responsible')",1.0064865,1.0836575,0.077171
44,-1.3594489,-1.5981069,"('prejudiced', 'unprejudiced')",-1.3594489,-1.5981069,-0.238658
45,0.1846021,0.22779156,"('incompetent', 'competent')",0.1846021,0.2277916,0.0431895
46,-0.9638111,-0.75289553,"('uncompetitive', 'competitive')",-0.9638111,-0.7528955,0.2109156
47,4.8035083,4.817909,"('stupid', 'smart')",4.8035083,4.8179088,0.0144005
48,0.6463131,0.5522211,"('unintelligent', 'intelligent')",0.6463131,0.5522211,-0.094092
49,0.13128258,0.40206802,"('unable', 'able')",0.1312826,0.402068,0.2707854
50,-0.17186517,-0.034184754,"('clumsy', 'skillful')",-0.1718652,-0.0341848,0.1376804
51,0.77254975,0.94827217,"('uneducated', 'educated')",0.7725497,0.9482722,0.1757225
52,0.10103713,-0.08046844,"('irrational', 'rational')",0.1010371,-0.0804684,-0.1815055
53,0.15759307,0.16177326,"('uncreative', 'creative')",0.1575931,0.1617733,0.0041802
54,1.1896355,1.5329338,"('incapable', 'capable')",1.1896355,1.5329338,0.3432983
55,0.9049402,1.1080511,"('incompetent', 'clever')",0.9049402,1.1080511,0.2031109
56,0.4541952,0.6395776,"('impractical', 'practical')",0.4541952,0.6395776,0.1853824
57,-2.3790119,-2.293829,"('unimaginative', 'imaginative')",-2.3790119,-2.293829,0.0851829
58,0.34942764,0.27910182,"('undiscriminating', 'discriminating')",0.3494276,0.2791018,-0.0703258
59,0.2561031,0.29621416,"('foolish', 'wise')",0.2561031,0.2962142,0.0401111
60,0.5374114,0.5975196,"('inefficient', 'efficient')",0.5374114,0.5975196,0.0601082
61,0.4073236,0.3438571,"('illogical', 'logical')",0.4073236,0.3438571,-0.0634665
62,1.2447209,1.6318529,"('incompetent', 'brilliant')",1.2447209,1.6318529,0.387132
63,0.55688286,0.8214781,"('unperceptive', 'insightful')",0.5568829,0.8214781,0.2645952
64,-6.437447,-6.090253,"('shy', 'confident')",-6.4374471,-6.0902529,0.3471942
65,0.041018013,0.3815923,"('insecure', 'secure')",0.041018,0.3815923,0.3405743
66,-0.42168528,-0.47606805,"('inactive', 'active')",-0.4216853,-0.476068,-0.0543827
67,-0.61144555,-0.8341685,"('doubtful', 'determined')",-0.6114455,-0.8341685,-0.222723
68,-0.86300117,-0.5268699,"('dependent', 'independent')",-0.8630012,-0.5268699,0.3361313
69,-1.6626925,-1.8287838,"('lazy', 'industrious')",-1.6626925,-1.8287838,-0.1660913
70,1.0160124,1.4209532,"('lethargic', 'energetic')",1.0160124,1.4209532,0.4049408
71,0.4649879,0.59691894,"('diffident', 'self-confident')",0.4649879,0.5969189,0.131931
72,0.90584093,1.1818707,"('unambitious', 'ambitious')",0.9058409,1.1818707,0.2760298
73,-2.2651837,-1.933065,"('helpless', 'self-reliant')",-2.2651837,-1.9330651,0.3321186
74,0.28915957,0.24380383,"('undedicated', 'dedicated')",0.2891596,0.2438038,-0.0453558
75,-1.0246294,-0.87184304,"('meek', 'impulsive')",-1.0246294,-0.871843,0.1527864
76,0.45949435,0.4533971,"('anxious', 'daring')",0.4594944,0.4533971,-0.0060973
77,-1.380947,-1.2137473,"('unmotivated', 'motivated')",-1.380947,-1.2137473,0.1671997
78,-0.61551964,-0.6043141,"('nonresilient', 'resilient')",-0.6155196,-0.6043141,0.0112055
79,0.008595247,-0.014370672,"('wavering', 'unwavering')",0.0085952,-0.0143707,-0.0229659
80,0.12386176,0.120336145,"('dominated', 'dominating')",0.1238618,0.1203361,-0.0035257
