,unit_male,unit_female,tuple,average_male,average_female,female-male
0,0.52951866,0.40359715,"('unsociable', 'sociable')",0.5295187,0.4035971,-0.1259216
1,0.7507411,0.6888063,"('unfriendly', 'friendly')",0.7507411,0.6888063,-0.0619348
2,0.07235021,0.14827676,"('unlikable', 'likable')",0.0723502,0.1482768,0.0759266
3,0.7651434,0.8019106,"('repellent', 'pleasant')",0.7651434,0.8019106,0.0367672
4,-7.0570188,-7.1334796,"('disliked', 'liked')",-7.0570188,-7.1334796,-0.0764608
5,-1.0364261,-1.0884488,"('distant', 'outgoing')",-1.0364261,-1.0884488,-0.0520227
6,-0.5474282,-0.67706674,"('distant', 'open')",-0.5474282,-0.6770667,-0.1296385
7,1.7938184,1.8601518,"('insensitive', 'sensitive')",1.7938184,1.8601518,0.0663334
8,0.6751329,0.5747417,"('unaffectionate', 'affectionate')",0.6751329,0.5747417,-0.1003912
9,1.3570217,1.3521557,"('unaffectionate', 'caring')",1.3570217,1.3521557,-0.004866
10,1.5060512,1.5901098,"('unsympathetic', 'sympathetic')",1.5060512,1.5901098,0.0840586
11,2.1678739,2.3348043,"('unhelpful', 'helpful')",2.1678739,2.3348043,0.1669304
12,-1.2570484,-1.2492658,"('unsupportive', 'supportive')",-1.2570484,-1.2492658,0.0077826
13,0.20904028,0.249178,"('impolite', 'polite')",0.2090403,0.249178,0.0401377
14,0.710418,0.6800521,"('antisocial', 'social')",0.710418,0.6800521,-0.0303659
15,0.54393506,0.49679336,"('boring', 'funny')",0.5439351,0.4967934,-0.0471417
16,-0.57846767,-0.69838685,"('unpopular', 'popular')",-0.5784677,-0.6983868,-0.1199191
17,-0.19867232,-0.22628513,"('nasty', 'nice')",-0.1986723,-0.2262851,-0.0276128
18,-0.6940411,-0.7014871,"('disagreeable', 'welcoming')",-0.6940411,-0.7014871,-0.007446
19,-0.8731699,-0.8330048,"('inhospitable', 'hospitable')",-0.8731699,-0.8330048,0.0401651
20,0.37900433,0.3019095,"('rough', 'thoughtful')",0.3790043,0.3019095,-0.0770948
21,0.057877813,0.25938535,"('immoral', 'moral')",0.0578778,0.2593853,0.2015075
22,-0.012682825,-0.052054603,"('untrustworthy', 'trustworthy')",-0.0126828,-0.0520546,-0.0393718
23,6.5177226,6.61632,"('insincere', 'sincere')",6.5177226,6.6163201,0.0985975
