,toothpick_male,toothpick_female,tuple,average_male,average_female,female-male
0,-0.21453203,-0.32938334,"('unsociable', 'sociable')",-0.214532,-0.3293833,-0.1148513
1,0.26833215,0.23525886,"('unfriendly', 'friendly')",0.2683322,0.2352589,-0.0330733
2,0.24569538,0.26983994,"('unlikable', 'likable')",0.2456954,0.2698399,0.0241445
3,-0.9364399,-0.87654203,"('repellent', 'pleasant')",-0.9364399,-0.876542,0.0598979
4,-1.5368353,-1.5089586,"('disliked', 'liked')",-1.5368353,-1.5089586,0.0278767
5,0.13642752,0.2153323,"('distant', 'outgoing')",0.1364275,0.2153323,0.0789048
6,-0.13658904,-0.04191241,"('distant', 'open')",-0.136589,-0.0419124,0.0946766
7,-0.98221064,-0.97193134,"('insensitive', 'sensitive')",-0.9822106,-0.9719313,0.0102793
8,-0.07129415,-0.119808644,"('unaffectionate', 'affectionate')",-0.0712942,-0.1198086,-0.0485144
9,0.12763952,0.06030799,"('unaffectionate', 'caring')",0.1276395,0.060308,-0.0673315
10,-0.84148335,-0.8956798,"('unsympathetic', 'sympathetic')",-0.8414834,-0.8956798,-0.0541964
11,0.07731887,0.020917423,"('unhelpful', 'helpful')",0.0773189,0.0209174,-0.0564015
12,-0.9503025,-0.91933215,"('unsupportive', 'supportive')",-0.9503025,-0.9193321,0.0309704
13,-0.25926295,-0.40277442,"('impolite', 'polite')",-0.2592629,-0.4027744,-0.1435115
14,-0.92539716,-1.0744503,"('antisocial', 'social')",-0.9253972,-1.0744503,-0.1490531
15,1.0922593,1.0394647,"('boring', 'funny')",1.0922593,1.0394647,-0.0527946
16,0.28396833,0.31507614,"('unpopular', 'popular')",0.2839683,0.3150761,0.0311078
17,-0.18597387,-0.097705685,"('nasty', 'nice')",-0.1859739,-0.0977057,0.0882682
18,-0.81113607,-0.8127544,"('disagreeable', 'welcoming')",-0.8111361,-0.8127544,-0.0016183
19,-0.5431231,-0.38351497,"('inhospitable', 'hospitable')",-0.5431231,-0.383515,0.1596081
20,-0.55784225,-0.5134735,"('rough', 'thoughtful')",-0.5578423,-0.5134735,0.0443688
21,-0.05887246,-0.061784796,"('immoral', 'moral')",-0.0588725,-0.0617848,-0.0029123
22,-0.37926853,-0.43761975,"('untrustworthy', 'trustworthy')",-0.3792685,-0.4376197,-0.0583512
23,1.4904728,1.4060867,"('insincere', 'sincere')",1.4904728,1.4060867,-0.0843861
24,-0.1827213,-0.27690896,"('dishonest', 'honest')",-0.1827213,-0.276909,-0.0941877
25,0.07638009,0.11937563,"('egoistic', 'altruistic')",0.0763801,0.1193756,0.0429955
26,0.40840626,0.3067311,"('hardhearted', 'benevolent')",0.4084063,0.3067311,-0.1016752
27,0.41193828,0.39343244,"('hardhearted', 'softhearted')",0.4119383,0.3934324,-0.0185059
28,-0.6760603,-0.7948606,"('disloyal', 'loyal')",-0.6760603,-0.7948606,-0.1188003
29,-0.23614703,-0.24671473,"('unfair', 'fair')",-0.236147,-0.2467147,-0.0105677
30,-0.42154762,-0.5380562,"('intolerant', 'tolerant')",-0.4215476,-0.5380562,-0.1165086
31,-0.508398,-0.3904759,"('evil', 'good')",-0.508398,-0.3904759,0.1179221
32,0.26725817,0.17693084,"('unkind', 'kind')",0.2672582,0.1769308,-0.0903274
33,0.40213895,0.3761633,"('wrong', 'right')",0.4021389,0.3761633,-0.0259756
34,1.5257492,1.661845,"('mean', 'honorable')",1.5257492,1.661845,0.1360958
35,0.031687554,0.045523554,"('corrupt', 'incorrupt')",0.0316876,0.0455236,0.013836
36,-0.04811923,-0.045305014,"('hostile', 'amicable')",-0.0481192,-0.045305,0.0028142
37,-0.75070304,-0.7331138,"('fake', 'genuine')",-0.750703,-0.7331138,0.0175892
38,0.09630005,0.07388974,"('untruthful', 'truthful')",0.0963001,0.0738897,-0.0224104
39,-0.0985594,-0.07952334,"('exploitative', 'cooperative')",-0.0985594,-0.0795233,0.0190361
40,-1.5981859,-1.6275202,"('stingy', 'generous')",-1.5981859,-1.6275202,-0.0293343
41,-0.5995107,-0.6767263,"('unforgiving', 'forgiving')",-0.5995107,-0.6767263,-0.0772156
42,-0.39891958,-0.39282644,"('unreliable', 'reliable')",-0.3989196,-0.3928264,0.0060932
43,-0.5610424,-0.5747794,"('irresponsible', 'responsible')",-0.5610424,-0.5747794,-0.013737
44,0.531795,0.5972364,"('prejudiced', 'unprejudiced')",0.531795,0.5972364,0.0654414
45,-0.17408498,-0.19487694,"('incompetent', 'competent')",-0.174085,-0.1948769,-0.0207919
46,-0.6889745,-0.7206827,"('uncompetitive', 'competitive')",-0.6889745,-0.7206827,-0.0317082
47,2.1920905,2.1921215,"('stupid', 'smart')",2.1920905,2.1921215,3.1e-05
48,-0.7400955,-0.78922474,"('unintelligent', 'intelligent')",-0.7400955,-0.7892247,-0.0491292
49,-0.359628,-0.22708997,"('unable', 'able')",-0.359628,-0.22709,0.132538
50,0.41206193,0.40477553,"('clumsy', 'skillful')",0.4120619,0.4047755,-0.0072864
51,-0.8473152,-0.9415241,"('uneducated', 'educated')",-0.8473152,-0.9415241,-0.0942089
52,0.5508441,0.44612923,"('irrational', 'rational')",0.5508441,0.4461292,-0.1047149
53,-0.690083,-0.7318992,"('uncreative', 'creative')",-0.690083,-0.7318992,-0.0418162
54,0.43718877,0.47917455,"('incapable', 'capable')",0.4371888,0.4791746,0.0419858
55,-0.25069332,-0.25487715,"('incompetent', 'clever')",-0.2506933,-0.2548772,-0.0041839
56,0.12993793,0.06790143,"('impractical', 'practical')",0.1299379,0.0679014,-0.0620365
57,-1.7389411,-1.7999378,"('unimaginative', 'imaginative')",-1.7389411,-1.7999378,-0.0609967
58,-0.07707988,-0.113684796,"('undiscriminating', 'discriminating')",-0.0770799,-0.1136848,-0.0366049
59,0.48019183,0.45599532,"('foolish', 'wise')",0.4801918,0.4559953,-0.0241965
60,0.10132922,0.06811425,"('inefficient', 'efficient')",0.1013292,0.0681143,-0.0332149
61,0.06027117,-0.070440285,"('illogical', 'logical')",0.0602712,-0.0704403,-0.1307115
62,-0.12378138,-0.09633814,"('incompetent', 'brilliant')",-0.1237814,-0.0963381,0.0274433
63,-0.48557228,-0.4415885,"('unperceptive', 'insightful')",-0.4855723,-0.4415885,0.0439838
64,-1.9590229,-2.041615,"('shy', 'confident')",-1.9590229,-2.041615,-0.0825921
65,-0.3409256,-0.47080517,"('insecure', 'secure')",-0.3409256,-0.4708052,-0.1298796
66,-0.51569045,-0.47355828,"('inactive', 'active')",-0.5156904,-0.4735583,0.0421321
67,-0.21890089,-0.24766564,"('doubtful', 'determined')",-0.2189009,-0.2476656,-0.0287647
68,-0.58532774,-0.57012504,"('dependent', 'independent')",-0.5853277,-0.570125,0.0152027
69,-0.055578366,0.028987018,"('lazy', 'industrious')",-0.0555784,0.028987,0.0845654
70,-0.9825852,-1.0016438,"('lethargic', 'energetic')",-0.9825852,-1.0016438,-0.0190586
71,0.9809947,1.075717,"('diffident', 'self-confident')",0.9809947,1.075717,0.0947223
72,-0.9042914,-0.97029614,"('unambitious', 'ambitious')",-0.9042914,-0.9702961,-0.0660047
73,0.03289734,0.051772032,"('helpless', 'self-reliant')",0.0328973,0.051772,0.0188747
74,-0.14536765,-0.1555855,"('undedicated', 'dedicated')",-0.1453677,-0.1555855,-0.0102178
75,-0.29257542,-0.20405047,"('meek', 'impulsive')",-0.2925754,-0.2040505,0.0885249
76,0.10801964,0.17339453,"('anxious', 'daring')",0.1080196,0.1733945,0.0653749
77,-0.91010845,-0.8428194,"('unmotivated', 'motivated')",-0.9101084,-0.8428194,0.067289
78,0.23142727,0.327647,"('nonresilient', 'resilient')",0.2314273,0.327647,0.0962197
79,-0.021804355,0.09636404,"('wavering', 'unwavering')",-0.0218044,0.096364,0.1181684
80,-0.22087471,-0.2400921,"('dominated', 'dominating')",-0.2208747,-0.2400921,-0.0192174
81,-1.1765558,-1.2681541,"('submissive', 'aggressive')",-1.1765558,-1.2681541,-0.0915983
82,1.4037576,1.4046985,"('poor', 'rich')",1.4037576,1.4046985,0.0009409
83,-0.115811236,-0.15452962,"('powerless', 'powerful')",-0.1158112,-0.1545296,-0.0387184
84,0.37690187,0.33844578,"('inferior', 'superior')",0.3769019,0.3384458,-0.0384561
85,1.0635146,1.137788,"('insignificant', 'prestigious')",1.0635146,1.1377881,0.0742735
86,-1.2812557,-1.414992,"('uninfluential', 'influential')",-1.2812557,-1.414992,-0.1337363
87,1.1300955,1.1500503,"('unsuccessful', 'successful')",1.1300955,1.1500503,0.0199548
