,manservant_male,manservant_female,tuple,average_male,average_female,female-male
0,-1.7633752,-1.983194,"('unsociable', 'sociable')",-1.7633752,-1.983194,-0.2198188
1,0.06113752,-0.28340283,"('unfriendly', 'friendly')",0.0611375,-0.2834028,-0.3445403
2,0.03918328,0.26384515,"('unlikable', 'likable')",0.0391833,0.2638451,0.2246618
3,-1.8578994,-1.6431322,"('repellent', 'pleasant')",-1.8578994,-1.6431322,0.2147672
4,-0.4307629,-0.4975497,"('disliked', 'liked')",-0.4307629,-0.4975497,-0.0667868
5,1.493072,1.4318445,"('distant', 'outgoing')",1.493072,1.4318445,-0.0612275
6,1.736402,1.5733087,"('distant', 'open')",1.736402,1.5733087,-0.1630933
7,-1.5769036,-1.5896047,"('insensitive', 'sensitive')",-1.5769036,-1.5896047,-0.0127011
8,0.07527196,-0.07750024,"('unaffectionate', 'affectionate')",0.075272,-0.0775002,-0.1527722
9,-0.16481161,-0.35803065,"('unaffectionate', 'caring')",-0.1648116,-0.3580306,-0.193219
10,-2.6503582,-2.7970896,"('unsympathetic', 'sympathetic')",-2.6503582,-2.7970896,-0.1467314
11,-1.8136079,-1.8271785,"('unhelpful', 'helpful')",-1.8136079,-1.8271785,-0.0135706
12,-2.29688,-2.2877033,"('unsupportive', 'supportive')",-2.29688,-2.2877033,0.0091767
13,-1.0861754,-0.93985,"('impolite', 'polite')",-1.0861754,-0.93985,0.1463254
14,-2.7832663,-2.6389785,"('antisocial', 'social')",-2.7832663,-2.6389785,0.1442878
15,0.5704009,0.45448932,"('boring', 'funny')",0.5704009,0.4544893,-0.1159116
16,0.55569476,0.5417062,"('unpopular', 'popular')",0.5556948,0.5417062,-0.0139886
17,0.69868034,0.92381305,"('nasty', 'nice')",0.6986803,0.923813,0.2251327
18,-1.0019127,-0.85644245,"('disagreeable', 'welcoming')",-1.0019127,-0.8564425,0.1454702
19,0.7189713,0.7337132,"('inhospitable', 'hospitable')",0.7189713,0.7337132,0.0147419
20,0.44269192,0.31381756,"('rough', 'thoughtful')",0.4426919,0.3138176,-0.1288743
21,-2.6907358,-2.3403127,"('immoral', 'moral')",-2.6907358,-2.3403127,0.3504231
22,-1.0629767,-1.1959887,"('untrustworthy', 'trustworthy')",-1.0629767,-1.1959887,-0.133012
23,-0.35853493,-0.40332013,"('insincere', 'sincere')",-0.3585349,-0.4033201,-0.0447852
24,-0.66459954,-0.74933773,"('dishonest', 'honest')",-0.6645995,-0.7493377,-0.0847382
25,1.1994005,1.2299227,"('egoistic', 'altruistic')",1.1994005,1.2299227,0.0305222
26,0.7332637,0.35842678,"('hardhearted', 'benevolent')",0.7332637,0.3584268,-0.3748369
27,0.2397296,-0.07632949,"('hardhearted', 'softhearted')",0.2397296,-0.0763295,-0.3160591
28,-0.24979258,-0.42345166,"('disloyal', 'loyal')",-0.2497926,-0.4234517,-0.1736591
29,-0.035780195,-0.21670042,"('unfair', 'fair')",-0.0357802,-0.2167004,-0.1809202
30,-1.5383778,-1.3807396,"('intolerant', 'tolerant')",-1.5383778,-1.3807396,0.1576382
31,0.8409759,0.7465749,"('evil', 'good')",0.8409759,0.7465749,-0.094401
32,-0.3783487,-0.43233857,"('unkind', 'kind')",-0.3783487,-0.4323386,-0.0539899
33,1.1815219,1.2414839,"('wrong', 'right')",1.1815219,1.2414839,0.059962
34,1.8875779,1.9907156,"('mean', 'honorable')",1.8875779,1.9907156,0.1031377
35,3.185559,3.0018768,"('corrupt', 'incorrupt')",3.185559,3.0018768,-0.1836822
36,2.2497103,1.9786978,"('hostile', 'amicable')",2.2497103,1.9786978,-0.2710125
37,-0.07849106,-0.06781622,"('fake', 'genuine')",-0.0784911,-0.0678162,0.0106749
38,-0.43131837,-0.40446287,"('untruthful', 'truthful')",-0.4313184,-0.4044629,0.0268555
39,-1.0026903,-0.80603653,"('exploitative', 'cooperative')",-1.0026903,-0.8060365,0.1966538
40,-0.72842747,-0.9654252,"('stingy', 'generous')",-0.7284275,-0.9654252,-0.2369977
41,-0.1054682,-0.22846456,"('unforgiving', 'forgiving')",-0.1054682,-0.2284646,-0.1229964
42,-1.3133583,-1.2403184,"('unreliable', 'reliable')",-1.3133583,-1.2403184,0.0730399
43,-2.2817311,-2.2960572,"('irresponsible', 'responsible')",-2.2817311,-2.2960572,-0.0143261
44,-0.41318,-0.25037068,"('prejudiced', 'unprejudiced')",-0.41318,-0.2503707,0.1628093
45,-0.85121393,-1.20008,"('incompetent', 'competent')",-0.8512139,-1.20008,-0.3488661
46,-2.7460384,-2.9284554,"('uncompetitive', 'competitive')",-2.7460384,-2.9284554,-0.182417
47,1.4045942,1.5042142,"('stupid', 'smart')",1.4045942,1.5042142,0.09962
48,-2.3247392,-2.5141618,"('unintelligent', 'intelligent')",-2.3247392,-2.5141618,-0.1894226
49,-1.0901693,-0.95412904,"('unable', 'able')",-1.0901693,-0.954129,0.1360403
50,0.68279797,0.7395369,"('clumsy', 'skillful')",0.682798,0.7395369,0.0567389
51,-2.3319123,-2.235842,"('uneducated', 'educated')",-2.3319123,-2.235842,0.0960703
52,0.87770957,0.86138237,"('irrational', 'rational')",0.8777096,0.8613824,-0.0163272
53,-0.6366636,-0.959046,"('uncreative', 'creative')",-0.6366636,-0.959046,-0.3223824
54,-0.09303114,-0.12899482,"('incapable', 'capable')",-0.0930311,-0.1289948,-0.0359637
55,-2.794478,-2.905442,"('incompetent', 'clever')",-2.7944779,-2.905442,-0.1109641
56,-0.61743313,-0.55972064,"('impractical', 'practical')",-0.6174331,-0.5597206,0.0577125
57,-2.483813,-2.9532037,"('unimaginative', 'imaginative')",-2.483813,-2.9532037,-0.4693907
58,-0.30029884,-0.66304255,"('undiscriminating', 'discriminating')",-0.3002988,-0.6630425,-0.3627437
59,0.7323428,0.83135355,"('foolish', 'wise')",0.7323428,0.8313535,0.0990107
60,-2.8121567,-2.549377,"('inefficient', 'efficient')",-2.8121567,-2.549377,0.2627797
61,-0.9332018,-1.0595949,"('illogical', 'logical')",-0.9332018,-1.0595949,-0.1263931
62,-2.4213154,-2.2431145,"('incompetent', 'brilliant')",-2.4213154,-2.2431145,0.1782009
63,-2.1876557,-2.2901623,"('unperceptive', 'insightful')",-2.1876557,-2.2901623,-0.1025066
64,-3.0074737,-2.9037158,"('shy', 'confident')",-3.0074737,-2.9037158,0.1037579
65,-2.0866368,-2.154191,"('insecure', 'secure')",-2.0866368,-2.154191,-0.0675542
66,1.0041314,0.70379966,"('inactive', 'active')",1.0041314,0.7037997,-0.3003317
67,0.3030779,0.69715476,"('doubtful', 'determined')",0.3030779,0.6971548,0.3940769
68,-1.1628208,-1.0643003,"('dependent', 'independent')",-1.1628208,-1.0643003,0.0985205
69,1.6693481,1.7810903,"('lazy', 'industrious')",1.6693481,1.7810903,0.1117422
70,-1.6695911,-1.8913113,"('lethargic', 'energetic')",-1.6695911,-1.8913113,-0.2217202
71,0.1928358,0.10599205,"('diffident', 'self-confident')",0.1928358,0.105992,-0.0868438
72,-0.51559144,-0.44657058,"('unambitious', 'ambitious')",-0.5155914,-0.4465706,0.0690208
73,-0.17917962,-0.026701134,"('helpless', 'self-reliant')",-0.1791796,-0.0267011,0.1524785
74,-0.4892223,-0.5812597,"('undedicated', 'dedicated')",-0.4892223,-0.5812597,-0.0920374
75,1.3300437,1.2719553,"('meek', 'impulsive')",1.3300437,1.2719553,-0.0580884
76,-1.4158802,-1.418506,"('anxious', 'daring')",-1.4158802,-1.418506,-0.0026258
77,-2.0131717,-1.8057759,"('unmotivated', 'motivated')",-2.0131717,-1.8057759,0.2073958
78,-0.645442,-0.79194504,"('nonresilient', 'resilient')",-0.645442,-0.791945,-0.146503
79,1.795376,1.5190402,"('wavering', 'unwavering')",1.7953759,1.5190402,-0.2763357
80,-1.2256997,-1.4144292,"('dominated', 'dominating')",-1.2256997,-1.4144292,-0.1887295
