,creature_male,creature_female,tuple,average_male,average_female,female-male
0,0.05179201,-0.05665463,"('unsociable', 'sociable')",0.051792,-0.0566546,-0.1084466
1,0.8997946,0.82454306,"('unfriendly', 'friendly')",0.8997946,0.8245431,-0.0752515
2,0.2910029,0.4567931,"('unlikable', 'likable')",0.2910029,0.4567931,0.1657902
3,0.89966255,0.90418136,"('repellent', 'pleasant')",0.8996626,0.9041814,0.0045188
4,-7.3102417,-7.3969765,"('disliked', 'liked')",-7.3102417,-7.3969765,-0.0867348
5,-0.6347028,-0.57546556,"('distant', 'outgoing')",-0.6347028,-0.5754656,0.0592372
6,-0.12536302,-0.123900846,"('distant', 'open')",-0.125363,-0.1239008,0.0014622
7,0.94881606,0.9193345,"('insensitive', 'sensitive')",0.9488161,0.9193345,-0.0294816
8,0.6260992,0.6154103,"('unaffectionate', 'affectionate')",0.6260992,0.6154103,-0.0106889
9,1.1496074,1.2229002,"('unaffectionate', 'caring')",1.1496074,1.2229002,0.0732928
10,1.2864747,1.250159,"('unsympathetic', 'sympathetic')",1.2864747,1.250159,-0.0363157
11,1.4700668,1.5174041,"('unhelpful', 'helpful')",1.4700668,1.5174041,0.0473373
12,-1.6667632,-1.6933688,"('unsupportive', 'supportive')",-1.6667632,-1.6933688,-0.0266056
13,0.21188298,0.21009399,"('impolite', 'polite')",0.211883,0.210094,-0.001789
14,-0.11120711,-0.24354884,"('antisocial', 'social')",-0.1112071,-0.2435488,-0.1323417
15,0.10626894,0.007535318,"('boring', 'funny')",0.1062689,0.0075353,-0.0987336
16,-0.4294238,-0.40720296,"('unpopular', 'popular')",-0.4294238,-0.407203,0.0222208
17,-0.22006279,-0.14916757,"('nasty', 'nice')",-0.2200628,-0.1491676,0.0708952
18,-0.39586592,-0.4194516,"('disagreeable', 'welcoming')",-0.3958659,-0.4194516,-0.0235857
19,-1.0490115,-0.944865,"('inhospitable', 'hospitable')",-1.0490115,-0.944865,0.1041465
20,1.1192842,0.97205836,"('rough', 'thoughtful')",1.1192842,0.9720584,-0.1472258
21,0.051781982,0.14501427,"('immoral', 'moral')",0.051782,0.1450143,0.0932323
22,-0.058654048,-0.12733959,"('untrustworthy', 'trustworthy')",-0.058654,-0.1273396,-0.0686856
23,5.7522063,5.754064,"('insincere', 'sincere')",5.7522063,5.7540641,0.0018578
24,1.4804969,1.4203091,"('dishonest', 'honest')",1.4804969,1.4203091,-0.0601878
25,0.38300234,0.39259094,"('egoistic', 'altruistic')",0.3830023,0.3925909,0.0095886
26,0.28428906,0.12445757,"('hardhearted', 'benevolent')",0.2842891,0.1244576,-0.1598315
27,1.7298894,1.5300173,"('hardhearted', 'softhearted')",1.7298894,1.5300173,-0.1998721
28,0.9542845,0.903726,"('disloyal', 'loyal')",0.9542845,0.903726,-0.0505585
29,-0.45151916,-0.56414574,"('unfair', 'fair')",-0.4515192,-0.5641457,-0.1126265
30,0.7495992,0.74328876,"('intolerant', 'tolerant')",0.7495992,0.7432888,-0.0063104
31,-1.5549798,-1.5995945,"('evil', 'good')",-1.5549798,-1.5995945,-0.0446147
32,1.0848703,1.0312564,"('unkind', 'kind')",1.0848703,1.0312564,-0.0536139
33,-0.44360438,-0.40665668,"('wrong', 'right')",-0.4436044,-0.4066567,0.0369477
34,4.078834,4.2477965,"('mean', 'honorable')",4.0788341,4.2477965,0.1689624
35,-1.1635108,-1.2872344,"('corrupt', 'incorrupt')",-1.1635108,-1.2872344,-0.1237236
36,-0.92347527,-0.93630576,"('hostile', 'amicable')",-0.9234753,-0.9363058,-0.0128305
37,0.9599432,0.9450574,"('fake', 'genuine')",0.9599432,0.9450574,-0.0148858
38,-0.5948699,-0.4838587,"('untruthful', 'truthful')",-0.5948699,-0.4838587,0.1110112
39,0.103585824,0.1208995,"('exploitative', 'cooperative')",0.1035858,0.1208995,0.0173137
40,-1.163056,-1.4141595,"('stingy', 'generous')",-1.163056,-1.4141595,-0.2511035
41,0.27344486,0.2070599,"('unforgiving', 'forgiving')",0.2734449,0.2070599,-0.066385
