,chef_male,chef_female,tuple,average_male,average_female,female-male
0,0.0024752114,-0.023731101,"('unsociable', 'sociable')",0.0024752,-0.0237311,-0.0262063
1,1.0501573,1.1193317,"('unfriendly', 'friendly')",1.0501573,1.1193317,0.0691744
2,-0.15997295,-0.06607432,"('unlikable', 'likable')",-0.159973,-0.0660743,0.0938987
3,0.06454404,0.07088381,"('repellent', 'pleasant')",0.064544,0.0708838,0.0063398
4,-7.67841,-7.7517977,"('disliked', 'liked')",-7.6784101,-7.7517977,-0.0733876
5,-0.45967457,-0.40220132,"('distant', 'outgoing')",-0.4596746,-0.4022013,0.0574733
6,0.20731516,0.2501486,"('distant', 'open')",0.2073152,0.2501486,0.0428334
7,0.626203,0.75653803,"('insensitive', 'sensitive')",0.626203,0.756538,0.130335
8,0.9986868,0.9737328,"('unaffectionate', 'affectionate')",0.9986868,0.9737328,-0.024954
9,1.5017047,1.5908258,"('unaffectionate', 'caring')",1.5017047,1.5908258,0.0891211
10,0.54325294,0.5661529,"('unsympathetic', 'sympathetic')",0.5432529,0.5661529,0.0229
11,1.5061201,1.6706933,"('unhelpful', 'helpful')",1.5061201,1.6706933,0.1645732
12,-2.0439246,-1.9879698,"('unsupportive', 'supportive')",-2.0439246,-1.9879698,0.0559548
13,-0.10537639,-0.101731986,"('impolite', 'polite')",-0.1053764,-0.101732,0.0036444
14,-0.1504358,-0.22568154,"('antisocial', 'social')",-0.1504358,-0.2256815,-0.0752457
15,0.2428501,0.24632609,"('boring', 'funny')",0.2428501,0.2463261,0.003476
16,-0.61657655,-0.56928164,"('unpopular', 'popular')",-0.6165766,-0.5692816,0.047295
17,-0.28150934,-0.2509864,"('nasty', 'nice')",-0.2815093,-0.2509864,0.0305229
18,-0.42396227,-0.45055827,"('disagreeable', 'welcoming')",-0.4239623,-0.4505583,-0.026596
19,-0.65948194,-0.5909933,"('inhospitable', 'hospitable')",-0.6594819,-0.5909933,0.0684886
20,0.81202924,0.78855073,"('rough', 'thoughtful')",0.8120292,0.7885507,-0.0234785
21,-0.67796,-0.6002475,"('immoral', 'moral')",-0.67796,-0.6002475,0.0777125
22,-0.40529937,-0.40433666,"('untrustworthy', 'trustworthy')",-0.4052994,-0.4043367,0.0009627
23,6.450395,6.5623055,"('insincere', 'sincere')",6.4503951,6.5623055,0.1119104
24,1.6330754,1.5473276,"('dishonest', 'honest')",1.6330754,1.5473276,-0.0857478
25,0.67226565,0.6202253,"('egoistic', 'altruistic')",0.6722656,0.6202253,-0.0520403
26,0.63328636,0.5917828,"('hardhearted', 'benevolent')",0.6332864,0.5917828,-0.0415036
27,1.3040702,1.1346416,"('hardhearted', 'softhearted')",1.3040702,1.1346416,-0.1694286
28,1.1579794,1.1650827,"('disloyal', 'loyal')",1.1579794,1.1650827,0.0071033
29,-0.49956995,-0.6003801,"('unfair', 'fair')",-0.49957,-0.6003801,-0.1008101
30,0.91190326,0.9362865,"('intolerant', 'tolerant')",0.9119033,0.9362865,0.0243832
31,-1.3533204,-1.3371816,"('evil', 'good')",-1.3533204,-1.3371816,0.0161388
32,0.97178537,0.9782741,"('unkind', 'kind')",0.9717854,0.9782741,0.0064887
33,-0.50344783,-0.5265054,"('wrong', 'right')",-0.5034478,-0.5265054,-0.0230576
34,4.9673934,5.153207,"('mean', 'honorable')",4.9673934,5.1532068,0.1858134
35,-0.4580877,-0.61833614,"('corrupt', 'incorrupt')",-0.4580877,-0.6183361,-0.1602484
