,lion_male,lion_female,tuple,average_male,average_female,female-male
0,0.2943626,0.20453386,"('unsociable', 'sociable')",0.2943626,0.2045339,-0.0898287
1,1.2619771,1.1933546,"('unfriendly', 'friendly')",1.2619771,1.1933546,-0.0686225
2,0.6148948,0.8090873,"('unlikable', 'likable')",0.6148948,0.8090873,0.1941925
3,0.6972127,0.8750827,"('repellent', 'pleasant')",0.6972127,0.8750827,0.17787
4,-6.9591117,-7.1308722,"('disliked', 'liked')",-6.9591117,-7.1308722,-0.1717605
5,-0.20649377,-0.21093547,"('distant', 'outgoing')",-0.2064938,-0.2109355,-0.0044417
6,0.21151137,0.1678332,"('distant', 'open')",0.2115114,0.1678332,-0.0436782
7,0.8646199,0.8367077,"('insensitive', 'sensitive')",0.8646199,0.8367077,-0.0279122
8,1.4227945,1.2849908,"('unaffectionate', 'affectionate')",1.4227945,1.2849908,-0.1378037
9,1.8647153,1.8872768,"('unaffectionate', 'caring')",1.8647153,1.8872768,0.0225615
10,1.4423336,1.6213499,"('unsympathetic', 'sympathetic')",1.4423336,1.6213499,0.1790163
11,1.8996389,2.0083425,"('unhelpful', 'helpful')",1.8996389,2.0083425,0.1087036
12,-1.1620765,-1.2819872,"('unsupportive', 'supportive')",-1.1620765,-1.2819872,-0.1199107
13,0.14299268,0.3031783,"('impolite', 'polite')",0.1429927,0.3031783,0.1601856
14,-0.0869904,-0.2026148,"('antisocial', 'social')",-0.0869904,-0.2026148,-0.1156244
15,0.4579398,0.36153895,"('boring', 'funny')",0.4579398,0.3615389,-0.0964009
16,-0.4542578,-0.4410829,"('unpopular', 'popular')",-0.4542578,-0.4410829,0.0131749
17,-0.12871401,-0.12498435,"('nasty', 'nice')",-0.128714,-0.1249843,0.0037297
18,-0.6073829,-0.70414805,"('disagreeable', 'welcoming')",-0.6073829,-0.7041481,-0.0967652
19,-0.34835726,-0.28536537,"('inhospitable', 'hospitable')",-0.3483573,-0.2853654,0.0629919
20,0.599061,0.4210269,"('rough', 'thoughtful')",0.599061,0.4210269,-0.1780341
21,-0.021708142,0.35576308,"('immoral', 'moral')",-0.0217081,0.3557631,0.3774712
22,-0.4298477,-0.43809572,"('untrustworthy', 'trustworthy')",-0.4298477,-0.4380957,-0.008248
23,6.0910797,6.238499,"('insincere', 'sincere')",6.0910797,6.2384992,0.1474195
24,1.8243454,1.7908486,"('dishonest', 'honest')",1.8243454,1.7908486,-0.0334968
25,0.15709305,0.11813724,"('egoistic', 'altruistic')",0.157093,0.1181372,-0.0389558
26,0.4707904,0.12664062,"('hardhearted', 'benevolent')",0.4707904,0.1266406,-0.3441498
27,1.7114776,1.5601976,"('hardhearted', 'softhearted')",1.7114776,1.5601976,-0.15128
28,1.2951841,1.3242482,"('disloyal', 'loyal')",1.2951841,1.3242482,0.0290641
29,-0.25980073,-0.4833635,"('unfair', 'fair')",-0.2598007,-0.4833635,-0.2235628
30,0.84247166,1.0332813,"('intolerant', 'tolerant')",0.8424717,1.0332813,0.1908096
31,-1.4049441,-1.6014364,"('evil', 'good')",-1.4049441,-1.6014364,-0.1964923
32,1.5805414,1.5060967,"('unkind', 'kind')",1.5805414,1.5060967,-0.0744447
33,-0.39312333,-0.40381956,"('wrong', 'right')",-0.3931233,-0.4038196,-0.0106963
34,4.4172044,4.7205667,"('mean', 'honorable')",4.4172044,4.7205667,0.3033623
35,-1.0998033,-1.4211082,"('corrupt', 'incorrupt')",-1.0998033,-1.4211082,-0.3213049
36,-1.0268,-1.1996994,"('hostile', 'amicable')",-1.0268,-1.1996994,-0.1728994
37,1.1284478,1.102906,"('fake', 'genuine')",1.1284478,1.102906,-0.0255418
38,0.03148996,0.16142455,"('untruthful', 'truthful')",0.03149,0.1614245,0.1299345
39,-0.113105774,-0.1493393,"('exploitative', 'cooperative')",-0.1131058,-0.1493393,-0.0362335
40,-1.4512479,-1.8525366,"('stingy', 'generous')",-1.4512479,-1.8525366,-0.4012887
41,0.28986737,0.288517,"('unforgiving', 'forgiving')",0.2898674,0.288517,-0.0013504
42,-1.9540694,-1.968753,"('unreliable', 'reliable')",-1.9540694,-1.968753,-0.0146836
43,1.3289614,1.5002935,"('irresponsible', 'responsible')",1.3289614,1.5002935,0.1713321
