,affinity_male,affinity_female,tuple,average_male,average_female,female-male
0,-0.13311212,-0.40385073,"('unsociable', 'sociable')",-0.1331121,-0.4038507,-0.2707386
1,1.7617011,1.8493162,"('unfriendly', 'friendly')",1.7617011,1.8493162,0.0876151
2,0.14147444,0.33304954,"('unlikable', 'likable')",0.1414744,0.3330495,0.1915751
3,0.5738238,0.68267626,"('repellent', 'pleasant')",0.5738238,0.6826763,0.1088525
4,-7.7863097,-7.8253427,"('disliked', 'liked')",-7.7863097,-7.8253427,-0.039033
5,-0.29550442,-0.12365555,"('distant', 'outgoing')",-0.2955044,-0.1236556,0.1718488
6,0.30575293,0.53045243,"('distant', 'open')",0.3057529,0.5304524,0.2246995
7,0.574858,0.6238649,"('insensitive', 'sensitive')",0.574858,0.6238649,0.0490069
8,1.5955889,1.6985096,"('unaffectionate', 'affectionate')",1.5955889,1.6985096,0.1029207
9,1.9293563,2.1451166,"('unaffectionate', 'caring')",1.9293563,2.1451166,0.2157603
10,1.0148737,1.0633205,"('unsympathetic', 'sympathetic')",1.0148737,1.0633205,0.0484468
11,2.0463705,2.1497035,"('unhelpful', 'helpful')",2.0463705,2.1497035,0.103333
12,-1.3686749,-1.4468962,"('unsupportive', 'supportive')",-1.3686749,-1.4468962,-0.0782213
13,-0.2546391,-0.46778196,"('impolite', 'polite')",-0.2546391,-0.467782,-0.2131429
14,-0.4653932,-0.75936013,"('antisocial', 'social')",-0.4653932,-0.7593601,-0.2939669
15,0.005385397,-0.011412932,"('boring', 'funny')",0.0053854,-0.0114129,-0.0167983
16,-0.49975252,-0.33881643,"('unpopular', 'popular')",-0.4997525,-0.3388164,0.1609361
17,-0.10165994,-0.11327365,"('nasty', 'nice')",-0.1016599,-0.1132737,-0.0116138
18,-0.42248625,-0.5878172,"('disagreeable', 'welcoming')",-0.4224862,-0.5878172,-0.165331
19,-0.47632614,-0.2073416,"('inhospitable', 'hospitable')",-0.4763261,-0.2073416,0.2689845
20,1.1254047,0.966603,"('rough', 'thoughtful')",1.1254047,0.966603,-0.1588017
21,-0.7253476,-0.58957213,"('immoral', 'moral')",-0.7253476,-0.5895721,0.1357755
22,-0.8015912,-0.9111558,"('untrustworthy', 'trustworthy')",-0.8015912,-0.9111558,-0.1095646
23,6.8689957,6.942631,"('insincere', 'sincere')",6.8689957,6.9426308,0.0736351
24,1.8259432,1.8035476,"('dishonest', 'honest')",1.8259432,1.8035476,-0.0223956
25,0.4248687,0.3941204,"('egoistic', 'altruistic')",0.4248687,0.3941204,-0.0307483
26,0.602281,0.36020243,"('hardhearted', 'benevolent')",0.602281,0.3602024,-0.2420786
27,1.982614,1.9012125,"('hardhearted', 'softhearted')",1.982614,1.9012125,-0.0814015
28,1.3963041,1.4390295,"('disloyal', 'loyal')",1.3963041,1.4390295,0.0427254
29,-0.6954326,-0.8547499,"('unfair', 'fair')",-0.6954326,-0.8547499,-0.1593173
30,0.94963926,0.8521625,"('intolerant', 'tolerant')",0.9496393,0.8521625,-0.0974768
31,-1.1410034,-1.0220782,"('evil', 'good')",-1.1410034,-1.0220782,0.1189252
32,1.2761147,1.183021,"('unkind', 'kind')",1.2761147,1.1830209,-0.0930938
33,-0.3510321,-0.33157706,"('wrong', 'right')",-0.3510321,-0.3315771,0.019455
34,5.074993,5.3528605,"('mean', 'honorable')",5.0749931,5.3528605,0.2778674
35,-0.84190613,-0.8106042,"('corrupt', 'incorrupt')",-0.8419061,-0.8106042,0.0313019
36,-0.5155077,-0.3523488,"('hostile', 'amicable')",-0.5155077,-0.3523488,0.1631589
37,0.86457944,0.9138458,"('fake', 'genuine')",0.8645794,0.9138458,0.0492664
38,0.36938667,0.49145406,"('untruthful', 'truthful')",0.3693867,0.4914541,0.1220674
39,0.12698267,0.0633608,"('exploitative', 'cooperative')",0.1269827,0.0633608,-0.0636219
40,-1.6515474,-1.9685504,"('stingy', 'generous')",-1.6515474,-1.9685504,-0.317003
41,0.4150817,0.39254725,"('unforgiving', 'forgiving')",0.4150817,0.3925472,-0.0225345
42,-2.692411,-2.7410014,"('unreliable', 'reliable')",-2.6924109,-2.7410014,-0.0485905
43,1.2778033,1.31078,"('irresponsible', 'responsible')",1.2778033,1.31078,0.0329767
44,-1.5404885,-1.6612089,"('prejudiced', 'unprejudiced')",-1.5404885,-1.6612089,-0.1207204
45,0.19440186,0.2233997,"('incompetent', 'competent')",0.1944019,0.2233997,0.0289978
46,-0.6680157,-0.72456443,"('uncompetitive', 'competitive')",-0.6680157,-0.7245644,-0.0565487
47,5.383388,5.644176,"('stupid', 'smart')",5.383388,5.644176,0.260788
48,0.77124643,0.7114303,"('unintelligent', 'intelligent')",0.7712464,0.7114303,-0.0598161
49,0.3425309,0.4888636,"('unable', 'able')",0.3425309,0.4888636,0.1463327
50,0.0033009127,0.17171136,"('clumsy', 'skillful')",0.0033009,0.1717114,0.1684105
51,0.31419498,0.25138736,"('uneducated', 'educated')",0.314195,0.2513874,-0.0628076
52,-0.407407,-0.19858181,"('irrational', 'rational')",-0.407407,-0.1985818,0.2088252
53,0.26174182,0.32322955,"('uncreative', 'creative')",0.2617418,0.3232296,0.0614878
54,1.4572287,1.72647,"('incapable', 'capable')",1.4572287,1.72647,0.2692413
55,0.5474996,0.43698812,"('incompetent', 'clever')",0.5474996,0.4369881,-0.1105115
56,0.6079976,0.56785107,"('impractical', 'practical')",0.6079976,0.5678511,-0.0401465
57,-3.033105,-3.0162194,"('unimaginative', 'imaginative')",-3.0331049,-3.0162194,0.0168855
58,0.016267017,-0.118984915,"('undiscriminating', 'discriminating')",0.016267,-0.1189849,-0.1352519
59,0.005034443,0.24354027,"('foolish', 'wise')",0.0050344,0.2435403,0.2385059
60,0.7141267,0.5985463,"('inefficient', 'efficient')",0.7141267,0.5985463,-0.1155804
61,0.3014651,0.13161162,"('illogical', 'logical')",0.3014651,0.1316116,-0.1698535
62,0.950457,0.9768914,"('incompetent', 'brilliant')",0.950457,0.9768914,0.0264344
63,0.5929292,0.66020054,"('unperceptive', 'insightful')",0.5929292,0.6602005,0.0672713
64,-6.9644785,-7.0518994,"('shy', 'confident')",-6.9644785,-7.0518994,-0.0874209
65,0.061582956,-0.039985187,"('insecure', 'secure')",0.061583,-0.0399852,-0.1015682
66,-0.36943048,-0.3916412,"('inactive', 'active')",-0.3694305,-0.3916412,-0.0222107
67,-0.33006167,-0.3271987,"('doubtful', 'determined')",-0.3300617,-0.3271987,0.002863
68,-0.4791275,-0.4201122,"('dependent', 'independent')",-0.4791275,-0.4201122,0.0590153
69,-1.9064758,-1.7761086,"('lazy', 'industrious')",-1.9064758,-1.7761086,0.1303672
70,0.9408621,0.89188325,"('lethargic', 'energetic')",0.9408621,0.8918833,-0.0489788
71,0.5256077,0.5129679,"('diffident', 'self-confident')",0.5256077,0.5129679,-0.0126398
72,1.0789015,1.0367062,"('unambitious', 'ambitious')",1.0789015,1.0367062,-0.0421953
73,-3.2732017,-3.2669594,"('helpless', 'self-reliant')",-3.2732017,-3.2669594,0.0062423
74,0.37937102,0.30539125,"('undedicated', 'dedicated')",0.379371,0.3053913,-0.0739797
75,-0.78605723,-0.5367216,"('meek', 'impulsive')",-0.7860572,-0.5367216,0.2493356
76,0.41628537,0.18954292,"('anxious', 'daring')",0.4162854,0.1895429,-0.2267425
