,realm_male,realm_female,tuple,average_male,average_female,female-male
0,-0.15267274,-0.18743357,"('unsociable', 'sociable')",-0.1526727,-0.1874336,-0.0347609
1,0.94390357,0.87614375,"('unfriendly', 'friendly')",0.9439036,0.8761438,-0.0677598
2,-0.061179604,0.0030831955,"('unlikable', 'likable')",-0.0611796,0.0030832,0.0642628
3,0.8096526,0.882762,"('repellent', 'pleasant')",0.8096526,0.882762,0.0731094
4,-7.032201,-7.1953235,"('disliked', 'liked')",-7.0322008,-7.1953235,-0.1631227
5,-0.78787833,-0.80541086,"('distant', 'outgoing')",-0.7878783,-0.8054109,-0.0175326
6,-0.048530243,-0.17031741,"('distant', 'open')",-0.0485302,-0.1703174,-0.1217872
7,0.75657284,0.7925728,"('insensitive', 'sensitive')",0.7565728,0.7925728,0.036
8,1.1775142,1.0167762,"('unaffectionate', 'affectionate')",1.1775142,1.0167762,-0.160738
9,1.204961,1.1590505,"('unaffectionate', 'caring')",1.2049609,1.1590505,-0.0459104
10,1.0519878,1.0540843,"('unsympathetic', 'sympathetic')",1.0519878,1.0540843,0.0020965
11,1.0526557,1.0969778,"('unhelpful', 'helpful')",1.0526557,1.0969778,0.0443221
12,-1.9374621,-1.9936982,"('unsupportive', 'supportive')",-1.9374621,-1.9936982,-0.0562361
13,-0.4364979,-0.4045982,"('impolite', 'polite')",-0.4364979,-0.4045982,0.0318997
14,0.31034344,0.27507415,"('antisocial', 'social')",0.3103434,0.2750742,-0.0352692
15,-0.20749737,-0.29862902,"('boring', 'funny')",-0.2074974,-0.298629,-0.0911316
16,-0.5939534,-0.6022872,"('unpopular', 'popular')",-0.5939534,-0.6022872,-0.0083338
17,-0.3464106,-0.25848752,"('nasty', 'nice')",-0.3464106,-0.2584875,0.0879231
18,-0.2319062,-0.30151802,"('disagreeable', 'welcoming')",-0.2319062,-0.301518,-0.0696118
19,-0.8223999,-0.8873708,"('inhospitable', 'hospitable')",-0.8223999,-0.8873708,-0.0649709
20,0.8713902,0.824931,"('rough', 'thoughtful')",0.8713902,0.824931,-0.0464592
21,-0.60553086,-0.47917908,"('immoral', 'moral')",-0.6055309,-0.4791791,0.1263518
22,-0.20553342,-0.26034838,"('untrustworthy', 'trustworthy')",-0.2055334,-0.2603484,-0.054815
23,6.0849814,6.0765014,"('insincere', 'sincere')",6.0849814,6.0765014,-0.00848
24,1.5024897,1.3388647,"('dishonest', 'honest')",1.5024897,1.3388647,-0.163625
25,0.95664454,0.87317896,"('egoistic', 'altruistic')",0.9566445,0.873179,-0.0834655
26,0.861571,0.7569608,"('hardhearted', 'benevolent')",0.861571,0.7569608,-0.1046102
27,1.7724031,1.5923789,"('hardhearted', 'softhearted')",1.7724031,1.5923789,-0.1800242
28,1.2522146,1.1295296,"('disloyal', 'loyal')",1.2522146,1.1295296,-0.122685
29,-0.45664904,-0.6279668,"('unfair', 'fair')",-0.456649,-0.6279668,-0.1713178
30,1.00112,0.99338204,"('intolerant', 'tolerant')",1.00112,0.993382,-0.007738
31,-1.0476495,-1.1384792,"('evil', 'good')",-1.0476495,-1.1384792,-0.0908297
32,0.8614756,0.77778494,"('unkind', 'kind')",0.8614756,0.7777849,-0.0836907
33,-0.77468574,-0.7925618,"('wrong', 'right')",-0.7746857,-0.7925618,-0.0178761
34,4.4472494,4.5424294,"('mean', 'honorable')",4.4472494,4.5424294,0.09518
35,-0.3929852,-0.6880131,"('corrupt', 'incorrupt')",-0.3929852,-0.6880131,-0.2950279
36,-0.5291707,-0.6592511,"('hostile', 'amicable')",-0.5291707,-0.6592511,-0.1300804
37,0.90137964,0.8286997,"('fake', 'genuine')",0.9013796,0.8286997,-0.0726799
38,-0.47863877,-0.478491,"('untruthful', 'truthful')",-0.4786388,-0.478491,0.0001478
39,0.34980837,0.3495195,"('exploitative', 'cooperative')",0.3498084,0.3495195,-0.0002889
40,-1.0143179,-1.2266217,"('stingy', 'generous')",-1.0143179,-1.2266217,-0.2123038
41,0.023869414,-0.010384547,"('unforgiving', 'forgiving')",0.0238694,-0.0103845,-0.0342539
42,-1.9219075,-1.9779991,"('unreliable', 'reliable')",-1.9219075,-1.9779991,-0.0560916
43,0.7534313,0.7644576,"('irresponsible', 'responsible')",0.7534313,0.7644576,0.0110263
44,-0.6711713,-0.6205652,"('prejudiced', 'unprejudiced')",-0.6711713,-0.6205652,0.0506061
45,0.14703427,0.03380403,"('incompetent', 'competent')",0.1470343,0.033804,-0.1132303
46,-0.57256466,-0.5712836,"('uncompetitive', 'competitive')",-0.5725647,-0.5712836,0.0012811
47,4.9632077,5.099626,"('stupid', 'smart')",4.9632077,5.0996261,0.1364184
48,0.19157137,0.18134826,"('unintelligent', 'intelligent')",0.1915714,0.1813483,-0.0102231
49,0.11255827,0.09866753,"('unable', 'able')",0.1125583,0.0986675,-0.0138908
50,-0.46206635,-0.50084,"('clumsy', 'skillful')",-0.4620664,-0.50084,-0.0387736
51,0.37541965,0.29760647,"('uneducated', 'educated')",0.3754196,0.2976065,-0.0778131
52,-0.48014268,-0.60967666,"('irrational', 'rational')",-0.4801427,-0.6096767,-0.129534
