,monocle_male,monocle_female,tuple,average_male,average_female,female-male
0,-0.26824185,-0.5932646,"('unsociable', 'sociable')",-0.2682419,-0.5932646,-0.3250227
1,-0.97321004,-1.6358454,"('unfriendly', 'friendly')",-0.97321,-1.6358454,-0.6626354
2,-0.1584395,-0.13516518,"('unlikable', 'likable')",-0.1584395,-0.1351652,0.0232743
3,-0.16150394,-0.01655734,"('repellent', 'pleasant')",-0.1615039,-0.0165573,0.1449466
4,-1.6482041,-1.7622627,"('disliked', 'liked')",-1.6482041,-1.7622627,-0.1140586
5,-0.73903453,-0.9335079,"('distant', 'outgoing')",-0.7390345,-0.9335079,-0.1944734
6,-0.9869026,-1.2608498,"('distant', 'open')",-0.9869026,-1.2608498,-0.2739472
7,-0.2578312,-0.29246864,"('insensitive', 'sensitive')",-0.2578312,-0.2924686,-0.0346374
8,-1.1567113,-1.4214959,"('unaffectionate', 'affectionate')",-1.1567113,-1.4214959,-0.2647846
9,-1.2633966,-1.5704315,"('unaffectionate', 'caring')",-1.2633966,-1.5704315,-0.3070349
10,-0.29315978,-0.5430594,"('unsympathetic', 'sympathetic')",-0.2931598,-0.5430594,-0.2498996
11,0.12223317,0.16748261,"('unhelpful', 'helpful')",0.1222332,0.1674826,0.0452494
12,-0.95371395,-1.0720519,"('unsupportive', 'supportive')",-0.953714,-1.0720519,-0.1183379
13,-0.76457375,-0.78497475,"('impolite', 'polite')",-0.7645738,-0.7849748,-0.020401
14,0.6829805,0.61285883,"('antisocial', 'social')",0.6829805,0.6128588,-0.0701217
15,0.44262043,0.18700178,"('boring', 'funny')",0.4426204,0.1870018,-0.2556186
16,-1.158836,-1.0566882,"('unpopular', 'popular')",-1.158836,-1.0566882,0.1021478
17,0.01850368,-0.016590413,"('nasty', 'nice')",0.0185037,-0.0165904,-0.0350941
18,-1.2072482,-1.0786958,"('disagreeable', 'welcoming')",-1.2072482,-1.0786958,0.1285524
19,-1.3486983,-1.4625423,"('inhospitable', 'hospitable')",-1.3486983,-1.4625423,-0.113844
20,0.17189422,0.2685651,"('rough', 'thoughtful')",0.1718942,0.2685651,0.0966709
21,-0.066027135,0.076219104,"('immoral', 'moral')",-0.0660271,0.0762191,0.1422462
22,0.107832745,-0.08039504,"('untrustworthy', 'trustworthy')",0.1078327,-0.080395,-0.1882277
23,1.0587063,1.0528917,"('insincere', 'sincere')",1.0587063,1.0528917,-0.0058146
24,-0.1254035,-0.29441112,"('dishonest', 'honest')",-0.1254035,-0.2944111,-0.1690076
25,-0.9311497,-0.96010584,"('egoistic', 'altruistic')",-0.9311497,-0.9601058,-0.0289561
26,0.66900086,0.042365436,"('hardhearted', 'benevolent')",0.6690009,0.0423654,-0.6266355
27,-0.18561804,-0.2759367,"('hardhearted', 'softhearted')",-0.185618,-0.2759367,-0.0903187
28,0.07370824,-0.233044,"('disloyal', 'loyal')",0.0737082,-0.233044,-0.3067522
29,-0.19851075,-0.31552288,"('unfair', 'fair')",-0.1985108,-0.3155229,-0.1170121
30,0.11024921,0.06385085,"('intolerant', 'tolerant')",0.1102492,0.0638508,-0.0463984
31,-0.81758934,-1.0141939,"('evil', 'good')",-0.8175893,-1.0141939,-0.1966046
32,-0.13145661,-0.3375988,"('unkind', 'kind')",-0.1314566,-0.3375988,-0.2061422
33,-0.3699325,-0.5631962,"('wrong', 'right')",-0.3699325,-0.5631962,-0.1932637
34,0.7733209,1.0213939,"('mean', 'honorable')",0.7733209,1.0213939,0.248073
35,0.112131335,-0.10491408,"('corrupt', 'incorrupt')",0.1121313,-0.1049141,-0.2170454
36,-0.8639951,-1.1978807,"('hostile', 'amicable')",-0.8639951,-1.1978807,-0.3338856
37,0.15211537,0.1010447,"('fake', 'genuine')",0.1521154,0.1010447,-0.0510707
38,-0.042555638,-0.26767084,"('untruthful', 'truthful')",-0.0425556,-0.2676708,-0.2251152
39,0.440904,0.6011429,"('exploitative', 'cooperative')",0.440904,0.6011429,0.1602389
40,-0.36804247,-0.51413226,"('stingy', 'generous')",-0.3680425,-0.5141323,-0.1460898
41,0.3079638,0.10470447,"('unforgiving', 'forgiving')",0.3079638,0.1047045,-0.2032593
42,-1.1984016,-1.014104,"('unreliable', 'reliable')",-1.1984016,-1.014104,0.1842976
43,-0.4053315,-0.41165856,"('irresponsible', 'responsible')",-0.4053315,-0.4116586,-0.0063271
44,-0.062998936,0.3591497,"('prejudiced', 'unprejudiced')",-0.0629989,0.3591497,0.4221486
45,0.22827616,-0.08642955,"('incompetent', 'competent')",0.2282762,-0.0864296,-0.3147058
46,-0.051104322,-0.12691191,"('uncompetitive', 'competitive')",-0.0511043,-0.1269119,-0.0758076
47,0.9038425,0.90179765,"('stupid', 'smart')",0.9038425,0.9017977,-0.0020448
48,-0.2281044,-0.1589892,"('unintelligent', 'intelligent')",-0.2281044,-0.1589892,0.0691152
49,-0.6692353,-0.36881498,"('unable', 'able')",-0.6692353,-0.368815,0.3004203
50,-0.7654215,-0.8184789,"('clumsy', 'skillful')",-0.7654215,-0.8184789,-0.0530574
51,-0.4462478,-0.55044144,"('uneducated', 'educated')",-0.4462478,-0.5504414,-0.1041936
52,-0.75738865,-0.9907728,"('irrational', 'rational')",-0.7573887,-0.9907728,-0.2333841
53,-1.9432089,-2.1964798,"('uncreative', 'creative')",-1.9432089,-2.1964798,-0.2532709
54,-1.2075336,-1.4120737,"('incapable', 'capable')",-1.2075336,-1.4120737,-0.2045401
55,-0.043595344,0.013149317,"('incompetent', 'clever')",-0.0435953,0.0131493,0.0567446
56,0.19218946,0.17236838,"('impractical', 'practical')",0.1921895,0.1723684,-0.0198211
57,-0.8965018,-1.2267709,"('unimaginative', 'imaginative')",-0.8965018,-1.2267709,-0.3302691
58,0.8449613,0.61938906,"('undiscriminating', 'discriminating')",0.8449613,0.6193891,-0.2255722
59,-0.77537876,-0.83189636,"('foolish', 'wise')",-0.7753788,-0.8318964,-0.0565176
60,0.4050121,0.7255929,"('inefficient', 'efficient')",0.4050121,0.7255929,0.3205808
61,-0.21277878,-0.37876937,"('illogical', 'logical')",-0.2127788,-0.3787694,-0.1659906
62,-0.08604859,0.108417295,"('incompetent', 'brilliant')",-0.0860486,0.1084173,0.1944659
63,-0.045162395,-0.18566291,"('unperceptive', 'insightful')",-0.0451624,-0.1856629,-0.1405005
64,-1.6023085,-1.4572318,"('shy', 'confident')",-1.6023085,-1.4572318,0.1450767
65,0.20875129,0.33647168,"('insecure', 'secure')",0.2087513,0.3364717,0.1277204
66,-1.0222641,-1.3250299,"('inactive', 'active')",-1.0222641,-1.3250299,-0.3027658
67,0.12881681,0.10444412,"('doubtful', 'determined')",0.1288168,0.1044441,-0.0243727
68,-0.6043506,-0.3303191,"('dependent', 'independent')",-0.6043506,-0.3303191,0.2740315
69,-0.31521177,-0.4004702,"('lazy', 'industrious')",-0.3152118,-0.4004702,-0.0852584
70,0.27417418,0.1522268,"('lethargic', 'energetic')",0.2741742,0.1522268,-0.1219474
71,-0.56042886,-0.679682,"('diffident', 'self-confident')",-0.5604289,-0.679682,-0.1192531
72,-0.43190503,-0.48424903,"('unambitious', 'ambitious')",-0.431905,-0.484249,-0.052344
73,-0.9274195,-0.7852187,"('helpless', 'self-reliant')",-0.9274195,-0.7852187,0.1422008
74,0.3621556,0.19430722,"('undedicated', 'dedicated')",0.3621556,0.1943072,-0.1678484
75,-0.050431903,-0.14804812,"('meek', 'impulsive')",-0.0504319,-0.1480481,-0.0976162
76,0.13113424,0.42791986,"('anxious', 'daring')",0.1311342,0.4279199,0.2967857
77,-1.1352772,-1.0052911,"('unmotivated', 'motivated')",-1.1352772,-1.0052911,0.1299861
78,-0.8048593,-0.8082011,"('nonresilient', 'resilient')",-0.8048593,-0.8082011,-0.0033418
79,-0.62418425,-0.85535735,"('wavering', 'unwavering')",-0.6241843,-0.8553573,-0.231173
80,0.7564707,0.7323087,"('dominated', 'dominating')",0.7564707,0.7323087,-0.024162
81,0.18005668,0.22596383,"('submissive', 'aggressive')",0.1800567,0.2259638,0.0459071
82,0.8318706,0.7776282,"('poor', 'rich')",0.8318706,0.7776282,-0.0542424
83,0.1872073,0.03270947,"('powerless', 'powerful')",0.1872073,0.0327095,-0.1544978
84,-0.09791787,-0.069995694,"('inferior', 'superior')",-0.0979179,-0.0699957,0.0279222
85,-0.76271427,-0.8290061,"('insignificant', 'prestigious')",-0.7627143,-0.8290061,-0.0662918
86,-0.4754403,-1.0879127,"('uninfluential', 'influential')",-0.4754403,-1.0879127,-0.6124724
87,0.35484514,0.27692953,"('unsuccessful', 'successful')",0.3548451,0.2769295,-0.0779156
88,-0.0624946,-0.18939416,"('low', 'eminent')",-0.0624946,-0.1893942,-0.1268996
