,octet_male,octet_female,tuple,average_male,average_female,female-male
0,-0.17041957,-0.40309393,"('unsociable', 'sociable')",-0.1704196,-0.4030939,-0.2326743
1,-1.2822007,-1.4409006,"('unfriendly', 'friendly')",-1.2822007,-1.4409006,-0.1586999
2,0.2923202,0.14558968,"('unlikable', 'likable')",0.2923202,0.1455897,-0.1467305
3,0.72607595,0.8026276,"('repellent', 'pleasant')",0.7260759,0.8026276,0.0765517
4,-2.940563,-3.0658739,"('disliked', 'liked')",-2.940563,-3.0658739,-0.1253109
5,-1.65361,-1.4920594,"('distant', 'outgoing')",-1.65361,-1.4920594,0.1615506
6,-1.9736587,-1.7651646,"('distant', 'open')",-1.9736587,-1.7651646,0.2084941
7,0.7116179,0.9840425,"('insensitive', 'sensitive')",0.7116179,0.9840425,0.2724246
8,-1.1525236,-1.3702499,"('unaffectionate', 'affectionate')",-1.1525236,-1.3702499,-0.2177263
9,-1.1690767,-1.3015668,"('unaffectionate', 'caring')",-1.1690767,-1.3015668,-0.1324901
10,0.046920337,-0.21754085,"('unsympathetic', 'sympathetic')",0.0469203,-0.2175408,-0.2644611
11,1.06605,0.9004401,"('unhelpful', 'helpful')",1.0660501,0.9004401,-0.16561
12,-1.1232752,-1.0950711,"('unsupportive', 'supportive')",-1.1232752,-1.0950711,0.0282041
13,0.6103972,0.26882312,"('impolite', 'polite')",0.6103972,0.2688231,-0.3415741
14,1.476873,1.441074,"('antisocial', 'social')",1.476873,1.441074,-0.035799
15,0.5491748,0.39899904,"('boring', 'funny')",0.5491748,0.398999,-0.1501758
16,-1.1547357,-1.2608134,"('unpopular', 'popular')",-1.1547357,-1.2608134,-0.1060777
17,-0.4956182,-0.4617458,"('nasty', 'nice')",-0.4956182,-0.4617458,0.0338724
18,-0.19500552,-0.048739765,"('disagreeable', 'welcoming')",-0.1950055,-0.0487398,0.1462657
19,-1.5648922,-1.5320917,"('inhospitable', 'hospitable')",-1.5648922,-1.5320917,0.0328005
20,0.68253696,0.5974439,"('rough', 'thoughtful')",0.682537,0.5974439,-0.0850931
21,1.2236875,0.9540941,"('immoral', 'moral')",1.2236875,0.9540941,-0.2695934
22,0.45662004,0.5355478,"('untrustworthy', 'trustworthy')",0.45662,0.5355478,0.0789278
23,2.3169303,2.332031,"('insincere', 'sincere')",2.3169303,2.332031,0.0151007
24,0.34201944,0.25528196,"('dishonest', 'honest')",0.3420194,0.255282,-0.0867374
25,-0.16583045,-0.18157175,"('egoistic', 'altruistic')",-0.1658304,-0.1815718,-0.0157414
