,potty_male,potty_female,tuple,average_male,average_female,female-male
0,0.71632195,0.61455256,"('unsociable', 'sociable')",0.7163219,0.6145526,-0.1017693
1,-1.4330869,-1.3843471,"('unfriendly', 'friendly')",-1.4330869,-1.3843471,0.0487398
2,-0.3963605,-0.36872154,"('unlikable', 'likable')",-0.3963605,-0.3687215,0.027639
3,-1.2418171,-1.1783745,"('repellent', 'pleasant')",-1.2418171,-1.1783745,0.0634426
4,-1.2720044,-1.122654,"('disliked', 'liked')",-1.2720044,-1.122654,0.1493504
5,-0.57797873,-0.40026164,"('distant', 'outgoing')",-0.5779787,-0.4002616,0.1777171
6,-0.9960374,-0.8385386,"('distant', 'open')",-0.9960374,-0.8385386,0.1574988
7,-0.6012791,-0.6201951,"('insensitive', 'sensitive')",-0.6012791,-0.6201951,-0.018916
8,-0.8069952,-0.77343196,"('unaffectionate', 'affectionate')",-0.8069952,-0.773432,0.0335632
9,-0.6706599,-0.6765341,"('unaffectionate', 'caring')",-0.6706599,-0.6765341,-0.0058742
10,-0.63823044,-0.65969646,"('unsympathetic', 'sympathetic')",-0.6382304,-0.6596965,-0.0214661
11,0.6546221,0.578054,"('unhelpful', 'helpful')",0.6546221,0.578054,-0.0765681
12,-0.41498247,-0.19862321,"('unsupportive', 'supportive')",-0.4149825,-0.1986232,0.2163593
13,0.14048891,0.056124352,"('impolite', 'polite')",0.1404889,0.0561244,-0.0843645
14,0.7273035,0.62986124,"('antisocial', 'social')",0.7273035,0.6298612,-0.0974423
15,0.7730568,0.6260895,"('boring', 'funny')",0.7730568,0.6260895,-0.1469673
16,-0.27862614,-0.21844219,"('unpopular', 'popular')",-0.2786261,-0.2184422,0.0601839
17,0.0446419,0.08949851,"('nasty', 'nice')",0.0446419,0.0894985,0.0448566
18,-1.3310895,-1.3030057,"('disagreeable', 'welcoming')",-1.3310895,-1.3030057,0.0280838
19,-1.6242709,-1.520895,"('inhospitable', 'hospitable')",-1.6242709,-1.520895,0.1033759
20,-0.48645028,-0.52915764,"('rough', 'thoughtful')",-0.4864503,-0.5291576,-0.0427073
21,-0.36734128,-0.3682262,"('immoral', 'moral')",-0.3673413,-0.3682262,-0.0008849
22,-0.87646973,-0.84598416,"('untrustworthy', 'trustworthy')",-0.8764697,-0.8459842,0.0304855
23,0.76659733,0.6445421,"('insincere', 'sincere')",0.7665973,0.6445421,-0.1220552
24,-0.85417384,-0.9316249,"('dishonest', 'honest')",-0.8541738,-0.9316249,-0.0774511
25,-0.13528551,-0.2557645,"('egoistic', 'altruistic')",-0.1352855,-0.2557645,-0.120479
26,-0.034986135,-0.05641423,"('hardhearted', 'benevolent')",-0.0349861,-0.0564142,-0.0214281
27,-0.4562306,-0.45535585,"('hardhearted', 'softhearted')",-0.4562306,-0.4553559,0.0008747
28,-0.47468165,-0.7353962,"('disloyal', 'loyal')",-0.4746816,-0.7353962,-0.2607146
29,-0.94276416,-0.9544655,"('unfair', 'fair')",-0.9427642,-0.9544655,-0.0117013
30,0.5302545,0.4046682,"('intolerant', 'tolerant')",0.5302545,0.4046682,-0.1255863
31,-1.7355022,-1.463206,"('evil', 'good')",-1.7355022,-1.4632061,0.2722961
32,0.20091072,0.15298344,"('unkind', 'kind')",0.2009107,0.1529834,-0.0479273
33,-0.19453478,-0.22824451,"('wrong', 'right')",-0.1945348,-0.2282445,-0.0337097
34,0.6952757,0.8392515,"('mean', 'honorable')",0.6952757,0.8392515,0.1439758
35,-0.6061686,-0.74465436,"('corrupt', 'incorrupt')",-0.6061686,-0.7446544,-0.1384858
36,-1.3830634,-1.3529357,"('hostile', 'amicable')",-1.3830634,-1.3529357,0.0301277
37,-0.34443456,-0.42940837,"('fake', 'genuine')",-0.3444346,-0.4294084,-0.0849738
38,-0.04460836,0.012795065,"('untruthful', 'truthful')",-0.0446084,0.0127951,0.0574035
39,0.038375244,-0.0075199995,"('exploitative', 'cooperative')",0.0383752,-0.00752,-0.0458952
40,-1.441082,-1.4330168,"('stingy', 'generous')",-1.441082,-1.4330168,0.0080652
41,-0.24339816,-0.2170533,"('unforgiving', 'forgiving')",-0.2433982,-0.2170533,0.0263449
42,-0.5354177,-0.5066283,"('unreliable', 'reliable')",-0.5354177,-0.5066283,0.0287894
43,-0.47758543,-0.42590666,"('irresponsible', 'responsible')",-0.4775854,-0.4259067,0.0516787
44,-0.12593086,-0.054673124,"('prejudiced', 'unprejudiced')",-0.1259309,-0.0546731,0.0712578
45,-0.4797993,-0.27681655,"('incompetent', 'competent')",-0.4797993,-0.2768165,0.2029828
46,-0.64218265,-0.6498655,"('uncompetitive', 'competitive')",-0.6421826,-0.6498655,-0.0076829
47,0.99945116,1.1121519,"('stupid', 'smart')",0.9994512,1.1121519,0.1127007
48,-0.64311075,-0.64932716,"('unintelligent', 'intelligent')",-0.6431108,-0.6493272,-0.0062164
49,-0.8096382,-0.60930675,"('unable', 'able')",-0.8096382,-0.6093068,0.2003314
50,-0.75812083,-0.8389555,"('clumsy', 'skillful')",-0.7581208,-0.8389555,-0.0808347
51,-0.20936759,-0.35765782,"('uneducated', 'educated')",-0.2093676,-0.3576578,-0.1482902
52,-0.7393093,-0.8565568,"('irrational', 'rational')",-0.7393093,-0.8565568,-0.1172475
53,-2.0602818,-2.119222,"('uncreative', 'creative')",-2.0602818,-2.1192219,-0.0589401
54,-0.5994768,-0.6332883,"('incapable', 'capable')",-0.5994768,-0.6332883,-0.0338115
55,0.34724885,0.41244617,"('incompetent', 'clever')",0.3472489,0.4124462,0.0651973
56,1.4988142,1.4860936,"('impractical', 'practical')",1.4988142,1.4860936,-0.0127206
57,-1.1667775,-1.1940055,"('unimaginative', 'imaginative')",-1.1667775,-1.1940055,-0.027228
58,-0.8682638,-0.87866753,"('undiscriminating', 'discriminating')",-0.8682638,-0.8786675,-0.0104037
59,-0.5513542,-0.5556533,"('foolish', 'wise')",-0.5513542,-0.5556533,-0.0042991
60,0.95111424,0.93759257,"('inefficient', 'efficient')",0.9511142,0.9375926,-0.0135216
61,-0.7222265,-0.8336983,"('illogical', 'logical')",-0.7222265,-0.8336983,-0.1114718
62,0.6616429,0.5959487,"('incompetent', 'brilliant')",0.6616429,0.5959487,-0.0656942
