,nut_male,nut_female,tuple,average_male,average_female,female-male
0,0.03686736,0.020958811,"('unsociable', 'sociable')",0.0368674,0.0209588,-0.0159086
1,1.5298748,1.3645734,"('unfriendly', 'friendly')",1.5298748,1.3645734,-0.1653014
2,0.03360033,0.1712572,"('unlikable', 'likable')",0.0336003,0.1712572,0.1376569
3,0.7735625,0.84666973,"('repellent', 'pleasant')",0.7735625,0.8466697,0.0731072
4,-7.14165,-7.3958364,"('disliked', 'liked')",-7.1416502,-7.3958364,-0.2541862
5,-0.14640649,-0.21365766,"('distant', 'outgoing')",-0.1464065,-0.2136577,-0.0672512
6,0.44505364,0.26636022,"('distant', 'open')",0.4450536,0.2663602,-0.1786934
7,1.1554744,1.1891242,"('insensitive', 'sensitive')",1.1554744,1.1891242,0.0336498
8,1.2586535,1.0351434,"('unaffectionate', 'affectionate')",1.2586535,1.0351434,-0.2235101
9,1.6975347,1.6592861,"('unaffectionate', 'caring')",1.6975347,1.6592861,-0.0382486
10,0.9221879,1.0315181,"('unsympathetic', 'sympathetic')",0.9221879,1.0315181,0.1093302
11,1.4458985,1.5575343,"('unhelpful', 'helpful')",1.4458985,1.5575343,0.1116358
12,-1.5208762,-1.5648549,"('unsupportive', 'supportive')",-1.5208762,-1.5648549,-0.0439787
13,-0.33174652,-0.16790405,"('impolite', 'polite')",-0.3317465,-0.167904,0.1638425
14,-0.11910804,-0.07459275,"('antisocial', 'social')",-0.119108,-0.0745927,0.0445153
15,0.30450958,0.17361626,"('boring', 'funny')",0.3045096,0.1736163,-0.1308933
16,-0.13696834,-0.17497128,"('unpopular', 'popular')",-0.1369683,-0.1749713,-0.038003
17,-0.027888762,-0.051632036,"('nasty', 'nice')",-0.0278888,-0.051632,-0.0237432
18,-0.40805334,-0.39674538,"('disagreeable', 'welcoming')",-0.4080533,-0.3967454,0.0113079
19,-0.6123481,-0.66842014,"('inhospitable', 'hospitable')",-0.6123481,-0.6684201,-0.056072
20,0.9895513,0.91605157,"('rough', 'thoughtful')",0.9895513,0.9160516,-0.0734997
21,-0.3103555,-0.06769403,"('immoral', 'moral')",-0.3103555,-0.067694,0.2426615
22,-0.4260852,-0.3811657,"('untrustworthy', 'trustworthy')",-0.4260852,-0.3811657,0.0449195
23,6.0120273,6.187445,"('insincere', 'sincere')",6.0120273,6.1874452,0.1754179
24,1.4133871,1.4165844,"('dishonest', 'honest')",1.4133871,1.4165844,0.0031973
25,0.68526244,0.5699844,"('egoistic', 'altruistic')",0.6852624,0.5699844,-0.115278
26,1.0726504,0.81428456,"('hardhearted', 'benevolent')",1.0726504,0.8142846,-0.2583658
27,1.8774551,1.6464851,"('hardhearted', 'softhearted')",1.8774551,1.6464851,-0.23097
28,1.1336224,1.0902846,"('disloyal', 'loyal')",1.1336224,1.0902846,-0.0433378
29,-0.14593089,-0.305506,"('unfair', 'fair')",-0.1459309,-0.305506,-0.1595751
30,0.58174354,0.7056447,"('intolerant', 'tolerant')",0.5817435,0.7056447,0.1239012
31,-1.0465058,-1.2268255,"('evil', 'good')",-1.0465058,-1.2268255,-0.1803197
32,1.2574314,1.1970366,"('unkind', 'kind')",1.2574314,1.1970366,-0.0603948
33,-0.47468847,-0.51770025,"('wrong', 'right')",-0.4746885,-0.5177003,-0.0430118
34,4.580234,4.7768993,"('mean', 'honorable')",4.5802341,4.7768993,0.1966652
35,-0.7075348,-1.0864937,"('corrupt', 'incorrupt')",-0.7075348,-1.0864937,-0.3789589
36,-0.38330212,-0.63648367,"('hostile', 'amicable')",-0.3833021,-0.6364837,-0.2531816
37,1.0401376,1.029623,"('fake', 'genuine')",1.0401376,1.029623,-0.0105146
38,-0.40734184,-0.3047699,"('untruthful', 'truthful')",-0.4073418,-0.3047699,0.1025719
39,0.0497263,0.13779429,"('exploitative', 'cooperative')",0.0497263,0.1377943,0.088068
40,-1.2886549,-1.5039907,"('stingy', 'generous')",-1.2886549,-1.5039907,-0.2153358
41,0.31137192,0.2962686,"('unforgiving', 'forgiving')",0.3113719,0.2962686,-0.0151033
42,-2.0115676,-2.0103528,"('unreliable', 'reliable')",-2.0115676,-2.0103528,0.0012148
43,1.0339344,1.2149893,"('irresponsible', 'responsible')",1.0339344,1.2149893,0.1810549
44,-0.91261506,-0.8826724,"('prejudiced', 'unprejudiced')",-0.9126151,-0.8826724,0.0299427
45,0.24786732,0.18479255,"('incompetent', 'competent')",0.2478673,0.1847925,-0.0630748
46,-0.7379878,-0.61548084,"('uncompetitive', 'competitive')",-0.7379878,-0.6154808,0.122507
47,4.9293065,5.128763,"('stupid', 'smart')",4.9293065,5.1287632,0.1994567
48,0.46001402,0.4729964,"('unintelligent', 'intelligent')",0.460014,0.4729964,0.0129824
49,0.0339023,0.19519693,"('unable', 'able')",0.0339023,0.1951969,0.1612946
50,-0.24391794,-0.28378183,"('clumsy', 'skillful')",-0.2439179,-0.2837818,-0.0398639
51,-0.076578744,-0.06073372,"('uneducated', 'educated')",-0.0765787,-0.0607337,0.015845
52,-0.09335615,-0.35734844,"('irrational', 'rational')",-0.0933561,-0.3573484,-0.2639923
53,0.23135814,0.08655523,"('uncreative', 'creative')",0.2313581,0.0865552,-0.1448029
54,0.9387061,1.0331937,"('incapable', 'capable')",0.9387061,1.0331937,0.0944876
55,0.4104734,0.55672413,"('incompetent', 'clever')",0.4104734,0.5567241,0.1462507
56,0.15224665,0.2549167,"('impractical', 'practical')",0.1522467,0.2549167,0.10267
57,-2.4092295,-2.4848757,"('unimaginative', 'imaginative')",-2.4092295,-2.4848757,-0.0756462
58,0.34941453,0.27666593,"('undiscriminating', 'discriminating')",0.3494145,0.2766659,-0.0727486
59,0.17004822,0.10145277,"('foolish', 'wise')",0.1700482,0.1014528,-0.0685954
60,0.15714352,0.5454503,"('inefficient', 'efficient')",0.1571435,0.5454503,0.3883068
