,plier_male,plier_female,tuple,average_male,average_female,female-male
0,0.9125433,0.9943307,"('unsociable', 'sociable')",0.9125433,0.9943307,0.0817874
1,-0.37699023,-0.56611973,"('unfriendly', 'friendly')",-0.3769902,-0.5661197,-0.1891295
2,-0.10244687,-0.023275964,"('unlikable', 'likable')",-0.1024469,-0.023276,0.0791709
3,-0.17206599,0.025118005,"('repellent', 'pleasant')",-0.172066,0.025118,0.197184
4,-3.345898,-3.4061856,"('disliked', 'liked')",-3.3458979,-3.4061856,-0.0602877
5,-1.5260892,-1.624864,"('distant', 'outgoing')",-1.5260892,-1.624864,-0.0987748
6,-1.3137833,-1.4825377,"('distant', 'open')",-1.3137833,-1.4825377,-0.1687544
7,0.89148426,0.9509544,"('insensitive', 'sensitive')",0.8914843,0.9509544,0.0594701
8,-0.23588863,-0.3249876,"('unaffectionate', 'affectionate')",-0.2358886,-0.3249876,-0.089099
9,-0.0932248,-0.13455454,"('unaffectionate', 'caring')",-0.0932248,-0.1345545,-0.0413297
10,0.5550401,0.63451886,"('unsympathetic', 'sympathetic')",0.5550401,0.6345189,0.0794788
11,0.31167316,0.45203027,"('unhelpful', 'helpful')",0.3116732,0.4520303,0.1403571
12,-0.84215885,-0.78798026,"('unsupportive', 'supportive')",-0.8421589,-0.7879803,0.0541786
13,-0.051153496,0.17381316,"('impolite', 'polite')",-0.0511535,0.1738132,0.2249667
14,1.110424,1.2442838,"('antisocial', 'social')",1.110424,1.2442838,0.1338598
15,0.50200105,0.28730282,"('boring', 'funny')",0.502001,0.2873028,-0.2146982
16,-0.5315621,-0.5691922,"('unpopular', 'popular')",-0.5315621,-0.5691922,-0.0376301
17,-0.30808398,-0.27619553,"('nasty', 'nice')",-0.308084,-0.2761955,0.0318885
18,-1.5962725,-1.4661071,"('disagreeable', 'welcoming')",-1.5962725,-1.4661071,0.1301654
19,-1.6872085,-1.6675706,"('inhospitable', 'hospitable')",-1.6872085,-1.6675706,0.0196379
20,0.10608092,0.15546077,"('rough', 'thoughtful')",0.1060809,0.1554608,0.0493799
21,-0.020111626,0.33627173,"('immoral', 'moral')",-0.0201116,0.3362717,0.3563833
22,-0.039088923,-0.10251571,"('untrustworthy', 'trustworthy')",-0.0390889,-0.1025157,-0.0634268
23,2.8111684,2.8643136,"('insincere', 'sincere')",2.8111684,2.8643136,0.0531452
24,0.18636264,0.14989057,"('dishonest', 'honest')",0.1863626,0.1498906,-0.036472
25,0.10038887,0.12214506,"('egoistic', 'altruistic')",0.1003889,0.1221451,0.0217562
26,1.5316571,1.209544,"('hardhearted', 'benevolent')",1.5316571,1.2095439,-0.3221132
27,0.13304926,0.040072322,"('hardhearted', 'softhearted')",0.1330493,0.0400723,-0.092977
28,0.699446,0.6851334,"('disloyal', 'loyal')",0.699446,0.6851334,-0.0143126
29,-0.4891486,-0.5493886,"('unfair', 'fair')",-0.4891486,-0.5493886,-0.06024
30,0.72099566,0.836906,"('intolerant', 'tolerant')",0.7209957,0.836906,0.1159103
31,-1.4992155,-1.540284,"('evil', 'good')",-1.4992155,-1.540284,-0.0410685
32,0.40952688,0.3489908,"('unkind', 'kind')",0.4095269,0.3489908,-0.0605361
33,-0.09881076,-0.14914916,"('wrong', 'right')",-0.0988108,-0.1491492,-0.0503384
34,1.7491587,1.9103733,"('mean', 'honorable')",1.7491587,1.9103733,0.1612146
35,-0.5028142,-0.75313836,"('corrupt', 'incorrupt')",-0.5028142,-0.7531384,-0.2503242
36,-0.9759331,-1.237434,"('hostile', 'amicable')",-0.9759331,-1.237434,-0.2615009
37,0.18356003,0.32389873,"('fake', 'genuine')",0.18356,0.3238987,0.1403387
38,0.04599586,0.014625903,"('untruthful', 'truthful')",0.0459959,0.0146259,-0.03137
39,-0.18824978,-0.09130821,"('exploitative', 'cooperative')",-0.1882498,-0.0913082,0.0969416
40,-1.3404204,-1.407701,"('stingy', 'generous')",-1.3404204,-1.407701,-0.0672806
41,0.82840455,0.7727116,"('unforgiving', 'forgiving')",0.8284045,0.7727116,-0.0556929
42,-1.1878852,-1.130783,"('unreliable', 'reliable')",-1.1878852,-1.130783,0.0571022
43,0.07001872,0.16618931,"('irresponsible', 'responsible')",0.0700187,0.1661893,0.0961706
44,-1.254076,-1.2280319,"('prejudiced', 'unprejudiced')",-1.254076,-1.2280319,0.0260441
45,1.1472646,1.1770685,"('incompetent', 'competent')",1.1472646,1.1770685,0.0298039
46,0.08245985,0.12313726,"('uncompetitive', 'competitive')",0.0824599,0.1231373,0.0406774
47,2.5534546,2.587991,"('stupid', 'smart')",2.5534546,2.587991,0.0345364
48,-0.10973184,-0.022997402,"('unintelligent', 'intelligent')",-0.1097318,-0.0229974,0.0867344
49,-0.941073,-0.76757395,"('unable', 'able')",-0.941073,-0.767574,0.173499
50,0.28211293,0.23804466,"('clumsy', 'skillful')",0.2821129,0.2380447,-0.0440682
51,-0.23171729,-0.17491844,"('uneducated', 'educated')",-0.2317173,-0.1749184,0.0567989
52,-0.9690491,-1.0227165,"('irrational', 'rational')",-0.9690491,-1.0227165,-0.0536674
53,-1.1311892,-1.2865748,"('uncreative', 'creative')",-1.1311892,-1.2865748,-0.1553856
54,-0.22761999,-0.31532586,"('incapable', 'capable')",-0.22762,-0.3153259,-0.0877059
55,0.84650695,1.0570289,"('incompetent', 'clever')",0.846507,1.0570289,0.2105219
56,0.9413982,1.0989954,"('impractical', 'practical')",0.9413982,1.0989954,0.1575972
57,-0.9611067,-1.038195,"('unimaginative', 'imaginative')",-0.9611067,-1.038195,-0.0770883
58,0.72327596,0.7618607,"('undiscriminating', 'discriminating')",0.723276,0.7618607,0.0385847
59,-0.48944044,-0.5692647,"('foolish', 'wise')",-0.4894404,-0.5692647,-0.0798243
60,0.71510756,1.104231,"('inefficient', 'efficient')",0.7151076,1.104231,0.3891234
61,-0.03842521,-0.061639458,"('illogical', 'logical')",-0.0384252,-0.0616395,-0.0232143
62,0.37930182,0.65412974,"('incompetent', 'brilliant')",0.3793018,0.6541297,0.2748279
63,0.019146439,0.09524937,"('unperceptive', 'insightful')",0.0191464,0.0952494,0.076103
64,-3.255636,-3.09243,"('shy', 'confident')",-3.255636,-3.0924301,0.1632059
65,0.4443366,0.5317961,"('insecure', 'secure')",0.4443366,0.5317961,0.0874595
66,-0.7505505,-0.82387483,"('inactive', 'active')",-0.7505505,-0.8238748,-0.0733243
67,0.32438704,0.43141478,"('doubtful', 'determined')",0.324387,0.4314148,0.1070278
68,-1.4467007,-1.3518215,"('dependent', 'independent')",-1.4467007,-1.3518215,0.0948792
69,-0.31943128,-0.3150476,"('lazy', 'industrious')",-0.3194313,-0.3150476,0.0043837
70,0.82351345,0.75491524,"('lethargic', 'energetic')",0.8235134,0.7549152,-0.0685982
71,-0.738831,-0.7631788,"('diffident', 'self-confident')",-0.738831,-0.7631788,-0.0243478
