,cooperation_male,cooperation_female,tuple,average_male,average_female,female-male
0,1.0573175,0.95915616,"('unsociable', 'sociable')",1.0573175,0.9591562,-0.0981613
1,0.5512259,0.34611994,"('unfriendly', 'friendly')",0.5512259,0.3461199,-0.205106
2,0.6951689,0.6573545,"('unlikable', 'likable')",0.6951689,0.6573545,-0.0378144
3,0.7646062,0.91438514,"('repellent', 'pleasant')",0.7646062,0.9143851,0.1497789
4,-6.756986,-7.0471663,"('disliked', 'liked')",-6.7569861,-7.0471663,-0.2901802
5,-1.8915352,-1.9728652,"('distant', 'outgoing')",-1.8915352,-1.9728652,-0.08133
6,-1.2885458,-1.3494178,"('distant', 'open')",-1.2885458,-1.3494178,-0.060872
7,1.1014967,1.1271162,"('insensitive', 'sensitive')",1.1014967,1.1271162,0.0256195
8,0.27070343,0.21513893,"('unaffectionate', 'affectionate')",0.2707034,0.2151389,-0.0555645
9,1.3125896,1.3443668,"('unaffectionate', 'caring')",1.3125896,1.3443668,0.0317772
10,1.6425134,1.702517,"('unsympathetic', 'sympathetic')",1.6425134,1.702517,0.0600036
11,3.1457698,3.1156602,"('unhelpful', 'helpful')",3.1457698,3.1156602,-0.0301096
12,-0.868265,-1.0189282,"('unsupportive', 'supportive')",-0.868265,-1.0189282,-0.1506632
13,0.90626526,0.8322138,"('impolite', 'polite')",0.9062653,0.8322138,-0.0740515
14,1.7439812,1.6816115,"('antisocial', 'social')",1.7439812,1.6816115,-0.0623697
15,-0.014449371,-0.05793844,"('boring', 'funny')",-0.0144494,-0.0579384,-0.043489
16,-0.53683305,-0.5974084,"('unpopular', 'popular')",-0.536833,-0.5974084,-0.0605754
17,0.09932244,0.012469992,"('nasty', 'nice')",0.0993224,0.01247,-0.0868524
18,-0.7653374,-0.8865193,"('disagreeable', 'welcoming')",-0.7653374,-0.8865193,-0.1211819
19,-1.3842394,-1.4411867,"('inhospitable', 'hospitable')",-1.3842394,-1.4411867,-0.0569473
20,1.6458873,1.4204451,"('rough', 'thoughtful')",1.6458873,1.4204451,-0.2254422
21,1.2211137,1.1793579,"('immoral', 'moral')",1.2211137,1.1793579,-0.0417558
22,0.6047371,0.3890507,"('untrustworthy', 'trustworthy')",0.6047371,0.3890507,-0.2156864
23,6.177962,6.3227415,"('insincere', 'sincere')",6.1779618,6.3227415,0.1447797
24,1.5376371,1.5256157,"('dishonest', 'honest')",1.5376371,1.5256157,-0.0120214
25,0.35719538,0.20859164,"('egoistic', 'altruistic')",0.3571954,0.2085916,-0.1486038
26,1.3863786,1.0782545,"('hardhearted', 'benevolent')",1.3863786,1.0782545,-0.3081241
27,0.6300515,0.5492786,"('hardhearted', 'softhearted')",0.6300515,0.5492786,-0.0807729
28,1.8613136,1.801643,"('disloyal', 'loyal')",1.8613136,1.801643,-0.0596706
29,-0.81913716,-0.9430486,"('unfair', 'fair')",-0.8191372,-0.9430486,-0.1239114
30,1.6170185,1.6398915,"('intolerant', 'tolerant')",1.6170185,1.6398915,0.022873
31,-2.8387773,-2.9590533,"('evil', 'good')",-2.8387773,-2.9590533,-0.120276
32,1.4307084,1.3576256,"('unkind', 'kind')",1.4307084,1.3576256,-0.0730828
33,-0.30126613,-0.547372,"('wrong', 'right')",-0.3012661,-0.547372,-0.2461059
34,4.056888,4.41065,"('mean', 'honorable')",4.0568881,4.4106498,0.3537617
35,-2.1075592,-2.3117964,"('corrupt', 'incorrupt')",-2.1075592,-2.3117964,-0.2042372
36,-1.4052556,-1.4769953,"('hostile', 'amicable')",-1.4052556,-1.4769953,-0.0717397
37,0.8198994,0.7690993,"('fake', 'genuine')",0.8198994,0.7690993,-0.0508001
38,0.75390613,0.60989535,"('untruthful', 'truthful')",0.7539061,0.6098953,-0.1440108
39,2.0787067,2.004383,"('exploitative', 'cooperative')",2.0787067,2.0043831,-0.0743236
40,-1.9525387,-2.145475,"('stingy', 'generous')",-1.9525387,-2.1454749,-0.1929362
41,0.77800816,0.67577183,"('unforgiving', 'forgiving')",0.7780082,0.6757718,-0.1022364
42,-1.7410331,-1.7461853,"('unreliable', 'reliable')",-1.7410331,-1.7461853,-0.0051522
43,1.9919806,1.9929551,"('irresponsible', 'responsible')",1.9919806,1.9929551,0.0009745
44,-1.1140593,-1.1215415,"('prejudiced', 'unprejudiced')",-1.1140593,-1.1215415,-0.0074822
45,1.1559385,0.9900211,"('incompetent', 'competent')",1.1559385,0.9900211,-0.1659174
46,0.35086802,0.3068339,"('uncompetitive', 'competitive')",0.350868,0.3068339,-0.0440341
47,5.0625896,5.3017325,"('stupid', 'smart')",5.0625896,5.3017325,0.2391429
48,0.9009897,0.88846785,"('unintelligent', 'intelligent')",0.9009897,0.8884678,-0.0125219
49,0.4932652,0.48979506,"('unable', 'able')",0.4932652,0.4897951,-0.0034701
50,-0.4403414,-0.48205996,"('clumsy', 'skillful')",-0.4403414,-0.48206,-0.0417186
51,0.20051754,0.3174596,"('uneducated', 'educated')",0.2005175,0.3174596,0.1169421
52,-0.43274012,-0.6316561,"('irrational', 'rational')",-0.4327401,-0.6316561,-0.198916
53,-0.19294631,-0.24415377,"('uncreative', 'creative')",-0.1929463,-0.2441538,-0.0512075
54,0.8082206,0.736012,"('incapable', 'capable')",0.8082206,0.736012,-0.0722086
55,1.7622813,1.7210761,"('incompetent', 'clever')",1.7622813,1.7210761,-0.0412052
56,2.0021281,1.9897043,"('impractical', 'practical')",2.0021281,1.9897043,-0.0124238
57,-1.7412863,-1.91969,"('unimaginative', 'imaginative')",-1.7412863,-1.91969,-0.1784037
58,0.27411667,0.2099731,"('undiscriminating', 'discriminating')",0.2741167,0.2099731,-0.0641436
59,-0.24407595,-0.34503686,"('foolish', 'wise')",-0.244076,-0.3450369,-0.1009609
60,1.9511986,2.0846941,"('inefficient', 'efficient')",1.9511986,2.0846941,0.1334955
61,0.84244066,0.7049977,"('illogical', 'logical')",0.8424407,0.7049977,-0.137443
62,2.0537198,2.0661447,"('incompetent', 'brilliant')",2.0537198,2.0661447,0.0124249
63,1.1923146,1.1282818,"('unperceptive', 'insightful')",1.1923146,1.1282818,-0.0640328
