,development_male,development_female,tuple,average_male,average_female,female-male
0,0.22724639,0.018652942,"('unsociable', 'sociable')",0.2272464,0.0186529,-0.2085935
1,1.105176,1.0134803,"('unfriendly', 'friendly')",1.105176,1.0134803,-0.0916957
2,0.46875823,0.56472635,"('unlikable', 'likable')",0.4687582,0.5647264,0.0959682
3,0.5966491,0.81939167,"('repellent', 'pleasant')",0.5966491,0.8193917,0.2227426
4,-6.9085875,-7.111019,"('disliked', 'liked')",-6.9085875,-7.1110191,-0.2024316
5,-0.80418867,-0.74846715,"('distant', 'outgoing')",-0.8041887,-0.7484671,0.0557216
6,-0.51006055,-0.46651155,"('distant', 'open')",-0.5100605,-0.4665115,0.043549
7,0.4467485,0.47318143,"('insensitive', 'sensitive')",0.4467485,0.4731814,0.0264329
8,1.228996,1.1273767,"('unaffectionate', 'affectionate')",1.228996,1.1273767,-0.1016193
9,1.7937413,1.7939312,"('unaffectionate', 'caring')",1.7937413,1.7939312,0.0001899
10,1.0338805,1.1250153,"('unsympathetic', 'sympathetic')",1.0338805,1.1250153,0.0911348
11,2.6331904,2.5298717,"('unhelpful', 'helpful')",2.6331904,2.5298717,-0.1033187
12,-1.5098782,-1.5491617,"('unsupportive', 'supportive')",-1.5098782,-1.5491617,-0.0392835
13,0.2532416,0.07729304,"('impolite', 'polite')",0.2532416,0.077293,-0.1759486
14,0.43993467,0.38863197,"('antisocial', 'social')",0.4399347,0.388632,-0.0513027
15,0.56292766,0.3023953,"('boring', 'funny')",0.5629277,0.3023953,-0.2605324
16,-0.13128653,-0.18966725,"('unpopular', 'popular')",-0.1312865,-0.1896673,-0.0583808
17,-0.29532975,-0.18657194,"('nasty', 'nice')",-0.2953297,-0.1865719,0.1087578
18,-0.95419014,-1.0081486,"('disagreeable', 'welcoming')",-0.9541901,-1.0081486,-0.0539585
19,-0.7125034,-0.7553107,"('inhospitable', 'hospitable')",-0.7125034,-0.7553107,-0.0428073
20,0.7059501,0.58551097,"('rough', 'thoughtful')",0.7059501,0.585511,-0.1204391
21,0.002719041,0.15719877,"('immoral', 'moral')",0.002719,0.1571988,0.1544798
22,-0.74260503,-0.80307925,"('untrustworthy', 'trustworthy')",-0.742605,-0.8030792,-0.0604742
23,6.470339,6.505945,"('insincere', 'sincere')",6.4703388,6.5059452,0.0356064
24,1.1682041,1.2237027,"('dishonest', 'honest')",1.1682041,1.2237027,0.0554986
25,0.46234614,0.41536528,"('egoistic', 'altruistic')",0.4623461,0.4153653,-0.0469808
26,1.2907511,1.0756987,"('hardhearted', 'benevolent')",1.2907511,1.0756987,-0.2150524
27,1.3586432,1.3232158,"('hardhearted', 'softhearted')",1.3586432,1.3232158,-0.0354274
28,1.3778182,1.2617804,"('disloyal', 'loyal')",1.3778182,1.2617804,-0.1160378
29,-0.8880692,-1.0672145,"('unfair', 'fair')",-0.8880692,-1.0672145,-0.1791453
30,1.2669308,1.3026422,"('intolerant', 'tolerant')",1.2669308,1.3026422,0.0357114
31,-2.0433013,-2.0873594,"('evil', 'good')",-2.0433013,-2.0873594,-0.0440581
32,1.363542,1.2329733,"('unkind', 'kind')",1.363542,1.2329733,-0.1305687
33,-0.5755678,-0.6151826,"('wrong', 'right')",-0.5755678,-0.6151826,-0.0396148
34,4.71646,4.9655547,"('mean', 'honorable')",4.7164602,4.9655547,0.2490945
35,-1.4437611,-1.6606433,"('corrupt', 'incorrupt')",-1.4437611,-1.6606433,-0.2168822
36,-0.86840165,-1.0872539,"('hostile', 'amicable')",-0.8684016,-1.0872539,-0.2188523
37,0.831274,0.810609,"('fake', 'genuine')",0.831274,0.810609,-0.020665
38,0.40249622,0.42083,"('untruthful', 'truthful')",0.4024962,0.42083,0.0183338
39,-0.109521866,-0.11499897,"('exploitative', 'cooperative')",-0.1095219,-0.114999,-0.0054771
40,-2.4746954,-2.5556445,"('stingy', 'generous')",-2.4746954,-2.5556445,-0.0809491
41,-0.05108425,-0.11350183,"('unforgiving', 'forgiving')",-0.0510843,-0.1135018,-0.0624175
42,-2.4046712,-2.396686,"('unreliable', 'reliable')",-2.4046712,-2.3966861,0.0079851
43,1.1971662,1.3247758,"('irresponsible', 'responsible')",1.1971662,1.3247758,0.1276096
44,-1.1810534,-1.1586914,"('prejudiced', 'unprejudiced')",-1.1810534,-1.1586914,0.022362
45,0.3357909,0.29488066,"('incompetent', 'competent')",0.3357909,0.2948807,-0.0409102
46,-0.7060149,-0.5703046,"('uncompetitive', 'competitive')",-0.7060149,-0.5703046,0.1357103
47,5.4049435,5.6352043,"('stupid', 'smart')",5.4049435,5.6352043,0.2302608
48,0.52622336,0.50568527,"('unintelligent', 'intelligent')",0.5262234,0.5056853,-0.0205381
49,0.33016616,0.4459038,"('unable', 'able')",0.3301662,0.4459038,0.1157376
50,-0.3333472,-0.3973624,"('clumsy', 'skillful')",-0.3333472,-0.3973624,-0.0640152
51,0.19724941,0.058416713,"('uneducated', 'educated')",0.1972494,0.0584167,-0.1388327
52,-0.34716043,-0.5611448,"('irrational', 'rational')",-0.3471604,-0.5611448,-0.2139844
53,0.39670497,0.37095714,"('uncreative', 'creative')",0.396705,0.3709571,-0.0257479
54,1.2298665,1.2578597,"('incapable', 'capable')",1.2298665,1.2578597,0.0279932
55,0.6972255,0.81703913,"('incompetent', 'clever')",0.6972255,0.8170391,0.1198136
56,1.1864824,1.136894,"('impractical', 'practical')",1.1864824,1.136894,-0.0495884
57,-2.382135,-2.486354,"('unimaginative', 'imaginative')",-2.3821349,-2.4863541,-0.1042192
58,-0.199513,-0.20045179,"('undiscriminating', 'discriminating')",-0.199513,-0.2004518,-0.0009388
59,0.106457755,0.065879524,"('foolish', 'wise')",0.1064578,0.0658795,-0.0405783
60,0.72250974,0.9857475,"('inefficient', 'efficient')",0.7225097,0.9857475,0.2632378
61,0.023122828,-0.16415158,"('illogical', 'logical')",0.0231228,-0.1641516,-0.1872744
62,1.120838,1.2759461,"('incompetent', 'brilliant')",1.120838,1.2759461,0.1551081
63,0.5042285,0.52536404,"('unperceptive', 'insightful')",0.5042285,0.525364,0.0211355
64,-5.9808264,-5.926472,"('shy', 'confident')",-5.9808264,-5.9264722,0.0543542
65,0.08455305,0.15837052,"('insecure', 'secure')",0.084553,0.1583705,0.0738175
66,-0.255618,-0.35296303,"('inactive', 'active')",-0.255618,-0.352963,-0.097345
67,-0.12162128,-0.14441127,"('doubtful', 'determined')",-0.1216213,-0.1444113,-0.02279
68,-0.90770525,-0.9350497,"('dependent', 'independent')",-0.9077052,-0.9350497,-0.0273445
69,-1.7933884,-1.8373216,"('lazy', 'industrious')",-1.7933884,-1.8373216,-0.0439332
70,0.94874173,0.99260473,"('lethargic', 'energetic')",0.9487417,0.9926047,0.043863
71,0.36629513,0.29076564,"('diffident', 'self-confident')",0.3662951,0.2907656,-0.0755295
72,0.74258333,0.8848199,"('unambitious', 'ambitious')",0.7425833,0.8848199,0.1422366
73,-3.3067245,-3.3530514,"('helpless', 'self-reliant')",-3.3067245,-3.3530514,-0.0463269
74,-0.033073276,-0.13203306,"('undedicated', 'dedicated')",-0.0330733,-0.1320331,-0.0989598
75,-0.98902804,-0.86126244,"('meek', 'impulsive')",-0.989028,-0.8612624,0.1277656
76,-0.021097017,0.031612925,"('anxious', 'daring')",-0.021097,0.0316129,0.0527099
77,-1.3621335,-1.1567289,"('unmotivated', 'motivated')",-1.3621335,-1.1567289,0.2054046
78,-0.5084861,-0.5675873,"('nonresilient', 'resilient')",-0.5084861,-0.5675873,-0.0591012
79,-0.63053644,-0.650678,"('wavering', 'unwavering')",-0.6305364,-0.650678,-0.0201416
80,-0.22052296,-0.3178009,"('dominated', 'dominating')",-0.220523,-0.3178009,-0.0972779
81,0.32855436,0.41342503,"('submissive', 'aggressive')",0.3285544,0.413425,0.0848706
82,6.4973927,6.6070833,"('poor', 'rich')",6.4973927,6.6070833,0.1096906
83,-0.23435467,-0.22337769,"('powerless', 'powerful')",-0.2343547,-0.2233777,0.010977
84,-0.24537592,-0.28496957,"('inferior', 'superior')",-0.2453759,-0.2849696,-0.0395937
85,-0.8098837,-1.013394,"('insignificant', 'prestigious')",-0.8098837,-1.013394,-0.2035103
86,0.41222656,0.34285703,"('uninfluential', 'influential')",0.4122266,0.342857,-0.0693696
87,0.019134833,0.022788882,"('unsuccessful', 'successful')",0.0191348,0.0227889,0.0036541
88,0.7218344,0.5311337,"('low', 'eminent')",0.7218344,0.5311337,-0.1907007
