,applause_male,applause_female,tuple,average_male,average_female,female-male
0,0.5674385,0.60782945,"('unsociable', 'sociable')",0.5674385,0.6078295,0.040391
1,1.5782574,1.383756,"('unfriendly', 'friendly')",1.5782574,1.383756,-0.1945014
2,0.35468286,0.3986386,"('unlikable', 'likable')",0.3546829,0.3986386,0.0439557
3,1.2516458,1.334893,"('repellent', 'pleasant')",1.2516458,1.334893,0.0832472
4,-6.8056936,-6.8362393,"('disliked', 'liked')",-6.8056936,-6.8362393,-0.0305457
5,0.1382221,0.14493757,"('distant', 'outgoing')",0.1382221,0.1449376,0.0067155
6,0.3204205,0.25271365,"('distant', 'open')",0.3204205,0.2527137,-0.0677068
7,1.623977,1.6587285,"('insensitive', 'sensitive')",1.6239769,1.6587285,0.0347516
8,1.0969659,0.9541024,"('unaffectionate', 'affectionate')",1.0969659,0.9541024,-0.1428635
9,1.7245008,1.7210194,"('unaffectionate', 'caring')",1.7245008,1.7210194,-0.0034814
10,1.3792851,1.4934664,"('unsympathetic', 'sympathetic')",1.3792851,1.4934664,0.1141813
11,2.1749258,2.2317855,"('unhelpful', 'helpful')",2.1749258,2.2317855,0.0568597
12,-0.876139,-0.7277248,"('unsupportive', 'supportive')",-0.876139,-0.7277248,0.1484142
13,0.4631524,0.4477884,"('impolite', 'polite')",0.4631524,0.4477884,-0.015364
14,0.14167155,0.26325423,"('antisocial', 'social')",0.1416716,0.2632542,0.1215826
15,0.59195817,0.49097717,"('boring', 'funny')",0.5919582,0.4909772,-0.100981
16,-0.4983368,-0.46248466,"('unpopular', 'popular')",-0.4983368,-0.4624847,0.0358521
17,-0.28927174,-0.21887109,"('nasty', 'nice')",-0.2892717,-0.2188711,0.0704006
18,-0.11245915,-0.12110971,"('disagreeable', 'welcoming')",-0.1124592,-0.1211097,-0.0086505
19,-0.19657114,-0.1879164,"('inhospitable', 'hospitable')",-0.1965711,-0.1879164,0.0086547
20,0.5743456,0.50547165,"('rough', 'thoughtful')",0.5743456,0.5054716,-0.068874
21,0.55597335,0.7507708,"('immoral', 'moral')",0.5559734,0.7507708,0.1947974
22,0.21945316,0.2962592,"('untrustworthy', 'trustworthy')",0.2194532,0.2962592,0.076806
23,6.7928953,6.8491297,"('insincere', 'sincere')",6.7928953,6.8491297,0.0562344
24,2.3589776,2.4348948,"('dishonest', 'honest')",2.3589776,2.4348948,0.0759172
25,0.7262395,0.4942674,"('egoistic', 'altruistic')",0.7262395,0.4942674,-0.2319721
26,0.3644716,0.19704545,"('hardhearted', 'benevolent')",0.3644716,0.1970454,-0.1674262
27,2.004015,1.751193,"('hardhearted', 'softhearted')",2.004015,1.751193,-0.252822
28,1.261133,1.1585695,"('disloyal', 'loyal')",1.261133,1.1585695,-0.1025635
29,-0.7261629,-0.8030659,"('unfair', 'fair')",-0.7261629,-0.8030659,-0.076903
30,1.1329873,1.2138916,"('intolerant', 'tolerant')",1.1329873,1.2138916,0.0809043
31,-1.537472,-1.5881091,"('evil', 'good')",-1.537472,-1.5881091,-0.0506371
32,1.546377,1.4626863,"('unkind', 'kind')",1.5463769,1.4626863,-0.0836906
33,-0.051044345,-0.07649561,"('wrong', 'right')",-0.0510443,-0.0764956,-0.0254513
34,4.7460628,4.8885894,"('mean', 'honorable')",4.7460628,4.8885894,0.1425266
35,-1.2148489,-1.4073893,"('corrupt', 'incorrupt')",-1.2148489,-1.4073893,-0.1925404
36,-1.3485982,-1.5394201,"('hostile', 'amicable')",-1.3485982,-1.5394201,-0.1908219
37,1.2793343,1.1716349,"('fake', 'genuine')",1.2793343,1.1716349,-0.1076994
38,0.007596731,0.06409277,"('untruthful', 'truthful')",0.0075967,0.0640928,0.0564961
39,0.33657148,0.38176718,"('exploitative', 'cooperative')",0.3365715,0.3817672,0.0451957
40,-0.40600312,-0.5697391,"('stingy', 'generous')",-0.4060031,-0.5697391,-0.163736
41,0.0093221385,-0.044961073,"('unforgiving', 'forgiving')",0.0093221,-0.0449611,-0.0542832
42,-1.7135433,-1.732993,"('unreliable', 'reliable')",-1.7135433,-1.732993,-0.0194497
43,1.2577163,1.3209965,"('irresponsible', 'responsible')",1.2577163,1.3209965,0.0632802
44,-1.7226762,-1.8628558,"('prejudiced', 'unprejudiced')",-1.7226762,-1.8628558,-0.1401796
45,0.85268545,0.8313545,"('incompetent', 'competent')",0.8526855,0.8313545,-0.021331
46,-0.2363256,-0.106202364,"('uncompetitive', 'competitive')",-0.2363256,-0.1062024,0.1301232
47,4.989407,5.114767,"('stupid', 'smart')",4.9894071,5.1147671,0.12536
48,0.87781894,0.87974054,"('unintelligent', 'intelligent')",0.8778189,0.8797405,0.0019216
49,0.49448442,0.62814444,"('unable', 'able')",0.4944844,0.6281444,0.13366
50,-0.120622076,-0.19950198,"('clumsy', 'skillful')",-0.1206221,-0.199502,-0.0788799
51,1.314749,1.2996187,"('uneducated', 'educated')",1.314749,1.2996187,-0.0151303
52,-0.3073823,-0.44830826,"('irrational', 'rational')",-0.3073823,-0.4483083,-0.140926
53,-0.02374312,-0.12105563,"('uncreative', 'creative')",-0.0237431,-0.1210556,-0.0973125
54,1.262363,1.453822,"('incapable', 'capable')",1.262363,1.453822,0.191459
55,1.545494,1.6063939,"('incompetent', 'clever')",1.545494,1.6063939,0.0608999
56,0.90634394,1.0507797,"('impractical', 'practical')",0.9063439,1.0507797,0.1444358
57,-2.0147715,-2.053225,"('unimaginative', 'imaginative')",-2.0147715,-2.053225,-0.0384535
58,0.19782655,0.09327836,"('undiscriminating', 'discriminating')",0.1978265,0.0932784,-0.1045481
59,-0.10109207,-0.14394838,"('foolish', 'wise')",-0.1010921,-0.1439484,-0.0428563
60,1.002148,1.1664371,"('inefficient', 'efficient')",1.002148,1.1664371,0.1642891
61,0.53723896,0.42678624,"('illogical', 'logical')",0.537239,0.4267862,-0.1104528
62,1.9530761,2.1360571,"('incompetent', 'brilliant')",1.9530761,2.1360571,0.182981
63,1.163561,1.2545905,"('unperceptive', 'insightful')",1.163561,1.2545905,0.0910295
64,-5.612994,-5.3146205,"('shy', 'confident')",-5.6129942,-5.3146205,0.2983737
65,0.7651241,0.8694165,"('insecure', 'secure')",0.7651241,0.8694165,0.1042924
66,-0.4506716,-0.41836497,"('inactive', 'active')",-0.4506716,-0.418365,0.0323066
67,-0.9649097,-0.8860925,"('doubtful', 'determined')",-0.9649097,-0.8860925,0.0788172
68,-0.3049258,-0.26699716,"('dependent', 'independent')",-0.3049258,-0.2669972,0.0379286
69,-2.1081548,-2.071496,"('lazy', 'industrious')",-2.1081548,-2.071496,0.0366588
70,2.1212015,2.1725266,"('lethargic', 'energetic')",2.1212015,2.1725266,0.0513251
71,0.6096237,0.68793064,"('diffident', 'self-confident')",0.6096237,0.6879306,0.0783069
72,1.1951722,1.3397348,"('unambitious', 'ambitious')",1.1951722,1.3397348,0.1445626
73,-2.34721,-2.3446953,"('helpless', 'self-reliant')",-2.3472099,-2.3446953,0.0025146
74,0.44239378,0.28970674,"('undedicated', 'dedicated')",0.4423938,0.2897067,-0.1526871
75,-1.05375,-0.99785686,"('meek', 'impulsive')",-1.05375,-0.9978569,0.0558931
76,0.6961228,0.6840395,"('anxious', 'daring')",0.6961228,0.6840395,-0.0120833
77,-1.1153811,-0.8454724,"('unmotivated', 'motivated')",-1.1153811,-0.8454724,0.2699087
78,-0.5054627,-0.45232207,"('nonresilient', 'resilient')",-0.5054627,-0.4523221,0.0531406
79,-0.39353806,-0.4894736,"('wavering', 'unwavering')",-0.3935381,-0.4894736,-0.0959355
80,0.4053392,0.49383327,"('dominated', 'dominating')",0.4053392,0.4938333,0.0884941
81,0.18890423,0.37955213,"('submissive', 'aggressive')",0.1889042,0.3795521,0.1906479
82,6.3949876,6.4868913,"('poor', 'rich')",6.3949876,6.4868913,0.0919037
83,-0.26640257,-0.18583952,"('powerless', 'powerful')",-0.2664026,-0.1858395,0.0805631
84,0.18181026,0.16385101,"('inferior', 'superior')",0.1818103,0.163851,-0.0179593
85,-1.5875343,-1.8135461,"('insignificant', 'prestigious')",-1.5875343,-1.8135461,-0.2260118
86,1.1301329,1.1384152,"('uninfluential', 'influential')",1.1301329,1.1384152,0.0082823
87,0.64816463,0.8083421,"('unsuccessful', 'successful')",0.6481646,0.8083421,0.1601775
88,0.37011808,0.42714322,"('low', 'eminent')",0.3701181,0.4271432,0.0570251
