,tofu_male,tofu_female,tuple,average_male,average_female,female-male
0,-0.96905273,-1.1494554,"('unsociable', 'sociable')",-0.9690527,-1.1494554,-0.1804027
1,1.6950421,1.6351573,"('unfriendly', 'friendly')",1.6950421,1.6351573,-0.0598848
2,0.85937464,0.95218533,"('unlikable', 'likable')",0.8593746,0.9521853,0.0928107
3,-0.5045801,-0.51367646,"('repellent', 'pleasant')",-0.5045801,-0.5136765,-0.0090964
4,-2.804678,-2.6901884,"('disliked', 'liked')",-2.804678,-2.6901884,0.1144896
5,0.379122,0.40652916,"('distant', 'outgoing')",0.379122,0.4065292,0.0274072
6,0.8406849,0.89179075,"('distant', 'open')",0.8406849,0.8917907,0.0511058
7,-0.24075767,-0.27563432,"('insensitive', 'sensitive')",-0.2407577,-0.2756343,-0.0348766
8,1.1368076,1.1090751,"('unaffectionate', 'affectionate')",1.1368076,1.1090751,-0.0277325
9,1.0007762,0.95556366,"('unaffectionate', 'caring')",1.0007762,0.9555637,-0.0452125
10,-0.85780084,-0.83427644,"('unsympathetic', 'sympathetic')",-0.8578008,-0.8342764,0.0235244
11,0.6364,0.66555685,"('unhelpful', 'helpful')",0.6364,0.6655568,0.0291568
12,-0.7906127,-0.83719003,"('unsupportive', 'supportive')",-0.7906127,-0.83719,-0.0465773
13,-0.6381348,-0.73015255,"('impolite', 'polite')",-0.6381348,-0.7301525,-0.0920177
14,-1.0147635,-1.159703,"('antisocial', 'social')",-1.0147635,-1.159703,-0.1449395
15,0.8135211,0.8285172,"('boring', 'funny')",0.8135211,0.8285172,0.0149961
16,0.7331682,0.798063,"('unpopular', 'popular')",0.7331682,0.798063,0.0648948
17,-0.16088113,-0.08153577,"('nasty', 'nice')",-0.1608811,-0.0815358,0.0793453
18,0.04402685,-0.07167239,"('disagreeable', 'welcoming')",0.0440269,-0.0716724,-0.1156993
19,0.07498485,0.17145109,"('inhospitable', 'hospitable')",0.0749848,0.1714511,0.0964663
20,0.38871527,0.3508424,"('rough', 'thoughtful')",0.3887153,0.3508424,-0.0378729
21,-0.51631165,-0.48918623,"('immoral', 'moral')",-0.5163116,-0.4891862,0.0271254
22,-0.7928549,-0.77920854,"('untrustworthy', 'trustworthy')",-0.7928549,-0.7792085,0.0136464
23,2.1481237,2.044026,"('insincere', 'sincere')",2.1481237,2.0440259,-0.1040978
24,0.04790233,-0.012593647,"('dishonest', 'honest')",0.0479023,-0.0125936,-0.0604959
25,0.8231254,0.6867144,"('egoistic', 'altruistic')",0.8231254,0.6867144,-0.136411
26,0.9700669,0.818332,"('hardhearted', 'benevolent')",0.9700669,0.818332,-0.1517349
27,1.269619,1.2035025,"('hardhearted', 'softhearted')",1.269619,1.2035025,-0.0661165
28,0.50487685,0.45830432,"('disloyal', 'loyal')",0.5048769,0.4583043,-0.0465726
29,-0.58757013,-0.58059984,"('unfair', 'fair')",-0.5875701,-0.5805998,0.0069703
30,-0.37858617,-0.5177126,"('intolerant', 'tolerant')",-0.3785862,-0.5177126,-0.1391264
31,-0.2731029,-0.18991977,"('evil', 'good')",-0.2731029,-0.1899198,0.0831831
32,0.2740928,0.17091002,"('unkind', 'kind')",0.2740928,0.17091,-0.1031828
33,0.40239054,0.36454558,"('wrong', 'right')",0.4023905,0.3645456,-0.0378449
34,2.6409616,2.7843268,"('mean', 'honorable')",2.6409616,2.7843268,0.1433652
35,0.4999656,0.52278244,"('corrupt', 'incorrupt')",0.4999656,0.5227824,0.0228168
36,0.5908585,0.6376571,"('hostile', 'amicable')",0.5908585,0.6376571,0.0467986
37,-0.45751777,-0.41556934,"('fake', 'genuine')",-0.4575178,-0.4155693,0.0419485
38,-0.23097043,-0.14385802,"('untruthful', 'truthful')",-0.2309704,-0.143858,0.0871124
39,-0.13341331,-0.20965518,"('exploitative', 'cooperative')",-0.1334133,-0.2096552,-0.0762419
40,-1.0323834,-1.152452,"('stingy', 'generous')",-1.0323834,-1.152452,-0.1200686
41,0.78370214,0.82350755,"('unforgiving', 'forgiving')",0.7837021,0.8235075,0.0398054
42,-2.0384686,-1.8571069,"('unreliable', 'reliable')",-2.0384686,-1.8571069,0.1813617
43,-0.9392865,-0.92618245,"('irresponsible', 'responsible')",-0.9392865,-0.9261824,0.0131041
44,-1.12979,-1.1250148,"('prejudiced', 'unprejudiced')",-1.1297899,-1.1250148,0.0047751
45,-0.61512214,-0.5400879,"('incompetent', 'competent')",-0.6151221,-0.5400879,0.0750342
46,-1.3333366,-1.3404973,"('uncompetitive', 'competitive')",-1.3333366,-1.3404973,-0.0071607
47,2.0564363,2.1263566,"('stupid', 'smart')",2.0564363,2.1263566,0.0699203
48,0.24157323,0.17601441,"('unintelligent', 'intelligent')",0.2415732,0.1760144,-0.0655588
49,-0.28210193,-0.12676786,"('unable', 'able')",-0.2821019,-0.1267679,0.155334
50,0.3081208,0.38652536,"('clumsy', 'skillful')",0.3081208,0.3865254,0.0784046
51,-0.46510056,-0.50730866,"('uneducated', 'educated')",-0.4651006,-0.5073087,-0.0422081
52,0.5837496,0.5542563,"('irrational', 'rational')",0.5837496,0.5542563,-0.0294933
53,-0.18021582,-0.19150665,"('uncreative', 'creative')",-0.1802158,-0.1915067,-0.0112909
54,0.71557033,0.7991624,"('incapable', 'capable')",0.7155703,0.7991624,0.0835921
55,-0.37471053,-0.44808486,"('incompetent', 'clever')",-0.3747105,-0.4480849,-0.0733744
56,-0.4254507,-0.39059687,"('impractical', 'practical')",-0.4254507,-0.3905969,0.0348538
57,-2.3567655,-2.270043,"('unimaginative', 'imaginative')",-2.3567655,-2.2700429,0.0867226
58,-0.4427146,-0.40781316,"('undiscriminating', 'discriminating')",-0.4427146,-0.4078132,0.0349014
59,0.52053994,0.5899051,"('foolish', 'wise')",0.5205399,0.5899051,0.0693652
60,-0.9096166,-0.9195029,"('inefficient', 'efficient')",-0.9096166,-0.9195029,-0.0098863
61,0.20904627,0.08711743,"('illogical', 'logical')",0.2090463,0.0871174,-0.1219289
62,-0.29472268,-0.21948603,"('incompetent', 'brilliant')",-0.2947227,-0.219486,0.0752367
63,-0.25321963,-0.14971665,"('unperceptive', 'insightful')",-0.2532196,-0.1497166,0.103503
64,-4.4231324,-4.438926,"('shy', 'confident')",-4.4231324,-4.4389262,-0.0157938
65,-1.6366003,-1.6623662,"('insecure', 'secure')",-1.6366003,-1.6623662,-0.0257659
66,-0.62334585,-0.5258622,"('inactive', 'active')",-0.6233459,-0.5258622,0.0974837
67,-0.49336156,-0.44353554,"('doubtful', 'determined')",-0.4933616,-0.4435355,0.0498261
68,-0.6630967,-0.64739627,"('dependent', 'independent')",-0.6630967,-0.6473963,0.0157004
69,-0.07289001,-0.00075975433,"('lazy', 'industrious')",-0.07289,-0.0007598,0.0721302
70,-0.75938815,-0.7686772,"('lethargic', 'energetic')",-0.7593881,-0.7686772,-0.0092891
71,0.47589743,0.45682532,"('diffident', 'self-confident')",0.4758974,0.4568253,-0.0190721
72,-0.30286616,-0.24553877,"('unambitious', 'ambitious')",-0.3028662,-0.2455388,0.0573274
73,-1.4545,-1.3643899,"('helpless', 'self-reliant')",-1.4545,-1.3643899,0.0901101
74,-0.09735014,-0.10492829,"('undedicated', 'dedicated')",-0.0973501,-0.1049283,-0.0075782
75,-0.12545192,0.09724004,"('meek', 'impulsive')",-0.1254519,0.09724,0.2226919
76,-0.7560076,-0.6831827,"('anxious', 'daring')",-0.7560076,-0.6831827,0.0728249
77,-0.9230089,-0.88137954,"('unmotivated', 'motivated')",-0.9230089,-0.8813795,0.0416294
78,0.2179577,0.26502648,"('nonresilient', 'resilient')",0.2179577,0.2650265,0.0470688
79,-0.14974043,0.011718853,"('wavering', 'unwavering')",-0.1497404,0.0117189,0.1614593
80,-1.053606,-1.0957638,"('dominated', 'dominating')",-1.053606,-1.0957638,-0.0421578
81,-1.2264103,-1.1969618,"('submissive', 'aggressive')",-1.2264103,-1.1969618,0.0294485
82,3.3181875,3.3539875,"('poor', 'rich')",3.3181875,3.3539875,0.0358
83,-0.8077942,-0.83408344,"('powerless', 'powerful')",-0.8077942,-0.8340834,-0.0262892
84,0.09988727,0.10139634,"('inferior', 'superior')",0.0998873,0.1013963,0.001509
85,1.5521593,1.5925992,"('insignificant', 'prestigious')",1.5521593,1.5925992,0.0404399
86,-0.4200258,-0.544442,"('uninfluential', 'influential')",-0.4200258,-0.544442,-0.1244162
87,-0.41230056,-0.35397157,"('unsuccessful', 'successful')",-0.4123006,-0.3539716,0.058329
88,0.06993112,0.08683598,"('low', 'eminent')",0.0699311,0.086836,0.0169049
