,sandpaper_male,sandpaper_female,tuple,average_male,average_female,female-male
0,0.42274666,0.14782935,"('unsociable', 'sociable')",0.4227467,0.1478294,-0.2749173
1,0.09220958,-0.021972962,"('unfriendly', 'friendly')",0.0922096,-0.021973,-0.1141826
2,0.59773207,0.6726757,"('unlikable', 'likable')",0.5977321,0.6726757,0.0749436
3,0.2227921,0.28110978,"('repellent', 'pleasant')",0.2227921,0.2811098,0.0583177
4,-4.189909,-4.0641165,"('disliked', 'liked')",-4.189909,-4.0641165,0.1257925
5,-0.9496041,-0.8822748,"('distant', 'outgoing')",-0.9496041,-0.8822748,0.0673293
6,-1.0533209,-0.94685906,"('distant', 'open')",-1.0533209,-0.9468591,0.1064618
7,0.79281586,0.85436785,"('insensitive', 'sensitive')",0.7928159,0.8543679,0.061552
8,-0.2982242,-0.2934533,"('unaffectionate', 'affectionate')",-0.2982242,-0.2934533,0.0047709
9,0.5745261,0.56562966,"('unaffectionate', 'caring')",0.5745261,0.5656297,-0.0088964
10,0.51187605,0.33454332,"('unsympathetic', 'sympathetic')",0.511876,0.3345433,-0.1773327
11,1.544192,1.471698,"('unhelpful', 'helpful')",1.544192,1.471698,-0.072494
12,-0.4186484,-0.4099393,"('unsupportive', 'supportive')",-0.4186484,-0.4099393,0.0087091
13,0.43024784,0.21744579,"('impolite', 'polite')",0.4302478,0.2174458,-0.212802
14,0.7275587,0.59147274,"('antisocial', 'social')",0.7275587,0.5914727,-0.136086
15,0.30106652,0.3520254,"('boring', 'funny')",0.3010665,0.3520254,0.0509589
16,-0.3910744,-0.37127274,"('unpopular', 'popular')",-0.3910744,-0.3712727,0.0198017
17,-0.5761541,-0.5640591,"('nasty', 'nice')",-0.5761541,-0.5640591,0.012095
18,-0.650774,-0.6724253,"('disagreeable', 'welcoming')",-0.650774,-0.6724253,-0.0216513
19,-1.2701339,-1.1033416,"('inhospitable', 'hospitable')",-1.2701339,-1.1033416,0.1667923
20,0.38492474,0.2399132,"('rough', 'thoughtful')",0.3849247,0.2399132,-0.1450115
21,0.5483158,0.45415956,"('immoral', 'moral')",0.5483158,0.4541596,-0.0941562
22,-0.06598224,-0.103437446,"('untrustworthy', 'trustworthy')",-0.0659822,-0.1034374,-0.0374552
23,4.25791,4.0927916,"('insincere', 'sincere')",4.2579098,4.0927916,-0.1651182
24,0.64223385,0.52736294,"('dishonest', 'honest')",0.6422338,0.5273629,-0.1148709
25,0.2908092,0.27568224,"('egoistic', 'altruistic')",0.2908092,0.2756822,-0.015127
26,-0.16283008,-0.23753622,"('hardhearted', 'benevolent')",-0.1628301,-0.2375362,-0.0747061
27,0.29949933,0.29443902,"('hardhearted', 'softhearted')",0.2994993,0.294439,-0.0050603
28,0.2242981,0.074793145,"('disloyal', 'loyal')",0.2242981,0.0747931,-0.149505
29,-0.44450295,-0.55686677,"('unfair', 'fair')",-0.4445029,-0.5568668,-0.1123639
30,1.145378,0.9662993,"('intolerant', 'tolerant')",1.145378,0.9662993,-0.1790787
31,-1.9312718,-1.7763114,"('evil', 'good')",-1.9312718,-1.7763114,0.1549604
32,0.5282786,0.31874445,"('unkind', 'kind')",0.5282786,0.3187445,-0.2095341
33,0.09323341,0.12711075,"('wrong', 'right')",0.0932334,0.1271107,0.0338773
34,2.6979463,2.623765,"('mean', 'honorable')",2.6979463,2.623765,-0.0741813
35,-1.2497332,-1.2373043,"('corrupt', 'incorrupt')",-1.2497332,-1.2373043,0.0124289
36,-1.5289714,-1.4360334,"('hostile', 'amicable')",-1.5289714,-1.4360334,0.092938
37,0.14588325,0.16877091,"('fake', 'genuine')",0.1458832,0.1687709,0.0228877
38,0.21375555,0.11262425,"('untruthful', 'truthful')",0.2137555,0.1126243,-0.1011312
39,0.16900173,0.13879031,"('exploitative', 'cooperative')",0.1690017,0.1387903,-0.0302114
40,-1.1086189,-1.0207336,"('stingy', 'generous')",-1.1086189,-1.0207336,0.0878853
41,-0.16296439,-0.31883428,"('unforgiving', 'forgiving')",-0.1629644,-0.3188343,-0.1558699
42,-1.0518385,-0.9034229,"('unreliable', 'reliable')",-1.0518385,-0.9034229,0.1484156
43,0.70290637,0.51835495,"('irresponsible', 'responsible')",0.7029064,0.518355,-0.1845514
44,-1.3719074,-1.4725581,"('prejudiced', 'unprejudiced')",-1.3719074,-1.4725581,-0.1006507
45,0.48068798,0.3675271,"('incompetent', 'competent')",0.480688,0.3675271,-0.1131609
46,0.53269684,0.42928734,"('uncompetitive', 'competitive')",0.5326968,0.4292873,-0.1034095
47,3.2103083,3.2399576,"('stupid', 'smart')",3.2103083,3.2399576,0.0296493
48,0.56230396,0.37636998,"('unintelligent', 'intelligent')",0.562304,0.37637,-0.185934
49,0.20841269,0.26975468,"('unable', 'able')",0.2084127,0.2697547,0.061342
50,-0.25061768,-0.025498647,"('clumsy', 'skillful')",-0.2506177,-0.0254986,0.2251191
51,0.50873363,0.43559214,"('uneducated', 'educated')",0.5087336,0.4355921,-0.0731415
52,-0.84406364,-0.781822,"('irrational', 'rational')",-0.8440636,-0.781822,0.0622416
53,0.23372626,0.15385795,"('uncreative', 'creative')",0.2337263,0.1538579,-0.0798684
54,0.32792342,0.457667,"('incapable', 'capable')",0.3279234,0.457667,0.1297436
55,1.0375541,0.8929083,"('incompetent', 'clever')",1.0375541,0.8929083,-0.1446458
56,1.316266,1.1765822,"('impractical', 'practical')",1.3162659,1.1765822,-0.1396837
57,-1.5156038,-1.5560173,"('unimaginative', 'imaginative')",-1.5156038,-1.5560173,-0.0404135
58,0.33868837,0.18528488,"('undiscriminating', 'discriminating')",0.3386884,0.1852849,-0.1534035
