,dock_male,dock_female,tuple,average_male,average_female,female-male
0,0.42194587,0.5380023,"('unsociable', 'sociable')",0.4219459,0.5380023,0.1160564
1,1.7786211,1.6583383,"('unfriendly', 'friendly')",1.7786211,1.6583383,-0.1202828
2,0.58111936,0.69508606,"('unlikable', 'likable')",0.5811194,0.6950861,0.1139667
3,0.25072747,0.41642612,"('repellent', 'pleasant')",0.2507275,0.4164261,0.1656986
4,-7.026546,-6.9711275,"('disliked', 'liked')",-7.026546,-6.9711275,0.0554185
5,-0.19971941,-0.48818186,"('distant', 'outgoing')",-0.1997194,-0.4881819,-0.2884625
6,0.586729,0.26030287,"('distant', 'open')",0.586729,0.2603029,-0.3264261
7,0.99985904,1.2296954,"('insensitive', 'sensitive')",0.999859,1.2296954,0.2298364
8,1.936823,1.751905,"('unaffectionate', 'affectionate')",1.936823,1.751905,-0.184918
9,2.3108041,2.1887593,"('unaffectionate', 'caring')",2.3108041,2.1887593,-0.1220448
10,0.73642766,0.8856666,"('unsympathetic', 'sympathetic')",0.7364277,0.8856666,0.1492389
11,1.9363264,2.0620449,"('unhelpful', 'helpful')",1.9363264,2.0620449,0.1257185
12,-1.1926486,-1.1102251,"('unsupportive', 'supportive')",-1.1926486,-1.1102251,0.0824235
13,-0.27203673,-0.1373277,"('impolite', 'polite')",-0.2720367,-0.1373277,0.134709
14,0.033046544,0.3035331,"('antisocial', 'social')",0.0330465,0.3035331,0.2704866
15,0.80440456,0.6865857,"('boring', 'funny')",0.8044046,0.6865857,-0.1178189
16,-0.46325707,-0.37179214,"('unpopular', 'popular')",-0.4632571,-0.3717921,0.091465
17,-0.21751855,-0.22302398,"('nasty', 'nice')",-0.2175186,-0.223024,-0.0055054
18,-0.86088103,-0.87725604,"('disagreeable', 'welcoming')",-0.860881,-0.877256,-0.016375
19,-0.4255504,-0.55580515,"('inhospitable', 'hospitable')",-0.4255504,-0.5558051,-0.1302547
20,0.29065454,0.41915894,"('rough', 'thoughtful')",0.2906545,0.4191589,0.1285044
21,-0.7128694,-0.4339754,"('immoral', 'moral')",-0.7128694,-0.4339754,0.278894
22,-0.45809418,-0.335888,"('untrustworthy', 'trustworthy')",-0.4580942,-0.335888,0.1222062
23,6.3059764,6.352665,"('insincere', 'sincere')",6.3059764,6.3526649,0.0466885
24,1.530182,1.508233,"('dishonest', 'honest')",1.530182,1.508233,-0.021949
25,0.9953575,0.84747183,"('egoistic', 'altruistic')",0.9953575,0.8474718,-0.1478857
26,1.431373,1.2989781,"('hardhearted', 'benevolent')",1.431373,1.2989781,-0.1323949
27,1.2337106,1.0465744,"('hardhearted', 'softhearted')",1.2337106,1.0465744,-0.1871362
