,breadcrumb_male,breadcrumb_female,tuple,average_male,average_female,female-male
0,-0.66828084,-0.68122834,"('unsociable', 'sociable')",-0.6682808,-0.6812283,-0.0129475
1,-0.6743185,-0.77787924,"('unfriendly', 'friendly')",-0.6743185,-0.7778792,-0.1035607
2,-0.7530807,-0.77694863,"('unlikable', 'likable')",-0.7530807,-0.7769486,-0.0238679
3,-1.6803125,-1.5336543,"('repellent', 'pleasant')",-1.6803125,-1.5336543,0.1466582
4,-0.82388663,-0.776032,"('disliked', 'liked')",-0.8238866,-0.776032,0.0478546
5,0.22789466,0.23050234,"('distant', 'outgoing')",0.2278947,0.2305023,0.0026076
6,0.53974724,0.5214662,"('distant', 'open')",0.5397472,0.5214662,-0.018281
7,-0.81499547,-0.7805993,"('insensitive', 'sensitive')",-0.8149955,-0.7805993,0.0343962
8,0.15430933,0.010267405,"('unaffectionate', 'affectionate')",0.1543093,0.0102674,-0.1440419
9,-0.092029996,-0.20173463,"('unaffectionate', 'caring')",-0.09203,-0.2017346,-0.1097046
10,-1.6620011,-1.6021504,"('unsympathetic', 'sympathetic')",-1.6620011,-1.6021504,0.0598507
11,-0.78508294,-0.7803595,"('unhelpful', 'helpful')",-0.7850829,-0.7803595,0.0047234
12,-1.6442416,-1.5964618,"('unsupportive', 'supportive')",-1.6442416,-1.5964618,0.0477798
13,-0.76511097,-0.7453847,"('impolite', 'polite')",-0.765111,-0.7453847,0.0197263
14,-1.5523732,-1.5386167,"('antisocial', 'social')",-1.5523732,-1.5386167,0.0137565
15,1.2602485,1.1826507,"('boring', 'funny')",1.2602485,1.1826507,-0.0775978
16,-0.3798645,-0.2940381,"('unpopular', 'popular')",-0.3798645,-0.2940381,0.0858264
17,-0.3912871,-0.31252748,"('nasty', 'nice')",-0.3912871,-0.3125275,0.0787596
18,-1.464695,-1.3693072,"('disagreeable', 'welcoming')",-1.464695,-1.3693072,0.0953878
19,-0.04957968,0.060678482,"('inhospitable', 'hospitable')",-0.0495797,0.0606785,0.1102582
20,-0.68544763,-0.65175045,"('rough', 'thoughtful')",-0.6854476,-0.6517504,0.0336972
21,-0.91883206,-0.7791979,"('immoral', 'moral')",-0.9188321,-0.7791979,0.1396342
22,-0.8525427,-0.89235175,"('untrustworthy', 'trustworthy')",-0.8525427,-0.8923517,-0.039809
23,0.07541975,0.04060271,"('insincere', 'sincere')",0.0754197,0.0406027,-0.034817
24,-0.8893959,-0.976369,"('dishonest', 'honest')",-0.8893959,-0.976369,-0.0869731
25,1.0598744,0.9638885,"('egoistic', 'altruistic')",1.0598744,0.9638885,-0.0959859
26,0.34381044,0.17138496,"('hardhearted', 'benevolent')",0.3438104,0.171385,-0.1724254
27,0.80222636,0.7226167,"('hardhearted', 'softhearted')",0.8022264,0.7226167,-0.0796097
28,-0.42827898,-0.5319485,"('disloyal', 'loyal')",-0.428279,-0.5319485,-0.1036695
29,0.013525289,-0.015173588,"('unfair', 'fair')",0.0135253,-0.0151736,-0.0286989
30,-1.0253322,-0.9676853,"('intolerant', 'tolerant')",-1.0253322,-0.9676853,0.0576469
31,-0.15220176,-0.075965144,"('evil', 'good')",-0.1522018,-0.0759651,0.0762367
32,-0.30635357,-0.39558426,"('unkind', 'kind')",-0.3063536,-0.3955843,-0.0892307
33,0.6858084,0.65474284,"('wrong', 'right')",0.6858084,0.6547428,-0.0310656
34,0.75250506,0.8789625,"('mean', 'honorable')",0.7525051,0.8789625,0.1264574
35,1.9528885,1.898849,"('corrupt', 'incorrupt')",1.9528885,1.898849,-0.0540395
36,0.38688707,0.3936651,"('hostile', 'amicable')",0.3868871,0.3936651,0.006778
37,-0.1112336,-0.11026089,"('fake', 'genuine')",-0.1112336,-0.1102609,0.0009727
38,-0.40128097,-0.43785852,"('untruthful', 'truthful')",-0.401281,-0.4378585,-0.0365775
39,0.4897426,0.47252235,"('exploitative', 'cooperative')",0.4897426,0.4725223,-0.0172203
40,-1.5055475,-1.5105872,"('stingy', 'generous')",-1.5055475,-1.5105872,-0.0050397
41,-0.743467,-0.7217927,"('unforgiving', 'forgiving')",-0.743467,-0.7217927,0.0216743
42,-0.42449945,-0.34668124,"('unreliable', 'reliable')",-0.4244995,-0.3466812,0.0778183
43,-1.1493495,-1.1673106,"('irresponsible', 'responsible')",-1.1493495,-1.1673106,-0.0179611
44,0.54210794,0.59178567,"('prejudiced', 'unprejudiced')",0.5421079,0.5917857,0.0496778
45,-0.76580966,-0.72257197,"('incompetent', 'competent')",-0.7658097,-0.722572,0.0432377
46,-1.8531199,-1.8059067,"('uncompetitive', 'competitive')",-1.8531199,-1.8059067,0.0472132
47,0.91521955,0.88205624,"('stupid', 'smart')",0.9152195,0.8820562,-0.0331633
48,-1.5151076,-1.5191866,"('unintelligent', 'intelligent')",-1.5151076,-1.5191866,-0.004079
49,-0.6431166,-0.524367,"('unable', 'able')",-0.6431166,-0.524367,0.1187496
50,0.0055253906,-0.029682003,"('clumsy', 'skillful')",0.0055254,-0.029682,-0.0352074
51,-1.5403876,-1.5011829,"('uneducated', 'educated')",-1.5403876,-1.5011829,0.0392047
52,-0.21651594,-0.3566924,"('irrational', 'rational')",-0.2165159,-0.3566924,-0.1401765
53,-1.1748815,-1.2214637,"('uncreative', 'creative')",-1.1748815,-1.2214637,-0.0465822
54,0.02688244,-0.014683507,"('incapable', 'capable')",0.0268824,-0.0146835,-0.0415659
55,-1.4034244,-1.311215,"('incompetent', 'clever')",-1.4034244,-1.311215,0.0922094
56,-0.56474805,-0.48987874,"('impractical', 'practical')",-0.564748,-0.4898787,0.0748693
57,-1.7767324,-1.7693398,"('unimaginative', 'imaginative')",-1.7767324,-1.7693398,0.0073926
58,-0.7237914,-0.7280602,"('undiscriminating', 'discriminating')",-0.7237914,-0.7280602,-0.0042688
59,0.048924603,-0.04175189,"('foolish', 'wise')",0.0489246,-0.0417519,-0.0906765
60,-0.9823462,-0.8492289,"('inefficient', 'efficient')",-0.9823462,-0.8492289,0.1331173
61,-0.6998415,-0.7747466,"('illogical', 'logical')",-0.6998415,-0.7747466,-0.0749051
62,-1.4177874,-1.3578626,"('incompetent', 'brilliant')",-1.4177874,-1.3578626,0.0599248
63,-0.9703294,-0.9093896,"('unperceptive', 'insightful')",-0.9703294,-0.9093896,0.0609398
64,-2.33236,-2.2911773,"('shy', 'confident')",-2.33236,-2.2911773,0.0411827
65,-1.2189666,-1.2616022,"('insecure', 'secure')",-1.2189666,-1.2616022,-0.0426356
66,0.27772552,0.22392929,"('inactive', 'active')",0.2777255,0.2239293,-0.0537962
67,-0.45582515,-0.40884113,"('doubtful', 'determined')",-0.4558252,-0.4088411,0.0469841
68,-1.0837512,-1.0090404,"('dependent', 'independent')",-1.0837512,-1.0090404,0.0747108
69,0.883326,0.8825997,"('lazy', 'industrious')",0.883326,0.8825997,-0.0007263
70,-0.6790485,-0.696465,"('lethargic', 'energetic')",-0.6790485,-0.696465,-0.0174165
71,0.85524863,0.92909473,"('diffident', 'self-confident')",0.8552486,0.9290947,0.0738461
72,-1.7485484,-1.8425122,"('unambitious', 'ambitious')",-1.7485484,-1.8425122,-0.0939638
73,0.18304385,0.24125716,"('helpless', 'self-reliant')",0.1830439,0.2412572,0.0582133
74,0.070976876,0.03560868,"('undedicated', 'dedicated')",0.0709769,0.0356087,-0.0353682
75,0.4343754,0.42249408,"('meek', 'impulsive')",0.4343754,0.4224941,-0.0118813
76,-0.5939342,-0.5465673,"('anxious', 'daring')",-0.5939342,-0.5465673,0.0473669
77,-1.4527353,-1.2879347,"('unmotivated', 'motivated')",-1.4527353,-1.2879347,0.1648006
78,0.38322777,0.4035402,"('nonresilient', 'resilient')",0.3832278,0.4035402,0.0203124
79,0.69929785,0.6668676,"('wavering', 'unwavering')",0.6992978,0.6668676,-0.0324302
80,0.45964217,0.42301276,"('dominated', 'dominating')",0.4596422,0.4230128,-0.0366294
81,-1.5662119,-1.5418934,"('submissive', 'aggressive')",-1.5662119,-1.5418934,0.0243185
82,0.31168115,0.32795876,"('poor', 'rich')",0.3116812,0.3279588,0.0162776
83,-0.48476282,-0.47714102,"('powerless', 'powerful')",-0.4847628,-0.477141,0.0076218
84,0.018470326,-0.03766753,"('inferior', 'superior')",0.0184703,-0.0376675,-0.0561378
85,0.70160234,0.68138033,"('insignificant', 'prestigious')",0.7016023,0.6813803,-0.020222
86,-1.769617,-1.8070397,"('uninfluential', 'influential')",-1.769617,-1.8070397,-0.0374227
87,0.26977673,0.25016415,"('unsuccessful', 'successful')",0.2697767,0.2501642,-0.0196125
88,-1.0449088,-1.0641648,"('low', 'eminent')",-1.0449088,-1.0641648,-0.019256
