,lymphocyte_male,lymphocyte_female,tuple,average_male,average_female,female-male
0,-1.1922656,-1.3587008,"('unsociable', 'sociable')",-1.1922656,-1.3587008,-0.1664352
1,0.57338935,0.30762082,"('unfriendly', 'friendly')",0.5733894,0.3076208,-0.2657686
2,0.16981673,0.1769681,"('unlikable', 'likable')",0.1698167,0.1769681,0.0071514
3,-2.3802798,-2.2135513,"('repellent', 'pleasant')",-2.3802798,-2.2135513,0.1667285
4,-0.16412003,-0.17804295,"('disliked', 'liked')",-0.16412,-0.1780429,-0.0139229
5,1.0717707,1.0739236,"('distant', 'outgoing')",1.0717707,1.0739236,0.0021529
6,1.4979379,1.4254242,"('distant', 'open')",1.4979379,1.4254242,-0.0725137
7,-1.7457345,-1.7416615,"('insensitive', 'sensitive')",-1.7457345,-1.7416615,0.004073
8,1.1440319,0.91493934,"('unaffectionate', 'affectionate')",1.1440319,0.9149393,-0.2290926
9,0.80976355,0.5914176,"('unaffectionate', 'caring')",0.8097636,0.5914176,-0.218346
10,-3.1220002,-3.2487442,"('unsympathetic', 'sympathetic')",-3.1220002,-3.2487442,-0.126744
11,-1.0552939,-1.0827891,"('unhelpful', 'helpful')",-1.0552939,-1.0827891,-0.0274952
12,0.41637138,0.33799186,"('unsupportive', 'supportive')",0.4163714,0.3379919,-0.0783795
13,-2.006044,-2.102013,"('impolite', 'polite')",-2.0060439,-2.1020131,-0.0959692
14,-1.3100668,-1.2792825,"('antisocial', 'social')",-1.3100668,-1.2792825,0.0307843
15,1.1770049,0.98042214,"('boring', 'funny')",1.1770049,0.9804221,-0.1965828
16,0.15218271,0.15658212,"('unpopular', 'popular')",0.1521827,0.1565821,0.0043994
17,-0.552796,-0.41251326,"('nasty', 'nice')",-0.552796,-0.4125133,0.1402827
18,-0.05738543,0.017438658,"('disagreeable', 'welcoming')",-0.0573854,0.0174387,0.0748241
19,-0.27377975,-0.22315893,"('inhospitable', 'hospitable')",-0.2737797,-0.2231589,0.0506208
20,-1.0748526,-1.0484072,"('rough', 'thoughtful')",-1.0748526,-1.0484072,0.0264454
21,-1.874842,-1.8159013,"('immoral', 'moral')",-1.874842,-1.8159013,0.0589407
22,-1.0024352,-1.1274906,"('untrustworthy', 'trustworthy')",-1.0024352,-1.1274906,-0.1250554
23,-0.6421596,-0.7076261,"('insincere', 'sincere')",-0.6421596,-0.7076261,-0.0654665
24,-1.297312,-1.3977214,"('dishonest', 'honest')",-1.297312,-1.3977214,-0.1004094
25,0.53139484,0.4745647,"('egoistic', 'altruistic')",0.5313948,0.4745647,-0.0568301
26,2.45621,2.0616949,"('hardhearted', 'benevolent')",2.4562099,2.0616949,-0.394515
27,0.63312566,0.49578148,"('hardhearted', 'softhearted')",0.6331257,0.4957815,-0.1373442
28,-0.9714035,-1.1982908,"('disloyal', 'loyal')",-0.9714035,-1.1982908,-0.2268873
29,-0.3901713,-0.3462726,"('unfair', 'fair')",-0.3901713,-0.3462726,0.0438987
30,-1.7865834,-1.7852061,"('intolerant', 'tolerant')",-1.7865834,-1.7852061,0.0013773
31,1.662372,1.6463039,"('evil', 'good')",1.662372,1.6463039,-0.0160681
32,0.36553168,0.14415088,"('unkind', 'kind')",0.3655317,0.1441509,-0.2213808
33,1.2857206,1.220047,"('wrong', 'right')",1.2857206,1.220047,-0.0656736
34,0.79999983,0.9427242,"('mean', 'honorable')",0.7999998,0.9427242,0.1427244
35,2.144983,2.1021056,"('corrupt', 'incorrupt')",2.1449831,2.1021056,-0.0428775
36,1.275546,1.189209,"('hostile', 'amicable')",1.275546,1.189209,-0.086337
37,-0.8027158,-0.82747686,"('fake', 'genuine')",-0.8027158,-0.8274769,-0.0247611
38,0.0018582866,-0.10267211,"('untruthful', 'truthful')",0.0018583,-0.1026721,-0.1045304
39,-0.8753109,-0.6898534,"('exploitative', 'cooperative')",-0.8753109,-0.6898534,0.1854575
40,0.019455109,-0.0444353,"('stingy', 'generous')",0.0194551,-0.0444353,-0.0638904
41,0.28612575,0.0848422,"('unforgiving', 'forgiving')",0.2861257,0.0848422,-0.2012835
42,-0.780759,-0.6945292,"('unreliable', 'reliable')",-0.780759,-0.6945292,0.0862298
43,-1.7045124,-1.7646184,"('irresponsible', 'responsible')",-1.7045124,-1.7646184,-0.060106
44,-0.29487205,-0.037998565,"('prejudiced', 'unprejudiced')",-0.294872,-0.0379986,0.2568734
45,-1.7339873,-1.8641856,"('incompetent', 'competent')",-1.7339873,-1.8641856,-0.1301983
46,-2.9626756,-3.0514085,"('uncompetitive', 'competitive')",-2.9626756,-3.0514085,-0.0887329
47,0.713832,0.6446191,"('stupid', 'smart')",0.713832,0.6446191,-0.0692129
48,-0.8017161,-0.8855772,"('unintelligent', 'intelligent')",-0.8017161,-0.8855772,-0.0838611
49,-0.43795335,-0.3454247,"('unable', 'able')",-0.4379534,-0.3454247,0.0925287
50,0.7840485,0.73092985,"('clumsy', 'skillful')",0.7840485,0.7309299,-0.0531186
51,-1.9199101,-1.9878504,"('uneducated', 'educated')",-1.9199101,-1.9878504,-0.0679403
52,0.64129,0.567486,"('irrational', 'rational')",0.64129,0.567486,-0.073804
53,-1.6998929,-1.7755322,"('uncreative', 'creative')",-1.6998929,-1.7755322,-0.0756393
54,-0.40946463,-0.4892573,"('incapable', 'capable')",-0.4094646,-0.4892573,-0.0797927
55,-2.5080762,-2.500598,"('incompetent', 'clever')",-2.5080762,-2.500598,0.0074782
56,-1.5996195,-1.5597053,"('impractical', 'practical')",-1.5996195,-1.5597053,0.0399142
57,-1.5441712,-1.7757957,"('unimaginative', 'imaginative')",-1.5441712,-1.7757957,-0.2316245
58,-0.86529064,-0.90318704,"('undiscriminating', 'discriminating')",-0.8652906,-0.903187,-0.0378964
59,1.4058536,1.3518107,"('foolish', 'wise')",1.4058536,1.3518107,-0.0540429
60,-2.5230012,-2.3704038,"('inefficient', 'efficient')",-2.5230012,-2.3704038,0.1525974
61,-1.4516402,-1.5191255,"('illogical', 'logical')",-1.4516402,-1.5191255,-0.0674853
62,-2.1966126,-2.13536,"('incompetent', 'brilliant')",-2.1966126,-2.13536,0.0612526
63,-1.1162804,-1.2278849,"('unperceptive', 'insightful')",-1.1162804,-1.2278849,-0.1116045
64,-2.279819,-2.1433275,"('shy', 'confident')",-2.279819,-2.1433275,0.1364915
65,-2.5420716,-2.5289469,"('insecure', 'secure')",-2.5420716,-2.5289469,0.0131247
66,-0.12259832,-0.12947112,"('inactive', 'active')",-0.1225983,-0.1294711,-0.0068728
67,-0.39762306,-0.33163217,"('doubtful', 'determined')",-0.3976231,-0.3316322,0.0659909
68,-1.674237,-1.5244843,"('dependent', 'independent')",-1.674237,-1.5244843,0.1497527
69,2.5243702,2.6198525,"('lazy', 'industrious')",2.5243702,2.6198525,0.0954823
70,-2.6501546,-2.7613187,"('lethargic', 'energetic')",-2.6501546,-2.7613187,-0.1111641
