,supreme_male,supreme_female,tuple,average_male,average_female,female-male
0,-0.18445978,-0.24733217,"('unsociable', 'sociable')",-0.1844598,-0.2473322,-0.0628724
1,1.5218093,1.4783694,"('unfriendly', 'friendly')",1.5218093,1.4783694,-0.0434399
2,0.6773404,0.8085302,"('unlikable', 'likable')",0.6773404,0.8085302,0.1311898
3,0.64143884,0.7966003,"('repellent', 'pleasant')",0.6414388,0.7966003,0.1551615
4,-7.053209,-7.0023317,"('disliked', 'liked')",-7.0532088,-7.0023317,0.0508771
5,-0.13068053,-0.029848088,"('distant', 'outgoing')",-0.1306805,-0.0298481,0.1008324
6,0.097841844,0.16745448,"('distant', 'open')",0.0978418,0.1674545,0.0696127
7,1.2811985,1.2948629,"('insensitive', 'sensitive')",1.2811985,1.2948629,0.0136644
8,1.3539197,1.2300123,"('unaffectionate', 'affectionate')",1.3539197,1.2300123,-0.1239074
9,1.5135247,1.5160574,"('unaffectionate', 'caring')",1.5135247,1.5160574,0.0025327
10,1.0793021,1.0924155,"('unsympathetic', 'sympathetic')",1.0793021,1.0924155,0.0131134
11,1.8760486,1.903718,"('unhelpful', 'helpful')",1.8760486,1.903718,0.0276694
12,-1.1185602,-1.1183068,"('unsupportive', 'supportive')",-1.1185602,-1.1183068,0.0002534
13,-0.0036897063,0.0105332695,"('impolite', 'polite')",-0.0036897,0.0105333,0.014223
14,-0.048834566,-0.064150915,"('antisocial', 'social')",-0.0488346,-0.0641509,-0.0153163
15,0.46404165,0.49058712,"('boring', 'funny')",0.4640417,0.4905871,0.0265454
16,-0.7287491,-0.61996245,"('unpopular', 'popular')",-0.7287491,-0.6199625,0.1087866
17,-0.03681292,0.011255898,"('nasty', 'nice')",-0.0368129,0.0112559,0.0480688
18,-0.29100382,-0.30732757,"('disagreeable', 'welcoming')",-0.2910038,-0.3073276,-0.0163238
19,0.18880385,0.27014664,"('inhospitable', 'hospitable')",0.1888039,0.2701466,0.0813427
20,0.70452857,0.63719565,"('rough', 'thoughtful')",0.7045286,0.6371956,-0.067333
21,0.31816754,0.46057737,"('immoral', 'moral')",0.3181675,0.4605774,0.1424099
22,-0.099497646,-0.09680888,"('untrustworthy', 'trustworthy')",-0.0994976,-0.0968089,0.0026887
23,6.618531,6.686317,"('insincere', 'sincere')",6.6185312,6.686317,0.0677858
24,2.0138195,2.086546,"('dishonest', 'honest')",2.0138195,2.0865459,0.0727264
25,0.40973735,0.2991748,"('egoistic', 'altruistic')",0.4097373,0.2991748,-0.1105625
26,0.35468048,0.2662408,"('hardhearted', 'benevolent')",0.3546805,0.2662408,-0.0884397
27,1.6818417,1.5401508,"('hardhearted', 'softhearted')",1.6818417,1.5401508,-0.1416909
28,1.2833865,1.2722397,"('disloyal', 'loyal')",1.2833865,1.2722397,-0.0111468
29,-0.043043226,-0.1046772,"('unfair', 'fair')",-0.0430432,-0.1046772,-0.061634
30,1.1846573,1.106067,"('intolerant', 'tolerant')",1.1846573,1.1060669,-0.0785904
31,-1.0828843,-1.0601997,"('evil', 'good')",-1.0828843,-1.0601997,0.0226846
32,1.2955376,1.1715763,"('unkind', 'kind')",1.2955376,1.1715763,-0.1239613
33,-0.5056699,-0.4304079,"('wrong', 'right')",-0.5056699,-0.4304079,0.075262
