,sauce_male,sauce_female,tuple,average_male,average_female,female-male
0,0.412141,0.36136198,"('unsociable', 'sociable')",0.412141,0.361362,-0.050779
1,1.3712693,1.2871355,"('unfriendly', 'friendly')",1.3712693,1.2871355,-0.0841338
2,0.841226,0.91317433,"('unlikable', 'likable')",0.841226,0.9131743,0.0719483
3,1.0870267,1.282969,"('repellent', 'pleasant')",1.0870267,1.282969,0.1959423
4,-6.6984205,-6.6034093,"('disliked', 'liked')",-6.6984205,-6.6034093,0.0950112
5,-0.045738667,-0.024283784,"('distant', 'outgoing')",-0.0457387,-0.0242838,0.0214549
6,0.10392873,0.120356634,"('distant', 'open')",0.1039287,0.1203566,0.0164279
7,1.6274021,1.6271409,"('insensitive', 'sensitive')",1.6274021,1.6271409,-0.0002612
8,0.9858233,0.9007628,"('unaffectionate', 'affectionate')",0.9858233,0.9007628,-0.0850605
9,1.4028199,1.409521,"('unaffectionate', 'caring')",1.4028199,1.409521,0.0067011
10,1.700529,1.7260954,"('unsympathetic', 'sympathetic')",1.700529,1.7260954,0.0255664
11,2.2549038,2.251707,"('unhelpful', 'helpful')",2.2549038,2.2517071,-0.0031967
12,-0.7251688,-0.6975348,"('unsupportive', 'supportive')",-0.7251688,-0.6975348,0.027634
13,0.43318015,0.38569596,"('impolite', 'polite')",0.4331802,0.385696,-0.0474842
14,0.33724365,0.27414963,"('antisocial', 'social')",0.3372436,0.2741496,-0.063094
15,0.25115624,0.23781714,"('boring', 'funny')",0.2511562,0.2378171,-0.0133391
16,-0.4879247,-0.35729855,"('unpopular', 'popular')",-0.4879247,-0.3572986,0.1306261
17,0.005027989,0.044076376,"('nasty', 'nice')",0.005028,0.0440764,0.0390484
18,0.0058703683,-0.026794873,"('disagreeable', 'welcoming')",0.0058704,-0.0267949,-0.0326653
19,-0.026225578,-0.047032528,"('inhospitable', 'hospitable')",-0.0262256,-0.0470325,-0.0208069
20,0.8152075,0.724211,"('rough', 'thoughtful')",0.8152075,0.724211,-0.0909965
21,0.60303706,0.6837065,"('immoral', 'moral')",0.6030371,0.6837065,0.0806694
22,0.35974348,0.29362977,"('untrustworthy', 'trustworthy')",0.3597435,0.2936298,-0.0661137
23,6.7335,6.7217984,"('insincere', 'sincere')",6.7335,6.7217984,-0.0117016
24,2.4297678,2.4036243,"('dishonest', 'honest')",2.4297678,2.4036243,-0.0261435
25,0.43496782,0.35708436,"('egoistic', 'altruistic')",0.4349678,0.3570844,-0.0778834
26,-0.14352076,-0.16495883,"('hardhearted', 'benevolent')",-0.1435208,-0.1649588,-0.021438
27,1.4698768,1.3679361,"('hardhearted', 'softhearted')",1.4698768,1.3679361,-0.1019407
28,1.3390522,1.3466219,"('disloyal', 'loyal')",1.3390522,1.3466219,0.0075697
29,-0.09714467,-0.2094661,"('unfair', 'fair')",-0.0971447,-0.2094661,-0.1123214
30,1.2233462,1.0919145,"('intolerant', 'tolerant')",1.2233462,1.0919145,-0.1314317
31,-1.4113066,-1.4049299,"('evil', 'good')",-1.4113066,-1.4049299,0.0063767
32,1.4615517,1.3934366,"('unkind', 'kind')",1.4615517,1.3934366,-0.0681151
33,-0.50674224,-0.5172978,"('wrong', 'right')",-0.5067422,-0.5172978,-0.0105556
34,4.408914,4.510537,"('mean', 'honorable')",4.4089141,4.5105371,0.101623
35,-1.0228274,-1.1142784,"('corrupt', 'incorrupt')",-1.0228274,-1.1142784,-0.091451
36,-1.1978939,-1.2276063,"('hostile', 'amicable')",-1.1978939,-1.2276063,-0.0297124
37,0.98962796,0.98922956,"('fake', 'genuine')",0.989628,0.9892296,-0.0003984
38,0.36575305,0.25521195,"('untruthful', 'truthful')",0.3657531,0.2552119,-0.1105412
39,0.15915811,0.17494018,"('exploitative', 'cooperative')",0.1591581,0.1749402,0.0157821
40,-0.77550405,-0.8001225,"('stingy', 'generous')",-0.7755041,-0.8001225,-0.0246184
41,0.039079044,-0.031357028,"('unforgiving', 'forgiving')",0.039079,-0.031357,-0.070436
42,-1.1212382,-1.1041833,"('unreliable', 'reliable')",-1.1212382,-1.1041833,0.0170549
43,1.6018602,1.5328298,"('irresponsible', 'responsible')",1.6018602,1.5328298,-0.0690304
44,-1.3942088,-1.5213286,"('prejudiced', 'unprejudiced')",-1.3942088,-1.5213286,-0.1271198
45,0.77818125,0.85234576,"('incompetent', 'competent')",0.7781813,0.8523458,0.0741645
46,-0.051086206,0.04850688,"('uncompetitive', 'competitive')",-0.0510862,0.0485069,0.0995931
47,5.4611893,5.5480742,"('stupid', 'smart')",5.4611893,5.5480742,0.0868849
48,1.1315573,1.1066343,"('unintelligent', 'intelligent')",1.1315573,1.1066343,-0.024923
49,0.43067864,0.57982284,"('unable', 'able')",0.4306786,0.5798228,0.1491442
50,0.4346084,0.5625944,"('clumsy', 'skillful')",0.4346084,0.5625944,0.127986
51,1.2479616,1.2639651,"('uneducated', 'educated')",1.2479616,1.2639651,0.0160035
52,-0.5046211,-0.44405872,"('irrational', 'rational')",-0.5046211,-0.4440587,0.0605624
53,0.54502314,0.5314028,"('uncreative', 'creative')",0.5450231,0.5314028,-0.0136203
54,1.5098141,1.5802728,"('incapable', 'capable')",1.5098141,1.5802728,0.0704587
55,1.3294455,1.3205723,"('incompetent', 'clever')",1.3294455,1.3205723,-0.0088732
56,1.0915864,1.1152905,"('impractical', 'practical')",1.0915864,1.1152905,0.0237041
57,-2.1314123,-2.0211585,"('unimaginative', 'imaginative')",-2.1314123,-2.0211585,0.1102538
58,-0.06813134,-0.06010844,"('undiscriminating', 'discriminating')",-0.0681313,-0.0601084,0.0080229
59,0.2626201,0.394377,"('foolish', 'wise')",0.2626201,0.394377,0.1317569
60,1.0879637,1.0821614,"('inefficient', 'efficient')",1.0879637,1.0821614,-0.0058023
61,0.5943954,0.5053102,"('illogical', 'logical')",0.5943954,0.5053102,-0.0890852
62,2.1754732,2.2144356,"('incompetent', 'brilliant')",2.1754732,2.2144356,0.0389624
63,1.5523374,1.6480298,"('unperceptive', 'insightful')",1.5523374,1.6480298,0.0956924
64,-4.839454,-4.7452846,"('shy', 'confident')",-4.8394542,-4.7452846,0.0941696
65,1.4261838,1.3615156,"('insecure', 'secure')",1.4261838,1.3615156,-0.0646682
66,0.101909116,0.12916932,"('inactive', 'active')",0.1019091,0.1291693,0.0272602
67,-0.804571,-0.74311185,"('doubtful', 'determined')",-0.804571,-0.7431118,0.0614592
68,0.026741097,0.036356274,"('dependent', 'independent')",0.0267411,0.0363563,0.0096152
69,-1.5998915,-1.608268,"('lazy', 'industrious')",-1.5998915,-1.608268,-0.0083765
70,2.025891,2.0600123,"('lethargic', 'energetic')",2.0258911,2.0600123,0.0341212
71,0.6764472,0.791664,"('diffident', 'self-confident')",0.6764472,0.791664,0.1152168
72,1.125135,1.1045839,"('unambitious', 'ambitious')",1.1251349,1.1045839,-0.020551
73,-2.7120647,-2.6405137,"('helpless', 'self-reliant')",-2.7120647,-2.6405137,0.071551
74,0.5173429,0.4450515,"('undedicated', 'dedicated')",0.5173429,0.4450515,-0.0722914
75,-0.76568526,-0.68041027,"('meek', 'impulsive')",-0.7656853,-0.6804103,0.085275
76,1.2480357,1.1910901,"('anxious', 'daring')",1.2480357,1.1910901,-0.0569456
77,-0.67363197,-0.65374964,"('unmotivated', 'motivated')",-0.673632,-0.6537496,0.0198824
78,-0.1776773,-0.17288074,"('nonresilient', 'resilient')",-0.1776773,-0.1728807,0.0047966
79,-0.06551311,0.012943896,"('wavering', 'unwavering')",-0.0655131,0.0129439,0.078457
80,0.4227109,0.37005123,"('dominated', 'dominating')",0.4227109,0.3700512,-0.0526597
81,0.709972,0.7680329,"('submissive', 'aggressive')",0.709972,0.7680329,0.0580609
82,6.1486783,6.360252,"('poor', 'rich')",6.1486783,6.3602519,0.2115736
83,-0.17944163,-0.2324915,"('powerless', 'powerful')",-0.1794416,-0.2324915,-0.0530499
84,-0.05070585,-0.023098063,"('inferior', 'superior')",-0.0507059,-0.0230981,0.0276078
85,-1.4863905,-1.4800514,"('insignificant', 'prestigious')",-1.4863905,-1.4800514,0.0063391
86,0.8542143,0.9051276,"('uninfluential', 'influential')",0.8542143,0.9051276,0.0509133
87,0.284873,0.4708502,"('unsuccessful', 'successful')",0.284873,0.4708502,0.1859772
88,0.2777509,0.39995718,"('low', 'eminent')",0.2777509,0.3999572,0.1222063
