,vestment_male,vestment_female,tuple,average_male,average_female,female-male
0,0.48623675,0.25270706,"('unsociable', 'sociable')",0.4862368,0.2527071,-0.2335297
1,-1.067845,-1.1768512,"('unfriendly', 'friendly')",-1.067845,-1.1768512,-0.1090062
2,0.525131,0.5169145,"('unlikable', 'likable')",0.525131,0.5169145,-0.0082165
3,0.36511946,0.4927718,"('repellent', 'pleasant')",0.3651195,0.4927718,0.1276523
4,-3.907843,-3.9321249,"('disliked', 'liked')",-3.9078431,-3.9321249,-0.0242818
5,-2.267641,-2.086875,"('distant', 'outgoing')",-2.2676411,-2.086875,0.1807661
6,-2.4082954,-2.2373075,"('distant', 'open')",-2.4082954,-2.2373075,0.1709879
7,1.1279873,1.148093,"('insensitive', 'sensitive')",1.1279873,1.148093,0.0201057
8,-0.5097455,-0.57673866,"('unaffectionate', 'affectionate')",-0.5097455,-0.5767387,-0.0669932
9,-0.46855867,-0.44446287,"('unaffectionate', 'caring')",-0.4685587,-0.4444629,0.0240958
10,0.9418942,0.7993978,"('unsympathetic', 'sympathetic')",0.9418942,0.7993978,-0.1424964
11,1.3569645,1.4331348,"('unhelpful', 'helpful')",1.3569645,1.4331348,0.0761703
12,-0.73976076,-0.6575678,"('unsupportive', 'supportive')",-0.7397608,-0.6575678,0.082193
13,0.62068903,0.49580374,"('impolite', 'polite')",0.620689,0.4958037,-0.1248853
14,1.7263336,1.6349549,"('antisocial', 'social')",1.7263336,1.6349549,-0.0913787
15,0.26875308,0.068808965,"('boring', 'funny')",0.2687531,0.068809,-0.1999441
16,-1.0053225,-0.9678226,"('unpopular', 'popular')",-1.0053225,-0.9678226,0.0374999
17,0.09297831,0.13457617,"('nasty', 'nice')",0.0929783,0.1345762,0.0415979
18,-0.2707889,-0.19099203,"('disagreeable', 'welcoming')",-0.2707889,-0.190992,0.0797969
19,-1.3331445,-1.3599857,"('inhospitable', 'hospitable')",-1.3331445,-1.3599857,-0.0268412
20,0.46736726,0.43049198,"('rough', 'thoughtful')",0.4673673,0.430492,-0.0368753
21,1.7757725,1.5950278,"('immoral', 'moral')",1.7757725,1.5950278,-0.1807447
22,0.60286266,0.58232534,"('untrustworthy', 'trustworthy')",0.6028627,0.5823253,-0.0205374
23,4.4943604,4.4089975,"('insincere', 'sincere')",4.4943604,4.4089975,-0.0853629
24,0.9930435,0.95871204,"('dishonest', 'honest')",0.9930435,0.958712,-0.0343315
25,0.07458285,0.017292859,"('egoistic', 'altruistic')",0.0745829,0.0172929,-0.05729
26,1.0653683,0.5742795,"('hardhearted', 'benevolent')",1.0653683,0.5742795,-0.4910888
27,0.5877788,0.582403,"('hardhearted', 'softhearted')",0.5877788,0.582403,-0.0053758
28,0.9637375,0.6224445,"('disloyal', 'loyal')",0.9637375,0.6224445,-0.341293
29,-1.0276529,-1.0636808,"('unfair', 'fair')",-1.0276529,-1.0636808,-0.0360279
30,1.2676095,1.2304549,"('intolerant', 'tolerant')",1.2676095,1.2304549,-0.0371546
31,-2.7434714,-2.7268841,"('evil', 'good')",-2.7434714,-2.7268841,0.0165873
32,2.0304163,1.6851768,"('unkind', 'kind')",2.0304163,1.6851768,-0.3452395
33,-0.27442455,-0.31167778,"('wrong', 'right')",-0.2744246,-0.3116778,-0.0372532
34,2.742705,2.96487,"('mean', 'honorable')",2.7427051,2.96487,0.2221649
35,-1.4539471,-1.55146,"('corrupt', 'incorrupt')",-1.4539471,-1.55146,-0.0975129
36,-1.8447384,-2.055935,"('hostile', 'amicable')",-1.8447384,-2.0559349,-0.2111965
37,0.6513008,0.6040546,"('fake', 'genuine')",0.6513008,0.6040546,-0.0472462
38,0.09006328,0.1435606,"('untruthful', 'truthful')",0.0900633,0.1435606,0.0534973
39,0.59208304,0.701941,"('exploitative', 'cooperative')",0.592083,0.701941,0.109858
40,-0.9452394,-0.9628452,"('stingy', 'generous')",-0.9452394,-0.9628452,-0.0176058
41,1.0288196,0.7839161,"('unforgiving', 'forgiving')",1.0288196,0.7839161,-0.2449035
42,-1.0100051,-0.9952537,"('unreliable', 'reliable')",-1.0100051,-0.9952537,0.0147514
43,0.8188868,0.82892054,"('irresponsible', 'responsible')",0.8188868,0.8289205,0.0100337
44,-0.6639276,-0.5915215,"('prejudiced', 'unprejudiced')",-0.6639276,-0.5915215,0.0724061
45,0.6643579,0.5728055,"('incompetent', 'competent')",0.6643579,0.5728055,-0.0915524
46,-0.4042997,-0.49306086,"('uncompetitive', 'competitive')",-0.4042997,-0.4930609,-0.0887612
47,3.1487226,3.2980595,"('stupid', 'smart')",3.1487226,3.2980595,0.1493369
48,0.52655625,0.39434624,"('unintelligent', 'intelligent')",0.5265563,0.3943462,-0.1322101
49,-0.37742496,-0.2286601,"('unable', 'able')",-0.377425,-0.2286601,0.1487649
50,0.051272716,0.05543545,"('clumsy', 'skillful')",0.0512727,0.0554354,0.0041627
51,0.73202574,0.587498,"('uneducated', 'educated')",0.7320257,0.587498,-0.1445277
52,-1.2578253,-1.3229702,"('irrational', 'rational')",-1.2578253,-1.3229702,-0.0651449
53,-1.7063582,-1.8042077,"('uncreative', 'creative')",-1.7063582,-1.8042077,-0.0978495
54,-0.13267241,-0.22844452,"('incapable', 'capable')",-0.1326724,-0.2284445,-0.0957721
55,1.2914863,1.3286353,"('incompetent', 'clever')",1.2914863,1.3286353,0.037149
56,1.5645446,1.473529,"('impractical', 'practical')",1.5645446,1.473529,-0.0910156
57,-1.6958865,-1.9091078,"('unimaginative', 'imaginative')",-1.6958865,-1.9091078,-0.2132213
58,-0.0010525603,-0.07103198,"('undiscriminating', 'discriminating')",-0.0010526,-0.071032,-0.0699794
59,-0.39078796,-0.32111728,"('foolish', 'wise')",-0.390788,-0.3211173,0.0696707
60,1.4426072,1.6368166,"('inefficient', 'efficient')",1.4426072,1.6368166,0.1942094
61,-0.3598592,-0.5378511,"('illogical', 'logical')",-0.3598592,-0.5378511,-0.1779919
62,1.2765001,1.4961053,"('incompetent', 'brilliant')",1.2765001,1.4961053,0.2196052
63,0.24640042,0.22271286,"('unperceptive', 'insightful')",0.2464004,0.2227129,-0.0236875
64,-3.1551394,-3.046005,"('shy', 'confident')",-3.1551394,-3.046005,0.1091344
65,1.3727208,1.3524297,"('insecure', 'secure')",1.3727208,1.3524297,-0.0202911
66,-1.3794453,-1.5156081,"('inactive', 'active')",-1.3794453,-1.5156081,-0.1361628
67,0.30415395,0.123559155,"('doubtful', 'determined')",0.3041539,0.1235592,-0.1805947
68,-0.9694822,-0.82387537,"('dependent', 'independent')",-0.9694822,-0.8238754,0.1456068
69,-1.7918252,-1.6407489,"('lazy', 'industrious')",-1.7918252,-1.6407489,0.1510763
70,1.259718,1.1852955,"('lethargic', 'energetic')",1.2597179,1.1852955,-0.0744224
71,-0.5560441,-0.5104405,"('diffident', 'self-confident')",-0.5560441,-0.5104405,0.0456036
72,0.11987966,0.13655975,"('unambitious', 'ambitious')",0.1198797,0.1365598,0.0166801
73,-1.9807594,-1.8196692,"('helpless', 'self-reliant')",-1.9807594,-1.8196692,0.1610902
74,0.12109973,0.009102544,"('undedicated', 'dedicated')",0.1210997,0.0091025,-0.1119972
75,-1.4098264,-1.3366708,"('meek', 'impulsive')",-1.4098264,-1.3366708,0.0731556
76,1.2562215,1.1691408,"('anxious', 'daring')",1.2562215,1.1691408,-0.0870807
