,honeydew_male,honeydew_female,tuple,average_male,average_female,female-male
0,-1.2547872,-1.383141,"('unsociable', 'sociable')",-1.2547872,-1.383141,-0.1283538
1,0.260093,-0.11123493,"('unfriendly', 'friendly')",0.260093,-0.1112349,-0.3713279
2,-0.17012616,-0.11272502,"('unlikable', 'likable')",-0.1701262,-0.112725,0.0574012
3,-1.7367163,-1.538158,"('repellent', 'pleasant')",-1.7367163,-1.5381581,0.1985582
4,-0.016300302,-0.09047218,"('disliked', 'liked')",-0.0163003,-0.0904722,-0.0741719
5,0.810444,0.6860022,"('distant', 'outgoing')",0.810444,0.6860022,-0.1244418
6,0.67063177,0.53461957,"('distant', 'open')",0.6706318,0.5346196,-0.1360122
7,-0.91231626,-0.9743994,"('insensitive', 'sensitive')",-0.9123163,-0.9743994,-0.0620831
8,0.65137666,0.37234437,"('unaffectionate', 'affectionate')",0.6513767,0.3723444,-0.2790323
9,0.10707516,-0.19685566,"('unaffectionate', 'caring')",0.1070752,-0.1968557,-0.3039309
10,-2.04032,-2.080883,"('unsympathetic', 'sympathetic')",-2.0403199,-2.080883,-0.0405631
11,-1.0582744,-1.153409,"('unhelpful', 'helpful')",-1.0582744,-1.153409,-0.0951346
12,-1.2340978,-1.3287281,"('unsupportive', 'supportive')",-1.2340978,-1.3287281,-0.0946303
13,-1.3861223,-1.3795447,"('impolite', 'polite')",-1.3861223,-1.3795447,0.0065776
14,-1.1865641,-1.158056,"('antisocial', 'social')",-1.1865641,-1.158056,0.0285081
15,0.88476527,0.7004309,"('boring', 'funny')",0.8847653,0.7004309,-0.1843344
16,-0.15421116,-0.11770795,"('unpopular', 'popular')",-0.1542112,-0.117708,0.0365032
17,0.067220464,0.26528618,"('nasty', 'nice')",0.0672205,0.2652862,0.1980657
18,-0.6098374,-0.50930816,"('disagreeable', 'welcoming')",-0.6098374,-0.5093082,0.1005292
19,0.33932376,0.42536908,"('inhospitable', 'hospitable')",0.3393238,0.4253691,0.0860453
20,-0.86722493,-0.8102368,"('rough', 'thoughtful')",-0.8672249,-0.8102368,0.0569881
21,-2.2169056,-1.9881864,"('immoral', 'moral')",-2.2169056,-1.9881864,0.2287192
22,-0.92393994,-0.9898285,"('untrustworthy', 'trustworthy')",-0.9239399,-0.9898285,-0.0658886
23,-0.28201535,-0.29555047,"('insincere', 'sincere')",-0.2820154,-0.2955505,-0.0135351
24,-1.0993778,-1.1245993,"('dishonest', 'honest')",-1.0993778,-1.1245993,-0.0252215
25,1.2218426,1.1197246,"('egoistic', 'altruistic')",1.2218426,1.1197246,-0.102118
26,1.5714612,1.2130872,"('hardhearted', 'benevolent')",1.5714612,1.2130872,-0.358374
27,0.67615426,0.5285938,"('hardhearted', 'softhearted')",0.6761543,0.5285938,-0.1475605
28,-0.6317265,-0.8030504,"('disloyal', 'loyal')",-0.6317265,-0.8030504,-0.1713239
29,-0.6310185,-0.70571154,"('unfair', 'fair')",-0.6310185,-0.7057115,-0.074693
30,-0.82735205,-0.68414193,"('intolerant', 'tolerant')",-0.827352,-0.6841419,0.1432101
31,0.28590986,0.29413196,"('evil', 'good')",0.2859099,0.294132,0.0082221
32,-0.12666246,-0.28956842,"('unkind', 'kind')",-0.1266625,-0.2895684,-0.1629059
