,grasp_male,grasp_female,tuple,average_male,average_female,female-male
0,0.22695723,0.06261263,"('unsociable', 'sociable')",0.2269572,0.0626126,-0.1643446
1,1.7106291,1.8050333,"('unfriendly', 'friendly')",1.7106291,1.8050333,0.0944042
2,0.26424775,0.45849872,"('unlikable', 'likable')",0.2642477,0.4584987,0.194251
3,1.1344199,1.2702409,"('repellent', 'pleasant')",1.1344199,1.2702409,0.135821
4,-7.527283,-7.411538,"('disliked', 'liked')",-7.5272832,-7.4115381,0.1157451
5,-0.17907205,0.2027121,"('distant', 'outgoing')",-0.1790721,0.2027121,0.3817842
6,0.16033453,0.5356166,"('distant', 'open')",0.1603345,0.5356166,0.3752821
7,1.4791607,1.5711944,"('insensitive', 'sensitive')",1.4791607,1.5711944,0.0920337
8,1.5197233,1.5618675,"('unaffectionate', 'affectionate')",1.5197233,1.5618675,0.0421442
9,2.093395,2.187282,"('unaffectionate', 'caring')",2.093395,2.1872821,0.0938871
10,1.0296452,0.94570804,"('unsympathetic', 'sympathetic')",1.0296452,0.945708,-0.0839372
11,2.226749,2.2487159,"('unhelpful', 'helpful')",2.2267489,2.2487159,0.021967
12,-1.0378172,-0.9161165,"('unsupportive', 'supportive')",-1.0378172,-0.9161165,0.1217007
13,0.14276616,-0.054971162,"('impolite', 'polite')",0.1427662,-0.0549712,-0.1977374
14,0.33936137,0.108568005,"('antisocial', 'social')",0.3393614,0.108568,-0.2307934
15,0.5543115,0.5808934,"('boring', 'funny')",0.5543115,0.5808934,0.0265819
16,-0.5648928,-0.34242213,"('unpopular', 'popular')",-0.5648928,-0.3424221,0.2224707
17,-0.40513003,-0.33907434,"('nasty', 'nice')",-0.40513,-0.3390743,0.0660557
18,-0.1130832,-0.0073552337,"('disagreeable', 'welcoming')",-0.1130832,-0.0073552,0.105728
19,-0.56631696,-0.21261315,"('inhospitable', 'hospitable')",-0.566317,-0.2126132,0.3537038
20,0.81217605,0.6089699,"('rough', 'thoughtful')",0.812176,0.6089699,-0.2032061
21,-0.027062597,0.041313067,"('immoral', 'moral')",-0.0270626,0.0413131,0.0683757
22,-0.39365637,-0.2221047,"('untrustworthy', 'trustworthy')",-0.3936564,-0.2221047,0.1715517
23,7.166565,7.195577,"('insincere', 'sincere')",7.1665649,7.1955771,0.0290122
24,2.0704687,2.1611688,"('dishonest', 'honest')",2.0704687,2.1611688,0.0907001
25,1.1963564,1.1296049,"('egoistic', 'altruistic')",1.1963564,1.1296049,-0.0667515
26,0.6823669,0.35688424,"('hardhearted', 'benevolent')",0.6823669,0.3568842,-0.3254827
27,1.9126225,1.7412456,"('hardhearted', 'softhearted')",1.9126225,1.7412456,-0.1713769
28,1.2427046,1.1722536,"('disloyal', 'loyal')",1.2427046,1.1722536,-0.070451
29,-0.49795976,-0.526699,"('unfair', 'fair')",-0.4979598,-0.526699,-0.0287392
30,1.0305657,0.9761384,"('intolerant', 'tolerant')",1.0305657,0.9761384,-0.0544273
31,-1.3865547,-1.1416163,"('evil', 'good')",-1.3865547,-1.1416163,0.2449384
32,1.3738356,1.1225991,"('unkind', 'kind')",1.3738356,1.1225991,-0.2512365
