,blackboard_male,blackboard_female,tuple,average_male,average_female,female-male
0,0.41055748,0.14077848,"('unsociable', 'sociable')",0.4105575,0.1407785,-0.269779
1,-1.1428283,-1.2159368,"('unfriendly', 'friendly')",-1.1428283,-1.2159368,-0.0731085
2,0.21062483,0.30403367,"('unlikable', 'likable')",0.2106248,0.3040337,0.0934089
3,0.33660126,0.49542654,"('repellent', 'pleasant')",0.3366013,0.4954265,0.1588252
4,-3.2345414,-3.2496843,"('disliked', 'liked')",-3.2345414,-3.2496843,-0.0151429
5,-2.1492524,-2.0561464,"('distant', 'outgoing')",-2.1492524,-2.0561464,0.093106
6,-1.9136925,-1.8764824,"('distant', 'open')",-1.9136925,-1.8764824,0.0372101
7,0.9607392,1.0181485,"('insensitive', 'sensitive')",0.9607392,1.0181485,0.0574093
8,-1.6623441,-1.6776358,"('unaffectionate', 'affectionate')",-1.6623441,-1.6776358,-0.0152917
9,-0.58166885,-0.59925944,"('unaffectionate', 'caring')",-0.5816689,-0.5992594,-0.0175905
10,0.94359064,0.7380536,"('unsympathetic', 'sympathetic')",0.9435906,0.7380536,-0.205537
11,1.8551716,1.948878,"('unhelpful', 'helpful')",1.8551716,1.948878,0.0937064
12,-0.652531,-0.5568387,"('unsupportive', 'supportive')",-0.652531,-0.5568387,0.0956923
13,0.97541654,0.78095025,"('impolite', 'polite')",0.9754165,0.7809502,-0.1944663
14,1.6342634,1.3980553,"('antisocial', 'social')",1.6342634,1.3980553,-0.2362081
15,-0.14470233,-0.33576614,"('boring', 'funny')",-0.1447023,-0.3357661,-0.1910638
16,-1.5778086,-1.3783352,"('unpopular', 'popular')",-1.5778086,-1.3783352,0.1994734
17,-0.73906946,-0.7103425,"('nasty', 'nice')",-0.7390695,-0.7103425,0.028727
18,-1.6239473,-1.5574758,"('disagreeable', 'welcoming')",-1.6239473,-1.5574758,0.0664715
19,-1.9011165,-1.7335439,"('inhospitable', 'hospitable')",-1.9011165,-1.7335439,0.1675726
20,0.10023421,0.17680196,"('rough', 'thoughtful')",0.1002342,0.176802,0.0765678
21,1.2496433,1.2639611,"('immoral', 'moral')",1.2496433,1.2639611,0.0143178
22,0.6415018,0.5244807,"('untrustworthy', 'trustworthy')",0.6415018,0.5244807,-0.1170211
23,3.0926535,3.1605265,"('insincere', 'sincere')",3.0926535,3.1605265,0.067873
24,1.036538,0.86279327,"('dishonest', 'honest')",1.036538,0.8627933,-0.1737447
25,-1.2427549,-1.1623409,"('egoistic', 'altruistic')",-1.2427549,-1.1623409,0.080414
26,0.01825798,-0.23551556,"('hardhearted', 'benevolent')",0.018258,-0.2355156,-0.2537736
27,-0.93253803,-0.9475527,"('hardhearted', 'softhearted')",-0.932538,-0.9475527,-0.0150147
28,0.2625905,0.20870996,"('disloyal', 'loyal')",0.2625905,0.20871,-0.0538805
29,-0.43970883,-0.5008396,"('unfair', 'fair')",-0.4397088,-0.5008396,-0.0611308
30,0.8659321,0.77243847,"('intolerant', 'tolerant')",0.8659321,0.7724385,-0.0934936
31,-2.9609652,-2.9514031,"('evil', 'good')",-2.9609652,-2.9514031,0.0095621
32,0.7067949,0.55488074,"('unkind', 'kind')",0.7067949,0.5548807,-0.1519142
33,-0.39008418,-0.37664118,"('wrong', 'right')",-0.3900842,-0.3766412,0.013443
34,1.0708182,1.2685364,"('mean', 'honorable')",1.0708182,1.2685364,0.1977182
35,-1.877181,-1.9353396,"('corrupt', 'incorrupt')",-1.8771811,-1.9353396,-0.0581585
36,-2.7978053,-2.7842624,"('hostile', 'amicable')",-2.7978053,-2.7842624,0.0135429
37,0.09576714,0.10941146,"('fake', 'genuine')",0.0957671,0.1094115,0.0136444
38,0.5088071,0.46099642,"('untruthful', 'truthful')",0.5088071,0.4609964,-0.0478107
39,0.55875003,0.72111094,"('exploitative', 'cooperative')",0.55875,0.7211109,0.1623609
40,-1.8424398,-1.8198442,"('stingy', 'generous')",-1.8424398,-1.8198442,0.0225956
41,-0.09179344,-0.32005164,"('unforgiving', 'forgiving')",-0.0917934,-0.3200516,-0.2282582
42,-0.15313843,-0.080024086,"('unreliable', 'reliable')",-0.1531384,-0.0800241,0.0731143
43,1.0706466,1.05498,"('irresponsible', 'responsible')",1.0706466,1.05498,-0.0156666
44,-0.65207326,-0.5783035,"('prejudiced', 'unprejudiced')",-0.6520733,-0.5783035,0.0737698
45,0.6685383,0.52117866,"('incompetent', 'competent')",0.6685383,0.5211787,-0.1473596
46,1.3178604,1.3042767,"('uncompetitive', 'competitive')",1.3178604,1.3042767,-0.0135837
47,2.0659432,2.1232626,"('stupid', 'smart')",2.0659432,2.1232626,0.0573194
48,-0.24859412,-0.254526,"('unintelligent', 'intelligent')",-0.2485941,-0.254526,-0.0059319
49,-0.86695176,-0.6586135,"('unable', 'able')",-0.8669518,-0.6586135,0.2083383
50,-0.38106355,-0.15081862,"('clumsy', 'skillful')",-0.3810636,-0.1508186,0.230245
51,0.58430624,0.4962752,"('uneducated', 'educated')",0.5843062,0.4962752,-0.088031
52,-1.8407791,-1.8389987,"('irrational', 'rational')",-1.8407791,-1.8389987,0.0017804
53,-1.03302,-0.9835622,"('uncreative', 'creative')",-1.03302,-0.9835622,0.0494578
54,-0.31062603,-0.24728571,"('incapable', 'capable')",-0.310626,-0.2472857,0.0633403
55,1.2377156,1.1927481,"('incompetent', 'clever')",1.2377156,1.1927481,-0.0449675
56,2.1950767,2.0932598,"('impractical', 'practical')",2.1950767,2.0932598,-0.1018169
57,-0.52664095,-0.741303,"('unimaginative', 'imaginative')",-0.526641,-0.741303,-0.214662
58,0.24917856,0.15207279,"('undiscriminating', 'discriminating')",0.2491786,0.1520728,-0.0971058
59,-0.9534249,-0.8153941,"('foolish', 'wise')",-0.9534249,-0.8153941,0.1380308
60,2.3000393,2.2648103,"('inefficient', 'efficient')",2.3000393,2.2648103,-0.035229
61,0.78984165,0.64153105,"('illogical', 'logical')",0.7898417,0.6415311,-0.1483106
62,1.8576939,2.0025783,"('incompetent', 'brilliant')",1.8576939,2.0025783,0.1448844
63,0.7855251,0.8502535,"('unperceptive', 'insightful')",0.7855251,0.8502535,0.0647284
64,-1.4144928,-1.4684021,"('shy', 'confident')",-1.4144928,-1.4684021,-0.0539093
65,1.2747569,1.1843451,"('insecure', 'secure')",1.2747569,1.1843451,-0.0904118
66,-1.0528113,-1.1189301,"('inactive', 'active')",-1.0528113,-1.1189301,-0.0661188
67,0.9528596,0.82635605,"('doubtful', 'determined')",0.9528596,0.8263561,-0.1265035
68,-0.13298713,-0.057842813,"('dependent', 'independent')",-0.1329871,-0.0578428,0.0751443
69,-2.2699335,-2.1657248,"('lazy', 'industrious')",-2.2699335,-2.1657248,0.1042087
70,1.6755569,1.5986156,"('lethargic', 'energetic')",1.6755569,1.5986156,-0.0769413
71,-0.32742402,-0.18450134,"('diffident', 'self-confident')",-0.327424,-0.1845013,0.1429227
72,0.07736371,0.116010435,"('unambitious', 'ambitious')",0.0773637,0.1160104,0.0386467
73,-1.116419,-0.90680325,"('helpless', 'self-reliant')",-1.116419,-0.9068033,0.2096157
74,0.5959598,0.52316,"('undedicated', 'dedicated')",0.5959598,0.52316,-0.0727998
75,-0.41531,-0.34846234,"('meek', 'impulsive')",-0.41531,-0.3484623,0.0668477
76,0.829398,0.7603791,"('anxious', 'daring')",0.829398,0.7603791,-0.0690189
77,-0.49741587,-0.34070936,"('unmotivated', 'motivated')",-0.4974159,-0.3407094,0.1567065
78,-0.4993586,-0.2913901,"('nonresilient', 'resilient')",-0.4993586,-0.2913901,0.2079685
79,-1.401794,-1.3727024,"('wavering', 'unwavering')",-1.401794,-1.3727024,0.0290916
80,2.0282154,1.9547098,"('dominated', 'dominating')",2.0282154,1.9547098,-0.0735056
81,2.1956809,2.063083,"('submissive', 'aggressive')",2.1956809,2.0630829,-0.132598
82,1.7860866,1.8838664,"('poor', 'rich')",1.7860866,1.8838664,0.0977798
83,0.10265892,0.05590568,"('powerless', 'powerful')",0.1026589,0.0559057,-0.0467532
84,0.21796373,0.27753556,"('inferior', 'superior')",0.2179637,0.2775356,0.0595719
85,-2.3029337,-2.201412,"('insignificant', 'prestigious')",-2.3029337,-2.201412,0.1015217
86,0.22381207,-0.026692089,"('uninfluential', 'influential')",0.2238121,-0.0266921,-0.2505042
87,0.60127497,0.6350842,"('unsuccessful', 'successful')",0.601275,0.6350842,0.0338092
88,-0.1300326,-0.20074636,"('low', 'eminent')",-0.1300326,-0.2007464,-0.0707138
