,friction_male,friction_female,tuple,average_male,average_female,female-male
0,0.08286817,-0.19162887,"('unsociable', 'sociable')",0.0828682,-0.1916289,-0.2744971
1,1.4206928,1.4125752,"('unfriendly', 'friendly')",1.4206928,1.4125752,-0.0081176
2,-0.1355678,0.091080636,"('unlikable', 'likable')",-0.1355678,0.0910806,0.2266484
3,0.4532913,0.58266634,"('repellent', 'pleasant')",0.4532913,0.5826663,0.129375
4,-7.9430647,-7.9540696,"('disliked', 'liked')",-7.9430647,-7.9540696,-0.0110049
5,-0.82036245,-0.56034106,"('distant', 'outgoing')",-0.8203624,-0.5603411,0.2600213
6,-0.53388584,-0.31158733,"('distant', 'open')",-0.5338858,-0.3115873,0.2222985
7,1.0517324,1.0679748,"('insensitive', 'sensitive')",1.0517324,1.0679748,0.0162424
8,1.2641416,1.3607602,"('unaffectionate', 'affectionate')",1.2641416,1.3607602,0.0966186
9,2.110711,2.1691678,"('unaffectionate', 'caring')",2.1107111,2.1691678,0.0584567
10,1.3943236,1.3499689,"('unsympathetic', 'sympathetic')",1.3943236,1.3499689,-0.0443547
11,2.4784815,2.4098885,"('unhelpful', 'helpful')",2.4784815,2.4098885,-0.068593
12,-1.4998084,-1.5611951,"('unsupportive', 'supportive')",-1.4998084,-1.5611951,-0.0613867
13,0.34392425,0.27974427,"('impolite', 'polite')",0.3439243,0.2797443,-0.06418
14,-0.0064913947,-0.41399148,"('antisocial', 'social')",-0.0064914,-0.4139915,-0.4075001
15,0.1116134,0.1798897,"('boring', 'funny')",0.1116134,0.1798897,0.0682763
16,-0.43967736,-0.37314314,"('unpopular', 'popular')",-0.4396774,-0.3731431,0.0665343
17,-0.45478386,-0.50935006,"('nasty', 'nice')",-0.4547839,-0.5093501,-0.0545662
18,-0.9949918,-1.0141622,"('disagreeable', 'welcoming')",-0.9949918,-1.0141622,-0.0191704
19,-0.93452245,-0.76538014,"('inhospitable', 'hospitable')",-0.9345224,-0.7653801,0.1691423
20,0.7587123,0.6345849,"('rough', 'thoughtful')",0.7587123,0.6345849,-0.1241274
21,0.021471854,-0.05310534,"('immoral', 'moral')",0.0214719,-0.0531053,-0.0745772
22,-0.8267669,-0.85222805,"('untrustworthy', 'trustworthy')",-0.8267669,-0.852228,-0.0254611
23,6.943481,6.9161572,"('insincere', 'sincere')",6.943481,6.9161572,-0.0273238
24,2.015902,1.9093512,"('dishonest', 'honest')",2.015902,1.9093512,-0.1065508
25,0.600348,0.4481023,"('egoistic', 'altruistic')",0.600348,0.4481023,-0.1522457
26,0.5323819,0.32653877,"('hardhearted', 'benevolent')",0.5323819,0.3265388,-0.2058431
27,1.4712317,1.3419005,"('hardhearted', 'softhearted')",1.4712317,1.3419005,-0.1293312
28,1.6067106,1.4424258,"('disloyal', 'loyal')",1.6067106,1.4424258,-0.1642848
29,-1.3897052,-1.4240022,"('unfair', 'fair')",-1.3897052,-1.4240022,-0.034297
30,1.2159874,1.0710233,"('intolerant', 'tolerant')",1.2159874,1.0710233,-0.1449641
31,-2.0894551,-1.9983802,"('evil', 'good')",-2.0894551,-1.9983802,0.0910749
32,1.3220637,1.1624578,"('unkind', 'kind')",1.3220637,1.1624578,-0.1596059
33,-0.5272496,-0.46126902,"('wrong', 'right')",-0.5272496,-0.461269,0.0659806
34,5.1722264,5.367706,"('mean', 'honorable')",5.1722264,5.3677058,0.1954794
35,-1.0375706,-1.1298814,"('corrupt', 'incorrupt')",-1.0375706,-1.1298814,-0.0923108
36,-0.5628919,-0.5910326,"('hostile', 'amicable')",-0.5628919,-0.5910326,-0.0281407
37,0.7661651,0.83632165,"('fake', 'genuine')",0.7661651,0.8363217,0.0701566
38,0.6040009,0.5286934,"('untruthful', 'truthful')",0.6040009,0.5286934,-0.0753075
39,0.46885255,0.2241346,"('exploitative', 'cooperative')",0.4688525,0.2241346,-0.2447179
