,genocide_male,genocide_female,tuple,average_male,average_female,female-male
0,0.15673488,0.13998328,"('unsociable', 'sociable')",0.1567349,0.1399833,-0.0167516
1,1.4883305,1.4966193,"('unfriendly', 'friendly')",1.4883305,1.4966193,0.0082888
2,0.33934492,0.42773205,"('unlikable', 'likable')",0.3393449,0.4277321,0.0883872
3,1.284867,1.3081896,"('repellent', 'pleasant')",1.284867,1.3081896,0.0233226
4,-7.1192083,-7.1219025,"('disliked', 'liked')",-7.1192083,-7.1219025,-0.0026942
5,-0.32606336,-0.10949619,"('distant', 'outgoing')",-0.3260634,-0.1094962,0.2165672
6,0.057545733,0.19742791,"('distant', 'open')",0.0575457,0.1974279,0.1398822
7,1.5425305,1.6189221,"('insensitive', 'sensitive')",1.5425305,1.6189221,0.0763916
8,0.9576864,0.986738,"('unaffectionate', 'affectionate')",0.9576864,0.986738,0.0290516
9,1.5694231,1.6958768,"('unaffectionate', 'caring')",1.5694231,1.6958768,0.1264537
10,1.4195601,1.475703,"('unsympathetic', 'sympathetic')",1.4195601,1.475703,0.0561429
11,1.9798493,2.0974429,"('unhelpful', 'helpful')",1.9798493,2.0974429,0.1175936
12,-1.1359828,-0.9171205,"('unsupportive', 'supportive')",-1.1359828,-0.9171205,0.2188623
13,0.25728214,0.22909507,"('impolite', 'polite')",0.2572821,0.2290951,-0.028187
14,-0.1294343,-0.13332978,"('antisocial', 'social')",-0.1294343,-0.1333298,-0.0038955
15,0.22117862,0.19494337,"('boring', 'funny')",0.2211786,0.1949434,-0.0262352
16,-0.5919025,-0.52138096,"('unpopular', 'popular')",-0.5919025,-0.521381,0.0705215
17,-0.41108933,-0.29380894,"('nasty', 'nice')",-0.4110893,-0.2938089,0.1172804
18,-0.22321007,-0.19244888,"('disagreeable', 'welcoming')",-0.2232101,-0.1924489,0.0307612
19,-0.39194685,-0.17442305,"('inhospitable', 'hospitable')",-0.3919469,-0.1744231,0.2175238
20,0.5819498,0.4623817,"('rough', 'thoughtful')",0.5819498,0.4623817,-0.1195681
21,0.23799789,0.4088123,"('immoral', 'moral')",0.2379979,0.4088123,0.1708144
22,-0.14674678,-0.03115274,"('untrustworthy', 'trustworthy')",-0.1467468,-0.0311527,0.1155941
23,6.7415094,6.8366184,"('insincere', 'sincere')",6.7415094,6.8366184,0.095109
24,1.9588368,2.0734005,"('dishonest', 'honest')",1.9588368,2.0734005,0.1145637
25,0.8080858,0.66708195,"('egoistic', 'altruistic')",0.8080858,0.667082,-0.1410038
26,0.32555076,0.1487794,"('hardhearted', 'benevolent')",0.3255508,0.1487794,-0.1767714
27,1.860102,1.6866975,"('hardhearted', 'softhearted')",1.8601021,1.6866975,-0.1734046
28,1.1381551,1.1075909,"('disloyal', 'loyal')",1.1381551,1.1075909,-0.0305642
29,-0.8536058,-0.8465931,"('unfair', 'fair')",-0.8536058,-0.8465931,0.0070127
30,0.949516,0.9988795,"('intolerant', 'tolerant')",0.949516,0.9988795,0.0493635
31,-1.5217313,-1.4876629,"('evil', 'good')",-1.5217313,-1.4876629,0.0340684
32,1.3164978,1.2535713,"('unkind', 'kind')",1.3164978,1.2535713,-0.0629265
33,-0.20970716,-0.1188499,"('wrong', 'right')",-0.2097072,-0.1188499,0.0908573
34,4.692954,4.915798,"('mean', 'honorable')",4.6929541,4.9157982,0.2228441
35,-1.2695129,-1.3423641,"('corrupt', 'incorrupt')",-1.2695129,-1.3423641,-0.0728512
36,-1.2204432,-1.285811,"('hostile', 'amicable')",-1.2204432,-1.2858109,-0.0653677
37,1.3304044,1.262196,"('fake', 'genuine')",1.3304044,1.2621959,-0.0682085
38,0.16622871,0.24192803,"('untruthful', 'truthful')",0.1662287,0.241928,0.0756993
39,0.28780162,0.2656488,"('exploitative', 'cooperative')",0.2878016,0.2656488,-0.0221528
40,-0.7547827,-0.86740804,"('stingy', 'generous')",-0.7547827,-0.867408,-0.1126253
41,-0.043917794,-0.11996912,"('unforgiving', 'forgiving')",-0.0439178,-0.1199691,-0.0760513
42,-1.8196731,-1.8338395,"('unreliable', 'reliable')",-1.8196731,-1.8338395,-0.0141664
43,1.1801653,1.2583748,"('irresponsible', 'responsible')",1.1801653,1.2583748,0.0782095
44,-1.5991644,-1.7926972,"('prejudiced', 'unprejudiced')",-1.5991644,-1.7926972,-0.1935328
45,0.49266836,0.4972637,"('incompetent', 'competent')",0.4926684,0.4972637,0.0045953
46,-0.36203235,-0.29228678,"('uncompetitive', 'competitive')",-0.3620324,-0.2922868,0.0697456
47,4.7497563,4.9197526,"('stupid', 'smart')",4.7497563,4.9197526,0.1699963
48,0.6508628,0.628559,"('unintelligent', 'intelligent')",0.6508628,0.628559,-0.0223038
49,0.41478533,0.58676827,"('unable', 'able')",0.4147853,0.5867683,0.171983
50,0.062121995,0.06804449,"('clumsy', 'skillful')",0.062122,0.0680445,0.0059225
51,1.1737041,1.1760048,"('uneducated', 'educated')",1.1737041,1.1760048,0.0023007
