,nurture_male,nurture_female,tuple,average_male,average_female,female-male
0,-0.16673408,-0.4272065,"('unsociable', 'sociable')",-0.1667341,-0.4272065,-0.2604724
1,-1.2179332,-1.2878603,"('unfriendly', 'friendly')",-1.2179332,-1.2878603,-0.0699271
2,0.67792094,0.62291026,"('unlikable', 'likable')",0.6779209,0.6229103,-0.0550106
3,-0.32095534,-0.19864362,"('repellent', 'pleasant')",-0.3209553,-0.1986436,0.1223117
4,-3.2510338,-3.071952,"('disliked', 'liked')",-3.2510338,-3.0719521,0.1790817
5,-1.8910568,-1.8741788,"('distant', 'outgoing')",-1.8910568,-1.8741788,0.016878
6,-2.256455,-2.2592793,"('distant', 'open')",-2.2564549,-2.2592793,-0.0028244
7,1.9473215,1.976483,"('insensitive', 'sensitive')",1.9473215,1.976483,0.0291615
8,-0.86024654,-0.9253951,"('unaffectionate', 'affectionate')",-0.8602465,-0.9253951,-0.0651486
9,-0.17428635,-0.21630618,"('unaffectionate', 'caring')",-0.1742864,-0.2163062,-0.0420198
10,1.1845486,1.0205523,"('unsympathetic', 'sympathetic')",1.1845486,1.0205523,-0.1639963
11,2.6837742,2.658925,"('unhelpful', 'helpful')",2.6837742,2.6589251,-0.0248491
12,0.023224276,0.1671164,"('unsupportive', 'supportive')",0.0232243,0.1671164,0.1438921
13,0.5707506,0.31764463,"('impolite', 'polite')",0.5707506,0.3176446,-0.253106
14,0.5184361,0.28600052,"('antisocial', 'social')",0.5184361,0.2860005,-0.2324356
15,0.0009250175,-0.12441802,"('boring', 'funny')",0.000925,-0.124418,-0.125343
16,-0.8507861,-0.6986984,"('unpopular', 'popular')",-0.8507861,-0.6986984,0.1520877
17,-0.83842975,-0.86591583,"('nasty', 'nice')",-0.8384297,-0.8659158,-0.0274861
18,-0.30825275,-0.3095526,"('disagreeable', 'welcoming')",-0.3082528,-0.3095526,-0.0012998
19,-1.0007374,-0.94404227,"('inhospitable', 'hospitable')",-1.0007374,-0.9440423,0.0566951
20,0.71238595,0.66155785,"('rough', 'thoughtful')",0.712386,0.6615579,-0.0508281
