,paperwork_male,paperwork_female,tuple,average_male,average_female,female-male
0,0.61220354,0.5752263,"('unsociable', 'sociable')",0.6122035,0.5752263,-0.0369772
1,0.08700577,-0.03370934,"('unfriendly', 'friendly')",0.0870058,-0.0337093,-0.1207151
2,-0.22503486,-0.13972294,"('unlikable', 'likable')",-0.2250349,-0.1397229,0.085312
3,0.84809303,1.0244247,"('repellent', 'pleasant')",0.848093,1.0244247,0.1763317
4,-7.075979,-7.0589294,"('disliked', 'liked')",-7.0759792,-7.0589294,0.0170498
5,-1.7859584,-1.7081833,"('distant', 'outgoing')",-1.7859584,-1.7081833,0.0777751
6,-1.5596056,-1.6313257,"('distant', 'open')",-1.5596056,-1.6313257,-0.0717201
7,1.7419062,1.7276198,"('insensitive', 'sensitive')",1.7419062,1.7276198,-0.0142864
8,0.55103046,0.32776552,"('unaffectionate', 'affectionate')",0.5510305,0.3277655,-0.223265
9,1.1955975,1.15957,"('unaffectionate', 'caring')",1.1955975,1.15957,-0.0360275
10,1.578235,1.4888718,"('unsympathetic', 'sympathetic')",1.578235,1.4888718,-0.0893632
11,2.2486591,2.4906628,"('unhelpful', 'helpful')",2.2486591,2.4906628,0.2420037
12,-1.0190032,-0.8527797,"('unsupportive', 'supportive')",-1.0190032,-0.8527797,0.1662235
13,0.4277991,0.5808724,"('impolite', 'polite')",0.4277991,0.5808724,0.1530733
14,0.9786375,0.92096454,"('antisocial', 'social')",0.9786375,0.9209645,-0.057673
15,0.120073736,0.0061310194,"('boring', 'funny')",0.1200737,0.006131,-0.1139427
16,-1.0005085,-0.8747725,"('unpopular', 'popular')",-1.0005085,-0.8747725,0.125736
17,-0.7161764,-0.7003103,"('nasty', 'nice')",-0.7161764,-0.7003103,0.0158661
18,-1.3829371,-1.3448942,"('disagreeable', 'welcoming')",-1.3829371,-1.3448942,0.0380429
19,-1.3409553,-1.3104522,"('inhospitable', 'hospitable')",-1.3409553,-1.3104522,0.0305031
20,0.57650006,0.4069321,"('rough', 'thoughtful')",0.5765001,0.4069321,-0.169568
21,0.23977435,0.5023488,"('immoral', 'moral')",0.2397743,0.5023488,0.2625745
22,-0.15831655,-0.043971315,"('untrustworthy', 'trustworthy')",-0.1583166,-0.0439713,0.1143453
23,6.7508407,6.922501,"('insincere', 'sincere')",6.7508407,6.9225011,0.1716604
24,1.217167,1.2411739,"('dishonest', 'honest')",1.217167,1.2411739,0.0240069
25,0.122480065,0.068065256,"('egoistic', 'altruistic')",0.1224801,0.0680653,-0.0544148
26,1.0545263,0.6793599,"('hardhearted', 'benevolent')",1.0545263,0.6793599,-0.3751664
27,1.0255616,0.7600738,"('hardhearted', 'softhearted')",1.0255616,0.7600738,-0.2654878
28,1.184288,0.9458911,"('disloyal', 'loyal')",1.184288,0.9458911,-0.2383969
29,-0.98503107,-1.1695471,"('unfair', 'fair')",-0.9850311,-1.1695471,-0.184516
30,0.82500637,0.8487689,"('intolerant', 'tolerant')",0.8250064,0.8487689,0.0237625
31,-2.615147,-2.8590405,"('evil', 'good')",-2.6151471,-2.8590405,-0.2438934
32,1.5039022,1.4276897,"('unkind', 'kind')",1.5039022,1.4276897,-0.0762125
33,-0.45596033,-0.3961942,"('wrong', 'right')",-0.4559603,-0.3961942,0.0597661
34,3.9550998,4.247132,"('mean', 'honorable')",3.9550998,4.2471318,0.292032
35,-1.6947942,-1.9744803,"('corrupt', 'incorrupt')",-1.6947942,-1.9744803,-0.2796861
36,-1.4999179,-1.7166384,"('hostile', 'amicable')",-1.4999179,-1.7166384,-0.2167205
37,0.31189966,0.10156542,"('fake', 'genuine')",0.3118997,0.1015654,-0.2103343
38,0.0128005035,0.26263028,"('untruthful', 'truthful')",0.0128005,0.2626303,0.2498298
39,-0.019282859,0.1103865,"('exploitative', 'cooperative')",-0.0192829,0.1103865,0.1296694
40,-1.6356105,-1.7624904,"('stingy', 'generous')",-1.6356105,-1.7624904,-0.1268799
41,0.4613754,0.23380543,"('unforgiving', 'forgiving')",0.4613754,0.2338054,-0.22757
42,-2.203648,-2.1341522,"('unreliable', 'reliable')",-2.2036481,-2.1341522,0.0694959
43,1.4087849,1.4381895,"('irresponsible', 'responsible')",1.4087849,1.4381895,0.0294046
44,-1.7315958,-1.8631552,"('prejudiced', 'unprejudiced')",-1.7315958,-1.8631552,-0.1315594
45,0.9816526,0.7467019,"('incompetent', 'competent')",0.9816526,0.7467019,-0.2349507
46,0.33645746,0.4074493,"('uncompetitive', 'competitive')",0.3364575,0.4074493,0.0709918
47,4.847308,4.9098506,"('stupid', 'smart')",4.8473082,4.9098506,0.0625424
48,0.45153165,0.47099224,"('unintelligent', 'intelligent')",0.4515316,0.4709922,0.0194606
49,-0.6186333,-0.412346,"('unable', 'able')",-0.6186333,-0.412346,0.2062873
50,-0.55521184,-0.4634217,"('clumsy', 'skillful')",-0.5552118,-0.4634217,0.0917901
51,0.86750704,1.0425861,"('uneducated', 'educated')",0.867507,1.0425861,0.1750791
52,-1.4718341,-1.7971258,"('irrational', 'rational')",-1.4718341,-1.7971258,-0.3252917
53,-0.1833048,-0.19923879,"('uncreative', 'creative')",-0.1833048,-0.1992388,-0.015934
54,0.54593617,0.6023831,"('incapable', 'capable')",0.5459362,0.6023831,0.0564469
55,1.450711,1.5248375,"('incompetent', 'clever')",1.450711,1.5248375,0.0741265
56,1.4217879,1.6799897,"('impractical', 'practical')",1.4217879,1.6799897,0.2582018
57,-1.808149,-1.9472096,"('unimaginative', 'imaginative')",-1.808149,-1.9472096,-0.1390606
58,0.8305274,0.7380091,"('undiscriminating', 'discriminating')",0.8305274,0.7380091,-0.0925183
59,-1.1542678,-1.2097449,"('foolish', 'wise')",-1.1542678,-1.2097449,-0.0554771
60,1.3911891,1.792972,"('inefficient', 'efficient')",1.3911891,1.792972,0.4017829
61,0.9464454,0.7302034,"('illogical', 'logical')",0.9464454,0.7302034,-0.216242
62,1.1606064,1.4670817,"('incompetent', 'brilliant')",1.1606064,1.4670817,0.3064753
63,0.9229888,1.1537354,"('unperceptive', 'insightful')",0.9229888,1.1537354,0.2307466
64,-5.6167083,-5.3168244,"('shy', 'confident')",-5.6167083,-5.3168244,0.2998839
65,0.6626978,0.88975996,"('insecure', 'secure')",0.6626978,0.88976,0.2270622
66,-0.37384123,-0.61473054,"('inactive', 'active')",-0.3738412,-0.6147305,-0.2408893
67,-0.41197112,-0.38386872,"('doubtful', 'determined')",-0.4119711,-0.3838687,0.0281024
68,-1.2773058,-1.1269059,"('dependent', 'independent')",-1.2773058,-1.1269059,0.1503999
69,-2.7831252,-2.8182626,"('lazy', 'industrious')",-2.7831252,-2.8182626,-0.0351374
70,2.1452909,2.0731647,"('lethargic', 'energetic')",2.1452909,2.0731647,-0.0721262
71,-0.34008044,-0.27571613,"('diffident', 'self-confident')",-0.3400804,-0.2757161,0.0643643
72,1.1683648,1.3709347,"('unambitious', 'ambitious')",1.1683648,1.3709347,0.2025699
73,-3.2225707,-3.0535088,"('helpless', 'self-reliant')",-3.2225707,-3.0535088,0.1690619
74,0.5193713,0.33354774,"('undedicated', 'dedicated')",0.5193713,0.3335477,-0.1858236
75,-1.2173009,-1.1948318,"('meek', 'impulsive')",-1.2173009,-1.1948318,0.0224691
76,0.40260974,0.32118422,"('anxious', 'daring')",0.4026097,0.3211842,-0.0814255
77,-0.6816609,-0.45825413,"('unmotivated', 'motivated')",-0.6816609,-0.4582541,0.2234068
78,-0.6025826,-0.52619517,"('nonresilient', 'resilient')",-0.6025826,-0.5261952,0.0763874
79,-0.6983924,-0.81678116,"('wavering', 'unwavering')",-0.6983924,-0.8167812,-0.1183888
80,0.81671613,0.7766196,"('dominated', 'dominating')",0.8167161,0.7766196,-0.0400965
81,0.876304,1.0191417,"('submissive', 'aggressive')",0.876304,1.0191417,0.1428377
82,6.2535725,6.232774,"('poor', 'rich')",6.2535725,6.2327738,-0.0207987
83,-0.51281667,-0.47589636,"('powerless', 'powerful')",-0.5128167,-0.4758964,0.0369203
84,0.01168301,-0.028249338,"('inferior', 'superior')",0.011683,-0.0282493,-0.0399323
85,-2.577688,-2.771115,"('insignificant', 'prestigious')",-2.577688,-2.7711151,-0.1934271
86,1.2245749,1.176194,"('uninfluential', 'influential')",1.2245749,1.176194,-0.0483809
87,0.32656902,0.49505278,"('unsuccessful', 'successful')",0.326569,0.4950528,0.1684838
88,0.20611665,0.18000901,"('low', 'eminent')",0.2061166,0.180009,-0.0261076
