,adverb_male,adverb_female,tuple,average_male,average_female,female-male
0,-0.7850515,-1.0323596,"('unsociable', 'sociable')",-0.7850515,-1.0323596,-0.2473081
1,-1.0418924,-1.3879969,"('unfriendly', 'friendly')",-1.0418924,-1.3879969,-0.3461045
2,-0.12789367,-0.21592598,"('unlikable', 'likable')",-0.1278937,-0.215926,-0.0880323
3,-0.13853265,-0.15374461,"('repellent', 'pleasant')",-0.1385327,-0.1537446,-0.0152119
4,-2.026534,-2.0515387,"('disliked', 'liked')",-2.0265341,-2.0515387,-0.0250046
5,-1.2572536,-1.1727078,"('distant', 'outgoing')",-1.2572536,-1.1727078,0.0845458
6,-1.3740811,-1.3724537,"('distant', 'open')",-1.3740811,-1.3724537,0.0016274
7,-0.39891484,-0.3647083,"('insensitive', 'sensitive')",-0.3989148,-0.3647083,0.0342065
8,-1.6946192,-1.9087081,"('unaffectionate', 'affectionate')",-1.6946192,-1.9087081,-0.2140889
9,-1.436036,-1.6122415,"('unaffectionate', 'caring')",-1.436036,-1.6122415,-0.1762055
10,-0.64297676,-0.8186089,"('unsympathetic', 'sympathetic')",-0.6429768,-0.8186089,-0.1756321
11,0.97576815,0.91830164,"('unhelpful', 'helpful')",0.9757681,0.9183016,-0.0574665
12,-1.2040769,-1.2816966,"('unsupportive', 'supportive')",-1.2040769,-1.2816966,-0.0776197
13,-0.29521045,-0.39275292,"('impolite', 'polite')",-0.2952105,-0.3927529,-0.0975424
14,-0.004870453,-0.0090502035,"('antisocial', 'social')",-0.0048705,-0.0090502,-0.0041797
15,0.29499963,0.22822013,"('boring', 'funny')",0.2949996,0.2282201,-0.0667795
16,-1.0072626,-1.177781,"('unpopular', 'popular')",-1.0072626,-1.177781,-0.1705184
17,-0.11699584,-0.0151299145,"('nasty', 'nice')",-0.1169958,-0.0151299,0.1018659
18,-0.82702243,-0.96103716,"('disagreeable', 'welcoming')",-0.8270224,-0.9610372,-0.1340148
19,-1.0402257,-1.0597851,"('inhospitable', 'hospitable')",-1.0402257,-1.0597851,-0.0195594
20,0.9116399,0.8153967,"('rough', 'thoughtful')",0.9116399,0.8153967,-0.0962432
21,1.0114175,0.897767,"('immoral', 'moral')",1.0114175,0.897767,-0.1136505
22,0.15105714,0.09823518,"('untrustworthy', 'trustworthy')",0.1510571,0.0982352,-0.0528219
23,1.4806544,1.3907418,"('insincere', 'sincere')",1.4806544,1.3907418,-0.0899126
24,0.013910389,0.015600655,"('dishonest', 'honest')",0.0139104,0.0156007,0.0016903
25,-0.12591217,-0.17129567,"('egoistic', 'altruistic')",-0.1259122,-0.1712957,-0.0453835
26,0.5518132,0.2244157,"('hardhearted', 'benevolent')",0.5518132,0.2244157,-0.3273975
27,-0.06984099,-0.18892118,"('hardhearted', 'softhearted')",-0.069841,-0.1889212,-0.1190802
28,-0.42306966,-0.6906521,"('disloyal', 'loyal')",-0.4230697,-0.6906521,-0.2675824
29,-0.4739232,-0.5582006,"('unfair', 'fair')",-0.4739232,-0.5582006,-0.0842774
30,0.35022575,0.2564355,"('intolerant', 'tolerant')",0.3502257,0.2564355,-0.0937902
31,-1.5152246,-1.6288602,"('evil', 'good')",-1.5152246,-1.6288602,-0.1136356
32,0.23364124,0.049100973,"('unkind', 'kind')",0.2336412,0.049101,-0.1845402
33,-0.056823652,-0.09296485,"('wrong', 'right')",-0.0568237,-0.0929649,-0.0361412
34,1.9269376,1.9617984,"('mean', 'honorable')",1.9269376,1.9617984,0.0348608
35,-0.17870793,-0.13109958,"('corrupt', 'incorrupt')",-0.1787079,-0.1310996,0.0476083
36,-1.0761261,-1.3256572,"('hostile', 'amicable')",-1.0761261,-1.3256572,-0.2495311
37,0.2596408,0.34256414,"('fake', 'genuine')",0.2596408,0.3425641,0.0829233
38,-0.4112621,-0.4118251,"('untruthful', 'truthful')",-0.4112621,-0.4118251,-0.000563
39,0.65915686,0.6538497,"('exploitative', 'cooperative')",0.6591569,0.6538497,-0.0053072
40,-0.71474874,-0.82684046,"('stingy', 'generous')",-0.7147487,-0.8268405,-0.1120918
41,-0.1250848,-0.42503458,"('unforgiving', 'forgiving')",-0.1250848,-0.4250346,-0.2999498
42,-0.54312086,-0.4370786,"('unreliable', 'reliable')",-0.5431209,-0.4370786,0.1060423
43,-0.038203765,-0.071059145,"('irresponsible', 'responsible')",-0.0382038,-0.0710591,-0.0328553
44,0.4877464,0.6927128,"('prejudiced', 'unprejudiced')",0.4877464,0.6927128,0.2049664
45,-0.39520246,-0.5286637,"('incompetent', 'competent')",-0.3952025,-0.5286637,-0.1334612
46,-0.012973478,-0.20905052,"('uncompetitive', 'competitive')",-0.0129735,-0.2090505,-0.196077
47,1.263975,1.2981793,"('stupid', 'smart')",1.263975,1.2981793,0.0342043
48,-0.29735935,-0.51484525,"('unintelligent', 'intelligent')",-0.2973593,-0.5148453,-0.217486
49,-0.1593347,-0.11828719,"('unable', 'able')",-0.1593347,-0.1182872,0.0410475
50,-0.2775461,-0.20720616,"('clumsy', 'skillful')",-0.2775461,-0.2072062,0.0703399
51,0.20578699,0.011697317,"('uneducated', 'educated')",0.205787,0.0116973,-0.1940897
52,-0.7999722,-1.0970064,"('irrational', 'rational')",-0.7999722,-1.0970064,-0.2970342
53,-1.3526121,-1.5050182,"('uncreative', 'creative')",-1.3526121,-1.5050182,-0.1524061
54,-1.2228333,-1.2820023,"('incapable', 'capable')",-1.2228333,-1.2820023,-0.059169
55,0.40723518,0.30569246,"('incompetent', 'clever')",0.4072352,0.3056925,-0.1015427
56,0.8461482,0.8402275,"('impractical', 'practical')",0.8461482,0.8402275,-0.0059207
57,-1.1216714,-1.3329096,"('unimaginative', 'imaginative')",-1.1216714,-1.3329096,-0.2112382
58,0.28432816,0.1159921,"('undiscriminating', 'discriminating')",0.2843282,0.1159921,-0.1683361
59,-0.57566476,-0.5803093,"('foolish', 'wise')",-0.5756648,-0.5803093,-0.0046445
60,0.443585,0.4323787,"('inefficient', 'efficient')",0.443585,0.4323787,-0.0112063
61,-0.43944392,-0.71469754,"('illogical', 'logical')",-0.4394439,-0.7146975,-0.2752536
62,0.48473358,0.6312771,"('incompetent', 'brilliant')",0.4847336,0.6312771,0.1465435
