,statue_male,statue_female,tuple,average_male,average_female,female-male
0,0.606506,0.47750592,"('unsociable', 'sociable')",0.606506,0.4775059,-0.1290001
1,1.1675208,1.1406667,"('unfriendly', 'friendly')",1.1675208,1.1406667,-0.0268541
2,0.032019127,-0.004595656,"('unlikable', 'likable')",0.0320191,-0.0045957,-0.0366148
3,0.4029441,0.39751276,"('repellent', 'pleasant')",0.4029441,0.3975128,-0.0054313
4,-6.7953076,-6.9013305,"('disliked', 'liked')",-6.7953076,-6.9013305,-0.1060229
5,-0.8296855,-0.8720147,"('distant', 'outgoing')",-0.8296855,-0.8720147,-0.0423292
6,-0.83956206,-0.86338127,"('distant', 'open')",-0.8395621,-0.8633813,-0.0238192
7,1.6081636,1.5459704,"('insensitive', 'sensitive')",1.6081636,1.5459704,-0.0621932
8,0.70927733,0.67619884,"('unaffectionate', 'affectionate')",0.7092773,0.6761988,-0.0330785
9,1.7339358,1.7466075,"('unaffectionate', 'caring')",1.7339358,1.7466075,0.0126717
10,1.3340323,1.3179222,"('unsympathetic', 'sympathetic')",1.3340323,1.3179222,-0.0161101
11,2.4119732,2.4426904,"('unhelpful', 'helpful')",2.4119732,2.4426904,0.0307172
12,-0.6822304,-0.7060134,"('unsupportive', 'supportive')",-0.6822304,-0.7060134,-0.023783
13,0.42478633,0.27289647,"('impolite', 'polite')",0.4247863,0.2728965,-0.1518898
14,0.52650094,0.4392639,"('antisocial', 'social')",0.5265009,0.4392639,-0.087237
15,0.88499975,0.7576466,"('boring', 'funny')",0.8849998,0.7576466,-0.1273532
16,-0.2200096,-0.24561968,"('unpopular', 'popular')",-0.2200096,-0.2456197,-0.0256101
17,0.26656106,0.2892066,"('nasty', 'nice')",0.2665611,0.2892066,0.0226455
18,-0.4264588,-0.5333395,"('disagreeable', 'welcoming')",-0.4264588,-0.5333395,-0.1068807
19,-0.19459933,-0.21353617,"('inhospitable', 'hospitable')",-0.1945993,-0.2135362,-0.0189369
20,0.46253702,0.48273534,"('rough', 'thoughtful')",0.462537,0.4827353,0.0201983
21,0.4729534,0.4898105,"('immoral', 'moral')",0.4729534,0.4898105,0.0168571
22,-0.42487594,-0.53827643,"('untrustworthy', 'trustworthy')",-0.4248759,-0.5382764,-0.1134005
23,6.723866,6.7164617,"('insincere', 'sincere')",6.723866,6.7164617,-0.0074043
24,1.873829,1.7604029,"('dishonest', 'honest')",1.873829,1.7604029,-0.1134261
25,0.19916463,0.094086155,"('egoistic', 'altruistic')",0.1991646,0.0940862,-0.1050784
26,0.8048409,0.7316309,"('hardhearted', 'benevolent')",0.8048409,0.7316309,-0.07321
27,1.2683532,1.125598,"('hardhearted', 'softhearted')",1.2683532,1.125598,-0.1427552
28,1.446202,1.3562928,"('disloyal', 'loyal')",1.446202,1.3562928,-0.0899092
29,-0.96706474,-1.046604,"('unfair', 'fair')",-0.9670647,-1.046604,-0.0795393
30,1.6048506,1.534334,"('intolerant', 'tolerant')",1.6048506,1.5343339,-0.0705167
31,-1.820124,-1.7170514,"('evil', 'good')",-1.820124,-1.7170514,0.1030726
32,1.7286345,1.568407,"('unkind', 'kind')",1.7286345,1.5684071,-0.1602274
33,-0.08604538,-0.17176697,"('wrong', 'right')",-0.0860454,-0.171767,-0.0857216
34,4.5617256,4.6726074,"('mean', 'honorable')",4.5617256,4.6726074,0.1108818
35,-0.87666285,-1.0608045,"('corrupt', 'incorrupt')",-0.8766629,-1.0608045,-0.1841416
36,-1.3640121,-1.422819,"('hostile', 'amicable')",-1.3640121,-1.422819,-0.0588069
37,0.38334373,0.3744833,"('fake', 'genuine')",0.3833437,0.3744833,-0.0088604
38,0.59168,0.54809356,"('untruthful', 'truthful')",0.59168,0.5480936,-0.0435864
39,0.9009249,0.94152313,"('exploitative', 'cooperative')",0.9009249,0.9415231,0.0405982
40,-1.9590331,-2.0655265,"('stingy', 'generous')",-1.9590331,-2.0655265,-0.1064934
41,0.7319316,0.66866577,"('unforgiving', 'forgiving')",0.7319316,0.6686658,-0.0632658
42,-2.3186898,-2.3556018,"('unreliable', 'reliable')",-2.3186898,-2.3556018,-0.036912
43,1.3984783,1.4373405,"('irresponsible', 'responsible')",1.3984783,1.4373405,0.0388622
44,-2.0979483,-2.0393176,"('prejudiced', 'unprejudiced')",-2.0979483,-2.0393176,0.0586307
45,0.09529028,0.09439847,"('incompetent', 'competent')",0.0952903,0.0943985,-0.0008918
46,-0.717263,-0.69204456,"('uncompetitive', 'competitive')",-0.717263,-0.6920446,0.0252184
47,4.818095,4.8776965,"('stupid', 'smart')",4.8180952,4.8776965,0.0596013
48,1.0308077,0.99679816,"('unintelligent', 'intelligent')",1.0308077,0.9967982,-0.0340095
49,0.39809164,0.41478166,"('unable', 'able')",0.3980916,0.4147817,0.0166901
50,-0.225375,-0.3414305,"('clumsy', 'skillful')",-0.225375,-0.3414305,-0.1160555
51,0.73511976,0.55849135,"('uneducated', 'educated')",0.7351198,0.5584913,-0.1766285
52,-1.288145,-1.3502854,"('irrational', 'rational')",-1.2881449,-1.3502854,-0.0621405
53,-0.18646045,-0.2617808,"('uncreative', 'creative')",-0.1864605,-0.2617808,-0.0753203
54,1.0605805,1.0018091,"('incapable', 'capable')",1.0605805,1.0018091,-0.0587714
55,0.95655847,0.9988397,"('incompetent', 'clever')",0.9565585,0.9988397,0.0422812
56,1.560669,1.5353009,"('impractical', 'practical')",1.5606689,1.5353009,-0.025368
57,-2.5987508,-2.539827,"('unimaginative', 'imaginative')",-2.5987508,-2.5398271,0.0589237
58,0.31199005,0.3351929,"('undiscriminating', 'discriminating')",0.3119901,0.3351929,0.0232028
59,-0.11986935,-0.17770419,"('foolish', 'wise')",-0.1198694,-0.1777042,-0.0578348
60,1.2344956,1.2830731,"('inefficient', 'efficient')",1.2344956,1.2830731,0.0485775
61,0.6266531,0.3902692,"('illogical', 'logical')",0.6266531,0.3902692,-0.2363839
62,0.9914624,0.99452466,"('incompetent', 'brilliant')",0.9914624,0.9945247,0.0030623
63,0.86648536,0.9248413,"('unperceptive', 'insightful')",0.8664854,0.9248413,0.0583559
64,-6.0601,-6.0886908,"('shy', 'confident')",-6.0601001,-6.0886908,-0.0285907
65,0.21195313,0.23820144,"('insecure', 'secure')",0.2119531,0.2382014,0.0262483
66,-0.75093573,-0.76093394,"('inactive', 'active')",-0.7509357,-0.7609339,-0.0099982
67,0.2794851,0.29675594,"('doubtful', 'determined')",0.2794851,0.2967559,0.0172708
68,-0.7817062,-0.81488055,"('dependent', 'independent')",-0.7817062,-0.8148805,-0.0331743
69,-1.8704545,-1.8821069,"('lazy', 'industrious')",-1.8704545,-1.8821069,-0.0116524
70,1.2046944,1.1027254,"('lethargic', 'energetic')",1.2046944,1.1027254,-0.101969
71,0.6901741,0.73826844,"('diffident', 'self-confident')",0.6901741,0.7382684,0.0480943
72,0.5165399,0.5427354,"('unambitious', 'ambitious')",0.5165399,0.5427354,0.0261955
73,-3.032937,-3.0092478,"('helpless', 'self-reliant')",-3.032937,-3.0092478,0.0236892
74,0.7592949,0.67411804,"('undedicated', 'dedicated')",0.7592949,0.674118,-0.0851769
75,-1.7884377,-1.7107307,"('meek', 'impulsive')",-1.7884377,-1.7107307,0.077707
76,0.9784599,1.0050099,"('anxious', 'daring')",0.9784599,1.0050099,0.02655
77,-0.96266836,-0.8824047,"('unmotivated', 'motivated')",-0.9626684,-0.8824047,0.0802637
78,-0.5164189,-0.49186695,"('nonresilient', 'resilient')",-0.5164189,-0.4918669,0.024552
79,-0.09549901,-0.09105584,"('wavering', 'unwavering')",-0.095499,-0.0910558,0.0044432
80,0.31727013,0.2121974,"('dominated', 'dominating')",0.3172701,0.2121974,-0.1050727
81,0.6414114,0.67970276,"('submissive', 'aggressive')",0.6414114,0.6797028,0.0382914
82,5.11606,5.1188307,"('poor', 'rich')",5.1160598,5.1188307,0.0027709
