,cooperation_male,cooperation_female,tuple,average_male,average_female,female-male
0,1.0132004,0.88964355,"('unsociable', 'sociable')",1.0132004,0.8896435,-0.1235569
1,0.711496,0.60179794,"('unfriendly', 'friendly')",0.711496,0.6017979,-0.1096981
2,0.570754,0.4689604,"('unlikable', 'likable')",0.570754,0.4689604,-0.1017936
3,0.56524867,0.6716641,"('repellent', 'pleasant')",0.5652487,0.6716641,0.1064154
4,-7.0080748,-7.286522,"('disliked', 'liked')",-7.0080748,-7.2865219,-0.2784471
5,-1.9432793,-1.9795041,"('distant', 'outgoing')",-1.9432793,-1.9795041,-0.0362248
6,-1.2594895,-1.2817092,"('distant', 'open')",-1.2594895,-1.2817092,-0.0222197
7,1.1819134,1.1391414,"('insensitive', 'sensitive')",1.1819134,1.1391414,-0.042772
8,0.38945746,0.37496176,"('unaffectionate', 'affectionate')",0.3894575,0.3749618,-0.0144957
9,1.2941959,1.3438942,"('unaffectionate', 'caring')",1.2941959,1.3438942,0.0496983
10,1.7043014,1.6884536,"('unsympathetic', 'sympathetic')",1.7043014,1.6884536,-0.0158478
11,2.89675,2.7932274,"('unhelpful', 'helpful')",2.89675,2.7932274,-0.1035226
12,-1.0656614,-1.2199348,"('unsupportive', 'supportive')",-1.0656614,-1.2199348,-0.1542734
13,0.8021914,0.69089395,"('impolite', 'polite')",0.8021914,0.6908939,-0.1112975
14,1.777004,1.6613667,"('antisocial', 'social')",1.777004,1.6613667,-0.1156373
15,0.06665301,-0.038733672,"('boring', 'funny')",0.066653,-0.0387337,-0.1053867
16,-0.8929832,-0.88869715,"('unpopular', 'popular')",-0.8929832,-0.8886971,0.0042861
17,0.021734953,-0.063660376,"('nasty', 'nice')",0.021735,-0.0636604,-0.0853954
18,-0.61439323,-0.74112314,"('disagreeable', 'welcoming')",-0.6143932,-0.7411231,-0.1267299
19,-1.3596959,-1.3791527,"('inhospitable', 'hospitable')",-1.3596959,-1.3791527,-0.0194568
20,1.6910124,1.50907,"('rough', 'thoughtful')",1.6910124,1.50907,-0.1819424
21,0.9479576,0.8267956,"('immoral', 'moral')",0.9479576,0.8267956,-0.121162
22,0.55095613,0.35637346,"('untrustworthy', 'trustworthy')",0.5509561,0.3563735,-0.1945826
23,6.4772143,6.6066566,"('insincere', 'sincere')",6.4772143,6.6066566,0.1294423
24,1.61894,1.54238,"('dishonest', 'honest')",1.61894,1.54238,-0.07656
25,0.5519118,0.4614783,"('egoistic', 'altruistic')",0.5519118,0.4614783,-0.0904335
26,1.4341764,1.1833668,"('hardhearted', 'benevolent')",1.4341764,1.1833668,-0.2508096
27,0.90026176,0.8093298,"('hardhearted', 'softhearted')",0.9002618,0.8093298,-0.090932
28,1.8864228,1.803334,"('disloyal', 'loyal')",1.8864228,1.803334,-0.0830888
29,-0.81865036,-0.8992688,"('unfair', 'fair')",-0.8186504,-0.8992688,-0.0806184
30,1.7255656,1.6901048,"('intolerant', 'tolerant')",1.7255656,1.6901048,-0.0354608
31,-2.7705984,-2.7492173,"('evil', 'good')",-2.7705984,-2.7492173,0.0213811
32,1.2871754,1.1367238,"('unkind', 'kind')",1.2871754,1.1367238,-0.1504516
33,-0.39055756,-0.5571786,"('wrong', 'right')",-0.3905576,-0.5571786,-0.166621
34,4.40375,4.7497997,"('mean', 'honorable')",4.4037499,4.7497997,0.3460498
35,-1.8691057,-1.9185729,"('corrupt', 'incorrupt')",-1.8691057,-1.9185729,-0.0494672
36,-1.2624656,-1.2201022,"('hostile', 'amicable')",-1.2624656,-1.2201022,0.0423634
37,0.98003656,0.9577612,"('fake', 'genuine')",0.9800366,0.9577612,-0.0222754
