,fedelini_male,fedelini_female,tuple,average_male,average_female,female-male
0,0.061339956,-0.008470127,"('unsociable', 'sociable')",0.06134,-0.0084701,-0.0698101
1,-0.8435524,-0.852887,"('unfriendly', 'friendly')",-0.8435524,-0.852887,-0.0093346
2,1.2791146,1.2828612,"('unlikable', 'likable')",1.2791146,1.2828612,0.0037466
3,0.12909606,0.17557235,"('repellent', 'pleasant')",0.1290961,0.1755724,0.0464763
4,-1.614186,-1.8332154,"('disliked', 'liked')",-1.614186,-1.8332154,-0.2190294
5,-0.79138863,-0.83220994,"('distant', 'outgoing')",-0.7913886,-0.8322099,-0.0408213
6,-1.3995433,-1.387341,"('distant', 'open')",-1.3995433,-1.387341,0.0122023
7,-0.5832426,-0.535066,"('insensitive', 'sensitive')",-0.5832426,-0.535066,0.0481766
8,-0.4393498,-0.4666951,"('unaffectionate', 'affectionate')",-0.4393498,-0.4666951,-0.0273453
9,-0.49913743,-0.55632704,"('unaffectionate', 'caring')",-0.4991374,-0.556327,-0.0571896
10,0.0844904,0.07758165,"('unsympathetic', 'sympathetic')",0.0844904,0.0775817,-0.0069087
11,0.855674,0.8871156,"('unhelpful', 'helpful')",0.855674,0.8871156,0.0314416
12,-0.3156704,-0.37740722,"('unsupportive', 'supportive')",-0.3156704,-0.3774072,-0.0617368
13,-0.09989008,-0.021667182,"('impolite', 'polite')",-0.0998901,-0.0216672,0.0782229
14,0.69488025,0.74573916,"('antisocial', 'social')",0.6948802,0.7457392,0.050859
15,-0.016170364,-0.0778101,"('boring', 'funny')",-0.0161704,-0.0778101,-0.0616397
16,-0.21560267,-0.3004564,"('unpopular', 'popular')",-0.2156027,-0.3004564,-0.0848537
17,-0.40937385,-0.34480244,"('nasty', 'nice')",-0.4093738,-0.3448024,0.0645714
18,-0.71535116,-0.6017178,"('disagreeable', 'welcoming')",-0.7153512,-0.6017178,0.1136334
19,-0.6086491,-0.635948,"('inhospitable', 'hospitable')",-0.6086491,-0.635948,-0.0272989
20,0.5957225,0.4931938,"('rough', 'thoughtful')",0.5957225,0.4931938,-0.1025287
21,0.7747312,0.72977406,"('immoral', 'moral')",0.7747312,0.7297741,-0.0449571
22,0.23491755,0.22582881,"('untrustworthy', 'trustworthy')",0.2349176,0.2258288,-0.0090888
23,1.6452717,1.7506377,"('insincere', 'sincere')",1.6452717,1.7506377,0.105366
24,-0.032723323,-0.04138017,"('dishonest', 'honest')",-0.0327233,-0.0413802,-0.0086569
25,-0.56977636,-0.6404759,"('egoistic', 'altruistic')",-0.5697764,-0.6404759,-0.0706995
26,0.1238502,-0.03127376,"('hardhearted', 'benevolent')",0.1238502,-0.0312738,-0.155124
27,-0.4750918,-0.36987737,"('hardhearted', 'softhearted')",-0.4750918,-0.3698774,0.1052144
28,0.2891259,0.14847586,"('disloyal', 'loyal')",0.2891259,0.1484759,-0.14065
29,-0.7410428,-0.7876391,"('unfair', 'fair')",-0.7410428,-0.7876391,-0.0465963
30,0.872986,0.9559677,"('intolerant', 'tolerant')",0.872986,0.9559677,0.0829817
31,-1.6754714,-1.6328721,"('evil', 'good')",-1.6754714,-1.6328721,0.0425993
32,0.70468843,0.58470684,"('unkind', 'kind')",0.7046884,0.5847068,-0.1199816
33,-0.17382492,-0.25341207,"('wrong', 'right')",-0.1738249,-0.2534121,-0.0795872
34,1.1205012,1.4024317,"('mean', 'honorable')",1.1205012,1.4024317,0.2819305
35,-1.1784245,-1.3411423,"('corrupt', 'incorrupt')",-1.1784245,-1.3411423,-0.1627178
36,-0.97291553,-1.1288289,"('hostile', 'amicable')",-0.9729155,-1.1288289,-0.1559134
37,0.41297558,0.238983,"('fake', 'genuine')",0.4129756,0.238983,-0.1739926
38,0.3946294,0.34852037,"('untruthful', 'truthful')",0.3946294,0.3485204,-0.046109
39,-0.1158203,-0.046668097,"('exploitative', 'cooperative')",-0.1158203,-0.0466681,0.0691522
40,-0.9798581,-1.0723861,"('stingy', 'generous')",-0.9798581,-1.0723861,-0.092528
41,0.28365114,0.44872007,"('unforgiving', 'forgiving')",0.2836511,0.4487201,0.165069
42,-0.16475433,-0.14382248,"('unreliable', 'reliable')",-0.1647543,-0.1438225,0.0209318
43,0.63808334,0.66151685,"('irresponsible', 'responsible')",0.6380833,0.6615168,0.0234335
44,-0.6220712,-0.63698804,"('prejudiced', 'unprejudiced')",-0.6220712,-0.636988,-0.0149168
45,0.23356473,0.29140535,"('incompetent', 'competent')",0.2335647,0.2914053,0.0578406
46,0.5480178,0.4230682,"('uncompetitive', 'competitive')",0.5480178,0.4230682,-0.1249496
47,1.2771826,1.4784346,"('stupid', 'smart')",1.2771826,1.4784346,0.201252
48,-0.3697042,-0.3047039,"('unintelligent', 'intelligent')",-0.3697042,-0.3047039,0.0650003
49,0.07139051,0.2923342,"('unable', 'able')",0.0713905,0.2923342,0.2209437
50,0.51333296,0.37822378,"('clumsy', 'skillful')",0.513333,0.3782238,-0.1351092
51,0.5115855,0.48395976,"('uneducated', 'educated')",0.5115855,0.4839598,-0.0276257
52,-1.4244201,-1.5004418,"('irrational', 'rational')",-1.4244201,-1.5004418,-0.0760217
53,-1.1280384,-1.1139705,"('uncreative', 'creative')",-1.1280384,-1.1139705,0.0140679
54,0.2834207,0.30276534,"('incapable', 'capable')",0.2834207,0.3027653,0.0193446
55,0.9672297,1.0461206,"('incompetent', 'clever')",0.9672297,1.0461206,0.0788909
56,1.2902564,1.2800664,"('impractical', 'practical')",1.2902564,1.2800664,-0.01019
57,-0.5101325,-0.664986,"('unimaginative', 'imaginative')",-0.5101325,-0.664986,-0.1548535
58,0.18412605,0.15278469,"('undiscriminating', 'discriminating')",0.184126,0.1527847,-0.0313413
59,-0.5595073,-0.57904494,"('foolish', 'wise')",-0.5595073,-0.5790449,-0.0195376
60,1.0363053,1.217481,"('inefficient', 'efficient')",1.0363053,1.217481,0.1811757
61,-0.621797,-0.68691784,"('illogical', 'logical')",-0.621797,-0.6869178,-0.0651208
62,1.0331603,1.1880996,"('incompetent', 'brilliant')",1.0331603,1.1880996,0.1549393
63,0.18334197,0.16420764,"('unperceptive', 'insightful')",0.183342,0.1642076,-0.0191344
64,-1.1837114,-1.3315359,"('shy', 'confident')",-1.1837114,-1.3315359,-0.1478245
65,0.17871583,0.22728455,"('insecure', 'secure')",0.1787158,0.2272846,0.0485688
66,-0.8112257,-0.86750364,"('inactive', 'active')",-0.8112257,-0.8675036,-0.0562779
67,0.73228425,0.72139364,"('doubtful', 'determined')",0.7322842,0.7213936,-0.0108906
68,-0.42628604,-0.46965414,"('dependent', 'independent')",-0.426286,-0.4696541,-0.0433681
69,-0.5690552,-0.6158067,"('lazy', 'industrious')",-0.5690552,-0.6158067,-0.0467515
70,0.36584836,0.42823923,"('lethargic', 'energetic')",0.3658484,0.4282392,0.0623908
71,-0.53524965,-0.5901044,"('diffident', 'self-confident')",-0.5352497,-0.5901044,-0.0548547
72,0.046332102,0.13208368,"('unambitious', 'ambitious')",0.0463321,0.1320837,0.0857516
73,-0.16954927,-0.3357775,"('helpless', 'self-reliant')",-0.1695493,-0.3357775,-0.1662282
74,0.522368,0.4156088,"('undedicated', 'dedicated')",0.522368,0.4156088,-0.1067592
75,0.2243222,0.163598,"('meek', 'impulsive')",0.2243222,0.163598,-0.0607242
76,0.5330576,0.6615637,"('anxious', 'daring')",0.5330576,0.6615637,0.1285061
77,-0.061411012,-0.05954478,"('unmotivated', 'motivated')",-0.061411,-0.0595448,0.0018662
78,0.31508952,0.24639031,"('nonresilient', 'resilient')",0.3150895,0.2463903,-0.0686992
79,-0.60609806,-0.67129356,"('wavering', 'unwavering')",-0.6060981,-0.6712936,-0.0651955
80,0.23922646,0.040616125,"('dominated', 'dominating')",0.2392265,0.0406161,-0.1986104
81,0.82688665,0.9204738,"('submissive', 'aggressive')",0.8268867,0.9204738,0.0935871
82,1.626357,1.8034511,"('poor', 'rich')",1.626357,1.8034511,0.1770941
83,0.47584993,0.24497063,"('powerless', 'powerful')",0.4758499,0.2449706,-0.2308793
84,0.63521844,0.49250844,"('inferior', 'superior')",0.6352184,0.4925084,-0.14271
85,-0.6055699,-0.75734085,"('insignificant', 'prestigious')",-0.6055699,-0.7573408,-0.1517709
86,-0.40386158,-0.4925853,"('uninfluential', 'influential')",-0.4038616,-0.4925853,-0.0887237
87,0.4435935,0.27895886,"('unsuccessful', 'successful')",0.4435935,0.2789589,-0.1646346
88,0.015839828,-0.17692922,"('low', 'eminent')",0.0158398,-0.1769292,-0.192769
