,thanks_male,thanks_female,tuple,average_male,average_female,female-male
0,-0.29143175,-0.33039156,"('unsociable', 'sociable')",-0.2914318,-0.3303916,-0.0389598
1,1.5418768,1.4324784,"('unfriendly', 'friendly')",1.5418768,1.4324784,-0.1093984
2,0.43245757,0.6187132,"('unlikable', 'likable')",0.4324576,0.6187132,0.1862556
3,0.58547026,0.65179217,"('repellent', 'pleasant')",0.5854703,0.6517922,0.0663219
4,-7.0769024,-7.1923747,"('disliked', 'liked')",-7.0769024,-7.1923747,-0.1154723
5,0.039972786,0.03412529,"('distant', 'outgoing')",0.0399728,0.0341253,-0.0058475
6,0.516286,0.44679016,"('distant', 'open')",0.516286,0.4467902,-0.0694958
7,0.51815736,0.5687521,"('insensitive', 'sensitive')",0.5181574,0.5687521,0.0505947
8,1.4037552,1.2890322,"('unaffectionate', 'affectionate')",1.4037552,1.2890322,-0.114723
9,1.5483344,1.5753579,"('unaffectionate', 'caring')",1.5483344,1.5753579,0.0270235
10,0.7140956,0.7967861,"('unsympathetic', 'sympathetic')",0.7140956,0.7967861,0.0826905
11,1.3813828,1.4355044,"('unhelpful', 'helpful')",1.3813828,1.4355044,0.0541216
12,-1.741236,-1.7558796,"('unsupportive', 'supportive')",-1.741236,-1.7558796,-0.0146436
13,-0.15528798,-0.078165434,"('impolite', 'polite')",-0.155288,-0.0781654,0.0771226
14,-0.5384551,-0.5933996,"('antisocial', 'social')",-0.5384551,-0.5933996,-0.0549445
15,0.54390585,0.45094886,"('boring', 'funny')",0.5439059,0.4509489,-0.092957
16,-0.07780352,-0.056239307,"('unpopular', 'popular')",-0.0778035,-0.0562393,0.0215642
17,0.3192738,0.31008962,"('nasty', 'nice')",0.3192738,0.3100896,-0.0091842
18,-0.051349156,-0.13521063,"('disagreeable', 'welcoming')",-0.0513492,-0.1352106,-0.0838614
19,-0.33348995,-0.27645627,"('inhospitable', 'hospitable')",-0.33349,-0.2764563,0.0570337
20,0.9020296,0.7579761,"('rough', 'thoughtful')",0.9020296,0.7579761,-0.1440535
21,-0.5590884,-0.3092262,"('immoral', 'moral')",-0.5590884,-0.3092262,0.2498622
22,-0.3626026,-0.38245744,"('untrustworthy', 'trustworthy')",-0.3626026,-0.3824574,-0.0198548
23,5.8012505,5.889894,"('insincere', 'sincere')",5.8012505,5.889894,0.0886435
24,1.5189261,1.513456,"('dishonest', 'honest')",1.5189261,1.513456,-0.0054701
25,0.8523719,0.76466984,"('egoistic', 'altruistic')",0.8523719,0.7646698,-0.0877021
26,0.59401625,0.38783514,"('hardhearted', 'benevolent')",0.5940163,0.3878351,-0.2061812
27,1.8510141,1.6435124,"('hardhearted', 'softhearted')",1.8510141,1.6435124,-0.2075017
28,1.1651278,1.1281266,"('disloyal', 'loyal')",1.1651278,1.1281266,-0.0370012
29,-0.3802371,-0.5105254,"('unfair', 'fair')",-0.3802371,-0.5105254,-0.1302883
30,0.5971485,0.6372279,"('intolerant', 'tolerant')",0.5971485,0.6372279,0.0400794
31,-0.62154377,-0.7897708,"('evil', 'good')",-0.6215438,-0.7897708,-0.168227
32,1.0811626,1.0448189,"('unkind', 'kind')",1.0811626,1.0448189,-0.0363437
33,-0.21827896,-0.22079715,"('wrong', 'right')",-0.218279,-0.2207972,-0.0025182
34,4.314206,4.5022235,"('mean', 'honorable')",4.3142061,4.5022235,0.1880174
35,-0.54444283,-0.7790184,"('corrupt', 'incorrupt')",-0.5444428,-0.7790184,-0.2345756
36,-0.30350187,-0.42705217,"('hostile', 'amicable')",-0.3035019,-0.4270522,-0.1235503
37,0.94291484,0.9352778,"('fake', 'genuine')",0.9429148,0.9352778,-0.007637
38,-0.5276285,-0.43875214,"('untruthful', 'truthful')",-0.5276285,-0.4387521,0.0888764
39,0.10823262,0.1364194,"('exploitative', 'cooperative')",0.1082326,0.1364194,0.0281868
40,-1.032715,-1.2918185,"('stingy', 'generous')",-1.032715,-1.2918185,-0.2591035
41,0.15898126,0.12139246,"('unforgiving', 'forgiving')",0.1589813,0.1213925,-0.0375888
42,-1.7267292,-1.7958652,"('unreliable', 'reliable')",-1.7267292,-1.7958652,-0.069136
43,0.86547965,0.92431194,"('irresponsible', 'responsible')",0.8654796,0.9243119,0.0588323
44,-0.91674834,-0.96799695,"('prejudiced', 'unprejudiced')",-0.9167483,-0.967997,-0.0512487
45,-0.07387559,-0.1369439,"('incompetent', 'competent')",-0.0738756,-0.1369439,-0.0630683
46,-0.73004603,-0.6462238,"('uncompetitive', 'competitive')",-0.730046,-0.6462238,0.0838222
47,4.7961097,5.002782,"('stupid', 'smart')",4.7961097,5.0027819,0.2066722
48,0.21062517,0.18867578,"('unintelligent', 'intelligent')",0.2106252,0.1886758,-0.0219494
49,0.0031101517,0.20036778,"('unable', 'able')",0.0031102,0.2003678,0.1972576
50,0.0038374737,-0.0044325553,"('clumsy', 'skillful')",0.0038375,-0.0044326,-0.0082701
51,-0.028434984,0.020507198,"('uneducated', 'educated')",-0.028435,0.0205072,0.0489422
52,0.02163629,-0.09955354,"('irrational', 'rational')",0.0216363,-0.0995535,-0.1211898
53,0.1910596,0.12754005,"('uncreative', 'creative')",0.1910596,0.1275401,-0.0635195
54,1.1758708,1.3446243,"('incapable', 'capable')",1.1758708,1.3446243,0.1687535
55,0.3047487,0.34033254,"('incompetent', 'clever')",0.3047487,0.3403325,0.0355838
56,0.21089485,0.25899476,"('impractical', 'practical')",0.2108949,0.2589948,0.0480999
57,-2.5547564,-2.6010706,"('unimaginative', 'imaginative')",-2.5547564,-2.6010706,-0.0463142
58,0.12315764,0.028800307,"('undiscriminating', 'discriminating')",0.1231576,0.0288003,-0.0943573
59,0.24404341,0.27272156,"('foolish', 'wise')",0.2440434,0.2727216,0.0286782
60,0.06789127,0.27674347,"('inefficient', 'efficient')",0.0678913,0.2767435,0.2088522
61,0.13180155,-0.0044106767,"('illogical', 'logical')",0.1318015,-0.0044107,-0.1362122
62,0.44677937,0.58309686,"('incompetent', 'brilliant')",0.4467794,0.5830969,0.1363175
63,0.0043723695,0.088580444,"('unperceptive', 'insightful')",0.0043724,0.0885804,0.084208
64,-6.1167436,-6.0417027,"('shy', 'confident')",-6.1167436,-6.0417027,0.0750409
65,0.3134393,0.3892746,"('insecure', 'secure')",0.3134393,0.3892746,0.0758353
66,0.10546003,0.029967591,"('inactive', 'active')",0.10546,0.0299676,-0.0754924
67,-0.6999262,-0.5607536,"('doubtful', 'determined')",-0.6999262,-0.5607536,0.1391726
