,assembly_male,assembly_female,tuple,average_male,average_female,female-male
0,0.25265196,0.02717039,"('unsociable', 'sociable')",0.252652,0.0271704,-0.2254816
1,1.850008,1.8606279,"('unfriendly', 'friendly')",1.850008,1.8606279,0.0106199
2,0.3610622,0.41394457,"('unlikable', 'likable')",0.3610622,0.4139446,0.0528824
3,0.4057169,0.60567856,"('repellent', 'pleasant')",0.4057169,0.6056786,0.1999617
4,-6.8843637,-7.036043,"('disliked', 'liked')",-6.8843637,-7.0360432,-0.1516795
5,-0.07007019,0.023569524,"('distant', 'outgoing')",-0.0700702,0.0235695,0.0936397
6,0.16034207,0.26789102,"('distant', 'open')",0.1603421,0.267891,0.1075489
7,1.078491,1.0777763,"('insensitive', 'sensitive')",1.078491,1.0777763,-0.0007147
8,1.477982,1.4679534,"('unaffectionate', 'affectionate')",1.477982,1.4679534,-0.0100286
9,1.7973102,1.8672925,"('unaffectionate', 'caring')",1.7973102,1.8672925,0.0699823
10,0.6086221,0.73347205,"('unsympathetic', 'sympathetic')",0.6086221,0.733472,0.1248499
11,1.9956113,1.9429784,"('unhelpful', 'helpful')",1.9956113,1.9429784,-0.0526329
12,-1.4135567,-1.3352735,"('unsupportive', 'supportive')",-1.4135567,-1.3352735,0.0782832
13,0.12639365,0.006721899,"('impolite', 'polite')",0.1263936,0.0067219,-0.1196717
14,0.28265423,0.10702111,"('antisocial', 'social')",0.2826542,0.1070211,-0.1756331
15,0.8447001,0.66238993,"('boring', 'funny')",0.8447001,0.6623899,-0.1823102
16,-0.22897372,-0.22191554,"('unpopular', 'popular')",-0.2289737,-0.2219155,0.0070582
17,0.12521283,0.15866075,"('nasty', 'nice')",0.1252128,0.1586608,0.033448
18,-0.36184984,-0.22091287,"('disagreeable', 'welcoming')",-0.3618498,-0.2209129,0.1409369
19,-0.11683433,-0.0847771,"('inhospitable', 'hospitable')",-0.1168343,-0.0847771,0.0320572
20,0.5658406,0.52169347,"('rough', 'thoughtful')",0.5658406,0.5216935,-0.0441471
21,-0.18349865,-0.10012315,"('immoral', 'moral')",-0.1834987,-0.1001232,0.0833755
22,-0.83802587,-0.7529001,"('untrustworthy', 'trustworthy')",-0.8380259,-0.7529001,0.0851258
23,6.7549014,6.787642,"('insincere', 'sincere')",6.7549014,6.787642,0.0327406
24,1.5498036,1.7230983,"('dishonest', 'honest')",1.5498036,1.7230983,0.1732947
25,1.2787793,1.2905115,"('egoistic', 'altruistic')",1.2787793,1.2905115,0.0117322
26,1.6756284,1.3299526,"('hardhearted', 'benevolent')",1.6756284,1.3299526,-0.3456758
27,1.7141402,1.7118199,"('hardhearted', 'softhearted')",1.7141402,1.7118199,-0.0023203
28,1.344272,1.2581606,"('disloyal', 'loyal')",1.344272,1.2581606,-0.0861114
29,-0.6343743,-0.7106538,"('unfair', 'fair')",-0.6343743,-0.7106538,-0.0762795
30,1.0586861,0.98913455,"('intolerant', 'tolerant')",1.0586861,0.9891346,-0.0695515
31,-1.139809,-1.0939279,"('evil', 'good')",-1.139809,-1.0939279,0.0458811
32,1.3780996,1.1973976,"('unkind', 'kind')",1.3780996,1.1973976,-0.180702
33,-0.112744406,-0.102950215,"('wrong', 'right')",-0.1127444,-0.1029502,0.0097942
34,5.024063,5.2101054,"('mean', 'honorable')",5.0240631,5.2101054,0.1860423
35,-0.73480207,-0.88141936,"('corrupt', 'incorrupt')",-0.7348021,-0.8814194,-0.1466173
36,-0.44361332,-0.6513573,"('hostile', 'amicable')",-0.4436133,-0.6513573,-0.207744
37,1.1579837,1.2207793,"('fake', 'genuine')",1.1579837,1.2207793,0.0627956
38,0.40590742,0.3639373,"('untruthful', 'truthful')",0.4059074,0.3639373,-0.0419701
39,0.04313724,0.09350573,"('exploitative', 'cooperative')",0.0431372,0.0935057,0.0503685
40,-1.6310799,-1.461956,"('stingy', 'generous')",-1.6310799,-1.461956,0.1691239
41,0.14531595,-0.049966168,"('unforgiving', 'forgiving')",0.1453159,-0.0499662,-0.1952821
