,curtailment_male,curtailment_female,tuple,average_male,average_female,female-male
0,-0.3260597,-0.38117263,"('unsociable', 'sociable')",-0.3260597,-0.3811726,-0.0551129
1,-2.2568598,-2.2949617,"('unfriendly', 'friendly')",-2.2568598,-2.2949617,-0.0381019
2,-1.0053846,-0.9336605,"('unlikable', 'likable')",-1.0053846,-0.9336605,0.0717241
3,-0.680112,-0.5335869,"('repellent', 'pleasant')",-0.680112,-0.5335869,0.1465251
4,-1.9263973,-1.8993008,"('disliked', 'liked')",-1.9263973,-1.8993008,0.0270965
5,-1.408229,-1.5562334,"('distant', 'outgoing')",-1.408229,-1.5562334,-0.1480044
6,-1.4541862,-1.6027955,"('distant', 'open')",-1.4541862,-1.6027955,-0.1486093
7,-0.2019508,-0.0252432,"('insensitive', 'sensitive')",-0.2019508,-0.0252432,0.1767076
8,-1.4989908,-1.5580324,"('unaffectionate', 'affectionate')",-1.4989908,-1.5580324,-0.0590416
9,-1.8107773,-1.8183817,"('unaffectionate', 'caring')",-1.8107773,-1.8183817,-0.0076044
10,-0.31102663,-0.2892249,"('unsympathetic', 'sympathetic')",-0.3110266,-0.2892249,0.0218017
11,-0.6097653,-0.5261767,"('unhelpful', 'helpful')",-0.6097653,-0.5261767,0.0835886
12,-1.532408,-1.3853225,"('unsupportive', 'supportive')",-1.532408,-1.3853225,0.1470855
13,-0.9842419,-0.8751921,"('impolite', 'polite')",-0.9842419,-0.8751921,0.1090498
14,0.45992318,0.7119483,"('antisocial', 'social')",0.4599232,0.7119483,0.2520251
15,0.124595866,0.035027746,"('boring', 'funny')",0.1245959,0.0350277,-0.0895682
16,-1.0948375,-1.0868611,"('unpopular', 'popular')",-1.0948375,-1.0868611,0.0079764
17,-0.46726856,-0.3227016,"('nasty', 'nice')",-0.4672686,-0.3227016,0.144567
18,-2.1520507,-1.8824035,"('disagreeable', 'welcoming')",-2.1520507,-1.8824035,0.2696472
19,-2.0519738,-2.0885096,"('inhospitable', 'hospitable')",-2.0519738,-2.0885096,-0.0365358
20,-0.3469462,-0.3545059,"('rough', 'thoughtful')",-0.3469462,-0.3545059,-0.0075597
21,-1.0054978,-0.881871,"('immoral', 'moral')",-1.0054978,-0.881871,0.1236268
22,0.102940515,0.09574606,"('untrustworthy', 'trustworthy')",0.1029405,0.0957461,-0.0071944
23,0.74981934,0.69419986,"('insincere', 'sincere')",0.7498193,0.6941999,-0.0556194
24,-1.2063507,-1.182034,"('dishonest', 'honest')",-1.2063507,-1.182034,0.0243167
25,-0.1877739,-0.19385271,"('egoistic', 'altruistic')",-0.1877739,-0.1938527,-0.0060788
26,1.0364842,0.94560176,"('hardhearted', 'benevolent')",1.0364842,0.9456018,-0.0908824
27,-0.8884905,-0.9661994,"('hardhearted', 'softhearted')",-0.8884905,-0.9661994,-0.0777089
28,-0.34670419,-0.38409784,"('disloyal', 'loyal')",-0.3467042,-0.3840978,-0.0373936
29,-0.81706864,-0.9360466,"('unfair', 'fair')",-0.8170686,-0.9360466,-0.118978
30,-0.36397865,-0.30474117,"('intolerant', 'tolerant')",-0.3639787,-0.3047412,0.0592375
31,-2.0746944,-2.191185,"('evil', 'good')",-2.0746944,-2.191185,-0.1164906
32,-0.29043147,-0.31410873,"('unkind', 'kind')",-0.2904315,-0.3141087,-0.0236772
33,-0.5091107,-0.42304522,"('wrong', 'right')",-0.5091107,-0.4230452,0.0860655
34,0.117939405,0.16572085,"('mean', 'honorable')",0.1179394,0.1657209,0.0477815
35,-0.3086299,-0.6224554,"('corrupt', 'incorrupt')",-0.3086299,-0.6224554,-0.3138255
36,-1.3577816,-1.4375869,"('hostile', 'amicable')",-1.3577816,-1.4375869,-0.0798053
37,-0.7445558,-0.73137814,"('fake', 'genuine')",-0.7445558,-0.7313781,0.0131777
38,-1.3838264,-1.4394162,"('untruthful', 'truthful')",-1.3838264,-1.4394162,-0.0555898
39,-0.8093847,-0.6910037,"('exploitative', 'cooperative')",-0.8093847,-0.6910037,0.118381
40,-1.1335697,-0.9809464,"('stingy', 'generous')",-1.1335697,-0.9809464,0.1526233
41,-0.6042655,-0.5275686,"('unforgiving', 'forgiving')",-0.6042655,-0.5275686,0.0766969
42,-0.09138009,0.19072902,"('unreliable', 'reliable')",-0.0913801,0.190729,0.2821091
43,-0.7095976,-0.6433907,"('irresponsible', 'responsible')",-0.7095976,-0.6433907,0.0662069
44,-1.0608695,-1.0227041,"('prejudiced', 'unprejudiced')",-1.0608695,-1.0227041,0.0381654
45,0.13639817,0.16593648,"('incompetent', 'competent')",0.1363982,0.1659365,0.0295383
46,-0.71953475,-0.72445536,"('uncompetitive', 'competitive')",-0.7195348,-0.7244554,-0.0049206
47,1.2004343,1.2042526,"('stupid', 'smart')",1.2004343,1.2042526,0.0038183
48,-1.1988901,-1.1510231,"('unintelligent', 'intelligent')",-1.1988901,-1.1510231,0.047867
49,-1.3261248,-1.2894568,"('unable', 'able')",-1.3261248,-1.2894568,0.036668
50,-0.2929379,-0.22685099,"('clumsy', 'skillful')",-0.2929379,-0.226851,0.0660869
