,arch_male,arch_female,tuple,average_male,average_female,female-male
0,0.07738652,-0.29066515,"('unsociable', 'sociable')",0.0773865,-0.2906651,-0.3680516
1,1.3734379,1.4141257,"('unfriendly', 'friendly')",1.3734379,1.4141257,0.0406878
2,0.3920466,0.6693159,"('unlikable', 'likable')",0.3920466,0.6693159,0.2772693
3,0.67979854,0.66685086,"('repellent', 'pleasant')",0.6797985,0.6668509,-0.0129476
4,-6.610857,-6.711698,"('disliked', 'liked')",-6.610857,-6.7116981,-0.1008411
5,-0.28608954,0.03673373,"('distant', 'outgoing')",-0.2860895,0.0367337,0.3228232
6,0.09703408,0.36253062,"('distant', 'open')",0.0970341,0.3625306,0.2654965
7,0.7397929,0.616934,"('insensitive', 'sensitive')",0.7397929,0.616934,-0.1228589
8,0.99424666,1.1475616,"('unaffectionate', 'affectionate')",0.9942467,1.1475616,0.1533149
9,1.6524463,1.8423052,"('unaffectionate', 'caring')",1.6524463,1.8423052,0.1898589
10,0.80449975,0.77831984,"('unsympathetic', 'sympathetic')",0.8044997,0.7783198,-0.0261799
11,2.1334832,2.1419094,"('unhelpful', 'helpful')",2.1334832,2.1419094,0.0084262
12,-1.6870624,-1.6849474,"('unsupportive', 'supportive')",-1.6870624,-1.6849474,0.002115
13,0.20279977,0.092488885,"('impolite', 'polite')",0.2027998,0.0924889,-0.1103109
14,-0.22629955,-0.6002867,"('antisocial', 'social')",-0.2262996,-0.6002867,-0.3739871
15,0.85794854,0.7665692,"('boring', 'funny')",0.8579485,0.7665692,-0.0913793
16,0.095002905,0.06554332,"('unpopular', 'popular')",0.0950029,0.0655433,-0.0294596
17,-0.09102897,-0.0196591,"('nasty', 'nice')",-0.091029,-0.0196591,0.0713699
18,-0.5527117,-0.6522986,"('disagreeable', 'welcoming')",-0.5527117,-0.6522986,-0.0995869
19,-0.66157377,-0.39061624,"('inhospitable', 'hospitable')",-0.6615738,-0.3906162,0.2709576
20,0.8154571,0.5848231,"('rough', 'thoughtful')",0.8154571,0.5848231,-0.230634
21,-0.21155903,-0.21820655,"('immoral', 'moral')",-0.211559,-0.2182066,-0.0066476
22,-0.4437872,-0.4688788,"('untrustworthy', 'trustworthy')",-0.4437872,-0.4688788,-0.0250916
23,5.999717,6.0270004,"('insincere', 'sincere')",5.9997172,6.0270004,0.0272832
24,1.5586456,1.6101316,"('dishonest', 'honest')",1.5586456,1.6101316,0.051486
25,0.82163393,0.7703849,"('egoistic', 'altruistic')",0.8216339,0.7703849,-0.051249
26,0.8951269,0.6766668,"('hardhearted', 'benevolent')",0.8951269,0.6766668,-0.2184601
27,1.5711548,1.4593182,"('hardhearted', 'softhearted')",1.5711548,1.4593182,-0.1118366
28,0.988317,0.9631892,"('disloyal', 'loyal')",0.988317,0.9631892,-0.0251278
29,-1.0249296,-0.9822235,"('unfair', 'fair')",-1.0249296,-0.9822235,0.0427061
30,1.0881147,0.9070959,"('intolerant', 'tolerant')",1.0881147,0.9070959,-0.1810188
