,fork_male,fork_female,tuple,average_male,average_female,female-male
0,0.010977011,-0.06813459,"('unsociable', 'sociable')",0.010977,-0.0681346,-0.0791116
1,1.5584928,1.4388843,"('unfriendly', 'friendly')",1.5584928,1.4388843,-0.1196085
2,0.39937007,0.48196986,"('unlikable', 'likable')",0.3993701,0.4819699,0.0825998
3,0.9271898,1.0319041,"('repellent', 'pleasant')",0.9271898,1.0319041,0.1047143
4,-7.4702864,-7.3588524,"('disliked', 'liked')",-7.4702864,-7.3588524,0.111434
5,-0.23926796,-0.032295525,"('distant', 'outgoing')",-0.239268,-0.0322955,0.2069725
6,0.089651585,0.2631933,"('distant', 'open')",0.0896516,0.2631933,0.1735417
7,0.91230744,1.0331081,"('insensitive', 'sensitive')",0.9123074,1.0331081,0.1208007
8,0.99712354,0.922647,"('unaffectionate', 'affectionate')",0.9971235,0.922647,-0.0744765
9,1.8514094,1.8578665,"('unaffectionate', 'caring')",1.8514094,1.8578665,0.0064571
10,1.5129976,1.5886986,"('unsympathetic', 'sympathetic')",1.5129976,1.5886986,0.075701
11,2.2621703,2.324033,"('unhelpful', 'helpful')",2.2621703,2.324033,0.0618627
12,-1.3991959,-1.3492478,"('unsupportive', 'supportive')",-1.3991959,-1.3492478,0.0499481
13,0.49117187,0.35537618,"('impolite', 'polite')",0.4911719,0.3553762,-0.1357957
14,-0.25105798,-0.3046021,"('antisocial', 'social')",-0.251058,-0.3046021,-0.0535441
15,0.8157093,0.70581096,"('boring', 'funny')",0.8157093,0.705811,-0.1098983
16,-0.55124986,-0.48312595,"('unpopular', 'popular')",-0.5512499,-0.483126,0.0681239
17,-0.3815268,-0.3265556,"('nasty', 'nice')",-0.3815268,-0.3265556,0.0549712
18,-0.5474216,-0.6441946,"('disagreeable', 'welcoming')",-0.5474216,-0.6441946,-0.096773
19,-0.29976526,-0.10622262,"('inhospitable', 'hospitable')",-0.2997653,-0.1062226,0.1935427
