,childhood_male,childhood_female,tuple,average_male,average_female,female-male
0,-0.12277184,-0.1909913,"('unsociable', 'sociable')",-0.1227718,-0.1909913,-0.0682195
1,0.8866421,0.88379633,"('unfriendly', 'friendly')",0.8866421,0.8837963,-0.0028458
2,-0.0004963912,0.118285,"('unlikable', 'likable')",-0.0004964,0.118285,0.1187814
3,0.6750534,0.6520061,"('repellent', 'pleasant')",0.6750534,0.6520061,-0.0230473
4,-7.402328,-7.6142325,"('disliked', 'liked')",-7.402328,-7.6142325,-0.2119045
5,-0.7665285,-0.72394294,"('distant', 'outgoing')",-0.7665285,-0.7239429,0.0425856
6,-0.4465549,-0.4666389,"('distant', 'open')",-0.4465549,-0.4666389,-0.020084
7,0.9780927,0.98089474,"('insensitive', 'sensitive')",0.9780927,0.9808947,0.002802
8,1.1495005,1.1206707,"('unaffectionate', 'affectionate')",1.1495005,1.1206707,-0.0288298
9,1.5996405,1.6725166,"('unaffectionate', 'caring')",1.5996405,1.6725166,0.0728761
10,1.0293547,1.0498142,"('unsympathetic', 'sympathetic')",1.0293547,1.0498142,0.0204595
11,1.7355491,1.8149729,"('unhelpful', 'helpful')",1.7355491,1.8149729,0.0794238
12,-1.4902639,-1.4784586,"('unsupportive', 'supportive')",-1.4902639,-1.4784586,0.0118053
13,-0.033998743,0.001722224,"('impolite', 'polite')",-0.0339987,0.0017222,0.0357209
14,0.22024538,0.13722762,"('antisocial', 'social')",0.2202454,0.1372276,-0.0830178
15,0.14903793,0.09054532,"('boring', 'funny')",0.1490379,0.0905453,-0.0584926
16,-0.492827,-0.47759122,"('unpopular', 'popular')",-0.492827,-0.4775912,0.0152358
17,-0.13810126,-0.12574542,"('nasty', 'nice')",-0.1381013,-0.1257454,0.0123559
18,-0.35634848,-0.35249752,"('disagreeable', 'welcoming')",-0.3563485,-0.3524975,0.003851
19,-1.0409411,-0.9511114,"('inhospitable', 'hospitable')",-1.0409411,-0.9511114,0.0898297
20,0.96333313,0.88790005,"('rough', 'thoughtful')",0.9633331,0.8879001,-0.075433
21,-0.097803384,0.011235479,"('immoral', 'moral')",-0.0978034,0.0112355,0.1090389
22,-0.54460794,-0.57393163,"('untrustworthy', 'trustworthy')",-0.5446079,-0.5739316,-0.0293237
23,6.0455275,6.1985044,"('insincere', 'sincere')",6.0455275,6.1985044,0.1529769
24,1.3094361,1.2366786,"('dishonest', 'honest')",1.3094361,1.2366786,-0.0727575
25,0.3591264,0.29333776,"('egoistic', 'altruistic')",0.3591264,0.2933378,-0.0657886
26,0.6242605,0.50931036,"('hardhearted', 'benevolent')",0.6242605,0.5093104,-0.1149501
27,1.5422416,1.4154261,"('hardhearted', 'softhearted')",1.5422416,1.4154261,-0.1268155
28,1.1621869,1.1386493,"('disloyal', 'loyal')",1.1621869,1.1386493,-0.0235376
29,-0.54033387,-0.694045,"('unfair', 'fair')",-0.5403339,-0.694045,-0.1537111
30,0.82011664,0.88445634,"('intolerant', 'tolerant')",0.8201166,0.8844563,0.0643397
31,-1.5931612,-1.6348529,"('evil', 'good')",-1.5931612,-1.6348529,-0.0416917
32,1.1411572,1.0959271,"('unkind', 'kind')",1.1411572,1.0959271,-0.0452301
33,-0.45932853,-0.4425091,"('wrong', 'right')",-0.4593285,-0.4425091,0.0168194
34,4.3783045,4.583234,"('mean', 'honorable')",4.3783045,4.5832338,0.2049293
35,-1.1087315,-1.3057976,"('corrupt', 'incorrupt')",-1.1087315,-1.3057976,-0.1970661
36,-0.8362213,-0.94881994,"('hostile', 'amicable')",-0.8362213,-0.9488199,-0.1125986
37,0.86386377,0.844961,"('fake', 'genuine')",0.8638638,0.844961,-0.0189028
38,-0.39247474,-0.30533418,"('untruthful', 'truthful')",-0.3924747,-0.3053342,0.0871405
39,0.2360023,0.21238525,"('exploitative', 'cooperative')",0.2360023,0.2123853,-0.023617
40,-1.5723289,-1.7707765,"('stingy', 'generous')",-1.5723289,-1.7707765,-0.1984476
41,0.1757106,0.14835754,"('unforgiving', 'forgiving')",0.1757106,0.1483575,-0.0273531
42,-2.1994255,-2.2722642,"('unreliable', 'reliable')",-2.1994255,-2.2722642,-0.0728387
43,1.0944425,1.2066242,"('irresponsible', 'responsible')",1.0944425,1.2066242,0.1121817
44,-0.8738224,-0.8630708,"('prejudiced', 'unprejudiced')",-0.8738224,-0.8630708,0.0107516
45,0.22264972,0.16259322,"('incompetent', 'competent')",0.2226497,0.1625932,-0.0600565
46,-0.60860586,-0.65473187,"('uncompetitive', 'competitive')",-0.6086059,-0.6547319,-0.046126
47,4.976549,5.1979356,"('stupid', 'smart')",4.9765491,5.1979356,0.2213865
