,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.37362474,-0.47758523,"('unsociable', 'sociable')",-0.4053586,-0.55393094,-0.3894917,-0.5157581,-0.1262664
1,0.2833979,0.065625876,"('unfriendly', 'friendly')",1.7315481,1.6083688,1.007473,0.8369973,-0.1704757
2,0.59430546,0.62342775,"('unlikable', 'likable')",0.5024439,0.5680452,0.5483747,0.5957365,0.0473618
3,-1.0512142,-0.9493932,"('repellent', 'pleasant')",0.28854102,0.38576636,-0.3813366,-0.2818134,0.0995232
4,-0.465895,-0.5232924,"('disliked', 'liked')",-6.1881647,-6.2999487,-3.3270299,-3.4116206,-0.0845907
5,-0.6407777,-0.6839422,"('distant', 'outgoing')",-0.093525544,-0.143249,-0.3671516,-0.4135956,-0.046444
6,-0.6995982,-0.7448356,"('distant', 'open')",0.4759746,0.4359487,-0.1118118,-0.1544435,-0.0426317
7,-0.56110275,-0.46716928,"('insensitive', 'sensitive')",0.5933646,0.64799863,0.0161309,0.0904147,0.0742838
8,0.25118417,0.11468088,"('unaffectionate', 'affectionate')",0.9968962,0.89452374,0.6240402,0.5046023,-0.1194379
9,0.16923498,0.019066703,"('unaffectionate', 'caring')",1.0360092,0.99274915,0.6026221,0.505908,-0.0967141
10,-0.9318472,-0.91762286,"('unsympathetic', 'sympathetic')",-0.3712129,-0.38782978,-0.65153,-0.6527263,-0.0011963
11,-0.4182177,-0.3862552,"('unhelpful', 'helpful')",1.4175191,1.513666,0.4996507,0.5637054,0.0640547
12,0.0880284,0.106775075,"('unsupportive', 'supportive')",-1.6746247,-1.6792347,-0.7932981,-0.7862298,0.0070683
13,-0.24462667,-0.22780895,"('impolite', 'polite')",-0.683392,-0.6626814,-0.4640093,-0.4452452,0.0187641
14,-0.35673013,-0.3409132,"('antisocial', 'social')",-0.73932475,-0.8121109,-0.5480275,-0.576512,-0.0284845
15,0.16630755,0.044668227,"('boring', 'funny')",0.3580274,0.29648754,0.2621675,0.1705779,-0.0915896
16,-0.7484389,-0.7339992,"('unpopular', 'popular')",0.5767955,0.59633666,-0.0858217,-0.0688313,0.0169904
17,-0.48179692,-0.40844914,"('nasty', 'nice')",-0.4945892,-0.4347211,-0.4881931,-0.4215851,0.066608
18,-0.70965457,-0.8048622,"('disagreeable', 'welcoming')",-0.32940078,-0.37987614,-0.5195277,-0.5923692,-0.0728415
19,-0.23099993,-0.18146423,"('inhospitable', 'hospitable')",0.16215712,0.25247425,-0.0344214,0.035505,0.0699264
20,0.55617243,0.5900865,"('rough', 'thoughtful')",1.4618628,1.4138498,1.0090176,1.0019681,-0.0070495
21,-0.16681138,-0.111319035,"('immoral', 'moral')",-0.72682977,-0.69077843,-0.4468206,-0.4010487,0.0457719
22,-0.17820404,-0.22982503,"('untrustworthy', 'trustworthy')",-0.9635692,-1.0609086,-0.5708866,-0.6453668,-0.0744802
23,-0.011992095,-0.0517293,"('insincere', 'sincere')",5.419089,5.3853397,2.7035484,2.6668053,-0.0367431
24,-0.27688378,-0.35677472,"('dishonest', 'honest')",0.8630336,0.79958767,0.2930749,0.2214065,-0.0716684
25,0.6089709,0.5638585,"('egoistic', 'altruistic')",1.3396187,1.3073608,0.9742948,0.9356096,-0.0386852
26,-0.042286478,-0.18937829,"('hardhearted', 'benevolent')",1.7127926,1.575507,0.8352531,0.6930644,-0.1421887
27,-0.42732307,-0.4662446,"('hardhearted', 'softhearted')",1.5364294,1.4525527,0.5545532,0.493154,-0.0613992
28,0.04631415,-0.1228675,"('disloyal', 'loyal')",1.0574863,0.9539357,0.5519002,0.4155341,-0.1363661
29,-0.6315353,-0.6893252,"('unfair', 'fair')",-0.2025177,-0.33722162,-0.4170265,-0.5132734,-0.0962469
30,0.3446771,0.31513745,"('intolerant', 'tolerant')",1.127422,1.0602437,0.7360495,0.6876906,-0.0483589
31,-0.6498404,-0.6678122,"('evil', 'good')",-0.6850422,-0.7456148,-0.6674413,-0.7067136,-0.0392723
32,-0.09541018,-0.16194066,"('unkind', 'kind')",0.56584394,0.3960411,0.2352169,0.1170502,-0.1181667
33,0.5149703,0.4011059,"('wrong', 'right')",-0.40056878,-0.4493361,0.0572008,-0.0241151,-0.0813159
34,-0.27403578,-0.0935973,"('mean', 'honorable')",5.6508727,5.8655386,2.6884184,2.8859706,0.1975522
35,0.28730267,0.17140757,"('corrupt', 'incorrupt')",0.050360873,-0.08419749,0.1688318,0.043605,-0.1252268
36,-0.15361434,-0.27304792,"('hostile', 'amicable')",0.23296516,0.06966791,0.0396754,-0.10169,-0.1413654
37,0.57851297,0.6489104,"('fake', 'genuine')",0.5369295,0.57317865,0.5577213,0.6110445,0.0533232
38,0.16195257,0.109653376,"('untruthful', 'truthful')",-0.083010904,0.0013321228,0.0394708,0.0554928,0.016022
39,1.0722816,1.1225098,"('exploitative', 'cooperative')",0.25664902,0.2618488,0.6644653,0.6921793,0.027714
40,-0.093837276,-0.1684859,"('stingy', 'generous')",-1.2612157,-1.3850715,-0.6775265,-0.7767787,-0.0992522
41,0.0022196863,-0.082072526,"('unforgiving', 'forgiving')",0.026046967,-0.08656552,0.0141333,-0.084319,-0.0984523
42,-0.30129787,-0.16570938,"('unreliable', 'reliable')",-2.8893661,-2.823362,-1.595332,-1.4945357,0.1007963
43,0.08069377,0.18758373,"('irresponsible', 'responsible')",0.6746565,0.6971884,0.3776751,0.4423861,0.064711
44,-0.72972876,-0.6275429,"('prejudiced', 'unprejudiced')",-1.545639,-1.4967114,-1.1376839,-1.0621271,0.0755568
45,-0.6550946,-0.65697134,"('incompetent', 'competent')",0.04203163,-0.023884272,-0.3065315,-0.3404278,-0.0338963
46,-0.4113112,-0.29526243,"('uncompetitive', 'competitive')",-0.65475714,-0.6662362,-0.5330342,-0.4807493,0.0522849
47,0.46968907,0.5485064,"('stupid', 'smart')",5.0889,5.155277,2.7792945,2.8518915,0.072597
48,-0.004193332,-0.0647752,"('unintelligent', 'intelligent')",0.6112554,0.6111157,0.3035311,0.2731702,-0.0303609
49,0.1641007,0.20866716,"('unable', 'able')",-0.20509736,-0.09070207,-0.0204983,0.0589825,0.0794808
50,0.45571375,0.50344306,"('clumsy', 'skillful')",0.25676414,0.22670376,0.356239,0.3650734,0.0088344
51,-0.48994514,-0.52696323,"('uneducated', 'educated')",0.46294594,0.41954204,-0.0134996,-0.0537106,-0.040211
52,-0.3537313,-0.6689629,"('irrational', 'rational')",0.37341258,0.18959025,0.0098406,-0.2396863,-0.2495269
53,0.622473,0.568792,"('uncreative', 'creative')",0.76881784,0.719267,0.6956455,0.6440295,-0.051616
54,0.3092265,0.25239953,"('incapable', 'capable')",1.085896,1.1192776,0.6975613,0.6858386,-0.0117227
55,-0.23223086,-0.1396995,"('incompetent', 'clever')",0.1337502,0.13260859,-0.0492403,-0.0035455,0.0456948
56,1.0970478,1.1050276,"('impractical', 'practical')",-0.2122812,-0.19255824,0.4423833,0.4562347,0.0138514
