,visual_male,visual_female,tuple,average_male,average_female,female-male
0,-0.45356423,-0.4185754,"('unsociable', 'sociable')",-0.4535642,-0.4185754,0.0349888
1,1.1831313,1.1454111,"('unfriendly', 'friendly')",1.1831313,1.1454111,-0.0377202
2,-0.18446107,-0.14539255,"('unlikable', 'likable')",-0.1844611,-0.1453926,0.0390685
3,0.5338248,0.61806935,"('repellent', 'pleasant')",0.5338248,0.6180694,0.0842446
4,-7.1619906,-7.3157234,"('disliked', 'liked')",-7.1619906,-7.3157234,-0.1537328
5,-0.39859635,-0.43128532,"('distant', 'outgoing')",-0.3985963,-0.4312853,-0.032689
6,0.12579596,0.013807721,"('distant', 'open')",0.125796,0.0138077,-0.1119883
7,0.6179111,0.68505865,"('insensitive', 'sensitive')",0.6179111,0.6850587,0.0671476
8,1.2300123,1.1022959,"('unaffectionate', 'affectionate')",1.2300123,1.1022959,-0.1277164
9,1.4185983,1.4116546,"('unaffectionate', 'caring')",1.4185983,1.4116546,-0.0069437
10,0.7798182,0.8395772,"('unsympathetic', 'sympathetic')",0.7798182,0.8395772,0.059759
11,1.323187,1.4042273,"('unhelpful', 'helpful')",1.323187,1.4042273,0.0810403
12,-1.7595772,-1.771843,"('unsupportive', 'supportive')",-1.7595772,-1.771843,-0.0122658
13,-0.62641424,-0.557966,"('impolite', 'polite')",-0.6264142,-0.557966,0.0684482
14,0.13306639,0.13283962,"('antisocial', 'social')",0.1330664,0.1328396,-0.0002268
15,0.29926023,0.17216684,"('boring', 'funny')",0.2992602,0.1721668,-0.1270934
16,-0.59921664,-0.59326786,"('unpopular', 'popular')",-0.5992166,-0.5932679,0.0059487
17,-0.20049466,-0.15428261,"('nasty', 'nice')",-0.2004947,-0.1542826,0.0462121
18,-0.29903647,-0.38073686,"('disagreeable', 'welcoming')",-0.2990365,-0.3807369,-0.0817004
19,-0.6760954,-0.7341292,"('inhospitable', 'hospitable')",-0.6760954,-0.7341292,-0.0580338
20,0.9988455,0.9324947,"('rough', 'thoughtful')",0.9988455,0.9324947,-0.0663508
21,-0.51103306,-0.40899983,"('immoral', 'moral')",-0.5110331,-0.4089998,0.1020333
22,-0.6231932,-0.61861247,"('untrustworthy', 'trustworthy')",-0.6231932,-0.6186125,0.0045807
23,6.0110784,6.0979824,"('insincere', 'sincere')",6.0110784,6.0979824,0.086904
24,1.4007984,1.2970139,"('dishonest', 'honest')",1.4007984,1.2970139,-0.1037845
25,0.7540885,0.66449547,"('egoistic', 'altruistic')",0.7540885,0.6644955,-0.089593
26,0.9146101,0.82368016,"('hardhearted', 'benevolent')",0.9146101,0.8236802,-0.0909299
27,1.6851743,1.4877235,"('hardhearted', 'softhearted')",1.6851743,1.4877235,-0.1974508
28,0.9628519,0.931456,"('disloyal', 'loyal')",0.9628519,0.931456,-0.0313959
29,-0.45470542,-0.55802053,"('unfair', 'fair')",-0.4547054,-0.5580205,-0.1033151
30,0.8103917,0.8442216,"('intolerant', 'tolerant')",0.8103917,0.8442216,0.0338299
31,-1.105326,-1.1625792,"('evil', 'good')",-1.1053261,-1.1625792,-0.0572531
32,0.8394286,0.79589176,"('unkind', 'kind')",0.8394286,0.7958918,-0.0435368
33,-0.51241326,-0.5548148,"('wrong', 'right')",-0.5124133,-0.5548148,-0.0424015
34,4.333727,4.458419,"('mean', 'honorable')",4.3337269,4.4584188,0.1246919
35,-0.5626827,-0.8340114,"('corrupt', 'incorrupt')",-0.5626827,-0.8340114,-0.2713287
36,-0.5977459,-0.71763325,"('hostile', 'amicable')",-0.5977459,-0.7176332,-0.1198873
37,0.89780307,0.85612065,"('fake', 'genuine')",0.8978031,0.8561206,-0.0416825
38,-0.52387583,-0.49053818,"('untruthful', 'truthful')",-0.5238758,-0.4905382,0.0333376
39,0.48378426,0.47503304,"('exploitative', 'cooperative')",0.4837843,0.475033,-0.0087513
40,-1.179668,-1.3508242,"('stingy', 'generous')",-1.1796679,-1.3508242,-0.1711563
41,0.0020948406,-0.03510263,"('unforgiving', 'forgiving')",0.0020948,-0.0351026,-0.0371974
42,-2.2874005,-2.3045952,"('unreliable', 'reliable')",-2.2874005,-2.3045952,-0.0171947
43,0.78608185,0.82901144,"('irresponsible', 'responsible')",0.7860819,0.8290114,0.0429295
44,-0.71292156,-0.7308578,"('prejudiced', 'unprejudiced')",-0.7129216,-0.7308578,-0.0179362
45,-0.42741677,-0.4324178,"('incompetent', 'competent')",-0.4274168,-0.4324178,-0.005001
46,-0.8758007,-0.8380908,"('uncompetitive', 'competitive')",-0.8758007,-0.8380908,0.0377099
